ID2,title,amenityfeatures,description,streetaddress,type,city,state,unclear_address,Year,unclear type or question,notes,Last Modified
4881,Silver Slipper Lounge,"(MW),(D)",noon-2am Mon-Sat,1317 State St.,Bars,Erie,PA,,1992,,,4/25/2023 9:32pm
5544,Studio 13,"(*),(MW),(B),(D),(S)",521-9030,1318 Westheimer ,Bars,Houston,TX,,1992,,,4/25/2023 9:32pm
1249,Company,"(MX),(NH)",928-0677 4pm-2am,1319 California St.,Bars,San Francisco,CA,,1992,,,4/25/2023 9:32pm
1838,Southwinds Tropical Inn,"(MX),(SW)",294-2215,1321 Simonton St,Accomodations,Key West,FL,,1992,,,4/25/2023 9:32pm
3723,Avant Card,,"476-1918 10-7 Mon-Wed, til 8pm Thurs, 10am-5:30 Fri/Sat, til 5pm Sun",1325 'O' St.,Bookstore/Retail Shops,Lincoln,NE,,1992,,,8/7/2023 2:46pm
6033,Safari Club,"(MX),(NH)",528-9340 8pm-3:30am,1325 4th Ave.,Bars,Huntington,WV,,1992,,,4/25/2023 9:32pm
1300,Glenborough Inn,(MX),966-0589 year round,1327 Bath St.,Accomodations,Santa Barbara,CA,,1992,,,4/25/2023 9:32pm
2014,J.J.'s Pub,"(*),(MW),(V),(D),(F),(P),(E)","953-5945 3pm-2am, patio",1330 Martin Luther King Jr. Way,Bars,Sarasota,FL,,1992,,,4/25/2023 9:32pm
1317,Gay/Lesbian Center,,425-5422 Mon-Thur 4pm-10pm,1332 Commerce Lane,Info Lines & Services,Santa Cruz,CA,,1992,,,4/25/2023 9:32pm
2944,Old Lyons House,(MX),589-2903,1335 Horridge St.,Accomodations,Vinton,LA,,1992,,,4/25/2023 9:32pm
4726,Tool Box Too,"(*),(CW),(LV),(D)",584-1308 noon-2am,1338 E. 3rd ,Bars,Tulsa,OK,,1992,,,4/25/2023 9:32pm
4495,Club Akron,(PC),784-0309 24hrs,1339 E. Market St.,Gyms/Health Clubs,Akron,OH,,1992,,,4/25/2023 9:32pm
413,Ridgewood Inn,(MX),541-8589,1341 Emerald Bay Rd.,Accomodations,Lake Tahoe,CA,,1992,,,4/25/2023 9:32pm
2571,Shirley's One Way,"(*),(MW),(D),(S),(F)","632-9931 10am-3am, clsd Sun",1341 N. Capitol Ave.,Bars,Indianapolis,IN,,1992,,,4/25/2023 9:32pm
1620,Ziegfields,"(MW),(S),(D)",554-5141 open Thurs-Sun,1345 Half St. SE,Bars,Washington,DC,,1992,,,4/25/2023 9:32pm
5248,Oops,"(BW),(BYOB)","272-1634 24hrs, patio",1349 Autumn St.,Bars,Memphis,TN,,1992,,,4/25/2023 9:32pm
2382,Bijou Theater,,"943-5397, 24hrs",1349 N. Wells St.,Erotica,Chicago,IL,,1992,,,4/25/2023 9:32pm
1216,Kimo's,"(NH),(OC),(S)",885-4535 9am-2am,1351 Polk St.,Bars,San Francisco,CA,,1992,,,4/25/2023 9:32pm
1133,Lone Star,"(*),(L),(LV),(NH)",863-9999 6am-2am,1354 Harrison,Bars,San Francisco,CA,,1992,,,4/25/2023 9:32pm
2371,Carol's Speakeasy,"(*),(D),(V),(S)","944-4226 8pm-4am Thurs & Fri, til 5am Sat, 4pm-4am Sun",1355 N. Wells St.,Bars,Chicago,IL,,1992,,,4/25/2023 9:32pm
3395,Cini Mini I,,454-2444 movies only,1358 Plainfield N.E.,Erotica,Grand Rapids,MI,,1992,,,4/25/2023 9:32pm
2012,Celebrity's,"(*),(D),(S),(V)",951-1313 3pm-2am,1359 1/2 Main St.,Bars,Sarasota,FL,,1992,,,4/25/2023 9:32pm
1406,BJ's Carousel,"(*),(F),(NH),(S)","777-9880 10am-2am,patio",1380 Broadway ,Bars,Denver,CO,,1992,,,4/25/2023 9:32pm
5249,Pipeline,"(L),(LV)","726-5263 2pm-3am daily, courtyard",1382 Poplar ,Bars,Memphis,TN,,1992,,,4/25/2023 9:32pm
5885,White Swan Guesthouse,(MX),"445-6805 B & B, cont'l bkfst, cabin available",1388 Moore Rd.,Accomodations,La Conner,WA,,1992,,,4/25/2023 9:32pm
5761,Buccaneer Country Lodge,"(*),(MW),(SW)","253-4772 country lodge, priv baths, hot tub",1390 Mountain Rd.,Accomodations,Stowe,VT,,1992,,,4/25/2023 9:32pm
1197,Phone Booth,"(MX),(NH)",648-4683 10am-2am,1398 S. Van Ness Ave.,Bars,San Francisco,CA,,1992,,,4/25/2023 9:32pm
863,Incredible Edible,"(*),(MX)","456-9120 6pm-10pm Sun-Thurs, 6:30pm-11pm Fri & Sat, full bar",1401 Alhambra Blvd.,Restaurants & Cafes,Sacramento,CA,,1992,,,4/25/2023 9:32pm
2262,QM II,(NH),949-9122 10am-2am,1401 Kalakaua Ave.,Bars,"Honolulu, Oahu",HI,,1992,,,4/25/2023 9:32pm
2620,Whitewater Valley MC,,935-3981 Sun 10am,1401 Ridge St.,Religious Organization,Richmond,IN,,1992,,,4/25/2023 9:32pm
392,Coast Inn,(MW),494-7588 oceanside accommodations with bars & restaurant,1401 S. Coast Hwy.,Accomodations,Laguna Beach,CA,,1992,,,4/25/2023 9:32pm
3768,Snick's Place,(NH),"385-9298 24hrs, slots",1402 S. 4th St.,Bars,Las Vegas,NV,,1992,,,4/25/2023 9:32pm
5163,Links,"(D),(S),(PC),(CW)","254-1307 8pm-2am Mon-Sat, from 5pm Sun, CW Wed & Sun",1404 1/2 Gervais St.,Bars,Columbia,SC,,1992,,,4/25/2023 9:32pm
5199,Chuck's,"(OC),(NH),(D),(CW)","265-5405 6pm-1am Sun-Thurs, til 3am Fri & Sat, patio",1407 Market St.,Bars,Chattanooga,TN,,1992,,,4/25/2023 9:32pm
995,Midnight Books,,299-7186,1407 University Ave,Erotica,San Diego,CA,,1992,,,4/25/2023 9:32pm
5609,Crystal Cinema,,,"1408 N. Ave. ""Y""",Erotica,Lubbock,TX,,1992,,,4/25/2023 9:32pm
5949,It's Your World Travel,(IGTA),328-0616,1411 E. Olive Way,Travel & Tour Operators,Seattle,WA,,1992,,,4/25/2023 9:32pm
2549,MTB's (Meet The Boys),"(D),(F)","423-4676 4pm-3am Mon-Sat, 5pm-1am Sun",1411 N. Coliseum Blvd,Bars,Ft. Wayne,IN,,1992,,,4/25/2023 9:32pm
5919,Hombres Saloon,(NH),323-2158 2pm-2am,1413 14th Ave.,Bars,Seattle,WA,,1992,,,4/25/2023 9:32pm
5913,Crescent Tavern,(NH),322-9935 noon-2am,1413 E. Olive Way,Bars,Seattle,WA,,1992,,,4/25/2023 9:32pm
4756,MCC,,"(Campus Interfaith Ministry Bldg.) 345-5963, 6pm Sun",1414 Kincaid,Religious Organization,Eugene,OR,,1992,,,4/25/2023 9:32pm
1830,Newton Street Station,"(N),(SW)",294-4288 exclusively gay men,1414 Newton St.,Accomodations,Key West,FL,,1992,,,4/25/2023 9:32pm
6114,JC's Rainbow Bar,(NH),383-6333 2pm-2am,1414 S. 6th St.,Bars,Milwaukee,WI,,1992,,,4/25/2023 9:32pm
1599,Badlands,"(*),(D),(V),(YC)","296-0505 opens 9pm, clsd Mon & Wed",1415 22nd St. NW,Bars,Washington,DC,,1992,,,4/25/2023 9:32pm
3767,Numbers,(NH),"385-2018 24hrs, slots",1415 E. Charleston,Bars,Las Vegas,NV,,1992,,,4/25/2023 9:32pm
3363,Royal Eagle,(MX),"331-8088 Polish & cont'l cuisine, 5pm-10pm Wed-Sat, 4pm-8pm Sun",1415 Parker St.,Restaurants & Cafes,Detroit,MI,,1992,,,4/25/2023 9:32pm
3493,Town House,"(*),(MW),(CW),(S),(L),(LV)",St. Paul 646-7087 noon-1am,1415 University Ave.,Bars,St. Paul,MN,,1992,,,8/7/2023 11:22am
3736,"Max, The","(*),(MW),(D),(V),(S)","4pm-1am, from noon Sun, patio",1417 Jackson ,Bars,Omaha,NE,,1992,,,8/7/2023 2:45pm
5644,Silver Dollar Saloon,"(*),(CW),(D),(V)","227-2623 patio, 2pm-2am",1418 N. Main Ave.,Bars,San Antonio,TX,,1992,,,4/25/2023 9:32pm
4961,Rodz,"(D),(F)",546-1900 4pm-2am,1418 Rodman St.,Bars,Philadelphia,PA,,1992,,,4/25/2023 9:32pm
4544,Lesbian/Gay Hotline & Gay Community Ctr.,,"781-6736, 7pm-11pm Sun-Fri, 3pm-9pm Sat",1418 W. 29th St. ,Info Lines & Services,Cleveland,OH,,1992,,,4/25/2023 9:32pm
5541,Red Room,"(CW),(D),(NH)","529-3367 4pm-2am Mon-Thurs, from 11am Fri-Sun",1419 Richmond,Bars,Houston,TX,,1992,,,4/25/2023 9:32pm
4790,Joq's Tavern,(NH),"287-4210 11am-2:30am, patio",1422 N.E. Broadway Ave.,Bars,Portland,OR,,1992,,,4/25/2023 9:32pm
5620,"Sea Horse Inn, The","(MX),(SW)","749-5221 nr. gulf beaches, kitchenettes, year round",1423 11th St.,Accomodations,Port Aransas,TX,,1992,,,4/25/2023 9:32pm
5559,Lobo,,"522-5156 books, clothing, cards, periodicals, videos, erotica",1424-C Westheimer,Bookstore/Retail Shops,Houston,TX,,1992,,,4/25/2023 9:32pm
2031,Fourth Street Bookmark,,821-8824,1427 Fourth St. S.,Erotica,St. Petersburg,FL,,1992,,,4/25/2023 9:32pm
4531,Liberty's,"(*),(MX)","352-0502 full bar, piano Fri, clsd Mon",1427 Main St.,Restaurants & Cafes,Cincinnati,OH,,1992,,,4/25/2023 9:32pm
6046,"Third World, The","(MW),(D),(S)","(behind Market St. News) 232-1267 9pm-2am, til 3am Fri, clsd Mon/Tues",1429 Market St.,Bars,Wheeling,WV,,1992,,,4/25/2023 9:32pm
2060,Tracks Tampa,"(*),(MW),(D),(YC),(S),(F),(V)","247-2711 8pm-3am,clsd Mon",1430 E. 7th Ave,Bars,Tampa,FL,,1992,,,4/25/2023 9:32pm
5642,Paper Moon,"(*),(D),(S),(AH)",225-7330 9pm-2am til 4am Fri/Sat,1430 N. Main Ave.,Bars,San Antonio,TX,,1992,,,4/25/2023 9:32pm
4496,Parkside Travel,(IGTA),724-1800 ,1431 S. Main St.,Travel & Tour Operators,Akron,OH,,1992,,,4/25/2023 9:32pm
3357,Timesquare Station,"(*),(D),(P),(YC)",(across from People Movers Station) 963-0874 11am-2am,1431 Times Square,Bars,Detroit,MI,,1992,,,4/25/2023 9:32pm
4456,Snapshot Video & News,,828-2019 24hrs,1433 S. Wilmington St.,Erotica,Raleigh,NC,,1992,,,4/25/2023 9:32pm
898,Bearfacts Book Store,,885-9176 24hrs ,1434 E. Baseline,Erotica,San Bernardino,CA,,1992,,,4/25/2023 9:32pm
434,Le Chat,"(W),(NH)","432-4146 10am-2am, men welcome",1435 E. Broadway ,Bars,Long Beach,CA,,1992,,,4/25/2023 9:32pm
3465,"Flick's ""Memory Lane""","(MW),(D),(F)",483-2840 6pm-2:30am,1435 E. Michigan Ave.,Bars,Ypsilanti,MI,,1992,,,4/25/2023 9:32pm
4497,Akron Metropolitan Christian Church,,"784-2663, 10am & 7pm Sun",1435 S. Main St.,Religious Organization,Akron,OH,,1992,,,4/25/2023 9:32pm
1179,Trax,(NH),864-4213 noon-2am,1437 Haight St.,Bars,San Francisco,CA,,1992,,,4/25/2023 9:32pm
6047,Market St. News,,"232-2414, 24 hrs",1437 Market St.,Erotica,Wheeling,WV,,1992,,,4/25/2023 9:32pm
938,Cafe Eleven,(MX),"260-8023 country French cuisine, lunch & dinner, clsd Mon",1440 University Ave.,Restaurants & Cafes,San Diego,CA,,1992,,,4/25/2023 9:32pm
338,Metro Station,,"237-9540 4pm-midnight Tues-Thurs, till 2am Fri & Sat",1445 Tuolumne St.,Restaurants & Cafes,Fresno,CA,,1992,,,4/25/2023 9:32pm
3176,Four Seasons Lounge,"(*),(MW),(D)",997-9915 4pm-2am,1447 Acushnet,Bars,New Bedford,MA,,1992,,,4/25/2023 9:32pm
2148,"Boy Next Door, The",,"873-2664 casual clothing, see ad pg. 207",1447 Piedmont Ave. N.E.,Bookstore/Retail Shops,Atlanta,GA,,1992,,,4/25/2023 9:32pm
2378,Fireplace Inn,(MW),664-5264 cocktails,1448 N. Wells St.,Restaurants & Cafes,Chicago,IL,,1992,,,4/25/2023 9:32pm
4565,Club Body Center Cleveland,"(*),(PC)",961-2727,1448 W. 32nd St.,Gyms/Health Clubs,Cleveland,OH,,1992,,,4/25/2023 9:32pm
1166,Bock's Bed & Breakfast,(MX),664-6842,1448 Willard St.,Accomodations,San Francisco,CA,,1992,,,4/25/2023 9:32pm
1920,"Warsaw Ballroom, The","(D),(V),(E)",S. Miami Beach,1450 Collins Ave.,Bars,Miami,FL,,1992,,,5/18/2023 12:26pm
4848,Cliff House B & B,(MX),"563-2506 oceanfront, hot tub, full gourmet brkfst",1450 S.W. Adahi Rd. ,Accomodations,Waldport,OR,,1992,checked,"not listed under category, assumed its accomodation",4/25/2023 9:32pm
1199,Just for You,"(*),(W)",647-3033,1453 18th St.,Restaurants & Cafes,San Francisco,CA,,1992,,,4/25/2023 9:32pm
396,Main Street,,494-0056 noon-2am,1460 S. Coast Hwy.,Bars,Laguna Beach,CA,,1992,,,4/25/2023 9:32pm
403,Ron's in Laguna,(MX),"497-4871 2pm-2am, champagne brunch Sat & Sun 11am-3pm, patio",1464 S. Coast Hwy,Restaurants & Cafes,Laguna Beach,CA,,1992,,,4/25/2023 9:32pm
4616,Fourteen-Seventy West,"(*),(MW),(D),(S),(V),(AH)","Kettering 293-0066 8:30pm-2:30pm Wed & Sun, til 5am Fri & Sat",1470 Dorothy Lane ,Bars,Dayton,OH,,1992,,,5/18/2023 12:26pm
599,Little Joy,"(NH),(OC),(H)","250-3417 11am-2am, some Latinos",1477 W. Sunset Blvd,Bars,Los Angeles,CA,,1992,,,4/25/2023 9:32pm
1431,Matchmaker,"(MW),(D),(E)","839-9388 cabaret, cocktails, 10am-2am",1480 Humboldt St.,Restaurants & Cafes,Denver,CO,,1992,,,4/25/2023 9:32pm
2123,Crazy Ray'z,"(MW),(D),(S),(F)","(Ansley Sq. Shopping Ctr.) 873-4655 11:30am-4am, restaurant til midnight",1492-B Piedmont Ave.,Bars,Atlanta,GA,,1992,,,4/25/2023 9:32pm
2120,Burkhart's Pub,"(*),(V),(NH)","(Ansley Sq. Shopping Ctr.) 872-4403 4pm-4am Mon-Fri, opens 2pm Sat & Sun",1492-F Piedmont Rd.,Bars,Atlanta,GA,,1992,,,4/25/2023 9:32pm
5931,Thumpers,"(*),(V),(F)","328-3800 11am-2am, lunch & dinner, Sun brunch, patio",1500 E. Madison St.,Bars,Seattle,WA,,1992,,,4/25/2023 9:32pm
6019,Sportsman Resort,(MW),"268-0055 cabins, motel rooms, hot tub, gym & sauna, year round",1500 S. Montesano Ave.,Accomodations,Westport,WA,,1992,,,4/25/2023 9:32pm
5943,Beyond the Closet Bookstore,,"322-4609 10am-10pm Sun-Thurs, til 11pm Fri & Sat, gay/lesbian bookstore",1501 Belmont Ave.,Bookstore/Retail Shops,Seattle,WA,,1992,,,4/25/2023 9:32pm
5914,"Club, The","(D),(V),(E)","322-6356 4pm-2am, live bands",1501 E. Olive Way,Bars,Seattle,WA,,1992,,,4/25/2023 9:32pm
3341,Detroit Eagle,"(*),(D),(CW),(LV),(AH)","873-6969 8pm-2am Wed, Fri & Sun, til 5am Sat",1501 Holden,Bars,Detroit,MI,,1992,,,4/25/2023 9:32pm
1231,Paperback Traffic,,"771-8848 general bookstore, gay/lesbian section ",1501 Polk St.,Bookstore/Retail Shops,San Francisco,CA,,1992,,,4/25/2023 9:32pm
5217,Carousel II,"(*),(MW),(D),(S)",522-6966 9pm-3am,1501 White Ave. S.,Bars,Knoxville,TN,,1992,,,4/25/2023 9:32pm
2437,Charmer's Lounge,,"465-2811 5pm-2am Sun-Fri, til 3am Sat",1502 W. Jarvis,Bars,Chicago,IL,,1992,,,4/25/2023 9:32pm
4636,Club Fifteen-O-Four,"(MW),(D)",245-9413,1504 Broadway,Bars,Lorain,OH,,1992,,,4/25/2023 9:32pm
5569,Dignity,,528-0111 Mass 7:30pm Sat,1505 Nevada,Religious Organization,Houston,TX,,1992,,,4/25/2023 9:32pm
2622,Starz Bar & Restaurant,"(YC),(D),(E),(F),(S)","288-7827 8pm-3am, clsd Sun",1505 S. Kendall St.,Bars,South Bend,IN,,1992,,,4/25/2023 9:32pm
1727,La Rezza,(MX),"491-1983 Italian cuisine, 4pm-11pm",1506 E. Commercial Blvd.B;,Restaurants & Cafes,Ft. Lauderdale,FL,,1992,,,4/25/2023 9:32pm
2602,Scandinavian Book Store,,326-6959,1506 Lincoln Way,Erotica,La Porte,IN,,1992,,,4/25/2023 9:32pm
2328,Gentlemen's Book Store,,827-9279,1506 N. Main,Erotica,Bloomington,IL,,1992,,,4/25/2023 9:32pm
2746,Toto's,"(MW),(NH)",262-9327 3pm-2am,1507 E. Pawnee,Bars,Wichita,KS,,1992,,,4/25/2023 9:32pm
5921,Neighbours Restaurant & Lounge,"(*),(D),(F),(AH)","324-5358 9pm-2am Sun-Thurs, 8pm-4am with late buffet Fri & Sat",1509 Broadway ,Bars,Seattle,WA,,1992,,,4/25/2023 9:32pm
5906,"Duncare Guest House, The",(MW),"324-4904 4 rms, shared baths, kitchen, no-smoking",1509 S. Winthrop St.,Accomodations,Seattle,WA,,1992,,,4/25/2023 9:32pm
5965,Champ Arcade,,"624-1784, 24 hrs",1510 1st Ave.,Erotica,Seattle,WA,,1992,,,4/25/2023 9:32pm
2145,San Jose,(MX),"872-9747 Mexican food, call for hours",1510-C Piedmont Ave.,Restaurants & Cafes,Atlanta,GA,,1992,,,4/25/2023 9:32pm
2137,Scandals,"(MW),(E),(F),(NH),(S)","(Ansley Sq. Shopping ctr.) lunch 11-5, dinner 6-10 Mon-Sat, brunch Sat & Sun",1510-G Piedmont Rd. NE,Bars,Atlanta,GA,,1992,,,4/25/2023 9:32pm
5092,Souvenir,"(*),(MW),(D),(S)",Wed-Sun,1512 Fernandez Juncos,Bars,San Juan,PR,,1992,,,4/25/2023 9:32pm
5522,Dakota,"(MX),(D),(NH),(F),(E)","526-4880 11am-2am, til 4am Fri & Sat, restaurant upstairs",1512 W. Alabama ,Bars,Houston,TX,,1992,,,4/25/2023 9:32pm
591,Circle West,"(NH),(S),(OC)","668-0415 Latino, 10am-2am",1514 Hillhurst,Bars,Los Angeles,CA,,1992,,,4/25/2023 9:32pm
5306,Maggie's,"(MW),(D),(S)",379-9804 2pm-2am,1515 S. Harrison St.,Bars,Amarillo,TX,,1992,,,4/25/2023 9:32pm
4724,Time'n Time Again,"(MW),(F),(NH),(D)",664-8299 1pm-2am,1515 S. Memorial ,Bars,Tulsa,OK,,1992,,,4/25/2023 9:32pm
2751,T.B. ,,688-5343 24hrs,1515 S. Oliver,Erotica,Wichita,KS,,1992,,,4/25/2023 9:32pm
3556,Heritage Video,,354-5555,1515 Terry Rd.,Erotica,Jackson,MS,,1992,,,4/25/2023 9:32pm
983,"Crypt, The",,"692-9499 leather goods, erotica",1515 Washington,Erotica,San Diego,CA,,1992,,,4/25/2023 9:32pm
5918,Golden Crown Restaurant & Lounge,"(E),(S)",622-5304,1516 2nd Ave.,Bars,Seattle,WA,,1992,,,4/25/2023 9:32pm
860,Town House,"(NH),(F)","441-5122 10am-2am, lunch & dinner",1517 21st St.,Bars,Sacramento,CA,,1992,,,4/25/2023 9:32pm
1624,Kramer Books & Afterwords,(MX),387-1400 cafe & bookstore with general titles,1517 Connecticut Ave. NW,Restaurants & Cafes,Washington,DC,,1992,,,4/25/2023 9:32pm
1968,"Connection, The","(L),(LV),(NH)",841-4030 noon-2am,1517 N. Orange Blossom Tr.,Bars,Orlando,FL,,1992,,,4/25/2023 9:32pm
2576,"Varsity, The","(NH),(F)","635-9998 10am-3am Mon-Fri, from 9am Sat, noon-midnight Sun",1517 N. Pennsylvania St.,Bars,Indianapolis,IN,,1992,,,4/25/2023 9:32pm
146,Flex Complex,"(PC),(SW)","271-9011 steam room, gym, jacuzzi",1517 S. Black Canyon Hwy.,Gyms/Health Clubs,Phoenix,AZ,,1992,,,4/25/2023 9:32pm
5917,Encore Restaurant & Lounge,"(MW),(F)","324-6617 11am-2am Mon-Fri, from 8am Sat & Sun",1518 11th Ave.,Bars,Seattle,WA,,1992,,,4/25/2023 9:32pm
5680,MCC,,"752-5331, 11am Sun, 7pm Wed",1518 Austin Ave.,Religious Organization,Waco,TX,,1992,,,4/25/2023 9:32pm
6055,Adult Book Unlimited,,834-3393,1518 Bellinger St.,Erotica,Eau Claire,WI,,1992,,,4/25/2023 9:32pm
1606,J.R's Bar 'n Grill,"(*),(V),(YC)","328-0090 opens 11am, cruisy, hot cocktail hour",1519 17th St. NW,"Bars,Cruising Areas",Washington,DC,,1992,,,4/25/2023 9:32pm
1613,Rascals,"(V),(S)",234-0975 movies,1520 Connecticut Ave. NW,Bars,Washington,DC,,1992,,,4/25/2023 9:32pm
1617,Shooters,"(S),(V)",234-0976 8pm-2am,1520 Connecticut Ave. NW,Bars,Washington,DC,,1992,,,4/25/2023 9:32pm
5939,Club Seattle,"(*),(PC)","329-2334 24hrs, spa (see ad in center color section)",1520 Summit Ave,Gyms/Health Clubs,Seattle,WA,,1992,,,4/25/2023 9:32pm
3129,Bay Windows,,266-6670,1523 Washington St.,Publication,Boston,MA,,1992,,,4/25/2023 9:32pm
166,Pleasure Palace,,"262-9942, 24hrs",1524 E. Van Buren,Erotica,Phoenix,AZ,,1992,,,4/25/2023 9:32pm
259,Deja Vu,,322-7300,1524 Golden State Hwy,Erotica,Bakersfield,CA,,1992,,,4/25/2023 9:32pm
1228,Grubstake II,"(MW),(BW),(AH)","673-8268 10am-4am Mon-Fri, 7am-4am Sat & Sun, hamburgers",1525 Pine St.,Restaurants & Cafes,San Francisco,CA,,1992,,,4/25/2023 9:32pm
5552,Pot Pie,(MX),"528-4350 11am-11pm, til 1am Fri & Sat",1525 Westheimer,Restaurants & Cafes,Houston,TX,,1992,,,4/25/2023 9:32pm
5251,WKRB in Memphis,"(W),(D),(S)",276-2682 11am-9pm,1528 Madison ,Restaurants & Cafes,Memphis,TN,,1992,,,4/25/2023 9:32pm
4895,Homestyle ,(MX),232-0278 7am-2pm,1530 N. 2nd St.,Restaurants & Cafes,Harrisburg,PA,,1992,,,4/25/2023 9:32pm
5928,Sonya's Bar & Grill,"(NH),(F)",624-5377 6am-2am,1532 7th Ave,Bars,Seattle,WA,,1992,,,4/25/2023 9:32pm
5901,Gay/Lesbian Library,,"#200 , 323-7339",1535 11th Ave.,Info Lines & Services,Seattle,WA,,1992,,,4/25/2023 9:32pm
5963,Young Gay Life,,"Ste. 200, 323-7374 monthly",1535 11th Ave.,Publication,Seattle,WA,,1992,,,4/25/2023 9:32pm
1319,"Galaxy Club, The","(*),(MW),(D),(S)",462-1611 4pm-2am,1535 Commercial Way,Bars,Santa Cruz,CA,,1992,,,4/25/2023 9:32pm
344,Wildcat Book Store,,237-4525,1535 Fresno St.,Erotica,Fresno,CA,,1992,,,4/25/2023 9:32pm
1369,D.J.'s,"(*),(MW),(E)","930-0300 4pm-2am Mon-Fri, 3pm-2am Sat/Sun",1535 Olympic Blvd. ,Bars,Walnut Creek,CA,,1992,,,4/25/2023 9:32pm
1629,Trio,(MX),232-6305 7:30am-11:30pm,1537 17th St. NW,Restaurants & Cafes,Washington,DC,,1992,,,4/25/2023 9:32pm
865,Jeff's Gym,(PC),371-8818 8am-midnight,1537 Sacramento ,Restaurants & Cafes,Sacramento,CA,,1992,,,4/25/2023 9:32pm
444,Papa Bear's Cafe,(MX),"435-7364 7am-11pm, also coffee & bean store",1538 E. Broadway,Restaurants & Cafes,Long Beach,CA,,1992,,,4/25/2023 9:32pm
563,Hong Kong & Orient Tours,(IGTA),383-9246,1543 W. Olympic #542,Bookstore/Retail Shops,West Hollywood,CA,,1992,checked,This one and the next one are categorized as Retail but i think they're actually Travel/Tour Operations,5/18/2023 12:26pm
2130,New Order Lounge,(NH),"874-8247 2pm-2am Sun-Thurs, til 3am Fri & Sat",1544 Piedmont Rd. N.E.,Bars,Atlanta,GA,,1992,,,4/25/2023 9:32pm
1322,Bookshop Santa Cruz,,423-0900 gay/lesbian sect. 9am-10pm til 6pm Sun,1547 Pacific Garden Mall,Bookstore/Retail Shops,Santa Cruz,CA,,1992,,,4/25/2023 9:32pm
1218,N'Touch,"(D),(NH),(S)",441-8413 3pm-2am,1548 Polk St.,Bars,San Francisco,CA,,1992,,,4/25/2023 9:32pm
961,Draper World Travel,,531-0070 gay travel specialists,1551 4th Ave. Ste. 104,Travel & Tour Operators,San Diego,CA,,1992,,,4/25/2023 9:32pm
4441,Friends,"(MW),(D),(S),(PC),(YC)",(Rear entrance) 353-9710 9pm-2am,1551 Lejeune Blvd.,Bars,Jacksonville,NC,,1992,,,4/25/2023 9:32pm
4602,Club Columbus Health Club,,252-2474 24hrs,1575 E. Livingston ,Gyms/Health Clubs,Columbus,OH,,1992,,,4/25/2023 9:32pm
1405,Victoria Oaks Inn,(MX),355-1818 B & B,1575 Race St.,Accomodations,Denver,CO,,1992,,,4/25/2023 9:32pm
2142,Gene & Gabe's,"(MX),(P),(S)","874-6145 Northern Italian cuisine, cocktails, 6pm-midnight Tues-Sat",1578 Piedmont Rd. N.E.,Restaurants & Cafes,Atlanta,GA,,1992,,,4/25/2023 9:32pm
1147,Hamburger Mary's,"(*),(MW)","626-5767 10am-2am, full bar",1582 Folsom St.,Restaurants & Cafes,San Francisco,CA,,1992,,,4/25/2023 9:32pm
1022,Americana Suites,,553-8700 centrally located,1594 Market St.,Accomodations,San Francisco,CA,,1992,,,4/25/2023 9:32pm
971,MCC in the Country,,"Vista 466-0840, 6pm Sun",1600 Buena Vista Dr.,Religious Organization,San Diego,CA,,1992,,,5/18/2023 12:26pm
1234,MCC-Golden Gate,,"567-9080, 12:45pm Sun",1600 Clay St.,Religious Organization,San Francisco,CA,,1992,,,4/25/2023 9:32pm
5783,Travel Horizons,(IGTA),920-2510,1600 G Crystal Square Arcade,Travel & Tour Operators,Arlington,VA,,1992,,,4/25/2023 9:32pm
5557,YMCA-Downtown,"(MX),(PC),(SW)",659-5566,1600 Louisiana St.,Gyms/Health Clubs,Houston,TX,,1992,,,4/25/2023 9:32pm
393,Laguna Brisas Spa & Hotel,(MX),(800) 624-4442 continental breakfast,1600 S. Coast Hwy. ,Accomodations,Laguna Beach,CA,,1992,,,4/25/2023 9:32pm
3494,Cafe Wyrd,,"Mpls. 827-5710 7am-midnight Sun & Thurs, til 2am Fri & Sat",1600 W. Lake St.,Restaurants & Cafes,Minneapolis,MN,,1992,,,4/25/2023 9:32pm
5687,Wall Street Journal,"(*),(MW),(D),(BW)","399-1543 patio, 4pm-1am Mon-Sat, 1pm-1am Sun",1600 Wall Ave,Bars,Ogden,UT,,1992,,,4/25/2023 9:32pm
502,Spotlight,,467-2425 6am-2am,1601 N. Cahuenga,Bars,Los Angeles,CA,,1992,,,4/25/2023 9:32pm
483,Community Yellow Pages,,"Los Angeles 90028 (213)469-4454 annual, survival guide to gay & lesbian Southern Calif.",1604 Vista del Mar,Publication,Los Angeles,CA,,1992,,,5/18/2023 12:27pm
5617,Holy Trinity Community Church,,"570-4822, 11am Sun",1607 S. Main,Bars,Odessa/Midland,TX,,1992,,,4/25/2023 9:32pm
1621,Annie's Paramount Steak House,"(*),(MX)","232-0395 opens 11am, cocktails",1609 17th St. NW,Restaurants & Cafes,Washington,DC,,1992,,,4/25/2023 9:32pm
720,Mail Boxes and More,,"320-8877 9am-5pm, clsd Sun",1611 S. Palm Canyon Ste. 7,Info Lines & Services,Palm Springs,CA,,1992,,,4/25/2023 9:32pm
494,Vista Apts.,(MW),460-6000 residence hotel,1611 Vista Del Mar,Accomodations,Los Angeles,CA,,1992,,,4/25/2023 9:32pm
