auto#,title,amenityfeatures,type,description,streetaddress,city,state,unclear_address,unclear type or question,notes,Year,Last Modified
3284,Boom Boom Room at Red Dog,"(*),(GF),(D),(S),($)",Nightclubs,"(enter in alley behind 'Border Line Tap') 773/278-1009 10:30pm-4am Mon, also 'Resurrection' Sat",1958 W North Ave,Chicago–Near North,IL,,,,2002,10/28/2023 5:36pm
3285,Condo Club,"(MW),(D),(MR),(F),(S)",Nightclubs,"(at Western, in Wicker Park) 773/235-5875 9pm-2am, till 3am Sat, after-hrs Fri, clsd Mon-Tue",1931 N Milwaukee ,Chicago–Near North,IL,,,,2002,10/28/2023 5:37pm
3286,The Crobar,,Nightclubs,"(at Sheffield) 312/243-4800 10pm-4am, clsd Mon-Tue, more gay Sun for 'Glee Club'",1543 N Kingsbury,Chicago–Near North,IL,,,,2002,10/28/2023 5:38pm
3287,The Rails,"(M),(D),(MR-AF),(S),($)",Nightclubs,"(at North Ave, at 'Prop House' in Wicker Park) 708/802-1705, 312/486-2086 11pm-4am Fri only",1675 N Elston Ave,Chicago–Near North,IL,,,,2002,10/28/2023 5:40pm
3288,Second City,"(GF),(E)",Nightclubs,"(at North) 312/337-3992, 877/337-4707 legendary comedy club, call for reservations",1608 N Wells St,Chicago–Near North,IL,,,,2002,10/28/2023 5:41pm
3289,Earwax Records,,Cafes,"(in Wicker Park) 773/772-4019 11am-midnight, till 1am Fri-Sat, from 10am wknds",1564 N Milwaukee Ave,Chicago–Near North,IL,,,,2002,10/28/2023 5:43pm
3290,Local Grind,,Cafes,"(in Wicker Park) 773/489-3490 6am-1am, till 3am Fri-Sat, 7am-midnight Sun, popular brunch",1585 N MIwaukee Ave,Chicago–Near North,IL,,,,2002,10/28/2023 5:43pm
3291,The Berghoff,,Restaurants,"(at State) 312/427-3170 11am-9pm, till 10pm Sat, clsd Sun, German, great mashed potatoes",17 W Adams St,Chicago–Near North,IL,,,,2002,10/28/2023 5:44pm
3292,Fireplace Inn,,Restaurants,"(at North Ave) 312/664-5264 4pm-10pm, till 11pm Fri-Sat, from 11am Sun, bbq, full bar",1448 N Wells St,Chicago–Near North,IL,,,,2002,10/28/2023 5:45pm
3293,Iggy's ,,Restaurants,"(at Chicago) 312/829-4449, dinner nightly, till 4am Th-Sat, till 2am Sun, int'l, full bar, patio",700 N Milwaukee,Chicago–Near North,IL,,,,2002,10/28/2023 5:54pm
3294,Kiki's Bistro,,Restaurants,"(at Locust) 312/335-5454 French, full bar",900 N Franklin St,Chicago–Near North,IL,,,,2002,10/28/2023 5:55pm
3295,Manny's,,Restaurants,"(at Roosevelt) 312/939-2855 5am-4pm, clsd Sun, killer corned beef",1141 S Jefferson St,Chicago–Near North,IL,,,,2002,10/28/2023 5:55pm
3296,The Mashed Potato Club,(WC),Restaurants,"(at Orleans) 312/255-8579 dinner nightly, till midnight Mon-Fri, bar till 2am Fri-Sat, full bar",316 W Erie St,Chicago–Near North,IL,,,,2002,10/28/2023 5:58pm
3297,Shaw's Crab House,(WC),Restaurants,"(at State St) 312/527-2722 lunch & dinner, full bar",21 W Hubbard,Chicago–Near North,IL,,,,2002,10/28/2023 5:58pm
3298,Barbara's Bookstore,(WC),Bookstores,"(at Schiller, in Old Town) 312/642-5044, 9am-10pm, 10am-9pm Sun, lgbt section; aslo 700 E Grand Ave at Navy Pier, 312/22-0890; also Oak Park, 708/848-9140",1350 N Wells St,Chicago–Near North,IL,,,,2002,10/28/2023 6:00pm
3299,Quimby's Queer Store,(WC),Bookstores,"(at Wolcott, in Wicker Park) 773/342-0910 noon-8pm, till 10pm Fri-Sat, till 6pm Sun, alternative literature & comics",1854 W North Ave,Chicago–Near North,IL,,,,2002,10/28/2023 6:01pm
3300,Minor Arcana,,Retail Shops,"773/252-1389 11am-8pm, till 6pm Sun, extensive occult supplies, classes, readings",1869 N Damen,Chicago–Near North,IL,,,,2002,10/28/2023 6:02pm
3301,Adonis,,Erotica,(at State St) 312/440-1913 24hrs,6 E Walton ,Chicago–Near North,IL,,,,2002,10/28/2023 6:03pm
3302,Bijou Theatre,,Erotica,(at North Ave) 312/943-5397 24hrs,1349 N Wells St,Chicago–Near North,IL,,,,2002,10/28/2023 6:06pm
3303,Erotic Warehouse,(WC),Erotica,(at Elizabeth) 312/226-5222 24hrs,1246 Randolph,Chicago–Near North,IL,,,,2002,10/28/2023 6:07pm
3304,Mimi's Adult Bookstore,,Erotica,(at Belmont) 773/283-0980 24hrs,3203 N Cicero ,Chicago–Near North,IL,,,,2002,10/28/2023 6:07pm
3307,Club Escape,"(MW),(D),(MR-AF),(F)",Bars,"(at Stoney Island) 773/667-6454 4pm-2am, till 3am Sat",1530 E 75th St,Chicago–South Side,IL,,,,2002,5/20/2024 11:13am
3308,Inn Exile,"(M),(D),(V),(WC)",Bars,"(at Menard, nr Midway Airport) 773/582-3510 8pm-2am, till 3 am Sat",5758 W 65th St,Chicago–South Side,IL,,,,2002,5/20/2024 11:13am
3309,Jeffrey Pub,"(*),(MW),(D),(MR-AF),(E),(WC)",Bars,"(at 71st) 773/363-8555 4pm-4am, from 11am Fri-Sun",7041 S Jeffrey,Chicago–South Side,IL,,,,2002,5/20/2024 11:13am
3310,Escapades,"(M),(D),(V)",Nightclubs,"773/229-0886 10pm-4am, till 5am Sat",6301 S Harlem,Chicago–South Side,IL,,,,2002,5/20/2024 11:13am
3311,57th St Books,,Bookstores,"Hyde Park, (at Kimbark St) 773/684-1300 10am- 10pm, till 8pm Sun, Igbt section, readings",1301 E 57th St,Chicago–South Side,IL,,,,2002,5/20/2024 11:13am
3312,Paperback Grotto,,Erotica,(at 2nd) 815/758-8061,157 E Lincoln Ave,De Kalb,IL,,,,2002,10/29/2023 1:17pm
3314,The Flashback Lounge,"(MW),(NH),(K),(S)",Bars,"(at 22nd) 217/422-3530 9am-2am, karaoke Fri, drag shows every other Sat",2239 E Wood St,Decatur,IL,,,,2002,5/20/2024 11:13am
3317,The Pit,"(MW),(18+),(SW),(N),(WC),(GO)",Accommodations,618/542-9470 primitive camping,7403 Persimmon Rd,Du Quoin,IL,,,,2002,5/20/2024 11:13am
3318,Langes News & Books,,Bookstores,"217/342-6066 6am-8pm, till 6pm Sat, till 5pm Sun",129 E Jefferson,Effingham,IL,,,,2002,5/20/2024 11:13am
3320,The Mission,"(MW),(D)",Nightclubs,847/488-0320 10pm-4am Fri-Sat only,209 E Chicago,Elgin,IL,,,,2002,5/20/2024 11:13am
3321,Hunters,"(*),(M),(D),(V)",Nightclubs,"(at Busse) 847/439-8840 4pm-4am, patio",1932 E Higgins,Elk Grove Village,IL,,,,2002,10/29/2023 1:30pm
3323,Club 7301,"(M),(D),(S),(V)",Nightclubs,"(at Marengo) 708/771-4459 3pm-2am, till 3am Fri-Sat",7301 W Roosevelt Rd,Forest Park,IL,,,,2002,5/20/2024 11:13am
3324,Nut Bush,"(M),(D),(V),(S)",Nightclubs,"(at Harlem) 708/366-5117 3pm-2am Mon, till 3am Fri-Sat, from 1 pm wknds",7201 Franklin,Forest Park,IL,,,,2002,10/29/2023 1:35pm
3325,Temptations,"(*),(W),(D),(TG),(WC)",Nightclubs,"(at Mannheim) 847/455-0008 6pm-4am, till 5am Fri-Sat, more men Tue",10235 W Grand Ave,Franklin Park ,IL,,,,2002,10/29/2023 1:36pm
3326,The Fahnestock House,"(GS),(GO)",Accommodations,"(at Losey) 309/344-0270, full brkfst, Queen Anne Victorian",591 N Prairie St,Galesburg,IL,,,,2002,10/29/2023 1:37pm
3327,Galesburn Adult Books & Video,,Accommodations,(at Losey) 309/342-7019,595 N Henderson St,Galesburg,IL,,,,2002,10/29/2023 1:38pm
3329,Inside Out,"(*),(MW),(F),(E),(S),(V)",Nightclubs,"618/797-0700 8pm-2am, till 3am Sat, from 2pm Sun, clsd Mon-Wed, outdoor complex",3145 W Chain of Rocks Rd,Granite City,IL,,,,2002,10/29/2023 1:40pm
3333,Manuevers,"(MW),(D)",Nightclubs,"(at Chicago) 815/727-7069 8pm-2am, till 3am Fri-Sat, patio",118 E Jefferson,Joliet,IL,,,,2002,10/29/2023 1:43pm
3341,Forty-Seven Video,,Erotica,"(N of exit 112, off I-80) 815/942-8309, 24hrs",50 Gore Rd,Morris,IL,,,,2002,5/20/2024 12:41pm
3342,Brown Bag Video,,Erotica,(at I-80) 815/434-0820 24hrs,3042 N Rte 71,Ottawa,IL,,,,2002,10/29/2023 1:50pm
3346,David's,"(MW),(NH)",Bars,"(at Oak) 309/676-3987 1pm-2am, till 1am Sun-Wed",807 SW Adams,Peoria,IL,,,,2002,10/29/2023 1:58pm
3347,The Club,"(MW),(D),(S),(GO)",Nightclubs,"upper level (at Elm) 309/672-0933, 8pm-2am, Th-Sat",815 SW Adams,Peoria,IL,,,,2002,10/29/2023 1:59pm
3348,Red Fox Den,"(MW),(D),(E)",Nightclubs,(at Glendale) 309/674-8013 9pm-4am,800 N Knoxville Ave,Peoria,IL,,,,2002,10/29/2023 2:00pm
3351,Brown Bag Video,,Erotica,(at Oak) 309/676-3003,801 SW Adams,Peoria,IL,,,,2002,10/29/2023 2:02pm
3352,The Green Door,,Erotica,(nr Sterling Ave) 309/674-4337,2610 W Farmington Rd,Peoria,IL,,,,2002,10/29/2023 2:03pm
3353,Mary's Adult Bookstore,,Erotica,309/692-7477,7814 N Sommer,Peoria,IL,,,,2002,10/29/2023 2:03pm
3354,Swingers World,,Erotica,"(at Harrison) 309/676-9275, 24hrs",335 SW Adams,Peoria,IL,,,,2002,10/29/2023 2:04pm
3356,Irene's Cabaret,"(MW),(D),(K),(S),(WC)",Nightclubs,"(at Washington Park) 217/222-6292, 9pm-2:30 am, from 7pm Fri-Sat, till 3:30 am Sat, clsd Sun-Mon",124 N 5th St,Quincy ,IL,,,,2002,10/29/2023 3:33pm
3357,Chelsea Bookstore,,Erotica,(2 miles S of Quincy) 217/224-7000,5000 Gardner Expwy,Quincy ,IL,,,,2002,10/29/2023 3:34pm
3359,Augie's ,"(MW),(NH)",Bars,"(at 3rd) 309/788-7389, 11am-3am",313 20th St,Rock Island,IL,,,,2002,10/29/2023 3:35pm
3360,JR's,"(MW),(D),(K),(S),(WC)",Nightclubs,"(at 4th Ave) 309/786-9411 3pm-3am, from noon Sun, also restaurant",325 20th St,Rock Island,IL,,,,2002,10/29/2023 3:37pm
3361,All Kinds of People,(WC),Bookstores,"(at 8th St) 309/788-2567 10am-10pm, till midnight Fri-Sat, alternative books, also cafe",1806 2nd Ave,Rock Island,IL,,,,2002,10/29/2023 3:38pm
3362,Centennial Video Center,,Erotica,"309/794-1682 arcade, booths",309 20th St ,Rock Island,IL,,,,2002,10/29/2023 3:39pm
3363,Diversity of Rockford,,Info Lines & Services,"#A 815/964-2639, many activities, including teen groups & some referrals",117 S 3rd St,Rockford,IL,,,,2002,10/29/2023 3:40pm
3364,Oh Zone,"(MW),(D),(E),(K),(S)",Bars,"(at E State) 815/964-9663, 5pm-2am, noon-midnight Sun",1014 Charles St,Rockford,IL,,,,2002,10/29/2023 3:41pm
3365,Office,"(*),(MW),(D),(S),(F),(V)",Nightclubs,"(btwn 2nd & 3rd) 815/965-0344 5pm-2am, noon-midnight Sun",513 E State St,Rockford,IL,,,,2002,5/20/2024 11:13am
3366,Lucernes,(WC),Restaurants,"(at Whitman) 815/968-2665 5pm- 11pm, clsd Mon (also Sun summers)",845 N Church St,Rockford,IL,,,,2002,5/20/2024 11:13am
3367,Maria's,,Restaurants,"(at Corbin) 815/968-6781 4:30pm-9pm, clsd Sun-Mon",828 Cunningham St,Rockford,IL,,,,2002,5/20/2024 11:13am
3370,The Phoenix Rainbow Youth Center,,Info Lines & Services,"217/528-5253 4pm-10pm Mon, 7pm- 10pm Th, 4pm-11pm Fri, noon-11 pm Sat, info & youth groups",122 E Laurel,Springfield,IL,,,,2002,5/20/2024 11:13am
3371,The Henry Mischler House,"(GF),(NS),(GO)",Accommodations,(btwn 8th & 9th Sts) 217/525-2660 full brkfst,802 E Edwards St,Springfield,IL,,,,2002,10/29/2023 3:53pm
3372,Jimmez & Co,"(MW),(D),(K),(S),(YC),(WC)",Bars,217/525-6717 6pm- 1am,2143 N 11th St,Springfield,IL,,,,2002,10/29/2023 3:54pm
3373,The Station House,"(MW),(NH),(D),(WC)",Bars,"(btwn 3rd & 4th Sts) 217/525-0438 9am-1am, till 3am Fri-Sat, from noon Sun, DJ Wed & Sat",304-306 E Washington,Springfield,IL,,,,2002,5/20/2024 11:13am
3374,Smokey's Den,"(MW),(D)",Nightclubs,"(btwn 4th & 5th) 217/522-0301 6pm-1am, till 3am Fri-Sat",411 E Washington,Springfield,IL,,,,2002,10/29/2023 3:56pm
3375,Zoo Babies,"(MW),(D),(F),(E),(S),(V)",Nightclubs,"(nr State Fairgrounds) 217/528-0535, 217/787-0559 10pm-3am, clsd Sun-Mon",3036 Peoria Rd,Springfield,IL,,,,2002,5/20/2024 11:13am
3377,Sundance,,Bookstores,"(at Peoria Rd) 217/788-5243 10am- 6pm, clsd Sun, new age books & gifts, Igbt titles",1428 Sangamon Ave,Springfield,IL,,,,2002,10/29/2023 3:58pm
3379,Expo I Books,,Erotica,(at Madison) 217/544-5145,302 N 5th St,Springfield,IL,,,,2002,10/29/2023 4:00pm
3387,Indiana University LGBT Student Services,,Info Lines & Services,"812/855-4252 drop-in 9am-noon Mon-Fri, also by appt 1-5pm, also library & video collection",705 E 7th St,Bloomington,IN,,,,2002,5/20/2024 11:13am
3389,Holiday Inn Bloomington,(GF),Accommodations,"812/334-3252, 800/465-4329",1710 Kinser Pike,Bloomington,IN,,,,2002,10/29/2023 4:05pm
3390,The Other Bar,"(MW),(NH),(WC)",Bars,"(btwn 2nd & 4th) 812/332-0033 5pm-3am, clsd Sun, patio",414 S Walnut,Bloomington,IN,,,,2002,5/20/2024 11:13am
3391,Uncle Elizabeth's ,"(MW),(NH)",Bars,"(at 9th) 812/331-0060 4pm-3am, clsd Sun, patio",502 N Morton ,Bloomington,IN,,,,2002,5/20/2024 11:13am
3392,Bullwinkle,"(MW),(D),(K),(S)",Nightclubs,"(at 4th st) 812/334-3232 8pm-3am, clsd Sun",201 S College St,Bloomington,IN,,,,2002,10/29/2023 4:07pm
3393,Village Deli,(MW),Restaurants,"812/336-2303 7am-10pm, till 4pm wknds, some veggie",409 E Kirkwood ,Bloomington,IN,,,,2002,10/29/2023 4:08pm
3394,Athena Gallery,"(F),(WC)",Retail Shops,"(at Walnut) 812/339-0734 10:30am-6pm, till 7pm Wed-Th, till 8pm Fri-Sat, noon-5pm Sun ",108 E Kirkwood Ave,Bloomington,IN,,,,2002,5/20/2024 11:13am
3395,Fourth Street Emprium,(GO),Retail Shops,"812/334-3567 10am-6pm, noon-5pm Sun, clsd Mon, antiques mall",212 W 4th St,Bloomington,IN,,,,2002,10/29/2023 4:10pm
3396,College Ave Bookstore,,Erotica,"(at 14th) 812/332-5160, 24hrs",1013 N College Ave,Bloomington,IN,,,,2002,10/29/2023 4:11pm
3400,Theatair X,,Erotica,"(1/2 mile N of -65) 812/282-6976, 24hrs",4505 Hwy 31,Clarksville,IN,,,,2002,10/29/2023 4:13pm
3406,Scottie's,"(MW),(NH),(D),(F)",Bars,"(1/2 mile N of I-164) 812/425-3270, 4pm-3am, till 12:30 am Sun, bear/leather night 1st Fri, also gift shop upstairs",2207 S Kentucky Ave,Evansville,IN,,,,2002,10/29/2023 6:23pm
3407,Someplace Else,"(MW),(D),(K),(S)",Nightclubs,"(at Sycamore) 812/424-3202, 4pm-3am, clsd Su, patio, also 'Down Under' pride gift shop",930 Main St,Evansville,IN,,,,2002,10/29/2023 6:25pm
3408,AA Michael Books,(WC),Bookstores,"(at Covert) 812/479-8979, 10am-6pm, till 8pm Fri, 10am-5pm Sat, noon-5pm Sun ",1541 S Green River Rd,Evansville,IN,,,,2002,5/20/2024 11:13am
3409,Bookmart of Evansville,,Erotica,"(by 'Lucky Lady') 812/423-2011, 24hrs",519 N Main,Evansville,IN,,,,2002,10/29/2023 6:27pm
3410,Fulton Ave Bookmart,,Erotica,812/421-0222,201 S Fulton Ave,Evansville,IN,,,,2002,10/29/2023 6:28pm
3415,Up the Stairs Community Center,,Info Lines & Services,"219/744-1199, 219/744-5430 helpline 7pm-10pm, till midnight Fri-Sat, 8pm-9pm Sun, space for various groups",3426 Broadway,Fort Wayne,IN,,,,2002,10/29/2023 6:32pm
3416,Hide-n-Seeks Pub & Eatery,"(M),(NH),(D),(F)",Bars,"219/ 423-2202, 5pm-3am, till 12:30am Sun",1008 N Wells St,Fort Wayne,IN,,,,2002,10/29/2023 6:32pm
3417,Out On Main,"(M),(NH),(F),(WC)",Bars,"(at W Jefferson Blvd) 219/436-4166, 6pm-1am, till 3am Sat, till midnight Sun",2809 W Main St,Fort Wayne,IN,,,,2002,10/29/2023 6:33pm
3418,Up the Street,"(W),(D),(F),(S),(WC)",Bars,"(at Creighton) 219/456-7166, 6pm-3am, 5pm-midnight Sun",2322 S Calhoun ,Fort Wayne,IN,,,,2002,10/29/2023 6:34pm
3419,After Dark,"(MW),(D),(S),(WC)",Nightclubs,"(at Maiden Ln) 219/424-6130, noon-3am, from 5pm Sun",231 Pearl St,Fort Wayne,IN,,,,2002,10/29/2023 6:36pm
3420,Subterreanean,,Retail Shops,"(at Webster) 219/424-8417, 11am-9pm, noon-4pm, Sun, gifts, toys, leather",301 W Washington ,Fort Wayne,IN,,,,2002,10/29/2023 6:36pm
3425,Michigan Street Theatre #2,,Erotica,"us 20 (at Ripley Rd) 219/938-2194, 24hrs",8801 Melton Rd,Gary,IN,,,,2002,10/29/2023 6:39pm
3426,Trucker's World,(AYOR),Erotica,(off I-80/94),25th Ave & Burr St,Gary,IN,,,,2002,5/20/2024 12:41pm
3430,Chris Gonzales Memorial Gay/Lesbian Archives,,Info Lines & Services,"2nd flr 317/639-4297, 6pm-9pm Wed & 1pm-5pm wknds, library of printed, visual & audio materials about central Indiana lgbt community ",701 N Delaware St,Indianapolis,IN,,,,2002,5/20/2024 11:13am
3435,Kurt's Bed & Breakfast Inn,"(MO),(SW),(N)",Accommodations,(nr 34th St & High School Rd) 317/291-5728,3212 Lupine Dr,Indianapolis,IN,,,,2002,10/29/2023 6:46pm
3436,Renaissance Tower Historic Inn,(GF),Accommodations,"(btwn Delaware & Alabama) 317/262-8648, 800/676-7786, studio suites, full kitchens",280 E 9th St,Indianapolis,IN,,,,2002,5/20/2024 11:13am
3437,501 Eagle,"(M),(D),(L)",Bars,"(at College) 317/632-2100, 5pm-3am, clsd Sun, 'HiNRG' Fri-Sat (D), also 'Options', safer-sex info ctr",608 E Market,Indianapolis,IN,,,,2002,10/29/2023 6:49pm
3438,Brothers Bar & Grill,"(MW),(WC)",Bars,"(at St Clair) 317/636-1020 4pm-midnight, till 10pm Sun, also restaurant till 10pm",822 N Illinois St,Indianapolis,IN,,,,2002,10/29/2023 6:50pm
3439,Illusions,"(MW),(D),(K),(S)",Bars,"(at Arsenal) 317/266-0535, 7am-3am, noon-12:30am Sun",1446 E Washington,Indianapolis,IN,,,,2002,10/29/2023 6:51pm
3440,The Metro,"(MW),(D),(S),(WC)",Bars,"(at College) 317/639-6022, 4pm-3am, noon-12:30am Sun, restaurant, patio",707 Massachusetts Ave,Indianapolis,IN,,,,2002,10/29/2023 6:52pm
3441,Varsity Lounge,"(M),(NH),(F)",Bars,"(S of 16th), 317/635-9998, 10am-3am, noon-midnight Sun",1517 N Pennsylvania St,Indianapolis,IN,,,,2002,10/29/2023 6:53pm
3442,Industry ,"(GS),(D)",Nightclubs,"(at East St) 317/423-9783 10pm-6am, occasional wknds only",416 E Wabash,Indianapolis,IN,,,,2002,10/29/2023 6:55pm
3443,Our Place,"(*),(M),(D),(V),(WC)",Nightclubs,"(At Alabama) 317/638-8138 4pm-3am, clsd Sun, patio",231 E 16th St ,Indianapolis,IN,,,,2002,10/29/2023 6:56pm
3444,The Ten,"(*),(W),(D),(S),(WC)",Nightclubs,"(at 12th, enter rear) 317/638-5802 6pm-3am clsd Sun",1218 N Pennsylvania St,Indianapolis,IN,,,,2002,10/29/2023 6:57pm
3445,The Unicorn Club,"(*),(M),(S),(PC)",Nightclubs,"(at Illinois) 317/262-9195, 6pm-3am, clsd Sun, male dancers",122 W 13th St,Indianapolis,IN,,,,2002,10/29/2023 6:57pm
3446,Utopia,"(*),(MW),(D),(F)",Nightclubs,"(at St Joseph's) 317/638-0215, 6pm-1am, till 3am Fri-Sat, clsd Mon",924 N Pennsylvania St,Indianapolis,IN,,,,2002,10/29/2023 6:58pm
3447,Cath's Coffeehouse,(E),Cafes,"(at 54th) 317/251-2677, 7am-7pm, 8am-3pm Sun",5401 N College,Indianapolis,IN,,,,2002,10/29/2023 6:59pm
3448,The MT Cup,,Cafes,"(at New Jersey) 317/639-1099 7am-7pm, 8am-1am Sat, sandwiches & baked goods",314 Massachussetts Ave,Indianapolis,IN,,,,2002,10/29/2023 6:59pm
3449,Aesop's Tables,"(BW),(WC)",Restaurants,"(at East) 317/631-0055, 11am-9pm, till 10pm Fri-Sat, authentic Mediterranean",600 N Massachusetts Ave,Indianapolis,IN,,,,2002,10/29/2023 7:00pm
3450,English Ivy's,,Restaurants,"(N of 9th St) 317/822-5070 till 3am Mon-Sat, 11am-12:30am Sun, also full bar",944 N Alabama,Indianapolis,IN,,,,2002,10/29/2023 7:01pm
3451,Peter's,,Restaurants,"317/465-1155, 800/479-0909, dinner only, clsd Sun, upscale dining, full bar",8505 Keystone Crossing Blvd,Indianapolis,IN,,,,2002,10/29/2023 7:01pm
3453,Borders,,Bookstores,"(at 86th St) 317/849-8660 9am-10pm, 10am-8pm Sun, some lgbt titles",5612 Castleton Corner Ln,Indianapolis,IN,,,,2002,10/29/2023 7:03pm
3454,Out Word Bound,,Bookstores,"(at Massachusetts Ave) 317/951-9100, 11:30am-9pm, till 10pm Fri-Sat, noon-6pm Sun, lgbt books & gifts, special events",625 N East St,Indianapolis,IN,,,,2002,10/29/2023 7:03pm
3455,Colors Pride & Leather Shop,,Retail Shops,(upstairs at 'Metro') 317 686-0984 hrs vary,707 Massachusetts Ave,Indianapolis,IN,,,,2002,11/1/2023 9:26pm
3456,Contours/Torso,,Retail Shops,"( at College) 317/916-9054 2pm-11pm, till midnight Fri-Sat, 1 pm-Spm Sun, clothing, gifts",719 Massachusetts,Indianapolis,IN,,,,2002,5/20/2024 11:13am
3457,Dawghouse Cards & Gifts,(WC),Retail Shops,"(at Delaware) 317/822-1757 8am-6pm, clsd Sun",222 E Market St,Indianapolis,IN,,,,2002,11/1/2023 10:01pm
3458,Gaia Wines,(GO),Retail Shops,"(at North) 317-634-9463 11am-8pm, noon-6pm Sun",608 Massachusetts Ave,Indianapolis,IN,,,,2002,11/1/2023 10:02pm
3459,Indy News,,Retail Shops,"(at Meridian) 317/632-7680 6am-7pm, till 6pm wknds",20 E Maryland,Indianapolis,IN,,,,2002,11/1/2023 10:02pm
3460,Southside News,,Retail Shops,"317/887-1020 6am-9pm, till 7pm Sun",8063 Madison Ave,Indianapolis,IN,,,,2002,11/1/2023 10:03pm
3464,Club Indianapolis,"(SW),(PC)",Men's Clubs,"(at North & Walnut) 317/635-5796, 24hrs",620 N Capitol Ave,Indianapolis,IN,,,,2002,11/2/2023 1:18am
3465,The Works,"(PC),(GO)",Men's Clubs,"(at 38th) 317/547-9210, 24hrs",4120 N Keystone Ave,Indianapolis,IN,,,,2002,11/2/2023 1:21am
3468,Adult Bookstore,,Erotica,,4505 Hwy 31 E,Indianapolis,IN,,,,2002,5/20/2024 11:13am
3469,Club Millennium,"(MW),(D),(F),(S)",Bars,"(at Park) 765/452-1611, 5pm-3am, clsd Sun",1400 W Markland Ave,Kokomo,IN,,,,2002,11/2/2023 1:47am
3472,The Sportsman,"(MW),(NH),(D)",Bars,"(at Columbia) 765-742-6321, 1pm-3:30am, from 5pm Sat, clsd Sun, DJ Fri-Sat",644 Main St,Lafayette,IN,,,,2002,11/2/2023 1:49am
3473,Fantasy East,,Erotica,(at Teal) 765-474-2417,2311 Concord Rd,Lafayette,IN,,,,2002,11/2/2023 1:50am
3477,Lanham House B&B inn,"(GS),(NS),(GO)",Accommodations,(at Mill) 812/273-3198,703 W Main,Madison,IN,,,,2002,11/2/2023 1:53am
3482,Helen's,"(MW),(D),(TG),(F),(S),(WC)",Nightclubs,"(at 520) 219/874-1100, 5pm-2am, till 3am Th-Sat, 2pm-12:30 am Sun, live shows, patio (in-season), also restaurant",4960 W US 20,Michigan City,IN,,,,2002,11/2/2023 1:57am
3487,Mark III Tap Room,"(MW),(D),(E)",Bars,"(at Walnut) 765/282-8273 11am-3am, 6pm-1am Sun",107 E Main St,Muncie,IN,,,,2002,11/2/2023 2:27am
3489,Pleasureland Museum,,Erotica,(at McKinley) 219/674-6260,56415 Ash Rd,Osceola,IN,,,,2002,11/2/2023 2:28am
3491,Coachman,"(MW),(D),(WC)",Bars,"(at N 9th St) 765/966-2835, 7pm-3am, DJ Fri-Sat",911 E Main St,Richmond,IN,,,,2002,11/2/2023 3:01am
3495,The Gray Goose Inn B&B,(GS),Accommodations,"(at 1-95), Chesterton 219/926-5781, 800/521-5127 full brkfst",350 Indian Boundary Rd,South Bend,IN,,,,2002,5/20/2024 11:13am
3496,Jeannie's Tavern,"(GF),(TG),(GO)",Bars,( at Ford St) 219/288-2962 10pm-3am,621 S Bendix,South Bend,IN,,,,2002,11/2/2023 3:05am
3497,Vickies Inc,"(GF),(NH),(F),(K),(GO)",Bars,"(at Michigan Ave) 219/232-4090 11am-3am, clsd Sun, football party Sat (in season)",112 W Monroe,South Bend,IN,,,,2002,11/2/2023 3:07am
3498,Sea Horse II Cabaret,"(MW),(S),(D),(WC)",Nightclubs,"(at Brookfield) 219/237-9139 8pm-3am, 7pm-midnight Sun, from 9 pm Mon",1902 Western Ave,South Bend,IN,,,,2002,11/2/2023 3:16am
3499,Starz Bar & Restaurant,"(M),(D),(S),(WC)",Nightclubs,"(at Indiana) 219/288-7827, 9pm-3am, clsd Sun, boxer night Mon, amateur night Wed, male strippers",1505 S Kendall St,South Bend,IN,,,,2002,11/2/2023 3:16am
3500,Truman's ,"(*),(MW),(D),(F),(S)",Nightclubs,"219/259-2282, 8pm-3am, till 12:30am Sun, also gift shop",100 N Center St,Mishawaka,IN,,,,2002,11/2/2023 3:17am
3501,Adult Emporium,,Erotica,(at Ewing) 219/291-1899,2715 S Main St,South Bend,IN,,,,2002,11/2/2023 3:18am
3502,Pleasureland Museum,,Erotica,(at Main) 219/259-6776,114 W Mishawaka Ave,South Bend,IN,,,,2002,11/2/2023 3:18am
3507,The Velvet Lady,"(MW),(D),(S)",Nightclubs,"(at 3rd Ave) 812/232-9119, 8pm-3am, clsd Sun-Mon",684 Lafayette Ave,Terre Haute,IN,,,,2002,11/2/2023 3:21am
