Auto#,title,unclear_address,streetaddress,description,amenityfeatures,type,city,state,notes,unclear type or question,Year,Last Modified
6832,Al Forno,,577 South Main St,273-9760 Little Rhody's best dining experience,(*),Restaurants,Providence,RI,,,1998,7/2/2024 3:53pm
5623,Edelweiss,,578 11th Ave,"(at 43rd St.) 629-1021, 5:30pm-4am","(*),(GF),(D),(TG),(S)",Bars & Nightclubs,New York City,NY,"Listed under ""N.Y.C. -- Midtown""",,1998,7/2/2024 3:53pm
5515,King,,579 6th Ave,(at 16th St.) 366-5464 4pm-4am,"(M),(D),(S),(V),(YC)",Bars & Nightclubs,New York City,NY,"Listed under ""N.Y.C. -- Soho, Greenwich & Chelsea""",,1998,7/2/2024 3:53pm
1201,Anchor Oyster Bar,,579 Castro St,"431-3990 seafood, some veggie","(MW),(BW)",Restaurants,San Francisco,CA,"Listed under ""S.F.-Castro & Noe Valley""",,1998,2/8/2024 10:54am
1466,Mad Magda's Russian Tearoom & Cafe,,579 Hayes St,"864-7654 eclectic crowd, magic garden, tarot & palm readers daily","(*),(MW)",Cafes,San Francisco,CA,"Listed under ""S.F.-Haight, Fillmore & West""",,1998,1/16/2024 9:42am
7508,Bricks Tavern,,579 W 200 S,328-0255 9:30pm-2am,"(D),(V),(18+),(YC),(*),(MW)",Bars & Nightclubs,Salt Lake City,UT,,,1998,7/2/2024 3:53pm
1377,Savoy Hotel,,580 Geary St,"441-2700/(800) 227-4223, also popular restaurant & bar","(GF),(TA)",Accommodations,San Francisco,CA,"Listed under ""S.F.-Downtown & North Beach""",,1998,2/8/2024 10:54am
4182,Eros Boutique,,581-A Tremont St,2nd flr. 425-0345 fetishwear & toys,,Erotica,Boston,MA,,,1998,7/2/2024 3:53pm
3083,Intrigue,,582 State Line Rd,"868-5240 6pm-2am, 7pm-3am Sat, 2pm-2am Sun","(W),(D),(WC)",Bars & Nightclubs,Calumet City,IL,,,1998,2/12/2024 5:26pm
1167,Terrace Place,,584 Castro St ,"#112, 94114 241-0425 guest suite",(MW),Accommodations,San Francisco,CA,"Listed under ""S.F.-Castro & Noe Valley""",,1998,7/2/2024 4:15pm
5384,Ulster Video & Gifts,,584 Ulster Ave,331-6023,,Erotica,Kingston,NY,,,1998,7/2/2024 3:53pm
1422,The Slanted Door,,584 Valencia St ,"861-8032, Vietnamese",(*),Restaurants,San Francisco,CA,"Listed under ""S.F.-Mission District""",,1998,2/8/2024 10:54am
2746,Galano Club,,585 Dutch Valley Rd,lesbigay club for recovery mtgs.,,Info Lines & Services,Atlanta,GA,,,1998,
2773,Le Buzz,,585 Franklin Rd,"(Longhorn Plaza), Marietta  6pm-2am, from noon during summer ","(M),(NH)",Bars & Nightclubs,Marietta,GA,"Listed under ""Atlanta""",,1998,2/8/2024 11:10am
5757,Monroe Show World,,585 Monroe Ave,473-0160,,Erotica,Rochester,NY,,,1998,7/2/2024 3:53pm
789,Hacienda en Sueno Resort,,586 Warm Sands Dr,"327-8111/(800) 359-2007 VCRs, hot tub","(*),(MO),(SW),(N),(WC),(TA)",Accommodations,Palm Springs,CA,,,1998,2/8/2024 10:54am
2831,Out and About Travel Advisors,,587 Virginia Ave Ste 3-A,892-8998/(8000 914-8232,(TA),Travel Agents,Atlanta,GA,,,1998,7/2/2024 3:53pm
778,Casa Rosa,,589 Greenfall Rd,"322-4143/(800) 322-4151 full brkfst, kitchens, hot tub, priv. patios, mist system","(*),(M)",Accommodations,Palm Springs,CA,,,1998,2/8/2024 10:54am
7221,Cathedral of Hope MCC,,590 Cedar Springs Rd ,"351-1901 9am, 11am & 6:30pm Sun, 6:30pm Wed & Sat ",(WC),Spiritual Groups,Dallas,TX,,,1998,7/2/2024 3:53pm
5108,Dressing for Pleasure,,590 Valley Rd,"746-5466 leather, latex, lingerie",,Erotica,Montclair,NJ,,,1998,7/2/2024 3:53pm
3264,The Fahnestock House,,591 N Prairie St,"344-0270 full brkfst, Queen Anne Victorian, gay-owned",(GF),Accommodations,Galesburg,IL,,,1998,2/12/2024 6:41pm
1850,Video Expo,,591 Rtw 12, Groton 448-0787,,Erotica,Groton,CT,"Listed under ""New London, CT""",,1998,7/2/2024 6:19pm
798,Sargo Palms Resort,,595 Thornhill Rd,"323-0224/(800) 626-7246 hot tub, kitchens, fireplaces, intimate resort, patios","(MO),(SW),(N)",Accommodations,Palm Springs,CA,,,1998,2/8/2024 10:54am
773,Alexander Resort Hotel,,598 Greenfall Rd,"327-6911/(800) 448-6197 contemporary guest house, hot tub","(*),(MO),(SW),(N)",Accommodations,Palm Springs,CA,,,1998,2/8/2024 10:54am
1207,China Court ,,599 Castro,"626-5358 5pm-l 1pm, Chinese, some veggie",(BW),Restaurants,San Francisco,CA,"Listed under ""S.F.-Castro & Noe Valley""",,1998,1/9/2024 8:46pm
8113,What About Me? ,,600 6th St,"632-0171 7pm-2am, from 3pm Tue & Fri, clsd Mon ","(MW),(NH)",Bars & Nightclubs,Racine,WI,,,1998,7/2/2024 3:53pm
8,Misconceptions Tavern,,600 32nd St S,322-1210,"(M),(F),(V)",Bars & Nightclubs,Birmingham,AL,,,1998,2/8/2024 10:54am
6314,Rouges Inn,,600 E Main St,482-4770/(800) 276-4837 apts.,(GF),Accommodations,Ashland,OR,,,1998,7/2/2024 3:53pm
815,Tool Shed,,600 E Sunny Dunes Rd,"320-3299 10am-2am, 6am-4am wknds, call for events","(M),(NH)",Bars & Nightclubs,Palm Springs,CA,,,1998,2/8/2024 10:54am
2300,Marquesa Hotel,,600 Fleming St,"292-1919/(800) 869-4631 also 'Cafe Marquesa' 6pm-11pm, full bar","(GF),(SW),(WC)",Accommodations,Key West,FL,,,1998,1/29/2024 2:47pm
3840,Faubourg Marigny Bookstore,,600 Frenchmen St,"943-9875 10am-8pm, til 6pm wknds, lesbigay",(WC),Bookstores & Retail Shops,New Orleans,LA,,,1998,7/2/2024 3:53pm
2485,Lucky Cheng's,,600 Lincoln Rd,"672-1505 6pm-midnight, full bar, 'fabulous Latasian cuisine'","(*),(S)",Restaurants,Miami Beach,FL,"Listed under ""Miami Beach/South Beach""",,1998,2/8/2024 10:23am
1868,Tower Travel,,600 N Colony Rd,284-8747,(TA),Travel Agents,Wallingford,CT,,,1998,2/8/2024 10:54am
7662,Dignity ,,600 Tabbot Hall Rd ,625-5337 6:30pm Sun ,"(*),(NS)",Spiritual Groups,Norfolk,VA,,,1998,7/2/2024 3:53pm
3123,Presbyterians for Lesbian/Gay Concerns,,600 W Fullerton Pkwy,"(Lincoln Park Preb.) (312) 784-2635 10am Sun, 'More Light' congregation",,Spiritual Groups,Chicago,IL,"Listed under ""Chicago-Overview""",,1998,7/2/2024 3:53pm
7263,Magnolia Station,,600 W Magnolia ,"332-0415 9pm-2am, clsd Mon-Tue ","(M),(S)",Bars & Nightclubs,Fort Worth,TX,,,1998,7/2/2024 3:53pm
8027,Dan's Travel,,600 Williamson St,"The Gateway, 251-1110/(800) 476-0305",(TA),Travel Agents,Madison,WI,,,1998,7/2/2024 5:43pm
944,Mirage,,601 15th St,444-3238 5pm-2am,"(MW),(NH),(WC)",Bars & Nightclubs,Sacramento,CA,,,1998,2/8/2024 10:54am
2281,Cypress House,,601 Caroline,294-6969/(800) 525-2488,"(*),(GF),(SW)",Accommodations,Key West,FL,,,1998,1/29/2024 2:21pm
228,Plumtastics Lounge,,601 Center St,"(at Little Rock Inn) 376-8301 9pm-2am, 4pm-10pm Sun","(MW),(D),(E),(WC)",Bars & Nightclubs,Little Rock,AK,,,1998,2/8/2024 10:54am
225,Little Rock Inn,,601 Center St,376-8301 full bar,"(GF),(SW),(WC)",Accommodations,Little Rock,AK,,,1998,2/8/2024 10:54am
1320,The Phoenix Hotel,,601 Eddy St,"1950s style motor lodge; also fabulous 'Back Flip' bar, 776-1380/(800) 248-9466","(*),(GF),(SW),(TA)",Accommodations,San Francisco,CA,"Listed under ""S.F.-Polk Street Area""",,1998,2/8/2024 10:54am
794,Inndulge Palm Springs,,601 Greenfall Rd,"327-1408/(800) 833-5675 hot tub, afternoon wine & cheese","(*),(MO),(SW),(N),(TA)",Accommodations,Palm Springs,CA,,,1998,2/8/2024 10:54am
7064,Boulevard Book Store & Video ,,601 N Eastern ,379-9002 24hrs ,"(*),(NS)",Erotica,Amarillo,TX,,,1998,7/2/2024 3:53pm
2584,Vagabond Travels,,601 Northlake Blvd,848-0648/(800)226-3830,(TA),Travel Agents,Palm Beach Gardens,FL,,,1998,2/8/2024 10:29am
1983,Mr. Henry's Capitol Hill,,601 Pennsylvania Ave SE,546-8412 full restaurant,"(*),(GF),(E),(WC)",Bars & Nightclubs,Washington,DC,,,1998,2/8/2024 10:54am
2019,Mr. Henry's,,601 Pennsylvania Ave SE,546-8412 til 1 am,,Restaurants,Washington,DC,,,1998,2/8/2024 10:54am
3564,The Mark,,601 SE 8th St,233-2447 til 2am,"(MW),(NH)",Bars & Nightclubs,Topeka,KS,,,1998,7/2/2024 3:53pm
6644,Palmer Social Club ,,601 Spring Garden St,925-5000 midnight 3am Wed-Sun,"(GF),(D),(PC)",Bars & Nightclubs,Philadelphia,PA,,,1998,7/2/2024 3:53pm
1342,A Clean Well Lighted Place For Books,,601 Van Ness Ave,"441-6670, 10am-11pm, til midnight Fri-Sat, general, lesbigay section",,Bookstores & Retail Shops,San Francisco,CA,"Listed under ""S.F.-Polk Street Area""",,1998,2/8/2024 10:54am
6668,Jack Rabbit Slims ,,602 2nd St,"625-9533 24hrs, call for gay events ","(E),(WC)",Restaurants,Philadelphia,PA,,,1998,7/2/2024 3:53pm
3075,Mabel’s Budget Beauty Shop & Chainsaw Repair,,602 Belle,465-8687 4pm-1:30am,"(M),(D),(S),(WC)",Bars & Nightclubs,Alton,IL,,,1998,2/12/2024 5:21pm
4788,Alton Metro,,602 Belle St,Alton IL (618) 465-8687 4pm-1:30am,"(M),(D),(S),(WC)",Bars & Nightclubs,Alton,IL,"Listed under ""St Louis, MO""",,1998,7/2/2024 3:53pm
8182,Junior's Bar ,,602 Calle Condado," Santurce  6pm-2am, til 4am Fri-Sat","(MW),(D),(S)",Bars & Nightclubs,Santurce,PR,"Listed under ""San Juan, PR""",,1998,7/2/2024 6:19pm
7282,231 Club,,602 S Gun Barrel ,"(Hwy 198)  887-2061 4pm-midnight, til 1am Sat, from 10am wknds ","(MW),(NH),(F),(WC)",Bars & Nightclubs,Gun Barrel City,TX,,,1998,7/2/2024 4:27pm
4336,Watermark Inn Guest House,,603 Commercial St,487-2506,(GF),Accommodations,Provincetown,MA,,,1998,7/2/2024 3:53pm
3093,Horizon Book Store,,603 S Wright St,"356-9113 10am-6pm, clsd Sun",,Bookstores & Retail Shops,Champaign,IL,"Listed under ""Champaign/Urbana""",,1998,2/12/2024 5:33pm
5997,The Dock,,603 W Pete Rose Wy,"241-5623 4pm-2:30am, from 8pm Mon, volleyball court","(*),(M),(D),(E),(S),(WC)",Bars & Nightclubs,Cincinatti,OH,,,1998,7/2/2024 3:53pm
7078,Driskill Hotel ,,604 Brazos St ,474-5911/(800) 252-9367,"(GF),(F),(WC)",Accommodations,Austin,TX,,,1998,7/2/2024 3:53pm
3586,Old Mill Tasty Shop,,604 E Douglas,"264-6500 11am-3pm, 8am-5pm Sat, clsd Sun, old-fashioned soda fountain, lunch menu",,Restaurants,Wichita,KS,,,1998,7/2/2024 3:53pm
7327,Barnaby’s Cafe,,604 Fairview ,"522-0106 11am-10pm, til 11pm Fri-Sat ","(WC),(*),(BW)",Restaurants,Houston,TX,,,1998,
330,Seafood Grotto,,605 Broadway,"443-2075 lunch & dinner, informal; also a fish market",,Restaurants,Eureka,CA,,,1998,
6165,Asylum,,605 S Patterson Blvd,"228-8828 9pm-?, clsd Sun-Mon","(GF),(D),(A),(18+)",Bars & Nightclubs,Dayton,OH,,,1998,7/2/2024 3:53pm
7797,Jade Pagoda ,,606 Broadway E ,"322-5900 5pm-2am, from noon Th-Fri, Chinese/American","(M),(NH),(F),(WC)",Bars & Nightclubs,Seattle,WA,,,1998,7/2/2024 3:53pm
171,Rainbow Planet Coffee House,,606 N 4th Ave,620-1770 9am-10pm,(MW),Cafes,Tuscon,AZ,,,1998,2/8/2024 10:54am
2132,Orton Terrance,,606 Orton Ave ,566-5068/(800) 323-1142 apts & motel units,"(GF),(SW),(TA)",Accommodations,Fort Lauderdale,FL,,,1998,2/8/2024 10:54am
3084,Mr. B's,,606 State Line Rd,"862-1221 2pm-2am, til 3am Wed, Fri-Sat","(*),(M),(D)",Bars & Nightclubs,Calumet City,IL,,,1998,2/12/2024 6:03pm
259,Ché Faccia,,607 Pine Knot Ave,"878-3222 dinner 7 nights, lunch Fri-Sun only, Italian",(BW),Restaurants,Big Bear Lake,CA,,,1998,2/8/2024 10:54am
1699,Snake Pit,,608 E 13th Ave,"831-1234 5pm-2am; also full restaurant, home cookin'","(*),(GF),(D),(A),(WC)",Bars & Nightclubs,Denver,CO,,,1998,2/8/2024 10:54am
1738,Travel Square One,,608 Garrison St ,"#G, Lakewood 233-8457",(TA),Travel Agents,Denver,CO,,,1998,7/2/2024 4:15pm
4455,Pronto ,,608 S Washington," Royal Oak  (248) 544-7900 11am-midnight, til 2am Fri-Sat, from 9am wknds ","(GF),(F),(V)",Bars & Nightclubs,Royal Oak,MI,"Listed under ""Detroit, MI""",,1998,7/2/2024 6:19pm
4012,Club Bunns,,608 W Lexington St,234-2866 5pm-2am,"(MW),(D),(MR-AF)",Bars & Nightclubs,Baltimore,MD,,,1998,7/2/2024 3:53pm
6241,International Tours of Claremore,,608 W Will Rodgers Blvd,341-6866,(TA),Travel Agents,Claremore,OK,,,1998,7/2/2024 3:53pm
1711,Diced Onions,,609 Corona St,"831-8352 7am-3pm, clsd Mon, diner/deli",,Restaurants,Denver,CO,,,1998,2/8/2024 10:54am
7070,Trinity MCC ,,609 Truman ,265-5454 10:45am Sun,"(*),(NS)",Spiritual Groups,Arlington,TX,,,1998,
6005,The Subway,,609 Walnut St,"421-1294 6am-2:30am, from noon Sun","(M),(NH),(D),(F),(E),(S)",Bars & Nightclubs,Cincinatti,OH,,,1998,7/2/2024 3:53pm
5712,Old Niagara House B&B,,610 4th St,285-9408,(GF),Accommodations,Niagara Falls ,NY,,,1998,
1494,El Faro,,610 Coleman Ave,"294-1846 lunch & dinner, Sun champagne brunch 10am-3pm",,Restaurants,San Jose,CA,,,1998,1/16/2024 10:36am
1444,Casa Loma Hotel,,610 Fillmore St,552-7100 shared bath,(GF),Accommodations,San Francisco,CA,"Listed under ""S.F.-Haight, Fillmore & West""",,1998,1/16/2024 9:16am
2080,Club Chances Cocoa,,610 Forrest Ave," Cocoa 639-0103 4pm-2am, patio","(M),(D),(WC)",Bars & Nightclubs,Cocoa,FL,"Listed under ""Cocoa Beach, FL""",,1998,7/2/2024 6:19pm
4912,D.C.’s Saloon,,610 S 14th St,,"(MW),(D),(CW),(L),(E),(S),(WC)",Bars & Nightclubs,Omaha,NE,,,1998,7/2/2024 3:53pm
2337,Lobos,,611 1/2 Duval St,"296-5303 11am-6pm, clsd Mon",(BW),Restaurants,Key West,FL,,,1998,1/29/2024 3:08pm
7812,Six-Eleven Tavern ,,611 2nd Ave ,340-9795 ,"(M),(NH),(BW)",Bars & Nightclubs,Seattle,WA,,,1998,7/2/2024 3:53pm
5638,Revolution,,611 9th Ave,(at 43rd St.) 489-8451 5pm-midmght trendy video dining,,Restaurants,New York City,NY,"Listed under ""N.Y.C. -- Midtown""",,1998,
3970,Drop Me A Line,,611 Congress St,"773-5547 10am-6pm, til 7pm Th-Fri, noon-5pm Sun",,Bookstores & Retail Shops,Portland,ME,,,1998,7/2/2024 3:53pm
7449,MCC of San Antonio,,611 E Myrtle ,"472-3597 10:30am & 7pm Sun, 7pm Wed ","(*),(NS)",Spiritual Groups,San Antonio,TX,,,1998,7/2/2024 3:53pm
7293,The 611 Club,,611 Hyde Park ,"526-7070 8am-2am, from noon-2am Sun ","(NH),(*),(M)",Bars & Nightclubs,Houston,TX,,,1998,
2282,Deja Vu Resort,,611 Truman Ave,292-1424/(800) 724-5351 hot tub,"(GF),(SW)",Accommodations,Key West,FL,,,1998,1/29/2024 2:33pm
7079,Governor's Inn,,611 W 22nd St,477-0711/(800) 871-8908 full brkfst,"(GF),(WC)",Accommodations,Austin,TX,,,1998,7/2/2024 3:53pm
4005,Clarion Hotel,,612 Cathedral St,727-7101/(800) 292-5500 jacuzzis,(GF),Accommodations,Baltimore,MD,,,1998,7/2/2024 3:53pm
4423,Borders Book Shop ,,612 E Liberty ,"668-7652 9am-9pm, 11am-6pm Sun ",,Bookstores & Retail Shops,Ann Arbor,MI,,,1998,7/2/2024 3:53pm
3851,Community Travel,,612 N Rampart,522-2913/(800) 811-5028,(TA),Travel Agents,New Orleans,LA,,,1998,7/2/2024 3:53pm
2317,William Anthony House,,613 Caroline St,294-2887/(800) 613-2276 hot tub,"(GF),(WC),(NS)",Accommodations,Key West,FL,,,1998,1/29/2024 2:56pm
4559,William Hopkins Manor,,613 N Riverside Ave,329-0188 full brkfst,(GF),Accommodations,St. Clair,MI,,,1998,7/2/2024 3:53pm
6640,Fluid,,613 S Fourth St,629-3686 from 9pm,"(GF),(D)",Bars & Nightclubs,Philadelphia,PA,,,1998,7/2/2024 3:53pm
2332,Dim Sum,,613-1/2 Duval St,"294-6230 6pm-11pm, Pan-Asian, sake cocktails",(BW),Restaurants,Key West,FL,,,1998,1/29/2024 3:05pm
2266,Ambrosia House Tropical Lodging,,614 Fleming St,"296-9839/(800) 535-9838 turn-of-the-century captain's house, lagoon pool, spa, non-smoking rm avail.","(GF),(SW)",Accommodations,Key West,FL,,,1998,1/29/2024 2:06pm
7991,Angel of Hope MCC,,614 Forest St,432-0830 11am Sun,"(*),(NS)",Spiritual Groups,Green Bay,WI,,,1998,7/2/2024 3:53pm
6729,The Priory,,614 Pressley,231-3338 24-rm Victorian,"(GF),(WC)",Accommodations,Pittsburgh,PA,,,1998,
6661,Backstage Bar & Restaurant,,614 S 4th St,"627-9887 4pm-2am, dinner from 6pm-10pm, Sun brunch","(*),(NS)",Restaurants,Philadelphia,PA,,,1998,7/2/2024 3:53pm
6475,Princeton Athletic Club ,,614 SW 11th Ave,222-2639 day passes avail. ,(GF),Gyms & Health Clubs,Portland,OR,,,1998,7/2/2024 3:53pm
383,Twin Towers River Ranch,,615 Bailhache,433-4443 1864 Victorian farmhouse on 5 acres; also vacation house,(GF),Accommodations,Healdsburg,CA,,,1998,
2328,Antonia’s,,615 Duval St,"294-6565 6pm-11pm, Northern Italian",(*),Restaurants,Key West,FL,,,1998,1/29/2024 3:03pm
4008,Atlantis,,615 Fallsway,"727-9099 5pm-2am, from 4pm Sun, clsd Mon","(M),(D),(S)",Bars & Nightclubs,Baltimore,MD,,checked,1998,
2095,Barndoor,,615 Main St,"252-3776 11am-3am, piano lounge, patio","(MW),(NH),(F),(S)",Bars & Nightclubs,Daytona Beach,FL,,,1998,2/8/2024 10:54am
371,Mill Rose Inn,,615 Mill St,"726-8750/(800) 900-7673 classic European elegance by the sea, full brkfst, hot tub","(GF),(NS)",Accommodations,Half Moon Bay,CA,,,1998,2/8/2024 10:54am
694,Midtowne Spa,,615 S Kohler,680-1838 24hrs,"(MO),(SW),(PC)",Men's Clubs,Los Angeles,CA,"Listed under ""L.A.-Midtown""",,1998,2/8/2024 10:54am
7696,The Park ,,615 Salem Ave ,"342-0946 9pm-?, clsd Mon-Tue & Th ","(D),(S),(V),(YC),(PC),(WC),(*),(MW)",Bars & Nightclubs,Roanoke,VA,,,1998,7/2/2024 3:53pm
6402,Melody Ballroom ,,615 SE Alder ,"232-2759 special events space, call for events ","(*),(NS)",Bars & Nightclubs,Portland,OR,,,1998,
3122,MCC Good Shepherd,,615 W Wellington Ave ,(773) 262-0099 7pm Sun ,,Spiritual Groups,Chicago,IL,"Listed under ""Chicago-Overview""",,1998,7/2/2024 3:53pm
784,Desert Paradise Hotel,,615 Warm Sands Dr,"320-5650/(800) 342-7635 (OUTSIDE CA) fresh fruit brkfst, hot tub","(*),(MO),(SW),(N),(TA)",Accommodations,Palm Springs,CA,,,1998,2/8/2024 10:54am
166,IBT's (It's About Time),,616 N 4th Ave,882-3053 noon-1am,"(MW),(D),(S),(WC)",Bars & Nightclubs,Tuscon,AZ,,,1998,2/8/2024 10:54am
3822,Mama Rosa,,616 N tampart,"523-5546 11am-10pm, clsd Mon, Italian",,Restaurants,New Orleans,LA,,,1998,7/2/2024 3:53pm
2240,616,,616 Park St,"2pm-2am, from 5pm wknds, patio","(M),(NH),(BW)",Bars & Nightclubs,Jacksonville,FL,,,1998,1/29/2024 8:53am
4084,Salisbury News Agency,,616 S Salisbury Blvd,543-4469,,Erotica,Salisbury,MD,,,1998,7/2/2024 3:53pm
7942,Grand Palace ,,617  Brooks St ,342-9532 noon-2:30am,"(M),(D),(V),(S),(PC)",Bars & Nightclubs,Charleston,WV,,,1998,7/2/2024 3:53pm
328,Lost Coast Brewery Pub,,617 4th St,"445-4480 11am-1am, kitchen open til midnight","(GF),(F),(BW),(WC)",Bars & Nightclubs,Eureka,CA,,,1998,2/8/2024 10:54am
7298,The Brick’s,,617 Fairview,528-8102,"(M),(NH),(CW)",Bars & Nightclubs,Houston,TX,,,1998,
7085,Blue Flamingo ,,617 Red River ,"469-0014 noon-2am, strong coffee served ","(GF),(NH),(E),(18+)",Bars & Nightclubs,Austin,TX,,,1998,
2322,Donnie's,,618 Duval St,(enter rear) 294-5620 24hrs; also restaurant,"(GF),(NH),(WC)",Bars & Nightclubs,Key West,FL,,,1998,1/29/2024 2:59pm
69,Raven,,618 Gambell,276-9672 11am-2:30am,"(MW),(NH),(WC)",Bars & Nightclubs,Anchorage,AK,,,1998,1/9/2024 3:21pm
7101,Katz's ,,618 W  6th St,"472-2037 24hrs, NY-style deli, full bar",(WC),Restaurants,Austin,TX,,,1998,7/2/2024 3:53pm
7804,R Place ,,619 E Pine ,"322-8828 2pm-2am, 3 flrs, video sports bar ","(M),(NH),(V),(WC)",Bars & Nightclubs,Seattle,WA,,,1998,7/2/2024 3:53pm
6168,Dugout,,619 Salem Ave,274-2394 10am-2:30am,"(MW),(NH),(D),(F)",Bars & Nightclubs,Dayton,OH,,,1998,7/2/2024 3:53pm
7412,The Painted Lady Inn on Broadway,,620 Broadway ,220-1092 private art deco suites ,"(*),(MW)",Accommodations,San Antonio,TX,,,1998,
6038,Numbers Nite Club,,620 Frankfort,621-6900,"(*),(M),(D),(MR),(S),(V),(YC),(WC)",Bars & Nightclubs,Cleveland,OH,,,1998,
3425,Club Indianapolis,,620 N Capitol Ave,635-5796 24 hrs,"(MO),(SW),(PC)",Men's Clubs,Indianapolis,IN,,,1998,7/2/2024 3:53pm
3523,6:20 Club,,620 S Madison St,354-2494 from 9pm Sat only,"(*),(MW),(D),(YC),(WC)",Bars & Nightclubs,Iowa City,IA,,,1998,7/2/2024 3:53pm
6371,Cascade AIDS Project ,,620 SW 5th Ave ,"#300  223-5907/(800) 777-2437, pacific NW only) non-medical services, support groups, counseling","(*),(NS)",Info Lines & Services,Portland,OR,,,1998,7/2/2024 4:15pm
6914,Club 621,,621 Airport Rd,"234-6767, 7pm-4am, from 1pm wknds ","(D),(V),(SW),(PC),(*),(M)",Bars & Nightclubs,Greenville,SC,,,1998,
3759,Marigny Guest House,,621 Esplanade,944-9700/800-367-5858 quaint Creole cottage,(GF),Accommodations,New Orleans,LA,,,1998,
3754,Lamothe House Hotel,,621 Esplanade Ave,947-1161/800-367-5858 fine hotel,(GF),Accommodations,New Orleans,LA,,,1998,7/2/2024 3:53pm
2613,The Cypress,,621 Gulfstream Ave S,"955-4683, B&B inn on historic grounds overlooking Sarasota bay, full gourmet brkfst",(GF),Accommodations,Sarasota,FL,,,1998,2/8/2024 10:31am
7261,The Corral Club & Patio Bar,,621 Hemphill St ,"335-0196 11am-2am, from noon Sun ","(M),(D),(V),(WC)",Bars & Nightclubs,Fort Worth,TX,,,1998,7/2/2024 3:53pm
7845,Fremont Place Book Company ,,621 N 35th ,"547-5970 11am-6:30pm, til 8pm Fri-Sat ","(*),(NS)",Bookstores & Retail Shops,Seattle,WA,,,1998,7/2/2024 3:53pm
6465,Ultimate Travels ,,621 SW Morrison ,#435  220-8866/(800) 446-4117,(TA),Travel Agents,Portland,OR,,,1998,7/2/2024 4:15pm
7793,Elite Tavern ,,622 Broadway Ave E,324-4470 10am-2am ,"(MW),(NH),(BW),(WC)",Bars & Nightclubs,Seattle,WA,,,1998,7/2/2024 3:53pm
1335,The Wooden Horse,,622 Polk St ,"771-8063, 6am-2am","(M),(NH),(OC)",Bars & Nightclubs,San Francisco,CA,"Listed under ""S.F.-Polk Street Area""",,1998,2/8/2024 10:54am
2323,Epoch,,623 Duval St,"296-8522 10pm-4am, clsd Mon, patio; also ’Terrace Bar’, 2pm-4am","(*),(M),(D),(E),(S),(YC)",Bars & Nightclubs,Key West,FL,,,1998,1/29/2024 3:00pm
6674,Mont Serrat ,,623 South St ," 627-4224 noon-midnight, full bar","(*),(NS)",Restaurants,Philadelphia,PA,,,1998,7/2/2024 3:53pm
2299,Mangrove House,,623 Southard St,294-1866/(800) 294-1866 fully restored 'Eyebrow' house,"(MO),(SW),(N)",Accommodations,Key West,FL,,,1998,1/29/2024 2:46pm
6185,Findlay Adult Books & Videos,,623 Trenton Ave,422-1301 24 hrs,,Erotica,Findlay,OH,,,1998,7/2/2024 3:53pm
768,Me. K's,,623 W Hueneme Rd,488-5494,,Erotica,Oxnard,CA,,,1998,2/8/2024 10:54am
4973,Good Times Travel,,624 N Rainbow,878-8900/(800) 638-1066,,Travel Agents,Las Vegas,NV,,,1998,7/2/2024 3:53pm
2234,Partners,,625 Dania Beach Blvd,Dania 921-9893 noon-3am,"(GF),(NH),(D),(S)",Bars & Nightclubs,Hollywood,FL,,,1998,1/29/2024 8:49am
6430,Gypsy Cafe ,,625 NW 1st,"796-1859 11am-2am Mon-Fri 9am-2am wknds, brunch, full bar ","(*),(NS)",Restaurants,Portland,OR,,,1998,
8063,In Between ,,625 S 2nd St ,"273-2693 5pm-2am, from 3pm wknds ","(M),(NH),(WC)",Bars & Nightclubs,Milwaukee,WI,,,1998,7/2/2024 3:53pm
6931,FACES,,625-1/2 Main St ,"#3 343-5577 drop-in 7pm-10pm Tue, 1:30pm-5pm wknds
","(*),(NS)",Info Lines & Services,Rapid City,SD,,,1998,7/2/2024 4:15pm
5054,Gay/Lesbian Community Center,,626 Bangs Ave,774-1809/775-4429 call for events,,Info Lines & Services,Asbury Park,NJ,,,1998,7/2/2024 3:53pm
2960,Skin Deep Tattoo,,626 Front St,"661-8531. tattoing, adult toys, T-shirts",,Erotica,"Lahaina, Maui",HI,"Listed under ""Maui""",,1998,7/2/2024 3:53pm
6712,Infinite Body Piercing ,,626 S 4th St ,923-7335,"(*),(NS)",Erotica,Philadelphia,PA,,,1998,7/2/2024 3:53pm
2165,Visions,,626 S Federal Hwy,"523-9769 9pm-2am, til 3am Sat","(M),(S)",Bars & Nightclubs,Fort Lauderdale,FL,,,1998,2/8/2024 10:54am
6423,Brasserie Montmartre,,626 SW Park ,"224-5552 lunch & dinner, Sun brunch, bistro menu, live jazz, full bar","(*),(NS)",Restaurants,Portland,OR,,,1998,
6121,Cup-O-Joe Cafe,,627 3rd St,221-1563,,Cafes,Columbus,OH,,,1998,7/2/2024 3:53pm
