"title","amenityfeatures","description","streetaddress","type","city","state","unclear_address","Year","notes","full.address","lon","lat","geoAddress","status","ID"
"Gay/Lesbians of Reading & Allentown","","(GLORA) P.O. Box 4502, Reading, 19606 social org. sponsors monthly activities, newsletter","","Info Lines & Services","Allentown","PA","checked",1992,"",", PA",-75.47141,40.602294,"unclear_coded_by_hand","General Coordinates Used","1992-PA-4838"
"Global Real Estate Referrals","","(800) 346-5592, gay realtor at your service (see ad nat'l sec.)","","Info Lines & Services","Allentown","PA","checked",1992,"",", PA",-75.47141,40.602294,"unclear_coded_by_hand","General Coordinates Used","1992-PA-4839"
"Candida's","(MW),(NH),(F),(E)","434-3071 2pm-2am","247 N. 12th St.","Bars","Allentown","PA",NA,1992,"","247 N. 12th St. ,  Allentown ,  PA",-75.4834754,40.6036337,"247 n 12th st, allentown, pa 18102, usa","Geocoded","1992-PA-4840"
"Jeff's City Lion Pub","(MW),(F),(D)","433-1770 3pm-2am Mon-Fri, from 2pm Sat/Sun","2327 Hanover Ave.","Bars","Allentown","PA",NA,1992,"","2327 Hanover Ave. ,  Allentown ,  PA",-75.4206698,40.62409,"2327 hanover ave, allentown, pa 18109, usa","Geocoded","1992-PA-4841"
"Stonewall","(*),(MW),(D),(V),(F),(YC)","432-0706 2pm-2am Mon-Sat, Moose Lounge upstairs (piano bar & restaurant)","28-30 N. 10th St.","Bars","Allentown","PA",NA,1992,"","28-30 N. 10th St. ,  Allentown ,  PA",-75.4786136,40.601348,"28 n 10th st #30, allentown, pa 18101, usa","Geocoded","1992-PA-4842"
"Grace Covenant Fellowship","","10th & Chew Sts. 740-6247 evangelical, 10:45am & 6pm Sun","","Religious Organization","Allentown","PA","checked",1992,"",", PA",-75.47991,40.604725,"unclear_coded_by_hand","Found","1992-PA-4843"
"MCC","","Bethelhem 439-8755 worship 7pm Sun","701 Lechauweki Ave","Religious Organization","Allentown","PA",NA,1992,"","701 Lechauweki Ave ,  Allentown ,  PA",-75.4014439,40.5974379,"701 lechauweki ave, fountain hill, pa 18015, usa","Geocoded","1992-PA-4844"
"Leigh Park near Keck's bridge","Cruisy Area","","","Cruising Areas","Allentown","PA","checked",1992,"",", PA",-75.493089,40.579033,"unclear_coded_by_hand","Found","1992-PA-4845"
"Turner St. btwn 9th & 10th","Cruisy Area,(H),(AYOR)","(hustlers)","","Cruising Areas","Allentown","PA","checked",1992,"",", PA",-75.478006,40.603766,"unclear_coded_by_hand","Found","1992-PA-4846"
"La Pierre","(MW),(D),(YC)","946-8195 9pm-2am Mon, Tues, & Thurs, 8pm-2am Wed, Fri/Sat, clsd Sun","2523 Union Ave.","Bars","Altoona","PA",NA,1992,"","2523 Union Ave. ,  Altoona ,  PA",-78.4063009,40.5005446,"2523 union ave, altoona, pa 16602, usa","Geocoded","1992-PA-4847"
"Logan Valley Mall","Cruisy Area","","","Cruising Areas","Altoona","PA","checked",1992,"",", PA",-78.411942,40.469124,"unclear_coded_by_hand","Found","1992-PA-4848"
"'The Block' 13th & 14th Aves.","Cruisy Area","","","Cruising Areas","Altoona","PA","checked",1992,"",", PA",-78.403089,40.517043,"unclear_coded_by_hand","Found","1992-PA-4849"
"Adult World Book Store","","Rt. 220, 742-7781","","Erotica","Altoona","PA","checked",1992,"",", PA",-78.394736,40.518681,"unclear_coded_by_hand","General Coordinates Used","1992-PA-4850"
"Global Real Estate Referrals","","(800) 346-5592, gay realtor at your service (see ad nat'l sec.)","","Info Lines & Services","Bethlehem","PA","checked",1992,"",", PA",-75.370458,40.625932,"unclear_coded_by_hand","General Coordinates Used","1992-PA-4851"
"Green Door","","865-5955 24hrs","1164 Pembroke Rd.","Erotica","Bethlehem","PA",NA,1992,"","1164 Pembroke Rd. ,  Bethlehem ,  PA",-75.3521929,40.6292126,"1164 pembroke rd, bethlehem, pa 18017, usa","Geocoded","1992-PA-4852"
"Lark, The","(MW),(D),(F),(NH)","(Rt. 202 N.) 275-8136 6pm-2am Mon-Sat, from 4pm Sun","302 Dekalb St.","Bars","Bridgeport","PA",NA,1992,"","302 Dekalb St. ,  Bridgeport ,  PA",-75.3462282,40.1073688,"302 dekalb st, bridgeport, pa 19405, usa","Geocoded","1992-PA-4853"
"'Rest Stop' on I-79 S.- bushes on the hill","Cruisy Area","(late) (summers)","","Cruising Areas","Bridgeport","PA","checked",1992,"",", PA",-75.345184,40.105108,"unclear_coded_by_hand","General Coordinates Used","1992-PA-4854"
"Bristol News World","","(Rt. 13 N.) 785-4770 24hrs","576 Bristol Pike","Erotica","Bristol","PA",NA,1992,"","576 Bristol Pike ,  Bristol ,  PA",-74.8592547,40.1055724,"576 bristol pike, bristol, pa 19007, usa","Geocoded","1992-PA-4855"
"Variety Adult Books","","547-2373 24hrs","6909 Rt. 13 S.","Erotica","Bristol","PA",NA,1992,"","6909 Rt. 13 S. ,  Bristol ,  PA",-74.8374159,40.1263034,"6909 us-13, levittown, pa 19057, usa","Geocoded","1992-PA-4856"
"Green Lane parking lot behind chemical plant","Cruisy Area","(late)","","Cruising Areas","Bristol","PA","checked",1992,"",", PA",-74.851831,40.100666,"unclear_coded_by_hand","General Coordinates Used","1992-PA-4857"
"Mill St. parking lot on Delaware River boat launch","Cruisy Area","(late)","","Cruising Areas","Bristol","PA","checked",1992,"",", PA",-74.851831,40.100666,"unclear_coded_by_hand","General Coordinates Used","1992-PA-4858"
"'Rest Stop' on Hwy 422 E.","Cruisy Area","","","Cruising Areas","Butler","PA","checked",1992,"",", PA",-79.895333,40.861176,"unclear_coded_by_hand","General Coordinates Used","1992-PA-4859"
"'Rest Stop' on I-81 N. & S.","Cruisy Area","","","Cruising Areas","Butler","PA","checked",1992,"",", PA",-79.895333,40.861176,"unclear_coded_by_hand","General Coordinates Used","1992-PA-4860"
"Adult World Book Store","","Germantown Pike & Ridge Pike 489-9981","","Erotica","Collegeville","PA","checked",1992,"",", PA",-75.451571,40.18566,"unclear_coded_by_hand","General Coordinates Used","1992-PA-4861"
"'Rest Stop' on Rt 54, 1/2 mile S. of I-80","Cruisy Area","","","Cruising Areas","Danville","PA","checked",1992,"",", PA",-76.612733,40.96342,"unclear_coded_by_hand","General Coordinates Used","1992-PA-4862"
"Global Real Estate Referrals","","(800) 346-5592","","Info Lines & Services","East Stroudsburg","PA","checked",1992,"",", PA",-75.181755,41.003052,"unclear_coded_by_hand","General Coordinates Used","1992-PA-4863"
"Rainbow Mtn. Resort & Restaurant","","R.D. 8, Box 8174, 18301, 223-8484 lodging, fine dining, open year round, near skiing, canoeing etc.","","Accomodations","East Stroudsburg","PA","checked",1992,"",", PA",-75.181755,41.003052,"unclear_coded_by_hand","General Coordinates Used","1992-PA-4864"
"Ridley Creek State Park W. Chester Pike","Cruisy Area","","","Cruising Areas","Edgemont","PA","checked",1992,"",", PA",-75.446135,39.948012,"unclear_coded_by_hand","Found","1992-PA-4865"
"Lizzy Bordon's Part II","(*),(MW),(D)","833-4059 9pm-2am Mon-Sat","3412 W. 12th St.","Bars","Erie","PA",NA,1992,"","3412 W. 12th St. ,  Erie ,  PA",-80.1595621,42.0953574,"3412 w 12th st, erie, pa 16505, usa","Geocoded","1992-PA-4866"
"Silver Slipper Lounge","(MW),(D)","noon-2am Mon-Sat","1317 State St.","Bars","Erie","PA",NA,1992,"","1317 State St. ,  Erie ,  PA",-80.0800058,42.1221484,"1317 state st, erie, pa 16501, usa","Geocoded","1992-PA-4867"
"Eastern Adult Books","","24hrs","1313 State St.","Erotica","Erie","PA",NA,1992,"","1313 State St. ,  Erie ,  PA",-80.0800849,42.1222592,"1313 state st, erie, pa 16501, usa","Geocoded","1992-PA-4868"
"Filmore News","","833-2667","2757 W. 12th","Erotica","Erie","PA",NA,1992,"","2757 W. 12th ,  Erie ,  PA",-80.1429892,42.1004658,"2757 w 12th st, erie, pa 16505, usa","Geocoded","1992-PA-4869"
"Modern News","","453-6932","1113 State St.","Erotica","Erie","PA",NA,1992,"","1113 State St. ,  Erie ,  PA",-80.0813297,42.1242483,"1113 state st, erie, pa 16501, usa","Geocoded","1992-PA-4870"
"Erie Mall","Cruisy Area,(AYOR)","(downtown)","","Cruising Areas","Erie","PA","checked",1992,"",", PA",-80.096222,42.067591,"unclear_coded_by_hand","Found","1992-PA-4871"
"Presque Isle Park Beach","Cruisy Area","","","Cruising Areas","Erie","PA","checked",1992,"",", PA",-80.114941,42.158582,"unclear_coded_by_hand","Found","1992-PA-4872"
"Safari Lounge","(*),(D),(YC),(V)","837-9948 9pm-2am Mon-Sat","108 W. Pittsburgh St.","Bars","Greensburg","PA",NA,1992,"","108 W. Pittsburgh St. ,  Greensburg ,  PA",-79.5459805,40.3019096,"108 w pittsburgh st, greensburg, pa 15601, usa","Geocoded","1992-PA-4873"
"Harrison Ave. off Otterman St.","Cruisy Area","","","Cruising Areas","Greensburg","PA","checked",1992,"",", PA",-79.546214,40.303296,"unclear_coded_by_hand","Found","1992-PA-4874"
"Gay & Lesbian Switchboard","","P.O. Box 872, 17108, 234-0328 6pm-10pm Mon-Fri","","Info Lines & Services","Harrisburg","PA","checked",1992,"",", PA",-76.886701,40.273191,"unclear_coded_by_hand","General Coordinates Used","1992-PA-4875"
"Global Real Estate Referrals","","(800) 346-5592","","Info Lines & Services","Harrisburg","PA","checked",1992,"",", PA",-76.886701,40.273191,"unclear_coded_by_hand","General Coordinates Used","1992-PA-4876"
"Neptune's Lounge","(*),(LV)","233-3078 4pm-2am Mon-Sat, from 2pm Sun","268 North St.","Bars","Harrisburg","PA",NA,1992,"","268 North St. ,  Harrisburg ,  PA",-76.8860979,40.2650702,"268 north st, harrisburg, pa 17101, usa","Geocoded","1992-PA-4877"
"Stallions","(*),(D),(E),(F),(NH),(P),(S),(YC),(L)","(rear entrance) 232-3060 5 bars, 3rd flr bar more leather, 4th flr deck in summer","706 N. 3rd St.","Bars","Harrisburg","PA",NA,1992,"","706 N. 3rd St. ,  Harrisburg ,  PA",-76.8862215,40.265382,"706 n 3rd st, harrisburg, pa 17102, usa","Geocoded","1992-PA-4878"
"Strawberry Cafe","(*),(V),(YC)","234-4228 2pm-2am Mon-Sat","704 N. 3rd St.","Bars","Harrisburg","PA",NA,1992,"","704 N. 3rd St. ,  Harrisburg ,  PA",-76.8861028,40.2652837,"704 n 3rd st, harrisburg, pa 17102, usa","Geocoded","1992-PA-4879"
"Colonnade","(MX)","234-8740 lunch 11:30am-3pm, dinner 5pm-10:30pm","300 N. 2nd St.","Restaurants & Cafes","Harrisburg","PA",NA,1992,"","300 N. 2nd St. ,  Harrisburg ,  PA",-76.8855815,40.261849,"commerce tower, 300 n 2nd st, harrisburg, pa 17101, usa","Geocoded","1992-PA-4880"
"Homestyle","(MX)","232-0278 7am-2pm","1530 N. 2nd St.","Restaurants & Cafes","Harrisburg","PA",NA,1992,"","1530 N. 2nd St. ,  Harrisburg ,  PA",-76.8940067,40.2714982,"1530 n 2nd st, harrisburg, pa 17102, usa","Geocoded","1992-PA-4881"
"Paper Moon","(MX)","233-0581 dinner 6pm, Sun Brunch noon-3pm","268 North Street","Restaurants & Cafes","Harrisburg","PA",NA,1992,"","268 North Street ,  Harrisburg ,  PA",-76.8860979,40.2650702,"268 north st, harrisburg, pa 17101, usa","Geocoded","1992-PA-4882"
"Dignity","","6th & Herr St.(Quaker Meeting House) 23 meets 5pm 1st Sun, write for info","","Religious Organization","Harrisburg","PA","checked",1992,"",", PA",-76.886701,40.273191,"unclear_coded_by_hand","General Coordinates Used","1992-PA-4883"
"Intergrity - Harrisburg","","P.O. Box 1206, 17108, 234-0328 write for mtg. times & locations","","Religious Organization","Harrisburg","PA","checked",1992,"misspelling is in the text",", PA",-76.886701,40.273191,"unclear_coded_by_hand","General Coordinates Used","1992-PA-4884"
"MCC of the Spirit","","6th & Herr St (Friends Meetings House) 236-7387, 7:30pm Sun","","Religious Organization","Harrisburg","PA","checked",1992,"",", PA",-76.885006,40.269129,"unclear_coded_by_hand","Found","1992-PA-4885"
"Rural Book & News","","255-9121","315 Market St.","Erotica","Harrisburg","PA",NA,1992,"","315 Market St. ,  Harrisburg ,  PA",-76.8801719,40.2612011,"315 market st, harrisburg, pa 17101, usa","Geocoded","1992-PA-4886"
"Town News","","232-1100, 24hrs","29 N. 2nd St.","Erotica","Harrisburg","PA",NA,1992,"","29 N. 2nd St. ,  Harrisburg ,  PA",-76.8827704,40.2604946,"29 n 2nd st, harrisburg, pa 17101, usa","Geocoded","1992-PA-4887"
"City Island","Cruisy Area,(AYOR),(H)","(hustlers)","","Cruising Areas","Harrisburg","PA","checked",1992,"",", PA",-76.888029,40.255089,"unclear_coded_by_hand","Found","1992-PA-4888"
"Front & State Sts.","Cruisy Area,(AYOR)","","","Cruising Areas","Harrisburg","PA","checked",1992,"",", PA",-76.888475,40.262411,"unclear_coded_by_hand","Found","1992-PA-4889"
"Park along Front St.by Susquehanna River","Cruisy Area,(AYOR)","","","Cruising Areas","Harrisburg","PA","checked",1992,"",", PA",-76.884031,40.258583,"unclear_coded_by_hand","Found","1992-PA-4890"
"Regency Mall","Cruisy Area","","","Cruising Areas","Indiana","PA","checked",1992,"",", PA",-79.173141,40.615776,"unclear_coded_by_hand","Found","1992-PA-4891"
"Lucille's","","539-4448 8pm-2am Mon-Sat","520 Washington St.","Bars","Johnstown","PA",NA,1992,"","520 Washington St. ,  Johnstown ,  PA",-78.9162818,40.326163,"520 washington st, johnstown, pa 15901, usa","Geocoded","1992-PA-4892"
"'Rest Stop' on Rt. 56","Cruisy Area","(Fishertown)","","Cruising Areas","Johnstown","PA","checked",1992,"",", PA",-78.92197,40.326741,"unclear_coded_by_hand","General Coordinates Used","1992-PA-4893"
"Babcock Park","Cruisy Area","","","Cruising Areas","Johnstown","PA","checked",1992,"",", PA",-78.92197,40.326741,"unclear_coded_by_hand","General Coordinates Used","1992-PA-4894"
"Vaudvilla, The","(*),(W),(V),(D),(S)","287-9250 9pm-2am Mon-Sat","465 Main St.","Bars","Kingston","PA",NA,1992,"","465 Main St. ,  Kingston ,  PA",-75.9060311,41.2651658,"465 main st, edwardsville, pa 18704, usa","Geocoded","1992-PA-4895"
"Gay & Lesbian Helpline","","397-0691 taped info 7pm-10pm Sun, Wed, Thurs","","Info Lines & Services","Lancaster","PA","checked",1992,"",", PA",-76.305514,40.037876,"unclear_coded_by_hand","General Coordinates Used","1992-PA-4896"
"Tally Ho","(*),(MW),(D),(F),(YC)","299-0661 6pm-2am Mon-Sat, 8pm-2am Sun","201 W. Orange","Bars","Lancaster","PA",NA,1992,"","201 W. Orange ,  Lancaster ,  PA",-76.3089318,40.0393767,"201 w orange st, lancaster, pa 17603, usa","Geocoded","1992-PA-4897"
"Loft","(MX)","(above Tally Ho) 299-0661 lunch from 11:30pm Mon-Fri, dinner from 5:30pm Mon-Sat","","Restaurants & Cafes","Lancaster","PA","checked",1992,"sam address as 4904",", PA",-76.308932,40.039377,"unclear_coded_by_hand","Found","1992-PA-4898"
"Closet, The","","399-8818 lesbian/gay book store, 11am-10pm, clsd Sun-Mon","25 N. Prince St.","Bookstore/Retail Shops","Lancaster","PA",NA,1992,"","25 N. Prince St. ,  Lancaster ,  PA",-76.3082685,40.0408091,"25 n prince st, lancaster, pa 17602, usa","Geocoded","1992-PA-4899"
"MCC Vision of Hope","","392-2729, 7pm Sun","610 2nd St.","Religious Organization","Lancaster","PA",NA,1992,"","610 2nd St. ,  Lancaster ,  PA",-76.3188447,40.0352599,"610 2nd st, lancaster, pa 17603, usa","Geocoded","1992-PA-4900"
"Den of Pleasure","","299-1779","53 N. Prince St.","Erotica","Lancaster","PA",NA,1992,"","53 N. Prince St. ,  Lancaster ,  PA",-76.3077782,40.0391793,"53 n prince st, lancaster, pa 17603, usa","Geocoded","1992-PA-4901"
"Erotic Forum","","(in mall) 393-9772","227 N. Prince","Erotica","Lancaster","PA",NA,1992,"","227 N. Prince ,  Lancaster ,  PA",-76.3083211,40.0418402,"227 n prince st, lancaster, pa 17603, usa","Geocoded","1992-PA-4902"
"Sassy but Classy","","393-9990","42 W. King St.","Erotica","Lancaster","PA",NA,1992,"","42 W. King St. ,  Lancaster ,  PA",-76.3072127,40.0375184,"42 w king st, lancaster, pa 17603, usa","Geocoded","1992-PA-4903"
"Park City Shopping Ctr.","Cruisy Area,(AYOR)","","","Cruising Areas","Lancaster","PA","checked",1992,"",", PA",-76.339489,40.067007,"unclear_coded_by_hand","Found","1992-PA-4904"
"Main St.","Cruisy Area","(Late)","","Cruising Areas","Lansdale","PA","checked",1992,"",", PA",-75.280057,40.239382,"unclear_coded_by_hand","General Coordinates Used","1992-PA-4905"
"RR Station","Cruisy Area","","","Cruising Areas","Lansdale","PA","checked",1992,"",", PA",-75.283786,40.241495,"unclear_coded_by_hand","General Coordinates Used","1992-PA-4906"
"Coleman Park","Cruisy Area","","","Cruising Areas","Lebanon","PA","checked",1992,"",", PA",-76.44091,40.350593,"unclear_coded_by_hand","Found","1992-PA-4907"
"'Rest Stop' on I-81","Cruisy Area","","","Cruising Areas","Mahanoy City","PA","checked",1992,"",", PA",-76.141603,40.812588,"unclear_coded_by_hand","General Coordinates Used","1992-PA-4908"
"'Rest Stop' 5 mi. N on Rt. 19","Cruisy Area","","","Cruising Areas","Mercer","PA","checked",1992,"",", PA",-80.239785,41.227003,"unclear_coded_by_hand","General Coordinates Used","1992-PA-4909"
"Global Real Estate Referrals","","(800) 346-5592, gay realtor at your service (see ad nat'l sec.)","","Info Lines & Services","Monroeville","PA","checked",1992,"",", PA",-79.788102,40.42118,"unclear_coded_by_hand","General Coordinates Used","1992-PA-4910"
"Monroeville News","","372-5477, 24hrs","2735 Stroschein Rd.","Erotica","Monroeville","PA",NA,1992,"","2735 Stroschein Rd. ,  Monroeville ,  PA",-79.7700737,40.4378635,"2735 stroschein rd, monroeville, pa 15146, usa","Geocoded","1992-PA-4911"
"Adult World Book Store","","Rt. 202 & 309, 362-9560","","Erotica","Montgomeryville","PA","checked",1992,"",", PA",-75.229839,40.238557,"unclear_coded_by_hand","General Coordinates Used","1992-PA-4912"
"McConnell's Mill St. Park","Cruisy Area","(summers)","","Cruising Areas","New Castle","PA","checked",1992,"",", PA",-80.169922,40.953376,"unclear_coded_by_hand","Found","1992-PA-4913"
"AA Gay/Lesbian","","","","Info Lines & Services","New Hope","PA","checked",1992,"",", PA",-74.951278,40.364273,"unclear_coded_by_hand","General Coordinates Used","1992-PA-4914"
"Backstreet Inn","(*),(MX),(SW)","862-9571 B & B, year round, priv baths","144 Old York Rd.","Accomodations","New Hope","PA",NA,1992,"","144 Old York Rd. ,  New Hope ,  PA",-74.9663353,40.3613882,"144 old york rd, new hope, pa 18938, usa","Geocoded","1992-PA-4915"
"Fox and the Hound, The","(MX)","862-5082 Victorian B & B, cont'l bkfst, priv baths, year round","246 West Bridge St.","Accomodations","New Hope","PA",NA,1992,"","246 West Bridge St. ,  New Hope ,  PA",-74.9619293,40.3653441,"246 w bridge st, new hope, pa 18938, usa","Geocoded","1992-PA-4916"
"Raven Hall","(*),(MW),(SW),(F)",", 1 mi. W. on Rte. 179 862-2081 motel B&B , year round, bar 11am-2pm","385 West Bridge St.","Accomodations","New Hope","PA",NA,1992,"","385 West Bridge St. ,  New Hope ,  PA",-74.9672256,40.3618374,"385 w bridge st, new hope, pa 18938, usa","Geocoded","1992-PA-4917"
"Cartwheel, The","(*),(MW),(D),(YC),(S),(E),(F)","- US 202, 862-0880 piano bar, 11am-2am, lunch/dinner at restaurant","427 York Rd.","Bars","New Hope","PA",NA,1992,"","427 York Rd. ,  New Hope ,  PA",-74.9725323,40.3602918,"427 york rd, new hope, pa 18938, usa","Geocoded","1992-PA-4918"
"New Prelude","(*),(MW),(E),(F)","1 mi. W. on Rte. 179 862-5171 11am-2am, four bars & restaurant","408 York Rd.","Bars","New Hope","PA",NA,1992,"","408 York Rd. ,  New Hope ,  PA",-74.970359,40.361603,"408 york rd, new hope, pa 18938, usa","Geocoded","1992-PA-4919"
"Country Host","(MX)","1/2 mi. W. on US 202, 862-5575 7am-10pm","","Restaurants & Cafes","New Hope","PA","checked",1992,"",", PA",-74.951278,40.364273,"unclear_coded_by_hand","General Coordinates Used","1992-PA-4920"
"Havana","(MX),(E)","862-9897 11am-midnight, full bar til 2am","105 S. Main St.","Restaurants & Cafes","New Hope","PA",NA,1992,"","105 S. Main St. ,  New Hope ,  PA",-74.950423,40.3609344,"105 s main st, new hope, pa 18938, usa","Geocoded","1992-PA-4921"
"Karla's","(MX),(E)","862-2612 lunch & dinner, full bar","5 W. Mechanic St.","Restaurants & Cafes","New Hope","PA",NA,1992,"","5 W. Mechanic St. ,  New Hope ,  PA",-74.9507655,40.3618176,"5 w mechanic st, new hope, pa 18938, usa","Geocoded","1992-PA-4922"
"Mother's","","862-5270 8am-10pm","34 N. Main St.","Restaurants & Cafes","New Hope","PA",NA,1992,"","34 N. Main St. ,  New Hope ,  PA",-74.9516787,40.3654849,"34 n main st, new hope, pa 18938, usa","Geocoded","1992-PA-4923"
