"title","description","streetaddress","type","amenityfeatures","city","state","Year","notes","full.address","lat","lon","geoAddress","status","unclear_address","ID"
"Holiday Park","","","Cruising Areas","Cruisy Area","Cheyenne","WY",1981,"",", WY",41.138812,-104.799258,"unclear_coded_by_hand","Verified Location",NA,"1981-WY-2127"
"Holiday Park","","","Cruising Areas","Cruisy Area","Indianapolis","IN",1981,"",", IN",39.870893,-86.163494,"unclear_coded_by_hand","Verified Location",NA,"1981-IN-2128"
"Holiday Spa","(Health Club)","7080 Hollywood Blvd.","Bathhouses","","Hollywood","CA",1981,"","7080 Hollywood Blvd., Hollywood, CA",34.1012553,-118.3445968,"7080 hollywood blvd, los angeles, ca 90028, usa","Google Verified Location",NA,"1981-CA-2129"
"Hollywood","(Disco)","14th & Harney","Bars/Clubs","(M),(D)","Omaha","NE",1981,"","14th & Harney, NE",41.256013,-95.934514,"unclear_coded_by_hand","Verified Location",NA,"1981-NE-2130"
"Hollywood 'Y' Baths","","7661 Melrose Ave.","Bathhouses","(*),(P)","Hollywood","CA",1981,"","7661 Melrose Ave., Hollywood, CA",34.0839785,-118.3568115,"7661 melrose ave, los angeles, ca 90046, usa","Google Verified Location",NA,"1981-CA-2131"
"Hollywood Blvd.","#NAME?","","Cruising Areas","Cruisy Area,(AYOR)","Hollywood","CA",1981,"",", CA",34.101592,-118.333351,"unclear_coded_by_hand","Location could not be verified. General city or location coordinates used.",NA,"1981-CA-2132"
"Hollywood Cinema","","","Cruising Areas,Theatre","Cruisy Area","Little Rock","AR",1981,"",", AR",34.746481,-92.289595,"unclear_coded_by_hand","Location could not be verified. General city or location coordinates used.",NA,"1981-AR-2133"
"Hollywood Club","","304 W. 4th","Bars/Clubs","(L)","Austin","TX",1981,"","304 W. 4th, Austin, TX",30.2672095,-97.7462962,"304 w 4th st, austin, tx 78701, usa","Google Verified Location",NA,"1981-TX-2134"
"Holy Trinity Comm. Church of the Desert","","4831 E. 22nd","Religious Institution","","Tuscon","AZ",1981,"","4831 E. 22nd, Tuscon, AZ",32.2079367,-110.8892395,"4831 e 22nd st, tucson, az 85711, usa","Google Verified Location",NA,"1981-AZ-2135"
"Holyoke House","Basement T-Room","","Cruising Areas","Cruisy Area","Holyoke","MA",1981,"",", MA",42.204461,-72.602703,"unclear_coded_by_hand","Verified Location",NA,"1981-MA-2136"
"Homestead Inn","","44 Field Pt. Rd.","Restaurant,Hotel","(M),(R),(H)","Greenwich","CT",1981,"","44 Field Pt. Rd., Greenwich, CT",41.0277124,-73.6290325,"44 field point rd, greenwich, ct 06830, usa","Google Verified Location",NA,"1981-CT-2137"
"Hoop's Coop","(Friendly)","2718 E. Anaheim Bl.","Bars/Clubs","(PT),(L)","Long Beach","CA",1981,"","2718 E. Anaheim Bl., Long Beach, CA",33.7824543,-118.1596387,"2718 e anaheim st, long beach, ca 90804, usa","Google Verified Location",NA,"1981-CA-2138"
"Hospitality Inn","(Paris Pike)","2143 N. Broadway","Restaurant","(M),(R),(C),(AH)","Lexington","KY",1981,"","2143 N. Broadway, Lexington, KY",38.078466,-84.4544314,"2143 n broadway, lexington, ky 40505, usa","Google Verified Location",NA,"1981-KY-2139"
"Hot Delivery","(No booze - 'wild back room')","160 S. Broadway","Bars/Clubs","","Denver","CO",1981,"","160 S. Broadway, Denver, CO",39.7134013,-104.9872152,"160 s broadway, denver, co 80209, usa","Google Verified Location",NA,"1981-CO-2140"
"Hot House","(Baths)(Some W, SM, FFA) (Cl. Mon & Tues)(Looks promising) at Harrison","374 5th St.","Bathhouses","(W),(SM),(FFA)","San Francisco","CA",1981,"","374 5th St., San Francisco, CA",37.7792197,-122.4024371,"374 5th st, san francisco, ca 94107, usa","Google Verified Location",NA,"1981-CA-2141"
"Hot Patata","","5842 S.E. Foster Rd.","Restaurant","(M),(R)","Portland","OR",1981,"","5842 S.E. Foster Rd., Portland, OR",45.4925408,-122.6029789,"5842 se foster rd, portland, or 97206, usa","Google Verified Location",NA,"1981-OR-2142"
"Hot Patata","","13th & Morrison","Restaurant","(M),(R)","Portland","OR",1981,"","13th & Morrison, OR",45.52085,-122.685162,"unclear_coded_by_hand","Verified Location",NA,"1981-OR-2143"
"Hotel Continental","(Steam room)(Downtown)","","Cruising Areas,Hotel","Cruisy Area","Kansas City","MO",1981,"",", MO",39.099727,-94.578567,"unclear_coded_by_hand","Location could not be verified. General city or location coordinates used.",NA,"1981-MO-2144"
"Hotel El Dorado","","150 9th St.","Hotel","(*)","San Francisco","CA",1981,"","150 9th St., San Francisco, CA",37.7754439,-122.4140797,"150 9th st, san francisco, ca 94103, usa","Google Verified Location",NA,"1981-CA-2145"
"Hotel Firenze","(Some PE, OC)","1289 S. Coast Hwy.","Hotel","(M),(H),(PE),(OC)","Laguna Beach","CA",1981,"","1289 S. Coast Hwy., Laguna Beach, CA",33.5324713,-117.7760318,"1289 s coast hwy, laguna beach, ca 92651, usa","Google Verified Location",NA,"1981-CA-2146"
"Hotel Jan Maarten","","696 S. Coast Hwy.","Hotel","(M),(H)","Laguna Beach","CA",1981,"","696 S. Coast Hwy., Laguna Beach, CA",33.5380985,-117.7790766,"696 s coast hwy, laguna beach, ca 92651, usa","Google Verified Location",NA,"1981-CA-2147"
"Hotel Newport","","4961 Newport Ave.","Hotel","(H)","Ocean Beach","CA",1981,"","4961 Newport Ave., Ocean Beach, CA",32.7462635,-117.250572,"4961 newport ave, san diego, ca 92107, usa","Google Verified Location",NA,"1981-CA-2148"
"Hotel Paradiso","","492 Grove","Hotel","","San Francisco","CA",1981,"","492 Grove, San Francisco, CA",37.7749295,-122.4194155,"san francisco, ca, usa","Google Verified Location",NA,"1981-CA-2149"
"Hotel Royalton","(Bar)(A Big Ruby's Inn)(Opening Fall '80)","44 W. 44th St.","Hotel,Bars/Clubs,Restaurant","(R),(H),(C)","Midtown","NY",1981,"","44 W. 44th St., Midtown, NY",40.7555978,-73.9823094,"44 w 44th st, new york, ny 10036, usa","Google Verified Location",NA,"1981-NY-2150"
"Hotel Stutz","","685 Ellis St.","Hotel","(H),(M)","San Francisco","CA",1981,"","685 Ellis St., San Francisco, CA",37.7840886,-122.4174152,"685 ellis st, san francisco, ca 94109, usa","Google Verified Location",NA,"1981-CA-2151"
"Hotel York","(Bar)","940 Sutter St.","Hotel,Bars/Clubs","(H),(E),(*)","San Francisco","CA",1981,"","940 Sutter St., San Francisco, CA",37.7886297,-122.4159743,"940 sutter st, san francisco, ca 94109, usa","Google Verified Location",NA,"1981-CA-2152"
"Hour Glass","","327 Westheimer","Restaurant","(R)","Houston","TX",1981,"","327 Westheimer, Houston, TX",29.7443885,-95.3858019,"327 westheimer rd, houston, tx 77006, usa","Google Verified Location",NA,"1981-TX-2153"
"Hour House","(Open 24 hrs.)","Atwater & Woodlawn","Restaurant","(M),(R)","Bloomington","IN",1981,"","Atwater & Woodlawn, IN",39.165325,-86.526386,"unclear_coded_by_hand","Location could not be verified. General city or location coordinates used.",NA,"1981-IN-2154"
"House of Fun","","837 E. 79th St.","Bars/Clubs","(B)","Chicago","IL",1981,"","837 E. 79th St., Chicago, IL",41.7511382,-87.6037223,"837 e 79th st, chicago, il 60619, usa","Google Verified Location",NA,"1981-IL-2155"
"House of Orange","","25 Orange St.","Hotel","(M),(H)","Nantucket","MA",1981,"","25 Orange St., Nantucket, MA",41.2817234,-70.0988096,"25 orange st, nantucket, ma 02554, usa","Google Verified Location",NA,"1981-MA-2156"
"House of Pie's","(Cruisy AH*)","3112 Kirby","Restaurant,Cruising Areas","(R),(C),(AH),(*)","Houston","TX",1981,"","3112 Kirby, Houston, TX",29.7370609,-95.4191761,"3112 kirby dr, houston, tx 77098, usa","Google Verified Location",NA,"1981-TX-2157"
"House of Tilden","(Disco)(Some L)(Open 'til 3am)","6308 Penn Ave.","Bars/Clubs","(P),(Hip),(*),(YC),(D),(L)","Pittsburgh","PA",1981,"","6308 Penn Ave., Pittsburgh, PA",40.4595856,-79.9205602,"6308 penn ave, pittsburgh, pa 15206, usa","Google Verified Location",NA,"1981-PA-2158"
"Howard & Jackson Sts.","betw. 16th & 18th (nights)","","Cruising Areas","Cruisy Area","Omaha","NE",1981,"",", NE",41.255015,-95.938467,"unclear_coded_by_hand","Verified Location",NA,"1981-NE-2159"
"Howard Ave.","('Hustlers')","","Cruising Areas","Cruisy Area","Biloxi","MS",1981,"",", MS",30.396032,-88.885308,"unclear_coded_by_hand","Location could not be verified. General city or location coordinates used.",NA,"1981-MS-2160"
"Howard Johnson's","","481 Lincoln","Restaurant","(M),(R),(C),(AH)","Worcester","MA",1981,"","481 Lincoln, Worcester, MA",42.2932056,-71.7773611,"481 lincoln st, worcester, ma 01605, usa","Google Verified Location",NA,"1981-MA-2161"
"Howard Johnson's","","100 E. Jefferson","Restaurant","(*),(AH),(M),(R),(C)","Louisville","KY",1981,"","100 E. Jefferson, Louisville, KY",38.2528646,-85.7515634,"100 e jefferson st, louisville, ky 40202, usa","Google Verified Location",NA,"1981-KY-2162"
"Howard Johnson's","Long Wharf","400 Sargent Dr.","Restaurant","(M),(R),(C),(AH),(WE)","New Haven","CT",1981,"","400 Sargent Dr., New Haven, CT",41.294514,-72.9201125,"400 sargent dr, new haven, ct 06511, usa","Google Verified Location",NA,"1981-CT-2163"
"Howard Johnson's","","190 HendricksviUe Rd.","Restaurant","(M),(R),(C),(AH)","Asheville","NC",1981,"","190 HendricksviUe Rd., Asheville, NC",35.5636018,-82.5408615,"190 hendersonville rd, asheville, nc 28803, usa","Google Verified Location",NA,"1981-NC-2164"
"Howard Johnson's Truck Stops","(all thru Conn.)","I-95","Cruising Areas","Cruisy Area","New Haven","CT",1981,"","I-95, CT",41.308274,-72.927883,"unclear_coded_by_hand","Location could not be verified. General city or location coordinates used.",NA,"1981-CT-2165"
"Hub","(WE*)","1220 Pine St.","Bars/Clubs","(WE),(D),(*)","Walnut Creek","CA",1981,"","1220 Pine St., Walnut Creek, CA",37.9108286,-122.0605541,"1220 pine st, walnut creek, ca 94596, usa","Google Verified Location",NA,"1981-CA-2166"
"Huddle Tavern","(Some L)(Guys welcome)(WE*)","219 W. Cumberland","Bars/Clubs","(L),(D),(WE),(*)","Knoxville","TN",1981,"","219 W. Cumberland, Knoxville, TN",35.9583189,-83.9275807,"cumberland ave, knoxville, tn, usa","Google Verified Location",NA,"1981-TN-2167"
"Huggy Bear","(Nude go go boys)(Looks promising)","2125 N.W. 39th St.","Bars/Clubs","(P)","Oklahoma City","OK",1981,"","2125 N.W. 39th St., Oklahoma City, OK",35.5115886,-97.5487161,"2125 nw 39th st, oklahoma city, ok 73112, usa","Google Verified Location",NA,"1981-OK-2168"
"Hugh McRae Park (AYOR - 'Fuzz')","(AYOR - 'Fuzz')","","Cruising Areas","Cruisy Area,(AYOR)","Wilmington","NC",1981,"",", NC",34.208175,-77.881924,"unclear_coded_by_hand","Verified Location",NA,"1981-NC-2169"
"Hula's Bar & Lei Stand","(Some YC, W, L)(Disco)(Patio)(Cruisy)(Adm. charge)","2103 Kuhio Ave.","Bars/Clubs,Cruising Areas","(YC),(W),(L),(*),(D)","Waikiki","HI",1981,"","2103 Kuhio Ave., Waikiki, HI",21.2829982,-157.8302363,"2103 kūhiō ave., honolulu, hi 96815, usa","Google Verified Location",NA,"1981-HI-2170"
"Hull St.","betw. Broad & Clayton, nr. Bus Depot","","Cruising Areas","Cruisy Area","Athens","GA",1981,"",", GA",33.957442,-83.378437,"unclear_coded_by_hand","Verified Location",NA,"1981-GA-2171"
"Hungry Savage","(Echo Park)","2939 Sunset Blvd.","Bars/Clubs","(PT)","Echo Park","CA",1981,"","2939 Sunset Blvd., Echo Park, CA",34.0836768,-118.2737436,"2939 sunset blvd, los angeles, ca 90026, usa","Google Verified Location",NA,"1981-CA-2172"
"Hunt","(4 floor 'super bar' - ground floor 'Lodge'(Cruisy) & 'Chase' upstairs(Some W, SM in basement)","107 S. Pennsylvania","Bars/Clubs,Cruising Areas","(*),(W),(YC),(D),(PT),(SM)","Indianapolis","IN",1981,"","107 S. Pennsylvania, Indianapolis, IN",39.7653856,-86.1560621,"107 s pennsylvania st, indianapolis, in 46204, usa","Google Verified Location",NA,"1981-IN-2173"
"Hunter's Cocktails","('Picking up')","7511 Santa Monica Blvd","Bars/Clubs","(PT)","Hollywood","CA",1981,"","7511 Santa Monica Blvd, Hollywood, CA",34.0910318,-118.3532488,"7511 santa monica blvd, west hollywood, ca 90046, usa","Google Verified Location",NA,"1981-CA-2174"
"Hurricane Alley Guest House","","5 Simonton","Hotel","(H),(*)","Key West","FL",1981,"","5 Simonton, Key West, FL",24.561006,-81.8047565,"5 simonton st, key west, fl 33040, usa","Google Verified Location",NA,"1981-FL-2175"
"Hut","(Also C - AH)","2581 University Ave.","Bars/Clubs","(*),(PT),(C),(AH)","San Diego","CA",1981,"","2581 University Ave., San Diego, CA",32.7482849,-117.1360842,"2581 university ave, san diego, ca 92104, usa","Google Verified Location",NA,"1981-CA-2176"
"Hut","(Disco)(Liquor)(WE only)(Cruisy)","2400 W. Capitol","Cruising Areas,Bars/Clubs","(D),(WE)","Sacramento","CA",1981,"","2400 W. Capitol, Sacramento, CA",38.5802397,-121.5424305,"2400 w capitol ave, west sacramento, ca 95691, usa","Google Verified Location",NA,"1981-CA-2177"
"Hut","(Some L)(YC)","1317 1/2 N. State St.","Bars/Clubs","(YC),(D),(PT),(*),(L)","Bellingham","WA",1981,"","1317 1/2 N. State St., Bellingham, WA",48.7491201,-122.4764828,"1317 n state st, bellingham, wa 98225, usa","Google Verified Location",NA,"1981-WA-2178"
"Hwy. 202 & parking lots","betw. Cartwheel & Prelude","","Cruising Areas","Cruisy Area","New Hope","PA",1981,"",", PA",40.364273,-74.951278,"unclear_coded_by_hand","Location could not be verified. General city or location coordinates used.",NA,"1981-PA-2179"
"Hyde Park","nr. Musuem of Sciences & Industry","","Cruising Areas","Cruisy Area","Chicago","IL",1981,"",", IL",41.790573,-87.583066,"unclear_coded_by_hand","Verified Location",NA,"1981-IL-2180"
"Hyperion Health Club","(Baths)(Good days)","2114 Hyperion","Bathhouses","(*)","Los Angeles","CA",1981,"","2114 Hyperion, Los Angeles, CA",34.0990568,-118.2736907,"2114 hyperion ave, los angeles, ca 90027, usa","Google Verified Location",NA,"1981-CA-2181"
"Hyperion Lumber Co.","","1941 Hyperion","Bars/Clubs","","Los Angeles","CA",1981,"","1941 Hyperion, Los Angeles, CA",34.0982672,-118.2750682,"1941 hyperion ave, los angeles, ca 90027, usa","Google Verified Location",NA,"1981-CA-2182"
"I Beam","(Unisex)(Disco)(Game room)(WE*) (Upstairs)","1748 Haight","Bars/Clubs","(YC),(D),(WE),(*)","San Francisco","CA",1981,"","1748 Haight, San Francisco, CA",37.769665,-122.4511099,"1748 haight st, san francisco, ca 94117, usa","Google Verified Location",NA,"1981-CA-2183"
"Icarus","(Looks promising)","540 Tremont St.","Restaurant","(R)","Boston","MA",1981,"","540 Tremont St., Boston, MA",42.3440462,-71.0709709,"540 tremont st, boston, ma 02116, usa","Google Verified Location",NA,"1981-MA-2184"
"Ice Palace","(Disco)(Some L, M) (WE*)","Cherry Grove","Bars/Clubs","(D),(WE),(L),(M),(S),(*)","Fire Island","NY",1981,"","Cherry Grove, Fire Island, NY",40.6597917,-73.0899622,"cherry grove, fire island, ny, usa","Google Verified Location",NA,"1981-NY-2185"
"Ice Palace 57","(Disco)","57 W. 57th St.","Bars/Clubs","(D),(YC),(*)","Midtown","NY",1981,"","57 W. 57th St., Midtown, NY",40.7643578,-73.9768174,"57 w 57th st, new york, ny 10019, usa","Google Verified Location",NA,"1981-NY-2186"
"Ideal Diner","","21 Huntington","Restaurant","(M),(R)","Boston","MA",1981,"","21 Huntington, Boston, MA",42.3490134,-71.0778316,"21 huntington ave, boston, ma 02116, usa","Google Verified Location",NA,"1981-MA-2187"
"Idlewild Park","","","Cruising Areas","Cruisy Area","Reno","NV",1981,"",", NV",39.521841,-119.83298,"unclear_coded_by_hand","Verified Location",NA,"1981-NV-2188"
"IDS Tower","Indoor Mall ('Crystal Court')","","Cruising Areas","Cruisy Area","Minneapolis","MN",1981,"",", MN",44.976119,-93.272309,"unclear_coded_by_hand","Verified Location",NA,"1981-MN-2189"
"Idyl Books","(Cruisy arcade)","3511 N. Halsted","Business,Book Store,Cruising Areas","(*)","Chicago","IL",1981,"","3511 N. Halsted, Chicago, IL",41.9459135,-87.649211,"3511 n halsted st, chicago, il 60657, usa","Google Verified Location",NA,"1981-IL-2190"
"Illini Union","Basement T-R oom S.E. of bowling alley","","Cruising Areas","Cruisy Area","Champaign","IL",1981,"",", IL",40.109413,-88.227169,"unclear_coded_by_hand","Verified Location",NA,"1981-IL-2191"
"Illinois Beach St. Park","Trails & bird sanctuary","","Cruising Areas","Cruisy Area","Waukegan","IL",1981,"",", IL",42.423663,-87.805302,"unclear_coded_by_hand","Verified Location",NA,"1981-IL-2192"
"Image All Male Theatre","","750 N. Clark St.","Theatre","","Chicago","IL",1981,"","750 N. Clark St., Chicago, IL",41.8963715,-87.6315759,"750 n clark st, chicago, il 60654, usa","Google Verified Location",NA,"1981-IL-2193"
"Imagine That","(Disco)","1295 E. 2nd St.","Bars/Clubs","(D),(*),(YC)","Reno","NV",1981,"","1295 E. 2nd St., Reno, NV",39.5274443,-119.7939935,"1295 e 2nd st, reno, nv 89502, usa","Google Verified Location",NA,"1981-NV-2194"
"Impact Lounge","(Liquor)(Many L)","6101 Cherry Ave.","Bars/Clubs,Restaurant","(R),(L)","Long Beach","CA",1981,"","6101 Cherry Ave., Long Beach, CA",33.8656836,-118.1688826,"6101 cherry ave, long beach, ca 90805, usa","Google Verified Location",NA,"1981-CA-2195"
"Imperial Court of Utah","(Social organization)","P.O. Box 11813, S.L.C. 84147","Organization","","Salt Lake City","UT",1981,"","P.O. Box 11813, S.L.C. 84147, UT",40.760779,-111.891047,"unclear_coded_by_hand","Location could not be verified. General city or location coordinates used.",NA,"1981-UT-2196"
"Import Depot","RR Depot","Old Milwaukee Road","Restaurant,Bars/Clubs","(M),(YC),(R),(D)","Great Falls","MT",1981,"","Old Milwaukee Road, MT",47.507084,-111.308691,"unclear_coded_by_hand","Verified Location",NA,"1981-MT-2197"
"Imre-Gordon, Inc.","(Electrolysis)","8680 Melrose, Suite 3","Business","(*)","West Hollywood","CA",1981,"","8680 Melrose, Suite 3, CA",34.081363,-118.382653,"unclear_coded_by_hand","Verified Location",NA,"1981-CA-2198"
"In Touch Lounge","(Small disco)(Liquor)","6259 N. Van Nuys Blvd.","Bars/Clubs","(*),(D)","Van Nuys","CA",1981,"","6259 N. Van Nuys Blvd., Van Nuys, CA",34.2120464,-118.4491908,"6259 n van nuys blvd w, van nuys, ca 91402, usa","Google Verified Location",NA,"1981-CA-2199"
"Inches","(Disco)","51 W. 4th Ave.","Bars/Clubs,Restaurant","(R),(D),(M)","Denver","CO",1981,"","51 W. 4th Ave., Denver, CO",39.7227633,-104.9888506,"51 w 4th ave, denver, co 80223, usa","Google Verified Location",NA,"1981-CO-2200"
"Incognito Lounge","","2424 E. Thomas Rd.","Bars/Clubs","(L),(D),(*)","Phoenix","AZ",1981,"","2424 E. Thomas Rd., Phoenix, AZ",33.4806218,-112.028937,"2424 e thomas rd, phoenix, az 85016, usa","Google Verified Location",NA,"1981-AZ-2201"
"Incredible Edible","","Alhambra & 'N' Sts.","Restaurant","(R)","Sacramento","CA",1981,"","Alhambra & 'N' Sts., CA",38.581572,-121.4944,"unclear_coded_by_hand","Location could not be verified. General city or location coordinates used.",NA,"1981-CA-2202"
"Incredible Edible","","Soon on Fulton Ave.","Restaurant","(R)","Sacramento","CA",1981,"","Soon on Fulton Ave., Sacramento, CA",38.6042426,-121.401552,"fulton ave, sacramento, ca, usa","Google Verified Location",NA,"1981-CA-2203"
"Incredible Edible","","2990 Bradshaw","Restaurant","(R)","Sacramento","CA",1981,"","2990 Bradshaw, Sacramento, CA",38.5705037,-121.3369622,"riverwood shopping center, 2990 bradshaw rd, sacramento, ca 95827, usa","Google Verified Location",NA,"1981-CA-2204"
"Indiana U.","Leonard Hall Main floor T-Room","","Cruising Areas","Cruisy Area","Indiana","PA",1981,"",", PA",40.61831,-79.157929,"unclear_coded_by_hand","Verified Location",NA,"1981-PA-2205"
"Infinity","(Some L)(Disco)","15 S. First St.","Bars/Clubs","(YC),(D),(L),(*)","Miamisburg","OH",1981,"","15 S. First St., Miamisburg, OH",39.6413166,-84.2884029,"15 s 1st st, miamisburg, oh 45342, usa","Google Verified Location",NA,"1981-OH-2206"
