"title","amenityfeatures","description","streetaddress","type","city","state","unclear_address","notes","Year","full.address","lat","lon","geoAddress","status","ID"
"Rings of Desire","","2nd flr., 524-6147, 11am-7pm, piercing studio","1128 Decatur St","Bookstores/Retail Shops","New Orleans","LA",NA,"",1997,"1128 Decatur St ,  New Orleans ,  LA",29.9603347,-90.0594342,"1128 decatur st, new orleans, la 70116, usa","Geocoded","1997-LA-2998"
"Vieux Carre MCC","","945-5390, 11am Sun","1128 St Roch","Spiritual Groups","New Orleans","LA",NA,"",1997,"1128 St Roch ,  New Orleans ,  LA",29.9827143,-90.0536592,"st. roch, new orleans, la, usa","Geocoded","1997-LA-2999"
"St. Francis & St. Clare MCC","","332-3966, 5:30pm Sun (7pm summers)","1129 E 9th St","Spiritual Groups","Sioux City","SD",NA,"",1997,"1129 E 9th St ,  Sioux City ,  SD",43.5474512,-96.7115702,"1129 e 9th st, sioux falls, sd 57103, usa","Geocoded","1997-SD-3000"
"Island House for Men","(*),(MO),(F),(SW),(N),(IGTA)","294-6284/(800) 890-6284 sauna, gym","1129 Fleming St","Accommodations","Key West","FL",NA,"",1997,"1129 Fleming St ,  Key West ,  FL",24.5610423,-81.7952518,"1129 fleming st, key west, fl 33040, usa","Geocoded","1997-FL-3001"
"Live & Let Live AA","(WC)","(Easy Does It Club), 258-9407","1130-B Ridgewood Ave","Info Lines & Services","Daytona Beach","FL",NA,"",1997,"1130-B Ridgewood Ave ,  Daytona Beach ,  FL",29.2467381,-81.042537,"1130 ridgewood ave b, daytona beach, fl 32117, usa","Geocoded","1997-FL-3002"
"Monterey Fireside Lodge","(GF)","373-4172/(800) 722-2624 cont'l breakfast, hot tub, fireplaces","1131 10th St","Accommodations","Monterey","CA",NA,"",1997,"1131 10th St ,  Monterey ,  CA",36.5936764,-121.8800089,"1131 10th st, monterey, ca 93940, usa","Geocoded","1997-CA-3003"
"French Quarter B&B","","525-3390 priv. bath, full bkfst","1132 Ursuline","Accommodations","New Orleans","LA",NA,"",1997,"1132 Ursuline ,  New Orleans ,  LA",29.9642406,-90.066335,"1132 ursulines ave, new orleans, la 70116, usa","Geocoded","1997-LA-3004"
"Crêpe Place","(BW),(WC)","429-6994 11am-midnight, 10am-1am wknds, garden, patio, plenty veggie","1134 Soquel Ave","Restaurants & Cafes","Santa Cruz","CA",NA,"",1997,"1134 Soquel Ave ,  Santa Cruz ,  CA",36.9794792,-122.0109273,"1134 soquel ave, santa cruz, ca 95062, usa","Geocoded","1997-CA-3005"
"Campus Cottage B&B","(GF)","342-5346 central location, full brkfst","1136 E 19th Ave","Accommodations","Eugene","OR",NA,"",1997,"1136 E 19th Ave ,  Eugene ,  OR",44.0387608,-123.0756558,"1136 e 19th ave, eugene, or 97403, usa","Geocoded","1997-OR-3006"
"MCC San Antonio","","734-0048, 10:30am & 7pm Sun","1136 W Woodlawn","Spiritual Groups","San Antonio","TX",NA,"",1997,"1136 W Woodlawn ,  San Antonio ,  TX",29.4525968,-98.5134479,"1136 w woodlawn ave, san antonio, tx 78201, usa","Geocoded","1997-TX-3007"
"Earthling Books & Cafe","","965-0926, 9am-11pm, til midnight Fri-Sat lesbigay","1137 State St","Bookstores/Retail Shops","Santa Barbara","CA",NA,"",1997,"1137 State St ,  Santa Barbara ,  CA",34.4231086,-119.7043973,"1137 state st, santa barbara, ca 93101, usa","Geocoded","1997-CA-3008"
"Traveler's Rest","(M),(NH)","262-4225 10am-2am, from 7am Sat","1138 W Granville Ave","Bars","Chicago","IL",NA,"",1997,"1138 W Granville Ave ,  Chicago ,  IL",41.994775,-87.659921,"1138 w granville ave, chicago, il 60660, usa","Geocoded","1997-IL-3009"
"Martini Club","(GF),(WC)","873-0794 4pm-2am","1140 Crescent Ave","Bars","Atlanta","GA",NA,"",1997,"1140 Crescent Ave ,  Atlanta ,  GA",33.7858882,-84.3844902,"1140 crescent ave ne, atlanta, ga 30309, usa","Geocoded","1997-GA-3010"
"St. Luke's MCC","","389-7726, 10am & 6pm Sun","1140 S McDuff Ave","Spiritual Groups","Jacksonville","FL",NA,"",1997,"1140 S McDuff Ave ,  Jacksonville ,  FL",30.308868,-81.705584,NA,"Geocoded","1997-FL-3011"
"F St. Bookstore","(WC)","585-3314 24hrs","1141 3rd Ave","Erotica","Chula Vista","CA",NA,"",1997,"1141 3rd Ave ,  Chula Vista ,  CA",32.612434,-117.0683524,"1141 3rd ave, chula vista, ca 91911, usa","Geocoded","1997-CA-3012"
"Vera Cruz","(WC)","561-8081 noon-11pm, clsd Mon-Tue, Mexican","1141 Decatur St","Restaurants & Cafes","New Orleans","LA",NA,"",1997,"1141 Decatur St ,  New Orleans ,  LA",29.9606926,-90.0595145,"1141 decatur st, new orleans, la 70116, usa","Geocoded","1997-LA-3013"
"Teddy Bears","(M),(NH)","589-2619 11am-4am, from 1pm Sun","1148 Garvin Pl","Bars","Louisville","KY",NA,"",1997,"1148 Garvin Pl ,  Louisville ,  KY",38.2356063,-85.7621287,"1148 garvin pl, louisville, ky 40203, usa","Geocoded","1997-KY-3014"
"Blacklite","(MW),(NH)","469-0211 6am-2am","1159 N Western","Bars","Los Angeles","CA",NA,"",1997,"1159 N Western ,  Los Angeles ,  CA",34.0921162,-118.3094774,"1159 n western ave, los angeles, ca 90029, usa","Geocoded","1997-CA-3015"
"Stonewall Union Hotline/Community Ctr.","(WC)","299-7764 10am-7pm, 9am-5pm Fri, clsd wknds","1160 N High St","Info Lines & Services","Columbus","OH",NA,"",1997,"1160 N High St ,  Columbus ,  OH",39.986042,-83.005065,"1160 n high st, columbus, oh 43201, usa","Geocoded","1997-OH-3016"
"Reflections","(M),(NH)","771-6262 6am-2am","1160 Polk St","Bars","San Francisco","CA",NA,"",1997,"1160 Polk St ,  San Francisco ,  CA",37.7875316,-122.4199315,"1160 polk st, san francisco, ca 94109, usa","Geocoded","1997-CA-3017"
"The Green Door/Town Video","","865-5855","1162 Pembroke Rd","Erotica","Bethlehem","PA",NA,"",1997,"1162 Pembroke Rd ,  Bethlehem ,  PA",40.6287772,-75.3524452,"1162 pembroke rd, bethlehem, pa 18017, usa","Geocoded","1997-PA-3018"
"Gay/Lesbian Community Center","","563-9500 10am-10pm","1164 E Oakland Park Blvd","Info Lines & Services","Fort Lauderdale","FL",NA,"",1997,"1164 E Oakland Park Blvd ,  Fort Lauderdale ,  FL",26.1664996,-80.1325214,"1164 e oakland park blvd, oakland park, fl 33334, usa","Geocoded","1997-FL-3019"
"Exclusively Adult","","726-6969, 24hrs","1166 S A St","Erotica","Springfield","OR",NA,"",1997,"1166 S A St ,  Springfield ,  OR",44.0447537,-123.0094865,"1166 s a st, springfield, or 97477, usa","Geocoded","1997-OR-3020"
"Travellin' Pages","","342-6931, hours vary, lesbigay section","1174 East Ave","Bookstores/Retail Shops","Chico","CA",NA,"",1997,"1174 East Ave ,  Chico ,  CA",39.7612325,-121.8317296,"1174 east ave, chico, ca 95926, usa","Geocoded","1997-CA-3021"
"Rainbow Pub","","258-7766, 8:30pm till ?, clsd Mon-Wed","1174 Hwy 166","Bars","Bowden","GA",NA,"",1997,"1174 Hwy 166 ,  Bowden ,  GA",33.5412106,-85.2759051,"1174 ga-166, bowdon, ga 30108, usa","Geocoded","1997-GA-3022"
"Palm Avenue Books","","575-5081","1177 Palm Ave","Erotica","Imperial Beach","CA",NA,"",1997,"1177 Palm Ave ,  Imperial Beach ,  CA",32.583591,-117.1089413,"1177 palm ave, imperial beach, ca 91932, usa","Geocoded","1997-CA-3023"
"Charis Books & More","(WC)","524-0304 10:30am-6:30pm, til 8pm Wed, til 10pm Fri-Sat, noon-6pm Sun, lesbigay bookstore","1189 Euclid St","Bookstores/Retail Shops","Atlanta","GA",NA,"",1997,"1189 Euclid St ,  Atlanta ,  GA",33.7655956,-84.3486687,"1189 euclid ave ne, atlanta, ga 30307, usa","Geocoded","1997-GA-3024"
"Cascade Community Church","","773-5298, 2pm Sun","1196 Inman St","Spiritual Groups","Akron","OH",NA,"",1997,"1196 Inman St ,  Akron ,  OH",41.0457228,-81.5002995,"1196 inman st, akron, oh 44306, usa","Geocoded","1997-OH-3025"
"Moreland Tavern","(MW),(NH),(F),(WC)","622-4650 11am-4am, patio","1196 Moreland Ave SE","Bars","Atlanta","GA",NA,"",1997,"1196 Moreland Ave SE ,  Atlanta ,  GA",33.7204657,-84.3489908,"1196 moreland ave se, atlanta, ga 30316, usa","Geocoded","1997-GA-3026"
"Radio Valencia","(E),(BW)","826-1199 5pm-midnight, from noon Sat-Sun, artsy cafe, sandwiches & dessert","1199 Valencia St","Restaurants & Cafes","San Francisco","CA",NA,"",1997,"1199 Valencia St ,  San Francisco ,  CA",37.7538309,-122.420628,"1199 valencia st, san francisco, ca 94110, usa","Geocoded","1997-CA-3027"
"Keo's Thai","(*)","533-0533 dinner, also","1200 Ala Moana Blvd","Restaurants & Cafes","Honolulu, Oahu","HI",NA,"",1997,"1200 Ala Moana Blvd ,  Honolulu, Oahu ,  HI",21.2927179,-157.8520883,"1200 ala moana blvd, honolulu, hi 96814, usa","Geocoded","1997-HI-3028"
"Marlin Hotel","(GF),(WC)","673-8770/(800) 688-7678 upscale","1200 Collins Ave","Accommodations","Miami Beach/South Beach","FL",NA,"",1997,"1200 Collins Ave ,  Miami Beach/South Beach ,  FL",25.7830048,-80.1314964,"1200 collins ave, miami beach, fl 33139, usa","Geocoded","1997-FL-3029"
"Club DV8","(MW),(D),(S)","443-2545 8pm-3am, clsd Sun, beer garden","1200 N 8th St","Bars","Paducah","KY",NA,"",1997,"1200 N 8th St ,  Paducah ,  KY",37.0939418,-88.612561,"1200 n 8th st, paducah, ky 42001, usa","Geocoded","1997-KY-3030"
"Palace Bar & Grill","","531-9077, 8am-2am, American, full bar","1200 Ocean Dr","Restaurants & Cafes","Miami","FL",NA,"",1997,"1200 Ocean Dr ,  Miami ,  FL",25.7828634,-80.1304277,"1200 ocean dr, miami beach, fl 33139, usa","Geocoded","1997-FL-3031"
"Designing Men","","389-1200, noon-7pm, from 3pm Mon-Tue, til 10pm Fri-Sat, til 6pm Sun, jewelry, cards, leather","1200 S 1st St","Bookstores/Retail Shops","Milwaukee","WI",NA,"",1997,"1200 S 1st St ,  Milwaukee ,  WI",43.0189599,-87.9109775,"1200 s 1st st, milwaukee, wi 53204, usa","Geocoded","1997-WI-3032"
"Sweetwater Saloon","(M),(NH)","432-7044 6am-2am, popular days, cruisy","1201 E Broadway","Bars,Cruising Areas","Long Beach","CA",NA,"",1997,"1201 E Broadway ,  Long Beach ,  CA",33.7686348,-118.1766066,"1201 e broadway, long beach, ca 90802, usa","Geocoded","1997-CA-3033"
"Panorama Video","","721-5620, also","1201 E Lake St","Erotica","Minneapolis","MN",NA,"",1997,"1201 E Lake St ,  Minneapolis ,  MN",44.948016,-93.2572617,"1201 e lake st, minneapolis, mn 55407, usa","Geocoded","1997-MN-3034"
"Lambda AA Center","(WC)","521-1243 noon-11pm, til 1am Fri-Sat","1201 W Clay","Info Lines & Services","Houston","TX",NA,"",1997,"1201 W Clay ,  Houston ,  TX",29.755156,-95.3940778,"1201 w clay st, houston, tx 77019, usa","Geocoded","1997-TX-3035"
"Casa De Amigas B&B","(MW)","528-3701","1202 8th St","Accommodations","Los Osos","CA",NA,"",1997,"1202 8th St ,  Los Osos ,  CA",35.3297035,-120.8340796,"1202 8th st, san luis obispo, ca 93402, usa","Geocoded","1997-CA-3036"
"Arch St. Books","","854-9546","1202 Arch St","Erotica","Philadelphia","PA",NA,"",1997,"1202 Arch St ,  Philadelphia ,  PA",39.9536494,-75.1597228,"1202 arch st, philadelphia, pa 19107, usa","Geocoded","1997-PA-3037"
"The Stranger","","323-7101, weekly alternative","1202 E Pike","Publications","Seattle","WA",NA,"",1997,"1202 E Pike ,  Seattle ,  WA",47.6142778,-122.3165507,"1202 e pike st, seattle, wa 98122, usa","Geocoded","1997-WA-3038"
"Men of All Colors & Cultures Together (MACCT)","","#936, 98122","1202 E Pike St","Info Lines & Services","Seattle","WA",NA,"",1997,"1202 E Pike St ,  Seattle ,  WA",47.6142778,-122.3165507,"1202 e pike st, seattle, wa 98122, usa","Geocoded","1997-WA-3039"
"Cinema 'F'","(PC)","298-0854 24hrs","1202 University Ave","Erotica","San Diego","CA",NA,"",1997,"1202 University Ave ,  San Diego ,  CA",32.7488311,-117.1532215,"1202 university ave, san diego, ca 92103, usa","Geocoded","1997-CA-3040"
"Big Sky Books","","259-0051","1203 1st Ave N","Erotica","Billings","MT",NA,"",1997,"1203 1st Ave N ,  Billings ,  MT",45.7916361,-108.4865184,"1203 1st ave n, billings, mt 59101, usa","Geocoded","1997-MT-3041"
"Tecolote Cafe","(*)","988-1362 7am-2pm, clsd Mon, great breakfasts","1203 Cerrillos Rd","Restaurants & Cafes","Santa Fe","NM",NA,"",1997,"1203 Cerrillos Rd ,  Santa Fe ,  NM",35.6721883,-105.9618731,"1203 cerrillos rd, santa fe, nm 87505, usa","Geocoded","1997-NM-3042"
"Treasure Box Video & News","","373-9849, 24hrs","1203 E Bessemer","Erotica","Greensboro","NC",NA,"",1997,"1203 E Bessemer ,  Greensboro ,  NC",36.0853714,-79.7701421,"1203 e bessemer ave, greensboro, nc 27405, usa","Geocoded","1997-NC-3043"
"AA Gay/Lesbian","","Ste. B, 572-2970/531-2040 8pm daily, 7pm Sun","1203 Tully Rd","Info Lines & Services","Modesto","CA",NA,"",1997,"1203 Tully Rd ,  Modesto ,  CA",37.6607938,-121.0126962,"1203 tully rd, modesto, ca 95350, usa","Geocoded","1997-CA-3044"
"A.S.S. (Alternative Subway Stop)","(M),(D)","(rear entrance) 8pm-2am, clsd Sun","1204 7th Ave","Bars","Beaver Falls","PA",NA,"",1997,"1204 7th Ave ,  Beaver Falls ,  PA",40.7531653,-80.319141,"1204 7th ave, beaver falls, pa 15010, usa","Geocoded","1997-PA-3045"
"Kaldi's Cafe & Books","(E),(WC)","241-3070 10am-1am, from 10am wknds","1204 Main St","Restaurants & Cafes","Cincinnati","OH",NA,"",1997,"1204 Main St ,  Cincinnati ,  OH",39.109436,-84.511447,"1204 main st, cincinnati, oh 45202, usa","Geocoded","1997-OH-3046"
"Vieux Carre","(MW),(NH),(D),(E),(WC)","534-5970 7pm-2am, from 4pm Sun, karaoke Tue, country/western Wed, DJ Fri-Sat, shows Sun","1204 Posey","Bars","Huntsville","AL",NA,"",1997,"1204 Posey ,  Huntsville ,  AL",34.7379893,-86.6005067,"1204 posey st nw, huntsville, al 35816, usa","Geocoded","1997-AL-3047"
"Summit House B&B","(GF)","445-5304 full brkfst, centrally located","1204 Summit St","Accommodations","Austin","TX",NA,"",1997,"1204 Summit St ,  Austin ,  TX",30.2447147,-97.7332044,"1204 summit st, austin, tx 78741, usa","Geocoded","1997-TX-3048"
"Gargoyle's","","529-4387, 11am-7pm, til 10pm Fri-Sat, leather/fetish store","1205 Decatur St","Erotica","New Orleans","LA",NA,"",1997,"1205 Decatur St ,  New Orleans ,  LA",29.9608621,-90.0592864,"1205 decatur st, new orleans, la 70116, usa","Geocoded","1997-LA-3049"
"Travel Affair","(IGTA)","#116, Marietta, 977-6824/(800) 332-3417","1205 Johnson Ferry Rd","Travel/Tour Operators","Atlanta","GA",NA,"",1997,"1205 Johnson Ferry Rd ,  Atlanta ,  GA",33.9037399,-84.3488795,"1205 johnson ferry rd, sandy springs, ga 30319, usa","Geocoded","1997-GA-3050"
"Golden Bamboo Ranch","","572-7824/(800) 344-1238 7-acre estate w/ocean views, cottages","1205 Kaupakalua","Accommodations","Haiku, Maui","HI",NA,"",1997,"1205 Kaupakalua ,  Haiku, Maui ,  HI",20.9015688,-156.2885436,"1205 kaupakalua rd, haiku, hi 96708, usa","Geocoded","1997-HI-3051"
"Phil Smidt & Son","","659-0025, lunch & dinner, full bar","1205 N Calumet Ave","Restaurants & Cafes","Hammond","IN",NA,"",1997,"1205 N Calumet Ave ,  Hammond ,  IN",41.69098,-87.507976,NA,"Geocoded","1997-IN-3052"
"Avalon Travel Advisors","(IGTA)","70151, 561-8400/(800) 966-1303","1206 Magazine","Travel/Tour Operators","New Orleans","LA",NA,"",1997,"1206 Magazine ,  New Orleans ,  LA",29.9389942,-90.0706966,"1206 magazine st, new orleans, la 70130, usa","Geocoded","1997-LA-3053"
"The Mint","(GF),(NH)","325-4048 6am-2pm","1207 19th St","Bars","Bakersfield","CA",NA,"",1997,"1207 19th St ,  Anaheim ,  CA",35.376018,-119.01568,NA,"Geocoded","1997-CA-3054"
"Unity Inc.","","851-1912, 9am-5:30pm Mon-Fri, lesbigay support/social services","1207 Chestnut St","Info Lines & Services","Philadelphia","PA",NA,"",1997,"1207 Chestnut St ,  Philadelphia ,  PA",39.9507133,-75.160512,"1207 chestnut st, philadelphia, pa 19107, usa","Geocoded","1997-PA-3055"
"Ujima","","851-1958, 6pm Wed, support group for African American FTMs","1207 Chestnut St","Info Lines & Services","Philadelphia","PA",NA,"",1997,"1207 Chestnut St ,  Philadelphia ,  PA",39.9507133,-75.160512,"1207 chestnut st, philadelphia, pa 19107, usa","Geocoded","1997-PA-3056"
"Kid Mohair","(GF),(D),(E),(BW)","625-4444 4pm-2am","1207 Pine St","Bars","Seattle","WA",NA,"",1997,"1207 Pine St ,  Seattle ,  WA",47.6149563,-122.3282936,"1207 pine st, seattle, wa 98101, usa","Geocoded","1997-WA-3057"
"Book Loft","","429-1812, 10am-10pm, noon-6pm Sun, 10am-6pm Mon","1207 Soquel Ave","Bookstores/Retail Shops","Santa Cruz","CA",NA,"",1997,"1207 Soquel Ave ,  Santa Cruz ,  CA",36.9800454,-122.0103521,"1207 soquel ave, santa cruz, ca 95062, usa","Geocoded","1997-CA-3058"
"Apollo","(IGTA)","561-0661/(800) 770-0661","1207 West 47th Ave","Travel/Tour Operators","Anchorage","AK",NA,"",1997,"1207 West 47th Ave ,  Anchorage ,  AK",61.1780204,-149.9076695,"1207 w 47th ave, anchorage, ak 99503, usa","Geocoded","1997-AK-3059"
"Sun Quest","","573-8300/(800) 444-8300","1208 4th St","Travel/Tour Operators","Santa Rosa","CA",NA,"",1997,"1208 4th St ,  Santa Rosa ,  CA",38.4458574,-122.7029689,"1208 4th st, santa rosa, ca 95404, usa","Geocoded","1997-CA-3060"
"Abigail Adams B&B","(GF)","546-7336","1208 Walnut St","Accommodations","Philadelphia","PA",NA,"",1997,"1208 Walnut St ,  Philadelphia ,  PA",39.9487763,-75.1610136,"1208 walnut st, philadelphia, pa 19107, usa","Geocoded","1997-PA-3061"
"Village Books","","671-2626, 9am-10pm, til 8pm Sun","1210 11th St","Spiritual Groups","Bellingham","WA",NA,"",1997,"1210 11th St ,  Bellingham ,  WA",48.7204473,-122.5038489,"1210 11th st, bellingham, wa 98225, usa","Geocoded","1997-WA-3062"
"Castle Video & News","","836-9189, 24hrs","1210 Capitol Blvd","Erotica","Raleigh","NC",NA,"",1997,"1210 Capitol Blvd ,  Raleigh ,  NC",35.7978856,-78.6383887,"1210 capital blvd, raleigh, nc 27603, usa","Geocoded","1997-NC-3063"
"Emporium","","265-9726","1210 East F St","Erotica","Casper","WY",NA,"",1997,"1210 East F St ,  Casper ,  WY",42.8575176,-106.3099356,"1210 e f st, casper, wy 82601, usa","Geocoded","1997-WY-3064"
"Unicorn Books","","646-3680, 10am-9pm, til 5pm wknds, spiritual tiles","1210 Massachusetts Ave","Bookstores/Retail Shops","Arlington","MA",NA,"",1997,"1210 Massachusetts Ave ,  Arlington ,  MA",42.4236086,-71.176845,"1210 massachusetts ave, arlington, ma 02476, usa","Geocoded","1997-MA-3065"
"Good Vibrations","(W)","550-7399 11am-7pm, clean, well-lighted sex toy store, also mail order","1210 Valencia St","Erotica","San Francisco","CA",NA,"",1997,"1210 Valencia St ,  San Francisco ,  CA",37.7534338,-122.4210441,"1210 valencia st, san francisco, ca 94110, usa","Geocoded","1997-CA-3066"
"Arizona","(D)","785-1211 11:30am-9:30pm, Southwestern, plenty veggie, dance club Th-Sat til 2am, clsd Sun","1211 Connecticut Ave NW","Restaurants & Cafes","Washington","D.C",NA,"",1997,"1211 Connecticut Ave NW ,  Washington ,  D.C",38.9064338,-77.0413991,"1211 connecticut ave nw, washington, dc 20036, usa","Geocoded","1997-D.C-3067"
"Everett Undergound","(MW),(D),(F)","339-0807 4pm-2am","1212 California Ave","Info Lines & Services","Everett","WA",NA,"",1997,"1212 California Ave ,  Everett ,  WA",47.980528,-122.2135322,"1212 california st, everett, wa 98201, usa","Geocoded","1997-WA-3068"
"Acacia","(WC)","969-8500 dinner, lunch wknds, modern American, full bar","1212 Coast Village Rd","Restaurants & Cafes","Santa Barbara","CA",NA,"",1997,"1212 Coast Village Rd ,  Santa Barbara ,  CA",34.4215362,-119.6441438,"1212 coast village rd, montecito, ca 93108, usa","Geocoded","1997-CA-3069"
"The Greenhouse","(MW),(SW)","561-8400/(800) 966-1303","1212 Magazine St","Accommodations","New Orleans","LA",NA,"",1997,"1212 Magazine St ,  New Orleans ,  LA",29.9389127,-90.0708628,"1212 magazine st, new orleans, la 70130, usa","Geocoded","1997-LA-3070"
"Washington, DC Convention & Visitors Association","","789-7000","1212 New York Ave NW","Travel/Tour Operators","Washington","D.C",NA,"",1997,"1212 New York Ave NW ,  Washington ,  D.C",38.9001057,-77.0288013,"1212 new york ave nw, washington, dc 20005, usa","Geocoded","1997-D.C-3071"
"Shakers Cafe","(BW)","221-0011 7:30am-4pm, clsd Sun, home-cooking","1212 NW Gilsan","Restaurants & Cafes","Portland","OR",NA,"",1997,"1212 NW Gilsan ,  Portland ,  OR",45.5263548,-122.6836724,"1212 nw glisan st, portland, or 97209, usa","Geocoded","1997-OR-3072"
"Pure Pleasure","","235-9727","1212 Oshkosh Ave","Erotica","Oshkosh","WI",NA,"",1997,"1212 Oshkosh Ave ,  Oshkosh ,  WI",44.0344927,-88.5672031,"1212 oshkosh ave, oshkosh, wi 54902, usa","Geocoded","1997-WI-3073"
"Mona Lisa","","522-6746, 11am-11pm, Italian, some veggie","1212 Royal St","Restaurants & Cafes","New Orleans","LA",NA,"",1997,"1212 Royal St ,  New Orleans ,  LA",29.9621826,-90.0607914,"1212 royal st, new orleans, la 70116, usa","Geocoded","1997-LA-3074"
"Ke Annenue O Ke Aloha MCC","","(Church of the Crossroads), Honolulu, 942-1027, 7pm Sun, also","1212 University Ave","Spiritual Groups","Honolulu, Oahu","HI",NA,"",1997,"1212 University Ave ,  Honolulu, Oahu ,  HI",21.2938016,-157.8215613,"1212 university ave, honolulu, hi 96826, usa","Geocoded","1997-HI-3075"
"Hungry Head Bookstore","","485-0888, 10:30am-6pm, noon-5pm Sun, progressive alternative titles","1212 Willamette","Bookstores/Retail Shops","Eugene","OR",NA,"",1997,"1212 Willamette ,  Eugene ,  OR",44.0458946,-123.0929379,"1212 willamette st, eugene, or 97401, usa","Geocoded","1997-OR-3076"
"Hill City News & Novelty","","638-4435","1214 Washington St","Erotica","Vicksburg","MS",NA,"",1997,"1214 Washington St ,  Vicksburg ,  MS",32.3505664,-90.8823925,"1214 washington st, vicksburg, ms 39183, usa","Geocoded","1997-MS-3077"
"Real World Emporium","(WC)","485-2665 noon-8pm, clsd Mon, also cafe","1214-16 Turner St","Bookstores/Retail Shops","Lansing","MI",NA,"",1997,"1214-16 Turner St ,  Lansing ,  MI",42.747932,-84.5492566,"1214 turner rd, lansing, mi 48906, usa","Geocoded","1997-MI-3078"
