"title","streetaddress","unclear_address","description","city","state","amenityfeatures","type","Year","full.address","lon","lat","geoAddress","status","notes","ID"
"Global Real Estate Referrals","","checked","(800)346-5592 gay realtor at your service","Annapolis","MD","","Info Lines & Services",1993,", MD",-76.492183,38.978445,"unclear_coded_by_hand","General Coordinates Used",NA,"1993-MD-3085"
"Casa Bahia","262 King George St.",NA,"268-3106/(800)736-4667 B&B","Annapolis","MD","(MX)","Accommodations",1993,"262 King George St. ,  Annapolis ,  MD",-76.4895618,38.9822535,"262 king george st, annapolis, md 21401, usa","Geocoded",NA,"1993-MD-3086"
"AA Gay/Lesbian","","checked","433-4843 (AA#)","Baltimore","MD","","Info Lines & Services",1993,", MD",-76.612189,39.290385,"unclear_coded_by_hand","General Coordinates Used",NA,"1993-MD-3087"
"Gay/Lesbian Community Center","241 W. Chase St.",NA,"837-5445, 10am-6pm many gay programs, info & referrals","Baltimore","MD","","Info Lines & Services",1993,"241 W. Chase St. ,  Baltimore ,  MD",-76.6193163,39.301413,"241 w chase st, baltimore, md 21201, usa","Geocoded",NA,"1993-MD-3088"
"Gay/Lesbian Switchboard","","checked","837-8888, 7:30pm-10:30pm","Baltimore","MD","","Info Lines & Services",1993,", MD",-76.612189,39.290385,"unclear_coded_by_hand","General Coordinates Used",NA,"1993-MD-3089"
"Global Real Estate Referrals","","checked","(800)346-5592 gay realtor at your service","Baltimore","MD","","Info Lines & Services",1993,", MD",-76.612189,39.290385,"unclear_coded_by_hand","General Coordinates Used",NA,"1993-MD-3090"
"The Open Quest Institute TOQI","","checked","(800)444-9999, 24hr crisis hotline","Baltimore","MD","","Info Lines & Services",1993,", MD",-76.612189,39.290385,"unclear_coded_by_hand","General Coordinates Used",NA,"1993-MD-3091"
"Chez Claire","12 W. Chase St.",NA,"685-4666/837-0996 B&B","Baltimore","MD","(MW)","Accommodations",1993,"12 W. Chase St. ,  Baltimore ,  MD",-76.6168792,39.3025231,"12 w chase st, baltimore, md 21201, usa","Geocoded",NA,"1993-MD-3092"
"Shirley-Madison Inn","205 W. Madison St.",NA,"728-6550 B&B","Baltimore","MD","(MX)","Accommodations",1993,"205 W. Madison St. ,  Baltimore ,  MD",-76.6189484,39.2983458,"205 w madison st, baltimore, md 21201, usa","Geocoded",NA,"1993-MD-3093"
"Allegro","1101 Cathedral St.",NA,"837-3906 6pm-2am","Baltimore","MD","(D)","Bars",1993,"1101 Cathedral St. ,  Baltimore ,  MD",-76.617831,39.302456,"1101 cathedral st, baltimore, md 21201, usa","Geocoded",NA,"1993-MD-3094"
"Baltimore Eagle","2022 N. Charles St.",NA,"(enter on 21st) 823-2453 4pm-2am","Baltimore","MD","(*),(L),(LV)","Bars",1993,"2022 N. Charles St. ,  Baltimore ,  MD",-76.6169243,39.3130443,"2022 n charles st, baltimore, md 21218, usa","Geocoded",NA,"1993-MD-3095"
"Buckley's Pub","300 W. 30th St.",NA,"235-9636 10am-2am, lunch daily","Baltimore","MD","(MX),(F),(NH)","Bars",1993,"300 W. 30th St. ,  Baltimore ,  MD",-76.6231864,39.3232233,"300 w 30th st, baltimore, md 21211, usa","Geocoded",NA,"1993-MD-3096"
"Buckley's Pub","806 S. Potomac St.",NA,"276-9218 6pm-1am Tues-Sat","Baltimore","MD","(W),(NH)","Bars",1993,"806 S. Potomac St. ,  Baltimore ,  MD",-76.5743833,39.2828446,"806 s potomac st, baltimore, md 21224, usa","Geocoded",NA,"1993-MD-3097"
"Central Station","1001 N. Charles St.",NA,"752-7133 11am-2am","Baltimore","MD","(*),(MW),(E),(F),(NH)","Bars",1993,"1001 N. Charles St. ,  Baltimore ,  MD",-76.6156155,39.3011806,"1001 n charles st, baltimore, md 21201, usa","Geocoded",NA,"1993-MD-3098"
"Club Atlantis","615 Fallsway",NA,"727-9909","Baltimore","MD","(D),(S)","Bars",1993,"615 Fallsway ,  Baltimore ,  MD",-76.6100968,39.2975478,"615 fallsway, baltimore, md 21202, usa","Geocoded",NA,"1993-MD-3099"
"Club Mardi Gras","228 Park Ave.",NA,"727-8878 11am-2am","Baltimore","MD","(NH)","Bars",1993,"228 Park Ave. ,  Baltimore ,  MD",-76.6183121,39.292561,"228 park ave, baltimore, md 21201, usa","Geocoded",NA,"1993-MD-3100"
"Club Seventeen Twenty-Two","1722 N. Charles St.",NA,"727-7431 midnight til dawn Th-Sun","Baltimore","MD","(MW),(D),(YC),BYOB,(AH)","Bars",1993,"1722 N. Charles St. ,  Baltimore ,  MD",-76.6166648,39.3094591,"1722 n charles st, baltimore, md 21201, usa","Geocoded",NA,"1993-MD-3101"
"Drinkery, The","203 W. Read St.",NA,"669-9820 11am-2am","Baltimore","MD","(NH)","Bars",1993,"203 W. Read St. ,  Baltimore ,  MD",-76.6187773,39.3002219,"203 w read st, baltimore, md 21201, usa","Geocoded",NA,"1993-MD-3102"
"Gallery, Inc., The","1735 Maryland Ave.",NA,"539-6965 11am-2am, dinner Mon-Sat","Baltimore","MD","(F),(L),(LV)","Bars",1993,"1735 Maryland Ave. ,  Baltimore ,  MD",-76.6176464,39.3096234,"1735 maryland ave, baltimore, md 21201, usa","Geocoded",NA,"1993-MD-3103"
"Hippo","1 W. Eager St.",NA,"547-0069 3pm-2am, 3 bars","Baltimore","MD","(*),(MW),(D),(V)","Bars",1993,"1 W. Eager St. ,  Baltimore ,  MD",-76.6163574,39.3008418,"1 w eager st, baltimore, md 21201, usa","Geocoded",NA,"1993-MD-3104"
"Icebreakers","133 W. North Ave.",NA,"783-0080 4pm-2am, from 2pm Sat, Sun brunch from 11am","Baltimore","MD","(MW),(CW),(D),(F)","Bars",1993,"133 W. North Ave. ,  Baltimore ,  MD",-76.6190907,39.3105884,"133 w north ave, baltimore, md 21201, usa","Geocoded",NA,"1993-MD-3105"
"Leon's","870 Park Ave.",NA,"539-4850 11:30am-2am","Baltimore","MD","(*),(F),(NH)","Bars",1993,"870 Park Ave. ,  Baltimore ,  MD",-76.618865,39.3014799,"870 park ave, baltimore, md 21201, usa","Geocoded",NA,"1993-MD-3106"
"Lynn's of Baltimore","774 Washington Blvd.",NA,"727-8924 4pm-1am, clsd Sun","Baltimore","MD","(NH)","Bars",1993,"774 Washington Blvd. ,  Baltimore ,  MD",-76.6283958,39.2830914,"774 washington blvd, baltimore, md 21230, usa","Geocoded",NA,"1993-MD-3107"
"Numbers","2314 Boston St.",NA,"276-9556 9:30pm-2am","Baltimore","MD","(D),(S)","Bars",1993,"2314 Boston St. ,  Baltimore ,  MD",-76.5839991,39.2830659,"2314 boston st, baltimore, md 21224, usa","Geocoded",NA,"1993-MD-3108"
"Old Oak Tavern","641 S. Montford Ave.",NA,"675-2565 4pm-1am, from 1pm Sat, clsd Sun","Baltimore","MD","(MW),(NH)","Bars",1993,"641 S. Montford Ave. ,  Baltimore ,  MD",-76.5824832,39.2841246,"641 s montford ave, baltimore, md 21224, usa","Geocoded",NA,"1993-MD-3109"
"Orpheus","1001 E. Pratt St.",NA,"276-5599 9pm-2am Wed-Sat, 7pm-11:30pm Sun","Baltimore","MD","(MW),(D),(E),(YC)","Bars",1993,"1001 E. Pratt St. ,  Baltimore ,  MD",-76.6013668,39.2878557,"1001 e pratt st, baltimore, md 21202, usa","Geocoded",NA,"1993-MD-3110"
"Our Place","608 W. Lexington St.",NA,"837-7637 5pm-2am","Baltimore","MD","(B),(D)","Bars",1993,"608 W. Lexington St. ,  Baltimore ,  MD",-76.6241733,39.2917907,"608 w lexington st, baltimore, md 21201, usa","Geocoded",NA,"1993-MD-3111"
"Park Ave. Sportsman's Bar","412 Park Ave.",NA,"727-8935 6am-2am","Baltimore","MD","(NH)","Bars",1993,"412 Park Ave. ,  Baltimore ,  MD",-76.6184475,39.2945091,"412 park ave, baltimore, md 21201, usa","Geocoded",NA,"1993-MD-3112"
"Senator Bar","614 N. Howard St.",NA,"727-9620 9am-2am","Baltimore","MD","(NH)","Bars",1993,"614 N. Howard St. ,  Baltimore ,  MD",-76.6202186,39.2971774,"614 n howard st, baltimore, md 21201, usa","Geocoded",NA,"1993-MD-3113"
"Sue Ellen's","504 S. Haven St.",NA,"276-9310 4pm-2am, clsd Mon","Baltimore","MD","(*),(W),(D)","Bars",1993,"504 S. Haven St. ,  Baltimore ,  MD",-76.5625701,39.2862383,"504 s haven st, baltimore, md 21224, usa","Geocoded",NA,"1993-MD-3114"
"Unicorn","2218 Boston St.",NA,"342-8344 7pm-2am","Baltimore","MD","(NH),(OC)","Bars",1993,"2218 Boston St. ,  Baltimore ,  MD",-76.585005,39.2836802,"2218 boston st, baltimore, md 21231, usa","Geocoded",NA,"1993-MD-3115"
"Zippers","519 Greenmont Ave.",NA,"366-9006 11am-2am","Baltimore","MD","(NH)","Bars",1993,"519 Greenmont Ave. ,  Baltimore ,  MD",-76.6063724,39.2980708,"519 greenmount ave, baltimore, md 21202, usa","Geocoded",NA,"1993-MD-3116"
"Great American Melting Pot","904 N. Charles St.",NA,"('Gampy's') 837-9797 11:30am-2am, til 3am Fri & Sat","Baltimore","MD","(MW)","Restaurants & Cafes",1993,"904 N. Charles St. ,  Baltimore ,  MD",-76.6161062,39.2998701,"904 n charles st, baltimore, md 21201, usa","Geocoded",NA,"1993-MD-3117"
"Michael's Rivera Grill","120 E. Lombard St.",NA,"(The Brookshire Hotel) 547-8986/625-1300 upscale cont'l cuisine, rooftop dining","Baltimore","MD","(*),(MX)","Restaurants & Cafes",1993,"120 E. Lombard St. ,  Baltimore ,  MD",-76.6124108,39.2880635,"120 e lombard st, baltimore, md 21202, usa","Geocoded",NA,"1993-MD-3118"
"Mount Vernon Stable & Saloon","909 N. Charles St.",NA,"685-RIBS lunch & dinner, full bar","Baltimore","MD","(MX)","Restaurants & Cafes",1993,"909 N. Charles St. ,  Baltimore ,  MD",-76.6155917,39.3000686,"909 n charles st, baltimore, md 21201, usa","Geocoded",NA,"1993-MD-3119"
"Lambda Rising","241 W. Chase St.",NA,"234-0069, 11am-8pm","Baltimore","MD","","Bookstores/Retail Shops",1993,"241 W. Chase St. ,  Baltimore ,  MD",-76.6193163,39.301413,"241 w chase st, baltimore, md 21201, usa","Geocoded",NA,"1993-MD-3120"
"Black & White Men Together","","checked","225-9386","Baltimore","MD","","Men's Services",1993,", MD",-76.612189,39.290385,"unclear_coded_by_hand","General Coordinates Used",NA,"1993-MD-3121"
"Dignity Baltimore","740 N. Calvert St.",NA,"325-1519, 7:30pm Sat","Baltimore","MD","","Religious Organizations",1993,"740 N. Calvert St. ,  Baltimore ,  MD",-76.613238,39.2984281,"740 n calvert st, baltimore, md 21202, usa","Geocoded",NA,"1993-MD-3122"
"MCC","27th & St. Paul","checked","(St. John's) 889-6363, 3pm Sun","Baltimore","MD","","Religious Organizations",1993,"27th & St. Paul, MD",-76.627035,39.309151,"unclear_coded_by_hand","Found",NA,"1993-MD-3123"
"Baltimore Alternative","P.O. Box 2351, 21203","checked","235-3401 monthly","Baltimore","MD","","Publications",1993,"P.O. Box 2351, 21203, MD",-76.612189,39.290385,"unclear_coded_by_hand","General Coordinates Used",NA,"1993-MD-3124"
"Baltimore Gay Paper, The","241 W. Chase St.",NA,"837-7748 bi-weekly","Baltimore","MD","","Publications",1993,"241 W. Chase St. ,  Baltimore ,  MD",-76.6193163,39.301413,"241 w chase st, baltimore, md 21201, usa","Geocoded",NA,"1993-MD-3125"
"Center News","205 W. Fayette St.",NA,"727-9544","Baltimore","MD","","Erotica",1993,"205 W. Fayette St. ,  Baltimore ,  MD",-76.6182332,39.2903704,"205 w fayette st, baltimore, md 21201, usa","Geocoded",NA,"1993-MD-3126"
"Leather Underground","136 W. Read St.",NA,"528-0991","Baltimore","MD","","Erotica",1993,"136 W. Read St. ,  Baltimore ,  MD",-76.6182783,39.3002562,"136 w read st, baltimore, md 21201, usa","Geocoded",NA,"1993-MD-3127"
"Seven Twenty-Four Magazine","724 N. Howard St.",NA,"462-2625","Baltimore","MD","","Erotica",1993,"724 N. Howard St. ,  Baltimore ,  MD",-76.62026,39.2981934,"724 n howard st, baltimore, md 21201, usa","Geocoded",NA,"1993-MD-3128"
"Harbor Place","","checked","","Baltimore","MD","Cruisy Area","Cruisy Areas",1993,", MD",-76.610966,39.286212,"unclear_coded_by_hand","Found",NA,"1993-MD-3129"
"Mt. Vernon Square","","checked","(AYOR)","Baltimore","MD","Cruisy Area,(AYOR)","Cruisy Areas",1993,", MD",-76.613833,39.299319,"unclear_coded_by_hand","General Coordinates Used",NA,"1993-MD-3130"
"Global Real Estate Referrals","","checked","(800)346-5592 gay realtor at your service","Beltsville","MD","","Info Lines & Services",1993,", MD",-76.907474,39.034832,"unclear_coded_by_hand","General Coordinates Used",NA,"1993-MD-3131"
"Your Travel Agent in Beltsville","10440 Baltimore Ave.",NA,"937-0966","Beltsville","MD","(IGTA)","Travel/Tour Operators",1993,"10440 Baltimore Ave. ,  Beltsville ,  MD",-76.9190567,39.0276391,"10440 baltimore ave, beltsville, md 20705, usa","Geocoded",NA,"1993-MD-3132"
"U. of MD, Cole Field House & Tawes Hall","","checked","(AYOR)","College Park","MD","Cruisy Area,(AYOR)","Cruisy Areas",1993,", MD",-76.948584,38.985949,"unclear_coded_by_hand","Found",NA,"1993-MD-3133"
"Gay/Lesbian Community of Howard County","P.O. Box 626, 21045","checked","mail access only","Columbia","MD","","Info Lines & Services",1993,"P.O. Box 626, 21045, MD",-76.861046,39.203714,"unclear_coded_by_hand","General Coordinates Used",NA,"1993-MD-3134"
"H.T.A. Travel Network","6006 Greenbelt Rd. Ste. 106",NA,"441-3882/(800)695-0317","Greenbelt","MD","(IGTA)","Travel/Tour Operators",1993,"6006 Greenbelt Rd. Ste. 106 ,  Greenbelt ,  MD",-76.9101923,38.9989522,"6006 greenbelt rd #106, greenbelt, md 20770, usa","Geocoded",NA,"1993-MD-3135"
"Greenbelt Park","","checked","","Greenbelt","MD","Cruisy Area","Cruisy Areas",1993,", MD",-76.895521,38.995757,"unclear_coded_by_hand","Found",NA,"1993-MD-3136"
"Global Real Estate Referrals","","checked","(800)346-5592 gay realtor at your service","Hagerstown","MD","","Info Lines & Services",1993,", MD",-77.719993,39.641763,"unclear_coded_by_hand","General Coordinates Used",NA,"1993-MD-3137"
"Deer Park Lodge","5 mi. E. off I-70, Frederick Exit (#32) on Rte. 40","checked","790-2760 8pm-2am, til midnight Sun, clsd Mon & Tues","Hagerstown","MD","(*),(MW),(D),(V)","Bars",1993,"5 mi. E. off I-70, Frederick Exit (#32) on Rte. 40, MD",-77.615977,39.553701,"unclear_coded_by_hand","Found",NA,"1993-MD-3138"
"S. Potomac & Summit Sts.","","checked","","Hagerstown","MD","Cruisy Area","Cruisy Areas",1993,", MD",-77.719993,39.641763,"unclear_coded_by_hand","General Coordinates Used",NA,"1993-MD-3139"
"Global Real Estate Referrals","","checked","(800)346-5592 gay realtor at your service","Laurel","MD","","Info Lines & Services",1993,", MD",-76.848306,39.099275,"unclear_coded_by_hand","General Coordinates Used",NA,"1993-MD-3140"
"Route 1 News Agency","106 Washington Blvd.",NA,"725-9671, 24hrs","Laurel","MD","","Erotica",1993,"106 Washington Blvd. ,  Laurel ,  MD",-76.8438394,39.1036549,"106 washington blvd, laurel, md 20707, usa","Geocoded",NA,"1993-MD-3141"
"Global Real Estate Referrals","","checked","(800)346-5592 gay realtor at your service","Rockville","MD","","Info Lines & Services",1993,", MD",-77.152758,39.083997,"unclear_coded_by_hand","General Coordinates Used",NA,"1993-MD-3142"
"MCC of Rockville","501 Mannakee St.",NA,"601-9112, 7pm Sun","Rockville","MD","","Religious Organizations",1993,"501 Mannakee St. ,  Rockville ,  MD",-77.1623791,39.0911401,"501 mannakee st, rockville, md 20850, usa","Geocoded",NA,"1993-MD-3143"
"White Flint Mall","","checked","","Rockville","MD","Cruisy Area","Cruisy Areas",1993,", MD",-77.107365,39.041796,"unclear_coded_by_hand","Found",NA,"1993-MD-3144"
"Salisbury News Agency","616 S. Salisbury Blvd.",NA,"543-4469","Salisbury","MD","","Erotica",1993,"616 S. Salisbury Blvd. ,  Salisbury ,  MD",-75.5982849,38.3595968,"616 s salisbury blvd, salisbury, md 21801, usa","Geocoded",NA,"1993-MD-3145"
"Salisbury City Park","","checked","(AYOR)","Salisbury","MD","Cruisy Area,(AYOR)","Cruisy Areas",1993,", MD",-75.583372,38.360076,"unclear_coded_by_hand","Found",NA,"1993-MD-3146"
"Global Real Estate Referrals","","checked","(800)346-5592 gay realtor","Silver Spring","MD","","Info Lines & Services",1993,", MD",-77.026088,38.990666,"unclear_coded_by_hand","General Coordinates Used",NA,"1993-MD-3147"
"Central Travel of Silver Spring","8767 Georgia Ave.",NA,"589-9440","Silver Spring","MD","(IGTA)","Travel/Tour Operators",1993,"8767 Georgia Ave. ,  Silver Spring ,  MD",-77.0305393,38.9983391,"8767 georgia ave, silver spring, md 20910, usa","Geocoded",NA,"1993-MD-3148"
"Travel Central","8209 Fenton St.",NA,"587-4000","Silver Spring","MD","(IGTA)","Travel/Tour Operators",1993,"8209 Fenton St. ,  Silver Spring ,  MD",-77.0238363,38.9919644,"8209 fenton st, silver spring, md 20910, usa","Geocoded",NA,"1993-MD-3149"
"Max Wonder","9421 Georgia Ave.",NA,"942-4196","Silver Spring","MD","","Erotica",1993,"9421 Georgia Ave. ,  Silver Spring ,  MD",-77.0399855,39.0091985,"9421 georgia ave, silver spring, md 20910, usa","Geocoded",NA,"1993-MD-3150"
"U. of Mass. - Goodell Hall","","checked","(AYOR)","Amherst","MA","Cruisy Area,(AYOR)","Cruisy Areas",1993,", MA",-72.529264,42.388671,"unclear_coded_by_hand","Found",NA,"1993-MA-3151"
"Coach and Four Travel","454A Massachusetts Ave.",NA,"648-7400","Arlington","MA","(IGTA)","Travel/Tour Operators",1993,"454A Massachusetts Ave. ,  Arlington ,  MA",-71.1516091,42.4146379,"454 massachusetts ave, arlington, ma 02474, usa","Geocoded",NA,"1993-MA-3152"
"Black Lesbians/Gays","566 Columbus Ave.",NA,"(Harriet Tubman House) 859-0398","Boston","MA","","Info Lines & Services",1993,"566 Columbus Ave. ,  Boston ,  MA",-71.0810221,42.340805,"566 columbus ave, boston, ma 02118, usa","Geocoded",NA,"1993-MA-3153"
"Boston Lesbian/Gay Service Center","338 Newbury St.",NA,"247-2927, 10am-10pm","Boston","MA","","Info Lines & Services",1993,"338 Newbury St. ,  Boston ,  MA",-71.0865931,42.348216,"338 newbury st 3rd floor, boston, ma 02115, usa","Geocoded",NA,"1993-MA-3154"
"Gay/Lesbian Helpline","","checked","267-9001, 4pm-11pm","Boston","MA","","Info Lines & Services",1993,", MA",-71.05888,42.360083,"unclear_coded_by_hand","General Coordinates Used",NA,"1993-MA-3155"
"Global Real Estate Referrals","","checked","(800)346-5592 gay realtor at your service","Boston","MA","","Info Lines & Services",1993,", MA",-71.05888,42.360083,"unclear_coded_by_hand","General Coordinates Used",NA,"1993-MA-3156"
"The Open Quest Institute TOQI","","checked","(800)444-9999, 34hr crisis hotline","Boston","MA","","Info Lines & Services",1993,", MA",-71.05888,42.360083,"unclear_coded_by_hand","General Coordinates Used",NA,"1993-MA-3157"
"Chandler Inn","26 Chandler St.",NA,"482-3450","Boston","MA","(*),(MX),(IGTA)","Accommodations",1993,"26 Chandler St. ,  Boston ,  MA",-71.0706178,42.3469629,"26 chandler st, boston, ma 02116, usa","Geocoded",NA,"1993-MA-3158"
"Citywide Reservation Services Inc.","25 Huntington Ave. Ste. 607",NA,"267-7424/(800)468-3593 covers most of New England","Boston","MA","","Accommodations",1993,"25 Huntington Ave. Ste. 607 ,  Boston ,  MA",-71.0782171,42.3487068,"25 huntington ave #607, boston, ma 02116, usa","Geocoded",NA,"1993-MA-3159"
"Four Sixty-Three Beacon St. Guesthouse","463 Beacon St.",NA,"536-1302 priv. baths, cooking facilities & parking available","Boston","MA","(*),(MX)","Accommodations",1993,"463 Beacon St. ,  Boston ,  MA",-71.0881947,42.3509209,"463 beacon st, boston, ma 02115, usa","Geocoded",NA,"1993-MA-3160"
"Oasis Guest House","22 Edgerly Rd.",NA,"267-2262","Boston","MA","(*),(IGTA)","Accommodations",1993,"22 Edgerly Rd. ,  Boston ,  MA",-71.0877653,42.3458633,"22 edgerly rd, boston, ma 02115, usa","Geocoded",NA,"1993-MA-3161"
"Avaton","15 Lansdowne St.",NA,"262-2424 gay Sun only","Boston","MA","(*),(MX),(D),(YC)","Bars",1993,"15 Lansdowne St. ,  Boston ,  MA",-71.0957386,42.3473623,"15 lansdowne st, boston, ma 02215, usa","Geocoded",NA,"1993-MA-3162"
"Axis/DV8","13 Lansdowne",NA,"262-2437 gay Sun only","Boston","MA","(*),(MX),(D),(E)","Bars",1993,"13 Lansdowne ,  Boston ,  MA",-71.0952336,42.3473376,"13 lansdowne st, boston, ma 02215, usa","Geocoded",NA,"1993-MA-3163"
"Bobby's","69 Canal St.",NA,"248-9520 noon-2am, Sun brunch","Boston","MA","(MW),(D),(E),(F)","Bars",1993,"69 Canal St. ,  Boston ,  MA",-71.0593743,42.3641102,"69 canal st, boston, ma 02114, usa","Geocoded",NA,"1993-MA-3164"
"Boston Eagle","520 Tremont St.",NA,"542-4494 3pm-2am, from 1pm Sat, brunch noon Sun","Boston","MA","(*),(L),(LV),(NH)","Bars",1993,"520 Tremont St. ,  Boston ,  MA",-71.0700763,42.3447084,"520 tremont st, boston, ma 02116, usa","Geocoded",NA,"1993-MA-3165"
"Boston Ramrod","1254 Boylston St.",NA,"266-2986 noon-2am","Boston","MA","(*),(L),(LV)","Bars",1993,"1254 Boylston St. ,  Boston ,  MA",-71.0957343,42.3449405,"1254 boylston st, boston, ma 02215, usa","Geocoded",NA,"1993-MA-3166"
"Buddies","51 Stuart St.",NA,"426-3772 noon-2am","Boston","MA","(*),(D),(E),(V),(YC)","Bars",1993,"51 Stuart St. ,  Boston ,  MA",-71.0641984,42.3511995,"51 stuart st suite 2, boston, ma 02116, usa","Geocoded",NA,"1993-MA-3167"
"Campus at Man Ray","21 Brookline, Cambridge",NA,"864-0400 9pm-1am Wed-Sat, gay Th night","Boston","MA","(MX),(D),(YC)","Bars",1993,"21 Brookline, Cambridge ,  Boston ,  MA",-71.102292,42.3633769,"21 brookline st, cambridge, ma 02139, usa","Geocoded",NA,"1993-MA-3168"
