ID,title,description,streetaddress,type,amenityfeatures,city,state,Year,unclearaddress,uncleartype,notes,lastmodified,full.address,lat,lon,geoAddress,status
3795,M.C.C.,,819 Madison St.,Religious Institution,(MCC),Syracuse,NY,1983,,,,12/5/2021 11:02am,"819 Madison St., Syracuse, NY",43.0455771,-76.1349397,"819 madison st, syracuse, ny 13210, usa",Google Verified Location
2683,M.C.C.,,131 Cambridge St.,Religious Institution,(MCC),Boston,MA,1983,,,,12/5/2021 11:01am,"131 Cambridge St., Boston, MA",42.361697,-71.0642221,"131 cambridge st, boston, ma 02114, usa",Google Verified Location
5146,M.C.C.,,5502 S. 12th,Religious Institution,(MCC),Tacoma,WA,1983,,,,12/5/2021 11:02am,"5502 S. 12th, Tacoma, WA",47.2500998,-122.5102311,"5502 s 12th st, tacoma, wa 98465, usa",Google Verified Location
275,M.C.C.,,215 E. 23rd,Religious Institution,(MCC),Costa Mesa,CA,1983,,,,12/5/2021 11:00am,"215 E. 23rd, Costa Mesa, CA",33.6516813,-117.9018087,"215 23rd st, costa mesa, ca 92627, usa",Google Verified Location
1393,M.C.C.,(2nd floor),425 College St.,Religious Institution,(MCC),New Haven,CT,1983,,,,12/5/2021 11:00am,"425 College St., New Haven, CT",41.3096282,-72.9265643,"425 college st, new haven, ct 06511, usa",Google Verified Location
3247,M.C.C.,,4709 S. Nellis,Religious Institution,(MCC),Las Vegas,NV,1983,,,,12/5/2021 11:02am,"4709 S. Nellis, Las Vegas, NV",36.1036722,-115.0646238,"4709 s nellis blvd, las vegas, nv 89121, usa",Google Verified Location
4239,M.C.C.,N.E. 24th & Broadway,,Religious Institution,(MCC),Portland,OR,1983,checked,NA,,6/4/2022 6:16am,", OR",45.535104,-122.641181,unclear_coded_by_hand,Verified Location
4302,M.C.C.,,"P.O. Box 3897, Harrisburg, PA 17105",Religious Institution,(MCC),Harrisburg,PA,1983,checked,NA,,6/4/2022 7:46am,"P.O. Box 3897, Harrisburg, PA 17105, PA",40.273191,-76.886701,unclear_coded_by_hand,Location could not be verified. General city or location coordinates used.
1906,M.C.C.,,800 N. Highland Ave.,Religious Institution,(MCC),Atlanta,GA,1983,,,,12/5/2021 11:01am,"800 N. Highland Ave., Atlanta, GA",33.7763144,-84.3526546,"800 north highland avenue northeast, atlanta, ga 30306, usa",Google Verified Location
1468,M.C.C.,,945 'G' St. N.W.,Religious Institution,(MCC),Washington,DC,1983,,,,12/5/2021 11:00am,"945 'G' St. N.W., Washington, DC",38.8985587,-77.0256785,"945 g st nw, washington, dc 20001, usa",Google Verified Location
4881,M.C.C.,(Burned - May be moving),2104 36th St.,Religious Institution,(MCC),Lubbock,TX,1983,,,,12/5/2021 11:02am,"2104 36th St., Lubbock, TX",33.5617296,-101.8620523,"2104 36th st, lubbock, tx 79412, usa",Google Verified Location
2118,M.C.C.,,615 W. Wellington Ave.,Religious Institution,(MCC),Chicago,IL,1983,,,,12/5/2021 11:01am,"615 W. Wellington Ave., Chicago, IL",41.9362971,-87.6448924,"615 w wellington ave, chicago, il 60657, usa",Google Verified Location
1316,M.C.C.,,2090 S Bannock St.,Religious Institution,(MCC),Denver,CO,1983,,,,12/5/2021 11:00am,"2090 S Bannock St., Denver, CO",39.6787266,-104.9897017,"2090 s bannock st, denver, co 80223, usa",Google Verified Location
1675,M.C.C.,,319 Duval St.,Religious Institution,(MCC),Key West,FL,1983,,,,12/5/2021 11:01am,"319 Duval St., Key West, FL",24.5576179,-81.8038396,"319 duval st, key west, fl 33040, usa",Google Verified Location
310,M.C.C.,(Unitarian Church),4144 N. Millbrook,Religious Institution,(MCC),Fresno,CA,1983,,,,12/5/2021 11:00am,"4144 N. Millbrook, Fresno, CA",36.7927974,-119.762532,"4144 n millbrook ave, fresno, ca 93726, usa",Google Verified Location
4265,M.C.C.,,490 19th St. N.E.,Religious Institution,(MCC),Salem,OR,1983,,,,12/5/2021 11:02am,"490 19th St. N.E., Salem, OR",44.9384392,-123.0156994,"490 19th st ne, salem, or 97301, usa",Google Verified Location
3556,M.C.C.,,26 9th Ave.,Religious Institution,(MCC),Greenwich Village & Chelsea,NY,1983,,,,12/5/2021 11:02am,"26 9th Ave., Greenwich Village & Chelsea, NY",40.7404474,-74.0054841,"26 9th ave, new york, ny 10014, usa",Google Verified Location
1806,M.C.C.,,725 Arlington Ave. N.,Religious Institution,(MCC),St. Petersburg,FL,1983,,,,12/5/2021 11:01am,"725 Arlington Ave. N., St. Petersburg, FL",27.772672,-82.6437337,"725 arlington ave n, st. petersburg, fl 33701, usa",Google Verified Location
2868,M.C.C.,,1679 Broadway,Religious Institution,(MCC),Ann Arbor,MI,1983,,,,12/5/2021 11:01am,"1679 Broadway, Ann Arbor, MI",42.2964825,-83.7268454,"1679 broadway st, ann arbor, mi 48105, usa",Google Verified Location
2334,M.C.C.,Bell & Cassady,,Religious Institution,(MCC),Des Moines,IA,1983,checked,NA,,5/2/2022 4:46am,", IA",41.562614,-93.642437,unclear_coded_by_hand,Verified Location
3168,M.C.C.,,5108 Waterman,Religious Institution,(MCC),St. Louis,MO,1983,,,,12/5/2021 11:02am,"5108 Waterman, St. Louis, MO",38.6482952,-90.2680562,"5108 waterman blvd, st. louis, mo 63108, usa",Google Verified Location
1817,M.C.C.,,636 S. Washington Blvd.,Religious Institution,(MCC),Sarasota,FL,1983,,,,12/5/2021 11:01am,"636 S. Washington Blvd., Sarasota, FL",27.3308713,-82.5309794,"636 s washington blvd, sarasota, fl 34236, usa",Google Verified Location
701,M.C.C.,,"37-111 Date Palm Drive, Suite A",Religious Institution,(MCC),Palm Springs,CA,1983,checked,NA,,2/22/2022 6:34am,"37-111 Date Palm Drive, Suite A, CA",33.830296,-116.545292,unclear_coded_by_hand,Location could not be verified. General city or location coordinates used.
801,M.C.C.,,2741 24th St.,Religious Institution,(MCC),Sacramento,CA,1983,,,,12/5/2021 11:00am,"2741 24th St., Sacramento, CA",38.5545557,-121.4833064,"2741 24th st, sacramento, ca 95818, usa",Google Verified Location
1771,M.C.C.,,"P.O. Box 3004, Orlando, FL, 32802",Religious Institution,(MCC),Orlando,FL,1983,checked,NA,,3/29/2022 2:23pm,"P.O. Box 3004, Orlando, FL, 32802, FL",28.538383,-81.378927,unclear_coded_by_hand,Location could not be verified. General city or location coordinates used.
120,M.C.C.,(Casa de Cristo),1029 E. Turney,Religious Institution,(MCC),Phoenix,AZ,1983,,,,12/5/2021 11:00am,"1029 E. Turney, Phoenix, AZ",33.499427,-112.0585822,"1029 e turney ave, phoenix, az 85014, usa",Google Verified Location
2410,M.C.C.,,322 York,Religious Institution,(MCC),Louisville,KY,1983,,,,12/5/2021 11:01am,"322 York, Louisville, KY",38.2438579,-85.7577214,"322 york st, louisville, ky 40203, usa",Google Verified Location
4794,M.C.C.,,1804 69th St.,Religious Institution,(MCC),Galveston,TX,1983,,,,12/5/2021 11:02am,"1804 69th St., Galveston, TX",29.2770951,-94.8406406,"1804 69th st, galveston, tx 77551, usa",Google Verified Location
3102,M.C.C.,,"P.O. Box 1282 Columbia, Mo. 65205",Religious Institution,(MCC),Columbia,MO,1983,checked,NA,,6/13/2022 4:24pm,"P.O. Box 1282 Columbia, Mo. 65205, MO",31.252457,-89.835428,unclear_coded_by_hand,Location could not be verified. General city or location coordinates used.
2624,M.C.C.,at 27th,St. Paul St.,Religious Institution,(MCC),Baltimore,MD,1983,checked,NA,,5/18/2022 1:22pm,"St. Paul St., MD",39.309151,-76.627035,unclear_coded_by_hand,Verified Location
3032,M.C.C.,,710 W . 22nd St. S.,Religious Institution,(MCC),Minneapolis,MN,1983,,,,12/5/2021 11:01am,"710 W . 22nd St. S., Minneapolis, MN",44.9610754,-93.2885642,"710 w 22nd st, minneapolis, mn 55405, usa",Google Verified Location
3941,M.C.C.,,"P.O. Box 563, Akron, OH 44309",Religious Institution,(MCC),Akron,OH,1983,checked,NA,,6/2/2022 1:31pm,"P.O. Box 563, Akron, OH 44309, OH",41.081445,-81.519005,unclear_coded_by_hand,Location could not be verified. General city or location coordinates used.
4421,M.C.C.,,4410 5th Ave.,Religious Institution,(MCC),Pittsburgh,PA,1983,,,,12/5/2021 11:02am,"4410 5th Ave., Pittsburgh, PA",40.4461657,-79.9509744,"4410 fifth ave, pittsburgh, pa 15213, usa",Google Verified Location
1365,M.C.C.,,118 Main St.,Religious Institution,(MCC),Hartford,CT,1983,,,,12/5/2021 11:00am,"118 Main St., Hartford, CT",41.7570183,-72.6746656,"118 main st, hartford, ct 06106, usa",Google Verified Location
4840,M.C.C.,,1919 Decatur,Religious Institution,(MCC),Houston,TX,1983,,,,12/5/2021 11:02am,"1919 Decatur, Houston, TX",29.7667526,-95.3781198,"1919 decatur st, houston, tx 77007, usa",Google Verified Location
4524,M.C.C.,,1730 Gist St.,Religious Institution,(MCC),Columbia,SC,1983,,,,12/5/2021 11:02am,"1730 Gist St., Columbia, SC",34.0046692,-81.0505975,"1730 gist st, columbia, sc 29201, usa",Google Verified Location
4635,M.C.C.,,5220 Hartford,Religious Institution,(MCC),Abilene,TX,1983,,,,12/5/2021 11:02am,"5220 Hartford, Abilene, TX",32.4343325,-99.7898513,"5220 hartford st, abilene, tx 79605, usa",Google Verified Location
185,M.C.C.,,349 W. 35th St.,Religious Institution,(MCC),Tuscon,AZ,1983,,,,12/5/2021 11:00am,"349 W. 35th St., Tuscon, AZ",32.1931522,-110.9743444,"349 w 35th st, tucson, az 85713, usa",Google Verified Location
4368,M.C.C.,,2125 Chestnut,Religious Institution,(MCC),Philadelphia,PA,1983,,,,12/5/2021 11:02am,"2125 Chestnut, Philadelphia, PA",39.9526747,-75.1763644,"2125 chestnut st, philadelphia, pa 19103, usa",Google Verified Location
3132,M.C.C.,,4000 Harrison,Religious Institution,(MCC),Kansas City,MO,1983,,,,12/5/2021 11:02am,"4000 Harrison, Kansas City, MO",39.0542375,-94.5736868,"4000 harrison st, kansas city, mo 64110, usa",Google Verified Location
2949,M.C.C.,,1108 Wealthy St. S.E.,Religious Institution,(MCC),Grand Rapids,MI,1983,,,,12/5/2021 11:01am,"1108 Wealthy St. S.E., Grand Rapids, MI",42.9553608,-85.6415751,"1108 wealthy st se, grand rapids, mi 49506, usa",Google Verified Location
71,M.C.C.,,602 W. 10th Ave.,Religious Institution,(MCC),Anchorage,AK,1983,,,,12/5/2021 11:00am,"602 W. 10th Ave., Anchorage, AK",61.2123448,-149.8937712,"602 w 10th ave, anchorage, ak 99501, usa",Google Verified Location
874,M.C.C.,,1355 Fern St.,Religious Institution,(MCC),San Diego,CA,1983,,,,12/5/2021 11:00am,"1355 Fern St., San Diego, CA",32.7200448,-117.1290949,"1355 fern st, san diego, ca 92102, usa",Google Verified Location
615,M.C.C.,,5730 Cahuenga Blvd.,Religious Institution,(MCC),North Hollywood,CA,1983,,,,12/5/2021 11:00am,"5730 Cahuenga Blvd., North Hollywood, CA",34.1749536,-118.3612383,"5730 cahuenga blvd, north hollywood, ca 91601, usa",Google Verified Location
1600,M.C.C.,,1414 Dean St.,Religious Institution,(MCC),Ft. Myers,FL,1983,,,,12/5/2021 11:00am,"1414 Dean St., Ft. Myers, FL",26.6441981,-81.8708856,"1414 dean st, fort myers, fl 33901, usa",Google Verified Location
2911,M.C.C.,,45 E. Adams,Religious Institution,(MCC),Detroit,MI,1983,,,,12/5/2021 11:01am,"45 E. Adams, Detroit, MI",42.3374507,-83.0500922,"45 e adams ave, detroit, mi 48226, usa",Google Verified Location
215,M.C.C.,(501) 839-2127,,Religious Institution,(MCC),Fayetteville,AR,1983,checked,NA,,2/14/2022 4:09am,", AR",36.066242,-94.157853,unclear_coded_by_hand,Location could not be verified. General city or location coordinates used.
391,M.C.C.,,785 Junipero,Religious Institution,(MCC),Long Beach,CA,1983,,,,12/5/2021 11:00am,"785 Junipero, Long Beach, CA",33.7769184,-118.1635808,"785 junipero ave, long beach, ca 90804, usa",Google Verified Location
3222,M.C.C.,,803 N. 20th St.,Religious Institution,(MCC),Omaha,NE,1983,,,,12/5/2021 11:02am,"803 N. 20th St., Omaha, NE",41.2672301,-95.9421022,"803 n 20th st, omaha, ne 68102, usa",Google Verified Location
1707,M.C.C.,of Palm Beaches,"P.O. Box 6259, Lake Worth",Religious Institution,(MCC),Lake Worth,FL,1983,checked,NA,,3/16/2022 11:20am,"P.O. Box 6259, Lake Worth, FL",26.809459,-80.112058,unclear_coded_by_hand,Verified Location
4624,M.C.C.,,131 15th Ave. N.,Religious Institution,(MCC),Nashville,TN,1983,,,,12/5/2021 11:02am,"131 15th Ave. N., Nashville, TN",36.1568032,-86.792313,"131 15th ave n, nashville, tn 37203, usa",Google Verified Location
4043,M.C.C.,,66 E. 15th Ave.,Religious Institution,(MCC),Columbus,OH,1983,,,,12/5/2021 11:02am,"66 E. 15th Ave., Columbus, OH",40.0004669,-83.0064239,"66 e 15th ave, columbus, oh 43201, usa",Google Verified Location
4658,M.C.C.,,404 W. 23rd,Religious Institution,(MCC),Austin,TX,1983,,,,12/5/2021 11:02am,"404 W. 23rd, Austin, TX",30.2864381,-97.7416989,"404 w 23rd st, austin, tx 78705, usa",Google Verified Location
4604,M.C.C.,,672 S. McLean,Religious Institution,(MCC),Memphis,TN,1983,,,,12/5/2021 11:02am,"672 S. McLean, Memphis, TN",35.1276129,-90.000835,"672 s mclean blvd, memphis, tn 38104, usa",Google Verified Location
4170,M.C.C.,,1623 N. Maplewood,Religious Institution,(MCC),Tulsa,OK,1983,,,,12/5/2021 11:02am,"1623 N. Maplewood, Tulsa, OK",36.1797002,-95.9080789,"1623 n maplewood ave, tulsa, ok 74115, usa",Google Verified Location
1837,M.C.C.,,2904 Concordia Ave.,Religious Institution,(MCC),Tampa,FL,1983,,,,12/5/2021 11:01am,"2904 Concordia Ave., Tampa, FL",27.9202884,-82.4983922,"2904 s concordia ave, tampa, fl 33629, usa",Google Verified Location
4515,M.C.C.,,"P.O. Box 71561, Charleston, S.C. 29405",Religious Institution,(MCC),Charleston,SC,1983,checked,NA,,6/6/2022 9:22am,"P.O. Box 71561, Charleston, S.C. 29405, SC",32.776475,-79.931051,unclear_coded_by_hand,Location could not be verified. General city or location coordinates used.
3111,M.C.C.,,207 W. 4th,Religious Institution,(MCC),Joplin,MO,1983,,,,12/5/2021 11:02am,"207 W. 4th, Joplin, MO",37.0876964,-94.5146819,"207 w 4th st, joplin, mo 64801, usa",Google Verified Location
1200,M.C.C.,,230 Lighthouse Road,Religious Institution,(MCC),Santa Barbara,CA,1983,,,,12/5/2021 11:00am,"230 Lighthouse Road, Santa Barbara, CA",34.3996349,-119.7209084,"230 lighthouse rd, santa barbara, ca 93109, usa",Google Verified Location
3880,M.C.C.,(919) 484-8233,,Religious Institution,(MCC),Fayetteville,NC,1983,checked,NA,,6/2/2022 12:31pm,", NC",35.052664,-78.878358,unclear_coded_by_hand,Location could not be verified. General city or location coordinates used.
1048,M.C.C.,,150 Eureka St.,Religious Institution,(MCC),San Francisco,CA,1983,,,,12/5/2021 11:00am,"150 Eureka St., San Francisco, CA",37.7599089,-122.4383634,"150 eureka st, san francisco, ca 94114, usa",Google Verified Location
3183,M.C.C.,,3333 S. Glenstone Ave.,Religious Institution,(MCC),Springfield,MO,1983,,,,12/5/2021 11:02am,"3333 S. Glenstone Ave., Springfield, MO",37.1525673,-93.2641777,"3333 s glenstone ave, springfield, mo 65804, usa",Google Verified Location
4913,M.C.C.,,107 S. Pine,Religious Institution,(MCC),San Antonio,TX,1983,,,,12/5/2021 11:02am,"107 S. Pine, San Antonio, TX",29.4193691,-98.4704643,"107 s pine st, san antonio, tx 78203, usa",Google Verified Location
2326,M.C.C.,,1618 W. 3rd St.,Religious Institution,(MCC),Davenport,IA,1983,,,,12/5/2021 11:01am,"1618 W. 3rd St., Davenport, IA",41.52265,-90.599699,"1618 w 3rd st, davenport, ia 52802, usa",Google Verified Location
3550,M.C.C.,,26 9th Ave.,Religious Institution,(MCC),Greenwich Village & Chelsea,NY,1983,,,,12/5/2021 11:02am,"26 9th Ave., Greenwich Village & Chelsea, NY",40.7404474,-74.0054841,"26 9th ave, new york, ny 10014, usa",Google Verified Location
4559,M.C.C.,,"P.O. Box 1552 Sioux Falls, S.D. 57101",Religious Institution,(MCC),Sioux Falls,SD,1983,checked,NA,,6/6/2022 9:57am,"P.O. Box 1552 Sioux Falls, S.D. 57101, SD",43.546022,-96.731265,unclear_coded_by_hand,Location could not be verified. General city or location coordinates used.
2350,M.C.C. Church of the New Hope,,1346 W. Airline,Religious Institution,(MCC),Waterloo,IA,1983,,,,12/5/2021 11:01am,"1346 W. Airline, Waterloo, IA",42.5423951,-92.3641261,"1346 w airline hwy, waterloo, ia 50703, usa",Google Verified Location
2914,M.O.H.R.,(Gay Info Line) (313) 863-7255,,Hotline,,Detroit,MI,1983,checked,NA,,5/20/2022 2:17pm,", MI",42.331427,-83.045754,unclear_coded_by_hand,Location could not be verified. General city or location coordinates used.
2966,M.S.U. Student Union Bldg.,T-Room (Upper floor),,Cruising Areas,Cruisy Area,Lansing,MI,1983,checked,NA,,5/20/2022 2:55pm,", MI",42.701848,-84.482172,unclear_coded_by_hand,Verified Location
4615,M.T.S.U.,(T-Room) (Univ. Cen.),,Cruising Areas,Cruisy Area,Murpheesboro,TN,1983,checked,NA,,6/7/2022 12:42pm,", TN",35.843628,-86.370609,unclear_coded_by_hand,Verified Location
565,Mac's,(Baths),2801 Hyperion,Bathhouses,(*),Los Angeles,CA,1983,,,,12/5/2021 11:00am,"2801 Hyperion, Los Angeles, CA",34.1084334,-118.272076,"2801 hyperion ave, los angeles, ca 90027, usa",Google Verified Location
1182,Mac's,"(Some OC, RT)",349 S 1st St.,Bars/Clubs,"(OC),(RT)",San Jose,CA,1983,,,,12/5/2021 11:00am,"349 S 1st St., San Jose, CA",37.3305373,-121.8868343,"349 s 1st st, san jose, ca 95113, usa",Google Verified Location
4932,Mac's Coney Island Arcade,,,Cruising Areas,Cruisy Area,South Padre Island,TX,1983,checked,NA,,6/8/2022 9:48am,", TX",26.11184,-97.168126,unclear_coded_by_hand,Location could not be verified. General city or location coordinates used.
234,MacArthur Park,,,Cruising Areas,Cruisy Area,Little Rock,AR,1983,checked,NA,,2/15/2022 7:07am,", AR",34.735846,-92.264886,unclear_coded_by_hand,Verified Location
2112,Machine Shop,"(Book store, toys, 'flicks' & 'wild back room')",504 N. Clark St.,"Book Store,Erotic Shop",(*),Chicago,IL,1983,,,,1/7/2022 9:09am,"504 N. Clark St., Chicago, IL",41.8911385,-87.6313653,"504 n clark st, chicago, il 60654, usa",Google Verified Location
4912,Madam Arthur's,(Patio),607 N. St. Mary's,Bars/Clubs,"(D),(PT)",San Antonio,TX,1983,,,,12/5/2021 11:02am,"607 N. St. Mary's, San Antonio, TX",29.4295691,-98.4915343,"607 n st mary's st, san antonio, tx 78205, usa",Google Verified Location
3384,Madame Lovejoy's,(Books - cruisy arcade),4217 Central Ave. N.E.,"Book Store,Cruising Areas,Erotic Shop",,Albuquerque,NM,1983,,,,1/7/2022 9:17am,"4217 Central Ave. N.E., Albuquerque, NM",35.0791649,-106.5967446,"4217 central ave ne, albuquerque, nm 87108, usa",Google Verified Location
2348,Madame Lovejoy's,"(Books, etc.)",405 W. 7th St.,"Book Store,Erotic Shop",,Sioux City,IA,1983,,,,1/7/2022 9:10am,"405 W. 7th St., Sioux City, IA",42.5005782,-96.4123547,"405 w 7th st, sioux city, ia 51103, usa",Google Verified Location
3348,Maddie's Mine Hill Tavern,"(Some L, M)",181 Randolph Ave.,"Bars/Clubs,Restaurant","(L),(M),(D),(R),(PT)",Mine Hill,NJ,1983,,,,12/5/2021 11:02am,"181 Randolph Ave., Mine Hill, NJ",40.8704078,-74.6003211,"181 randolph ave, mine hill township, nj 07803, usa",Google Verified Location
2789,Madeira Room,Pilgrim House,336 Commercial St.,Bars/Clubs,"(M),(S)",Provincetown,MA,1983,,,,12/5/2021 11:01am,"336 Commercial St., Provincetown, MA",42.0528506,-70.1849827,"historic district, 336 commercial st, provincetown, ma 02657, usa",Google Verified Location
2391,Madison,"betw. 5th & 7th, including Mall",,Cruising Areas,"Cruisy Area,(AYOR)",Covington,KY,1983,checked,NA,,5/2/2022 6:14pm,", KY",39.083671,-84.508554,unclear_coded_by_hand,Location could not be verified. General city or location coordinates used.
5122,Madison Beach,43rd & Madison,,Cruising Areas,Cruisy Area,Seattle,WA,1983,checked,NA,,6/10/2022 12:51pm,", WA",47.636398,-122.277125,unclear_coded_by_hand,Verified Location
3645,Madison Card & Book Shop,,123 E. 57th St.,Book Store,,Midtown,NY,1983,,,,12/5/2021 11:02am,"123 E. 57th St., Midtown, NY",40.7613431,-73.9698401,"123 e 57th st, new york, ny 10022, usa",Google Verified Location
614,Mag,,12136 Magnolia,Bars/Clubs,"(W),(PT)",North Hollywood,CA,1983,,,,12/5/2021 11:00am,"12136 Magnolia, North Hollywood, CA",34.187044,-118.3812562,"north hollywood, los angeles, ca, usa",Google Verified Location
5095,Magazine City Adult Books,,1315 3rd Ave.,Book Store,,Seattle,WA,1983,,,,1/13/2022 12:14pm,"1315 3rd Ave., Seattle, WA",47.6081073,-122.3368626,"1315 3rd ave, seattle, wa 98101, usa",Google Verified Location
4972,Magazine Shop,(Books) (Cruisy),258 S. Main St,"Book Store,Cruising Areas",(M),Salt Lake City,UT,1983,,,,12/5/2021 11:02am,"258 S. Main St, Salt Lake City, UT",40.7635368,-111.8915163,"258 s main st, salt lake city, ut 84101, usa",Google Verified Location
4643,Maggie's,(Some L)(Disco)(WE*)(Liquor),1005 N. Fillmore,,"(L),(D),(PT),(S),(WE),(*)",Amarillo,TX,1983,,,,12/10/2021 11:49am,"1005 N. Fillmore, Amarillo, TX",35.2245572,-101.8319557,"1005 n fillmore st, amarillo, tx 79107, usa",Google Verified Location
474,Magic Holiday Travel,,6203 Sunset Blvd.,Travel Service,,Hollywood,CA,1983,,,,12/13/2021 1:23pm,"6203 Sunset Blvd., Hollywood, CA",34.0980138,-118.3238369,"6203 sunset blvd, los angeles, ca 90028, usa",Google Verified Location
