ID,title,description,amenityfeatures,streetaddress,type,city,state,unclearaddress,Year,uncleartype,notes,lastmodified,full.address,lon,lat,geoAddress,status
5055,Main & St. Joe Sts.-btw. 6th & 8th,,Cruisy Area,,Cruising Areas,Rapid City,SD,checked,1989,NA,,2/22/2023 11:55am,", SD",-103.228955,44.080841,unclear_coded_by_hand,Found
5056,Rushmore Mall,,Cruisy Area,,Cruising Areas,Rapid City,SD,checked,1989,NA,,2/22/2023 11:55am,", SD",-103.211889,44.107056,unclear_coded_by_hand,Found
5057,Club 332,(Disco) (Some L),"(YC),(L),BYOB,(*)",332 S. Phillips,Bars/Clubs,Sioux Falls,SD,NA,1989,NA,,6/30/2022 2:36pm,"332 S. Phillips, Sioux Falls, SD",-96.726466,43.5435941,"332 s phillips ave, sioux falls, sd 57104, usa",Geocoded
5058,Sioux Empire Gay & Lesbian Coalition,(605)332-4599,,"P.O. Box 220, 57101",Organization,Sioux Falls,SD,checked,1989,NA,,2/22/2023 11:55am,"P.O. Box 220, 57101, SD",-96.728333,43.547303,unclear_coded_by_hand,General Coordinates Used
5059,Studio One Book Store,,(M),309 N. Dakota,Book Store,Sioux Falls,SD,NA,1989,NA,,6/30/2022 2:36pm,"309 N. Dakota, Sioux Falls, SD",-96.7302479,43.5503205,"309 n dakota ave, sioux falls, sd 57104, usa",Geocoded
5060,Faywick Park-2nd Ave. & 11th St.,,Cruisy Area,,Cruising Areas,Sioux Falls,SD,checked,1989,NA,,2/22/2023 11:55am,", SD",-96.722808,43.545399,unclear_coded_by_hand,Found
5061,Piedmont & State - nr. Cameo Productions Theater,,Cruisy Area,,Cruising Areas,Bristol,TN,checked,1989,NA,,2/22/2023 11:56am,", TN",-82.185168,36.59503,unclear_coded_by_hand,Found
5062,Public Library,,Cruisy Area,,Cruising Areas,Bristol,TN,checked,1989,NA,,2/22/2023 11:56am,", TN",-82.188744,36.595106,unclear_coded_by_hand,General Coordinates Used
5063,Adult Books,,,2025 Broad St.,"Book Store,Erotic Shop",Chattanooga,TN,NA,1989,NA,,7/19/2022 12:51pm,"2025 Broad St., Chattanooga, TN",-85.3142478,35.0328203,"2025 broad st, chattanooga, tn 37408, usa",Geocoded
5064,Alan Gold's,(Disco),(*),1100 McCallie,Bars/Clubs,Chattanooga,TN,NA,1989,NA,,6/30/2022 2:36pm,"1100 McCallie, Chattanooga, TN",-85.2850965,35.0395897,"1100 mccallie ave, chattanooga, tn 37404, usa",Geocoded
5065,Cell Block Bar,(Levi),(PT),2401 Rossville,Bars/Clubs,Chattanooga,TN,NA,1989,NA,,6/30/2022 2:37pm,"2401 Rossville, Chattanooga, TN",-85.2954125,35.0217789,"2401 rossville blvd, chattanooga, tn 37408, usa",Geocoded
5066,Cinema I,(Books),,,Book Store,Chattanooga,TN,checked,1989,NA,Rossville Blvd.,2/22/2023 12:01pm,", TN",-85.30968,35.04563,unclear_coded_by_hand,General Coordinates Used
5067,Rossville Books,,,3409 Rossville,Book Store,Chattanooga,TN,NA,1989,NA,,6/30/2022 2:37pm,"3409 Rossville, Chattanooga, TN",-85.2933192,35.0045277,"3409 rossville blvd, chattanooga, tn 37407, usa",Geocoded
5068,Bird Sanctuary-Amnocola Hwy,,Cruisy Area,,Cruising Areas,Chattanooga,TN,checked,1989,NA,,2/22/2023 12:00pm,", TN",-85.262224,35.084789,unclear_coded_by_hand,General Coordinates Used
5069,Chickamauga Dam area-Hwy 153,,Cruisy Area,,Cruising Areas,Chattanooga,TN,checked,1989,NA,,2/22/2023 12:00pm,", TN",-85.223204,35.095393,unclear_coded_by_hand,Found
5070,The Office Lounge,,(N),130 Franklin,Bars/Clubs,Clarksville,TN,NA,1989,NA,,6/30/2022 2:35pm,"130 Franklin, Clarksville, TN",-87.3590584,36.5273474,"130 franklin st, clarksville, tn 37040, usa",Geocoded
5071,Fairground Park,,Cruisy Area,,Cruising Areas,Clarksville,TN,checked,1989,NA,,2/22/2023 12:05pm,", TN",-87.359453,36.529771,unclear_coded_by_hand,General Coordinates Used
5072,Mac Gregor Park,,Cruisy Area,,Cruising Areas,Clarksville,TN,checked,1989,NA,,2/22/2023 12:06pm,", TN",-87.367563,36.534974,unclear_coded_by_hand,Found
5073,Riverside Dr.,,"Cruisy Area,(AYOR)",,Cruising Areas,Clarksville,TN,checked,1989,NA,,2/22/2023 12:06pm,", TN",-87.364057,36.517013,unclear_coded_by_hand,General Coordinates Used
5074,'Rest Stop' on I-40 E.,,Cruisy Area,,Cruising Areas,Dandridge,TN,checked,1989,NA,,2/22/2023 12:06pm,", TN",-83.414889,36.015369,unclear_coded_by_hand,General Coordinates Used
5075,Timberfell Lodge,(615)234-9272,"(IGTA),(H),(*),(B&B)","Rt. 11, P.O. Box 94A, 37743",For review,Greenville,TN,checked,1989,NA,,2/22/2023 12:06pm,"Rt. 11, P.O. Box 94A, 37743, TN",-82.836862,36.351308,unclear_coded_by_hand,Found
5076,Holiday Inn Lounge,(Very M) (But Cruisy),(M),,"Bars/Clubs,Cruising Areas",Jackson,TN,checked,1989,NA,I-40 Bypass at Jct. US 40,2/22/2023 12:06pm,", TN",-88.85593,35.662987,unclear_coded_by_hand,Found
5077,Muse Park,,Cruisy Area,,Cruising Areas,Jackson,TN,checked,1989,NA,,2/22/2023 12:06pm,", TN",-88.807783,35.646305,unclear_coded_by_hand,Found
5078,Old Hickory Mall,(Sears),Cruisy Area,,Cruising Areas,Jackson,TN,checked,1989,NA,,2/22/2023 12:07pm,", TN",-88.830802,35.656174,unclear_coded_by_hand,Found
5079,M.C.C.,(615)926-3562,(MCC),,Religious Institution,Johnson City,TN,checked,1989,NA,,2/22/2023 12:07pm,", TN",-82.353473,36.31344,unclear_coded_by_hand,General Coordinates Used
5080,New Begining,"(WE*) (Disco) (Some YC, L)","(WE),(*),(YC),(L)",2910 Bristol Hwy,Bars/Clubs,Johnson City,TN,NA,1989,NA,,6/30/2022 2:37pm,"2910 Bristol Hwy, Johnson City, TN",-82.3837915,36.3587989,"2910 bristol hwy, johnson city, tn 37601, usa",Geocoded
5081,Midtown Motor Inn-Parking lot,,"Cruisy Area,(AYOR)",,Cruising Areas,Johnson City,TN,checked,1989,NA,,2/22/2023 12:07pm,", TN",-82.353473,36.31344,unclear_coded_by_hand,General Coordinates Used
5082,Trailways Bus Depot,,"Cruisy Area,(AYOR)",,Cruising Areas,Johnson City,TN,checked,1989,NA,,2/22/2023 12:07pm,", TN",-82.353473,36.31344,unclear_coded_by_hand,General Coordinates Used
5083,Broad Street nr. Library,,Cruisy Area,,Cruising Areas,Kingsport,TN,checked,1989,NA,,2/22/2023 2:58pm,", TN",-82.558264,36.549246,unclear_coded_by_hand,General Coordinates Used
5084,Kingsport Mall,,Cruisy Area,,Cruising Areas,Kingsport,TN,checked,1989,NA,,2/22/2023 2:58pm,", TN",-82.520444,36.529139,unclear_coded_by_hand,Found
5085,Adult Book Boutique,,,3507 Magnolia,"Book Store,Erotic Shop",Knoxville,TN,NA,1989,NA,,6/30/2022 2:37pm,"3507 Magnolia, Knoxville, TN",-83.8816529,35.9976648,"3507 e magnolia ave, knoxville, tn 37914, usa",Geocoded
5086,Carousel II,(Disco) (2 floors),"(*),(YC),(E),(S)",1501 White Ave. S.,Bars/Clubs,Knoxville,TN,NA,1989,NA,,6/30/2022 2:37pm,"1501 White Ave. S., Knoxville, TN",-83.9291435,35.9591063,"1501 white ave, knoxville, tn 37916, usa",Geocoded
5087,M.C.C. Helpline,(615)521-6546,(MCC),,"Hotline,Religious Institution",Knoxville,TN,checked,1989,NA,,2/22/2023 12:14pm,", TN",-83.920739,35.960638,unclear_coded_by_hand,General Coordinates Used
5088,Palace Bookstore,,,7100 Chapman,Book Store,Knoxville,TN,NA,1989,NA,,6/30/2022 2:38pm,"7100 Chapman, Knoxville, TN",-83.8532481,35.9111039,"7100 chapman hwy, knoxville, tn 37920, usa",Geocoded
5089,Peppertree,(Disco),"(R),(E),(*)",317 Gay St.,Restaurant,Knoxville,TN,NA,1989,NA,,6/30/2022 2:36pm,"317 Gay St., Knoxville, TN",-83.9193871,35.9665161,"317 s gay st, knoxville, tn 37902, usa",Geocoded
5090,Point After,,(L),712 19th St.,Bars/Clubs,Knoxville,TN,NA,1989,NA,,6/30/2022 2:36pm,"712 19th St., Knoxville, TN",-83.935324,35.9561154,"712 19th st, knoxville, tn 37916, usa",Geocoded
5091,West Knoxville News,,(AYOR),5005 Kingston Pike,Book Store,Knoxville,TN,NA,1989,NA,,6/30/2022 2:38pm,"5005 Kingston Pike, Knoxville, TN",-83.9876118,35.9399217,"5005 kingston pike, knoxville, tn 37919, usa",Geocoded
5092,Cumberland Ave. around St. John's Church,,Cruisy Area,,Cruising Areas,Knoxville,TN,checked,1989,NA,,2/22/2023 12:08pm,", TN",-83.920739,35.960638,unclear_coded_by_hand,General Coordinates Used
5093,Downtown btw. P.O. & Public Library,,Cruisy Area,,Cruising Areas,Knoxville,TN,checked,1989,NA,,2/22/2023 12:10pm,", TN",-83.920739,35.960638,unclear_coded_by_hand,General Coordinates Used
5094,Gay St.-N. of Andrew Johnson Hotel,,Cruisy Area,,"Cruising Areas,Hotel",Knoxville,TN,checked,1989,NA,,2/22/2023 12:10pm,", TN",-83.920739,35.960638,unclear_coded_by_hand,General Coordinates Used
5095,"Sequovah Park, on Cherokee Bkvd.",,"Cruisy Area,(AYOR)",,Cruising Areas,Knoxville,TN,checked,1989,NA,,2/22/2023 12:14pm,", TN",-83.964835,35.926697,unclear_coded_by_hand,Found
5096,Tyson Park,,"Cruisy Area,(AYOR)",,Cruising Areas,Knoxville,TN,checked,1989,NA,,2/22/2023 12:14pm,", TN",-83.945255,35.954347,unclear_coded_by_hand,Found
5097,U. of Tenn.,Main Library,Cruisy Area,,Cruising Areas,Knoxville,TN,checked,1989,NA,,2/22/2023 12:15pm,", TN",-83.929763,35.955093,unclear_coded_by_hand,Found
5098,U. of Tenn.,Student Center,Cruisy Area,,Cruising Areas,Knoxville,TN,checked,1989,NA,,2/22/2023 12:15pm,", TN",-83.929763,35.955093,unclear_coded_by_hand,Found
5099,Short Mtn. Sanctuary,,"(H),(M)",,Hotel,Liberty,TN,checked,1989,NA,Rt. 1 Box 98A,2/22/2023 12:15pm,", TN",-85.982551,35.877031,unclear_coded_by_hand,Found
5100,Another Bar,(Cruisy),(N),1351 Autumn,"Bars/Clubs,Cruising Areas",Memphis,TN,NA,1989,NA,,6/30/2022 2:37pm,"1351 Autumn, Memphis, TN",-90.0143378,35.1509474,"1351 autumn ave, memphis, tn 38104, usa",Geocoded
5101,Apartment,,(B),341 Madison Ave.,Bars/Clubs,Memphis,TN,NA,1989,NA,,6/30/2022 2:36pm,"341 Madison Ave., Memphis, TN",-90.045233,35.1428979,"341 madison ave, memphis, tn 38103, usa",Geocoded
5102,BWMT,,,"P.O. Box 41773, 38174",Organization,Memphis,TN,checked,1989,NA,,2/22/2023 12:15pm,"P.O. Box 41773, 38174, TN",-90.04898,35.149534,unclear_coded_by_hand,General Coordinates Used
5103,Backstreets,(Cruise bar) (Below Pendulum),,94 N. Avalon,"Bars/Clubs,Cruising Areas",Memphis,TN,NA,1989,NA,,6/30/2022 2:35pm,"94 N. Avalon, Memphis, TN",-90.0067204,35.1405105,"94 n avalon st, memphis, tn 38104, usa",Geocoded
5104,Book Cottage,(Books) (Some L),(L),2113 Madison Ave.,Book Store,Memphis,TN,NA,1989,NA,,6/30/2022 2:37pm,"2113 Madison Ave., Memphis, TN",-89.991089,35.1365142,"2113 madison ave, memphis, tn 38104, usa",Geocoded
5105,Fancy's,(Some L) (Patio),"(C&W),(S),(L)",887 S. Highland,Bars/Clubs,Memphis,TN,NA,1989,NA,,6/30/2022 2:36pm,"887 S. Highland, Memphis, TN",-89.9464166,35.1072998,"887 s highland st, memphis, tn 38111, usa",Geocoded
5106,Fourteen-Seventy-Four,,(L),1474 Madison,Bars/Clubs,Memphis,TN,NA,1989,NA,,6/30/2022 2:37pm,"1474 Madison, Memphis, TN",-90.0121421,35.1386852,"1474 madison ave, memphis, tn 38104, usa",Geocoded
5107,French Connection,,"(R),(E),(*)",598 Marshall,Restaurant,Memphis,TN,NA,1989,NA,,6/30/2022 2:36pm,"598 Marshall, Memphis, TN",-90.0401459,35.141343,"598 marshall ave, memphis, tn 38103, usa",Geocoded
5108,Gay Switchboard,(7pm to 1am daily) (901) 726-GAYY,,,Hotline,Memphis,TN,checked,1989,NA,,2/22/2023 12:15pm,", TN",-90.04898,35.149534,unclear_coded_by_hand,General Coordinates Used
5109,Gaze,(Publication),,"P.O. Box 3038,38173",Publication,Memphis,TN,checked,1989,NA,,2/22/2023 12:16pm,"P.O. Box 3038,38173, TN",-90.04898,35.149534,unclear_coded_by_hand,General Coordinates Used
5110,George's Disco,(Disco) (Sun.T-D) (Patio),(S),600 Marshall,Bars/Clubs,Memphis,TN,NA,1989,NA,,6/30/2022 2:36pm,"600 Marshall, Memphis, TN",-90.0401279,35.1412672,"600 marshall ave, memphis, tn 38103, usa",Geocoded
5111,J-Wag's Bar,(24 hrs.) (Something for everyone),"BYOB,(WE),(*),(R)",1268 Madison,"Restaurant,Bars/Clubs",Memphis,TN,NA,1989,NA,,6/30/2022 2:37pm,"1268 Madison, Memphis, TN",-90.0188527,35.1392495,"1268 madison ave, memphis, tn 38104, usa",Geocoded
5112,M.C.C.,(901)324-1769,(MCC),,Religious Institution,Memphis,TN,checked,1989,NA,,2/22/2023 12:16pm,", TN",-90.04898,35.149534,unclear_coded_by_hand,General Coordinates Used
5113,Memphis Gay Coalition,,,"P.O. Box 3038, 38173",Organization,Memphis,TN,checked,1989,NA,,2/22/2023 12:17pm,"P.O. Box 3038, 38173, TN",-90.04898,35.149534,unclear_coded_by_hand,General Coordinates Used
5114,Men of Leather,(Leather goods),,1266 Madison,Business,Memphis,TN,NA,1989,NA,,6/30/2022 2:37pm,"1266 Madison, Memphis, TN",-90.0189296,35.1394577,"1266 madison ave, memphis, tn 38104, usa",Geocoded
5115,Paris Adult Entertainment Center,(Cruisy),,2432 Summer Ave.,"Erotic Shop,Cruising Areas",Memphis,TN,NA,1989,NA,,6/30/2022 2:37pm,"2432 Summer Ave., Memphis, TN",-89.9779303,35.151025,"2432 summer ave, memphis, tn 38112, usa",Geocoded
5116,Pendulum Dance Hall,(Disco) (Some L),"(S),(L),BYOB,(*)",92 N. Avalon,Bars/Clubs,Memphis,TN,NA,1989,NA,,6/30/2022 2:35pm,"92 N. Avalon, Memphis, TN",-90.0067229,35.1404901,"92 n avalon st, memphis, tn 38104, usa",Geocoded
5117,Overton Park,(Hustlers),"Cruisy Area,(AYOR)",,Cruising Areas,Memphis,TN,checked,1989,NA,,2/22/2023 2:52pm,", TN",-89.988516,35.14619,unclear_coded_by_hand,Found
5118,Overton Square nr. Playhouse,,Cruisy Area,,Cruising Areas,Memphis,TN,checked,1989,NA,,2/22/2023 2:52pm,", TN",-89.988516,35.14619,unclear_coded_by_hand,Found
5119,Holiday Inn,,"(D),(YC),(M)",,Bars/Clubs,Murpheesboro,TN,checked,1989,NA,I-24 exit 96,2/22/2023 2:54pm,", TN",-86.39027,35.845621,unclear_coded_by_hand,General Coordinates Used
5120,M.T.S.U. -Univ. Center,,Cruisy Area,,Cruising Areas,Murpheesboro,TN,checked,1989,NA,,2/22/2023 2:55pm,", TN",-86.370609,35.843628,unclear_coded_by_hand,Found
5121,Old Fort Park,,Cruisy Area,,Cruising Areas,Murpheesboro,TN,checked,1989,NA,,2/22/2023 2:55pm,", TN",-86.102692,35.486248,unclear_coded_by_hand,Found
5122,Cabaret,(Disco) (Some YC),"(S),(YC),(WE),(*),(V)",1711 Hayes St.,Bars/Clubs,Nashville,TN,NA,1989,NA,,6/30/2022 2:37pm,"1711 Hayes St., Nashville, TN",-86.7958648,36.1541217,"1711 hayes st, nashville, tn 37203, usa",Geocoded
5123,Carousel Book Store,(Sleazy),(OC),5606 Charlotte,Book Store,Nashville,TN,NA,1989,NA,,6/30/2022 2:38pm,"5606 Charlotte, Nashville, TN",-86.8587377,36.1499482,"5606 charlotte pike, nashville, tn 37209, usa",Geocoded
5124,Chute,(Cruisy) (Levi),"(PT),(C&W),(*)",2535 Franklin Rd.,"Bars/Clubs,Cruising Areas",Nashville,TN,NA,1989,NA,,6/30/2022 2:37pm,"2535 Franklin Rd., Nashville, TN",-86.8329972,35.9733963,"2535 franklin rd, brentwood, tn 37027, usa",Geocoded
5125,Classic Art,(Books),,2702 Dickerson Rd.,Book Store,Nashville,TN,NA,1989,NA,,6/30/2022 2:37pm,"2702 Dickerson Rd., Nashville, TN",-86.7640126,36.2159159,"2702 dickerson pike, nashville, tn 37207, usa",Geocoded
5126,Crazy Cowboy,(Beer),(E),2311 Franklin Rd.,Bars/Clubs,Nashville,TN,NA,1989,NA,,6/30/2022 2:37pm,"2311 Franklin Rd., Nashville, TN",-86.8329972,35.9733963,"2311 franklin rd, brentwood, tn 37027, usa",Geocoded
5127,Crystal Pistol,,"(PT),(N)",1715 Church St.,Bars/Clubs,Nashville,TN,NA,1989,NA,,6/30/2022 2:37pm,"1715 Church St., Nashville, TN",-86.7963427,36.155266,"1715 church st, nashville, tn 37203, usa",Geocoded
5128,Gaslight,(Piano bar),,167 1/2 8th Ave. N.,Bars/Clubs,Nashville,TN,NA,1989,NA,,6/30/2022 2:35pm,"167 1/2 8th Ave. N., Nashville, TN",-86.7812557,36.1568215,"167 8th ave s, nashville, tn 37203, usa",Geocoded
5129,Juanita's,(Beer) (Patio),"(*),(R),(N)",1700 4th Ave. S.,"Restaurant,Bars/Clubs",Nashville,TN,NA,1989,NA,,6/30/2022 2:37pm,"1700 4th Ave. S., Nashville, TN",-86.7599228,36.1374946,"1700 4th ave s, nashville, tn 37210, usa",Geocoded
5130,Jungle Lounge,(Beer),(S),306 4th Ave. S.,Bars/Clubs,Nashville,TN,NA,1989,NA,,6/30/2022 2:36pm,"306 4th Ave. S., Nashville, TN",-86.7748746,36.1580722,"306 4th ave s, nashville, tn 37201, usa",Geocoded
5131,M.C.C.,,(MCC),131 15th Ave. N.,Religious Institution,Nashville,TN,NA,1989,NA,,6/30/2022 2:35pm,"131 15th Ave. N., Nashville, TN",-86.7923187,36.1568092,"131 15th ave n, nashville, tn 37203, usa",Geocoded
5132,New Attitude,,"(PE),(N)",1803 Church St.,Bars/Clubs,Nashville,TN,NA,1989,NA,,6/30/2022 2:37pm,"1803 Church St., Nashville, TN",-86.7977,36.1547126,"1803 church st, nashville, tn 37203, usa",Geocoded
5133,Purple Onion Book Store,,,,"Book Store,Cruising Areas",Nashville,TN,checked,1989,NA,Thompson Lane & Nollensville,2/22/2023 2:56pm,", TN",-86.745188,36.110927,unclear_coded_by_hand,Found
5134,Savage House,,(B&B),167 8th Ave. N.,For review,Nashville,TN,checked,1989,NA,,2/22/2023 2:58pm,"167 8th Ave. N., TN",-86.759078,36.175785,unclear_coded_by_hand,Found
5135,Town House,,"(R),(M)",165 8th Ave. N.,Restaurant,Nashville,TN,NA,1989,NA,,6/30/2022 2:35pm,"165 8th Ave. N., Nashville, TN",-86.781259,36.1568267,"165 8th ave s, nashville, tn 37203, usa",Geocoded
5136,Victor Victoria's,(Hustlers),(RT),111 8th Ave. N.,Bars/Clubs,Nashville,TN,NA,1989,NA,,6/30/2022 2:35pm,"111 8th Ave. N., Nashville, TN",-86.7818443,36.1585216,"111 8th ave s, nashville, tn 37203, usa",Geocoded
5137,Warehouse 28,(Disco) (Some L),"(*),(YC),(S),(L)",2529 Franklin Rd.,Bars/Clubs,Nashville,TN,NA,1989,NA,,6/30/2022 2:37pm,"2529 Franklin Rd., Nashville, TN",-86.8329972,35.9733963,"2529 franklin rd, brentwood, tn 37027, usa",Geocoded
5138,World's End,,"(YC),(R),(M)",1713 Church,Restaurant,Nashville,TN,NA,1989,NA,,6/30/2022 2:37pm,"1713 Church, Nashville, TN",-86.7816016,36.1626638,"nashville, tn, usa",Geocoded
5139,Cedar Hill Park nr. tennis courts,,"Cruisy Area,(AYOR)",,Cruising Areas,Nashville,TN,checked,1989,NA,,2/22/2023 2:55pm,", TN",-86.747171,36.27063,unclear_coded_by_hand,Found
5140,Centennial Park nr. the lake,,"Cruisy Area,(AYOR)",,Cruising Areas,Nashville,TN,checked,1989,NA,,2/22/2023 2:55pm,", TN",-86.747171,36.27063,unclear_coded_by_hand,Found
5141,Edwin Warner Park-Hwy 100,,"Cruisy Area,(AYOR)",,Cruising Areas,Nashville,TN,checked,1989,NA,,2/22/2023 2:55pm,", TN",-86.904129,36.049995,unclear_coded_by_hand,Found
5142,Hickory Hollow Mall,(Sears),"Cruisy Area,(AYOR)",,Cruising Areas,Nashville,TN,checked,1989,NA,,2/22/2023 2:55pm,", TN",-86.656231,36.051165,unclear_coded_by_hand,Found
5143,Lee Valley Farm,(Bunkhouse) (Mountain retreat) (615)272-4068,"(P),(H)","Rt. 9, Box 223, 37858",Hotel,Rogersville,TN,checked,1989,NA,,2/22/2023 2:59pm,"Rt. 9, Box 223, 37858, TN",-83.005442,36.407317,unclear_coded_by_hand,General Coordinates Used
5144,Exodus M.C.C.,(915)673-2500,(MCC),904 Walnut,Religious Institution,Abilene,TX,NA,1989,NA,,6/30/2022 2:36pm,"904 Walnut, Abilene, TX",-99.7310696,32.4595928,"904 walnut st, abilene, tx 79601, usa",Geocoded
5145,'Rest Stop' E. on I-20,,Cruisy Area,,Cruising Areas,Abilene,TX,checked,1989,NA,,2/22/2023 2:59pm,", TX",-99.733144,32.448736,unclear_coded_by_hand,General Coordinates Used
5146,Rose Park,,"Cruisy Area,(AYOR)",,Cruising Areas,Abilene,TX,checked,1989,NA,,2/22/2023 2:59pm,", TX",-99.753885,32.44224,unclear_coded_by_hand,Found
5147,Truck Stop-W. on I-20,,Cruisy Area,,Cruising Areas,Abilene,TX,checked,1989,NA,,2/22/2023 2:59pm,", TX",-99.733144,32.448736,unclear_coded_by_hand,General Coordinates Used
5148,Alexanders,,"(N),(M)",1219 W. 10th St.,Bars/Clubs,Amarillo,TX,NA,1989,NA,,6/30/2022 2:37pm,"1219 W. 10th St., Amarillo, TX",-101.3911133,35.3466691,"1219 w 10th st, panhandle, tx 79068, usa",Geocoded
5149,Grand St. Adult Theater & Bookstore,"(Some YC, W) (Cruisy)","(M),(W),(YC)",903 S. Grand,"Book Store,Theatre,Cruising Areas",Amarillo,TX,NA,1989,NA,,6/30/2022 2:36pm,"903 S. Grand, Amarillo, TX",-101.7949881,35.2017242,"903 s grand st, amarillo, tx 79104, usa",Geocoded
5150,M.C.C.,,(MCC),2123 S. Polk St.,Religious Institution,Amarillo,TX,NA,1989,NA,,6/30/2022 2:37pm,"2123 S. Polk St., Amarillo, TX",-101.8402566,35.1895234,"2123 s polk st, amarillo, tx 79109, usa",Geocoded
5151,Maggie's,(Some L) (Disco) (WE*),"(L),(PT),(S),(WE),(*)",1515 S. Harrison,Bars/Clubs,Amarillo,TX,NA,1989,NA,,6/30/2022 2:37pm,"1515 S. Harrison, Amarillo, TX",-101.8411098,35.1981341,"1515 s harrison st, amarillo, tx 79101, usa",Geocoded
5152,Ritz,(Cruisy) (Levi),"(PT),(*),(C&W)",323 W. 10th Ave.,"Bars/Clubs,Cruising Areas",Amarillo,TX,NA,1989,NA,,6/30/2022 2:36pm,"323 W. 10th Ave., Amarillo, TX",-101.8370356,35.224108,"323 nw 10th ave, amarillo, tx 79107, usa",Geocoded
5153,"'Rest Stop' on I-40, 20 mi. E.",,Cruisy Area,,Cruising Areas,Amarillo,TX,checked,1989,NA,,2/22/2023 3:00pm,", TX",-101.831297,35.221997,unclear_coded_by_hand,General Coordinates Used
5154,Amarillo College,Chemistry Bldg. (2nd floor),Cruisy Area,,Cruising Areas,Amarillo,TX,checked,1989,NA,,2/22/2023 3:00pm,", TX",-101.847966,35.188794,unclear_coded_by_hand,Found
5155,Amarillo College,Student Union,Cruisy Area,,Cruising Areas,Amarillo,TX,checked,1989,NA,,2/22/2023 3:00pm,", TX",-101.847966,35.188794,unclear_coded_by_hand,Found
5156,Elwood Park,,Cruisy Area,,Cruising Areas,Amarillo,TX,checked,1989,NA,,2/22/2023 3:00pm,", TX",-101.845944,35.20238,unclear_coded_by_hand,Found
5157,I-40 & Coulter,,Cruisy Area,,Cruising Areas,Amarillo,TX,checked,1989,NA,,2/22/2023 3:02pm,", TX",-101.920346,35.186568,unclear_coded_by_hand,General Coordinates Used
5158,"The bushes-Eakle Park, Polk & 29th",,Cruisy Area,,Cruising Areas,Amarillo,TX,checked,1989,NA,,2/24/2023 10:10pm,", TX",-101.831297,35.221997,unclear_coded_by_hand,General Coordinates Used
5159,Union 76 Truck Stop,,"Cruisy Area,(AYOR)",,Cruising Areas,Amarillo,TX,checked,1989,NA,,2/24/2023 10:10pm,", TX",-101.831297,35.221997,unclear_coded_by_hand,General Coordinates Used
5160,Westgate Mall,,Cruisy Area,,Cruising Areas,Amarillo,TX,checked,1989,NA,,2/24/2023 10:10pm,", TX",-101.831297,35.221997,unclear_coded_by_hand,General Coordinates Used
5161,Apartment,(Cruisy) ('Hot' Patio),"(*),(PT)",2828 Rio Grande,"Bars/Clubs,Cruising Areas",Austin,TX,NA,1989,NA,,6/30/2022 2:37pm,"2828 Rio Grande, Austin, TX",-97.744259,30.2957223,"2828 rio grande st, austin, tx 78705, usa",Geocoded
5162,Badlands,(Cruisy) (Levi),(D),113 San Jacinto,"Bars/Clubs,Cruising Areas",Austin,TX,NA,1989,NA,,6/30/2022 2:35pm,"113 San Jacinto, Austin, TX",-97.7418229,30.2632452,"113 san jacinto blvd, austin, tx 78701, usa",Geocoded
