"title","status","description","streetaddress","city","Year","state","amenityfeatures","type","notes","unclear_address","full.address","lon","lat","geoAddress"
"Beach opp. City Hall","General City Coordinates Used","","","Redondo Beach",1979,"CA","Cruisy Area","Cruising Areas","",NA,NA,NA,NA,NA
"Galleon Room","Found","(Sometimes open, sometimes closed) ","500 blk. of 'E' St. betw. 5th & 6th","San Bernardino",1979,"CA","(PT) - Pool Table","Bars/Clubs","",NA,NA,NA,NA,NA
"Canyon Room","Found","(Sherman Oaks)","13625 Moorpark at Woodman","Sherman Oaks",1979,"CA","(D) - Dancing","Restaurant,Bars/Clubs","",NA,NA,NA,NA,NA
"Selma Ave.","Found","nr. Y.M.C.A- (HOT) (Sure suicide)","","Hollywood",1979,"CA","Cruisy Area","Cruising Areas","",NA,NA,NA,NA,NA
"Aquatic Park","Found","Campers & vans","","Berkeley",1979,"CA","Cruisy Area","Cruising Areas","",NA,NA,NA,NA,NA
"Pacific Beach ","Found","nr. Diamond
","","San Diego ",1979,"CA","Cruisy Area","Cruising Areas","",NA,NA,NA,NA,NA
"Taste of Leathers","Found","(Leather & erotica) Upstairs at Febe's","11th & Folsom Sts.","San Francisco",1979,"CA","(*) - Very popular","Business","",NA,NA,NA,NA,NA
"Radio Park","Found","1st and Clinton","","Fresno ",1979,"CA","Cruisy Area","Cruising Areas","",NA,NA,NA,NA,NA
"Balboa Park","Found","","","San Diego ",1979,"CA","Cruisy Area","Cruising Areas","",NA,NA,NA,NA,NA
"Paradise Beach","Found","on American River","","Sacramento ",1979,"CA","Cruisy Area","Cruising Areas","",NA,NA,NA,NA,NA
"Alameda Plaza","Found","","","Santa Barbara",1979,"CA","Cruisy Area","Cruising Areas","",NA,NA,NA,NA,NA
"'Rest Stop'","General City Coordinates Used","US 101, N. of Malibu","","Santa Monica",1979,"CA","Cruisy Area","Cruising Areas","",NA,NA,NA,NA,NA
"Beach & steps by coast inn","Found","","","Laguna Beach ",1979,"CA","Cruisy Area","Cruising Areas","",NA,NA,NA,NA,NA
"Garfield Park","Found","(AYOR)","","Pomona",1979,"CA","Cruisy Area,(AYOR) -  At Your Own Risk - Dangerous - Usually Fuzz","Cruising Areas","",NA,NA,NA,NA,NA
"Coyote Pt.","Found","Beach & parking lot off US 101 betw. San Mateo & Burlingame","","Redwood City",1979,"CA","Cruisy Area","Cruising Areas","",NA,NA,NA,NA,NA
"Imperial House","Found","(Belmont Shore)","31-33 39th Place (Belmont Shore)","Long Beach",1979,"CA","","Bars/Clubs","",NA,NA,NA,NA,NA
"Diamond Horseshoe","Found","(Disco)(AH-WE)(Liquor)","2523 E. Anaheim ","Wilmington",1979,"CA","(*) - Very popular,(D) - Dancing,(S) - Shows - impersonators or record pantomime acts - often touristy,(AH) - After Hours,(WE) - Weekends","Bars/Clubs","",NA,NA,NA,NA,NA
"Beach Rd. ","Found","then up hill before oil tanks","","San Luis Obispo",1979,"CA","Cruisy Area","Cruising Areas","",NA,NA,NA,NA,NA
"San Diego St. U","Found","Old Library Art Dept. 2nd & 3rd floors","","San Diego ",1979,"CA","Cruisy Area","Cruising Areas","",NA,NA,NA,NA,NA
"Del Paso Park","Found","parking area off Auburn Bl.","","Sacramento ",1979,"CA","Cruisy Area","Cruising Areas","",NA,NA,NA,NA,NA
"Diamond Lil's","Found","","2400 Colonia ","Oxnard",1979,"CA","","Bars/Clubs","",NA,NA,NA,NA,NA
"21st & 'K' Sts. ","Found","","","Bakersfield",1979,"CA","Cruisy Area","Cruising Areas","",NA,NA,NA,NA,NA
"Detour","Found","(Some W, SM) (Liquor) (Cruisy) nr. Sunset Jet.","1087 Manzanita ","Los Angeles ",1979,"CA","(W) - Western or coyboy types,(*) - Very popular,(PT) - Pool Table","Cruising Areas,Bars/Clubs","Check",NA,NA,NA,NA,NA
"Partners","Found","Larkin at Post","","San Francisco",1979,"CA","","Bars/Clubs","",NA,NA,NA,NA,NA
"Weill Park","Found","","26th & 'Q' Sts.","Bakersfield",1979,"CA","Cruisy Area","Cruising Areas","",NA,NA,NA,NA,NA
"L.A.C.C","Found","Da Vinvi Hall-Downstairs T-Room","","Hollywood",1979,"CA","Cruisy Area","Cruising Areas","",NA,NA,NA,NA,NA
"Griffith Park","Found","Sonora & Victory","","Los Angeles ",1979,"CA","Cruisy Area","Cruising Areas","",NA,NA,NA,NA,NA
"Summerland Beach","Found","(HOT)","","Santa Barbara",1979,"CA","Cruisy Area","Cruising Areas","",NA,NA,NA,NA,NA
"Devil's Slide","General City Coordinates Used","'B.A' Beach, S. on Hwy. 1","","San Francisco",1979,"CA","Cruisy Area","Cruising Areas","",NA,NA,NA,NA,NA
"Mission Valley Shopping Center","Found","","","San Diego ",1979,"CA","Cruisy Area","Cruising Areas","",NA,NA,NA,NA,NA
"Orphan Andy's","Found","(R-7a.m to 10 p.m) at Castro & Market
","3991 17th ","San Francisco",1979,"CA","","Restaurant","",NA,NA,NA,NA,NA
"Studio One","Found","(Disco) (E in 'Backlot') (L.A's 'top' super bar) (Cabaret-several bars) betw. Santa Monica & Melrose","652 La Peer","Hollywood",1979,"CA","(*) - Very popular,(YC) - Young and/or collegiate types,(D) - Dancing","Bars/Clubs,Restaurant","",NA,NA,NA,NA,NA
"Mr. R's Adult Book Store","General City Coordinates Used","17 N. Locust & discount showroom -29 N. Locust","17 N. Locust","Long Beach",1979,"CA","(*) - Very popular","Book Store","",NA,NA,NA,NA,NA
"Land's End","Found","","","San Francisco",1979,"CA","(*) - Very popular,Cruisy Area","Cruising Areas","",NA,NA,NA,NA,NA
"Wildcat Book Store","Found","(Open 24 hrs-cruisy arcade) (Military-AYOR)","751 4th Ave.","San Diego ",1979,"CA","(AYOR) -  At Your Own Risk - Dangerous - Usually Fuzz","Cruising Areas,Book Store","",NA,NA,NA,NA,NA
"Hollywood Blvd","Found","walking, hitch-hiking or by car from Highland to Vermont (HOT)","","Hollywood",1979,"CA","Cruisy Area","Cruising Areas","Approximate. Pin in middle of Hollywood between HIghland and Vermont.",NA,NA,NA,NA,NA
"Main St. 'Hustlers'","Found","betw. 4th & 6th Sts.","","Los Angeles ",1979,"CA","Cruisy Area","Cruising Areas","Approximate. Pin in middle of block between 4th and 6th on main.",NA,NA,NA,NA,NA
"'Cruisy jacuzzi'","General City Coordinates Used","","","Palm Springs",1979,"CA","Cruisy Area","Cruising Areas","",NA,NA,NA,NA,NA
"Texaco Truck Stop","General City Coordinates Used","I-10, E. of I-15 E.","","San Bernardino",1979,"CA","Cruisy Area","Cruising Areas","",NA,NA,NA,NA,NA
"Plaza del Mark Park","Found","(HOT)","","Santa Barbara",1979,"CA","Cruisy Area","Cruising Areas","",NA,NA,NA,NA,NA
"Buena Vista Park","Found","","","San Francisco",1979,"CA","Cruisy Area","Cruising Areas","",NA,NA,NA,NA,NA
"Wharf No. 2","Found","","","Monterey",1979,"CA","Cruisy Area","Cruising Areas","",NA,NA,NA,NA,NA
"Shuff'ln Beaver","General City Coordinates Used","(Some G) 3 mi. W. on Hwy. 299","","Redding",1979,"CA","(D) - Dancing,(PT) - Pool Table,""(G) - Girls, but seldom exclusively"",(RT) - 'Raunchy types' - downtown type places - often hustlers","Bars/Clubs","",NA,NA,NA,NA,NA
"Seagull","Found","Lansing & Ukiah","","Mendocino",1979,"CA","(M) - Mixed Crowds - Some Straights","Bars/Clubs,Hotels","",NA,NA,NA,NA,NA
"'F' St. Bookstore","Found","","321 'F' St.","San Diego ",1979,"CA","(*) - Very popular","Book Store","",NA,NA,NA,NA,NA
"Cafe El Taurino","Found","Tijuana, Baja California","","Tijuana",1979,"CA","Cruisy Area","Cruising Areas","",NA,NA,NA,NA,NA
"'Hitch-hikers' ","Found","on US 101 nr. State St. (afternoons)
","","Santa Barbara",1979,"CA","Cruisy Area","Cruising Areas","",NA,NA,NA,NA,NA
"Ringold St. ","Found","","betw. 8th & 9th Sts.","San Francisco",1979,"CA","(W) - Western or coyboy types","Bars/Clubs,Cruising Areas","",NA,NA,NA,NA,NA
"Sequoia Park","Found","T-Rooms","","Eureka",1979,"CA","Cruisy Area","Cruising Areas","",NA,NA,NA,NA,NA
"Lake Tamescal Park & Beach","Found","","","Berkeley",1979,"CA","Cruisy Area","Cruising Areas","",NA,NA,NA,NA,NA
"Cal. State Long Beach","Found","SC1 (2nd & 4th floors), LA5(2nd floor) & FA4 (2nd and 4th floors)","","Long Beach",1979,"CA","Cruisy Area","Cruising Areas","",NA,NA,NA,NA,NA
"Memorial Park","Found","","","Pasadena",1979,"CA","Cruisy Area","Cruising Areas","",NA,NA,NA,NA,NA
"Sebastian's Playhouse","Found","(Theatre reservations necessary)
","","San Clemente",1979,"CA","(M) - Mixed Crowds - Some Straights","Theatre,Restaurant","",NA,NA,NA,NA,NA
"Oriental Garden","Found","(X-rated movies) Yucca at Grace","","Hollywood",1979,"CA","(M) - Mixed Crowds - Some Straights,""(H) - Hotel, motel, or other overnight accomodations""","Hotels","",NA,NA,NA,NA,NA
"Mayfair ('Grayfair') Market","Found","(Open 24 hrs) ","5th and Robinson","San Diego ",1979,"CA","Cruisy Area","Cruising Areas","",NA,NA,NA,NA,NA
"Lake Merrit","Found","","","Oakland",1979,"CA","Cruisy Area","Cruising Areas","",NA,NA,NA,NA,NA
"Belinda Terrace","Found","","408 Pomona Mall West","Pomona",1979,"CA","(OC) - Older/More Mature Crowd","Bars/Clubs","",NA,NA,NA,NA,NA
"Fairmont Park","Found","","","Riverside",1979,"CA","Cruisy Area","Cruising Areas","",NA,NA,NA,NA,NA
"Union 76 Truck Stop","Found","I-10 opp. Ontario Speed-way","","Ontario",1979,"CA","Cruisy Area","Cruising Areas","",NA,NA,NA,NA,NA
"Ruby's","Found","","4th & Brannan","San Francisco",1979,"CA","(M) - Mixed Crowds - Some Straights,(*) - Very popular","Restaurant","",NA,NA,NA,NA,NA
"Pier 54","Found","","China Basin at Pier 54","San Francisco",1979,"CA","(M) - Mixed Crowds - Some Straights","Restaurant","",NA,NA,NA,NA,NA
"Eddie's","Found","Franklin & Tyler","","Monterey",1979,"CA","(M) - Mixed Crowds - Some Straights,""(C) - Coffee, soft drinks and sometimes snacks"",(AH) - After Hours","Restaurant","",NA,NA,NA,NA,NA
"Beau Geste Cinema","Found","","17th & Market at Castro","San Francisco",1979,"CA","","Theatre","",NA,NA,NA,NA,NA
"Oak Park","Found","","","Stockton",1979,"CA","Cruisy Area","Cruising Areas","",NA,NA,NA,NA,NA
"The Oaks","General City Coordinates Used","(Resort & bunkhouse) (Swim pool) Take Carmel Valley Rd. -10.5 mi. from Hwy,1, left at flashing light-(408)-659-3413","","Carmel",1979,"CA","""(H) - Hotel, motel, or other overnight accomodations"",(M) - Mixed Crowds - Some Straights","Hotels","",NA,NA,NA,NA,NA
"Fremont Park","Found","","","Sacramento ",1979,"CA","Cruisy Area","Cruising Areas","",NA,NA,NA,NA,NA
"Echo Park","Found","(HOT)","","Los Angeles ",1979,"CA","Cruisy Area","Cruising Areas","",NA,NA,NA,NA,NA
"Water Garden","Found","(Baths)","1010 The Alameda","San Jose",1979,"CA","","Baths","",NA,NA,NA,NA,NA
"Hideaway","Found","(Pin balls-adj. to Church St. Station) ( Open Days)
","14th & Market","San Francisco",1979,"CA","","Bars/Clubs","",NA,NA,NA,NA,NA
"Central Park","Found","","21st & 'R' Sts.","Bakersfield",1979,"CA","Cruisy Area","Cruising Areas","",NA,NA,NA,NA,NA
"Medusa Book Stores","Found","5462 N. Atlantic & 6039 N. Long Beach Blvd.","5462 N. Atlantic","Long Beach",1979,"CA","(M) - Mixed Crowds - Some Straights","Book Store","",NA,NA,NA,NA,NA
"Monroe","Found","(Disco) (Some G) (WE*)

","5201 W. Rosecrans at San Diego Fwy","Hawthorne",1979,"CA","(D) - Dancing,(*) - Very popular,(WE) - Weekends,""(G) - Girls, but seldom exclusively""","Bars/Clubs,Restaurant","",NA,NA,NA,NA,NA
"Dolores Park","Found","(Hot)","","San Francisco",1979,"CA","Cruisy Area","Cruising Areas","",NA,NA,NA,NA,NA
"Central Park","Found","Fair Oaks & Del Mar","","Pasadena",1979,"CA","Cruisy Area","Cruising Areas","",NA,NA,NA,NA,NA
"Alta Plaza","Found","","Fillmore & Clay Sts.","San Francisco",1979,"CA","(E) - Entertainment,(*) - Very popular","Restaurant","",NA,NA,NA,NA,NA
"'Castro Village'","Found","","Castro St. Betw. 18th & Market","San Francisco",1979,"CA","Cruisy Area","Cruising Areas","",NA,NA,NA,NA,NA
"Eden Square","Found","","","Stockton",1979,"CA","Cruisy Area","Cruising Areas","",NA,NA,NA,NA,NA
"'K' St. Mall","Found","","","Sacramento ",1979,"CA","Cruisy Area","Cruising Areas","",NA,NA,NA,NA,NA
"'Miracle Mile' ","Found","","Folsom St. betw. 6th & 12th Sts.","San Francisco",1979,"CA","Cruisy Area","Cruising Areas","Approximate. Location for the middle of this stretch on Folsom between 6th & 12th.",NA,NA,NA,NA,NA
"Mercantile Saloon","Found","(Cruisy)* 20th & 'L' Sts.
","","Sacramento ",1979,"CA","(*) - Very popular","Cruising Areas,Bars/Clubs","",NA,NA,NA,NA,NA
"Santa Rosa Park","Found","","","San Luis Obispo",1979,"CA","Cruisy Area","Cruising Areas","",NA,NA,NA,NA,NA
"Discovery Park","Found","(Bryte)","","Sacramento ",1979,"CA","Cruisy Area","Cruising Areas","",NA,NA,NA,NA,NA
"'Truck Stop'","General City Coordinates Used","on US 101","","Eureka",1979,"CA","Cruisy Area","Cruising Areas","",NA,NA,NA,NA,NA
"Ganesha Park","Found","(HOT)
","","Pomona",1979,"CA","Cruisy Area","Cruising Areas","",NA,NA,NA,NA,NA
"Strand Theatre","Found","balcony","","San Francisco",1979,"CA","Cruisy Area","Cruising Areas","",NA,NA,NA,NA,NA
"Muscle Beach & Pirates Cove","Found","","","Santa Monica",1979,"CA","Cruisy Area","Cruising Areas","",NA,NA,NA,NA,NA
"Glen's Turkish Baths","Found","(Wilmington)","510 W. Anaheim ","Wilmington",1979,"CA","","Baths","",NA,NA,NA,NA,NA
"Vicinity of City Hall","Found","","","Pasadena",1979,"CA","Cruisy Area","Cruising Areas","",NA,NA,NA,NA,NA
"Ruth Hardy Park","Found","","","Palm Springs",1979,"CA","Cruisy Area","Cruising Areas","",NA,NA,NA,NA,NA
"Park along river","Found","2 blks. E. of Main St. (early evenings)","","Red Bluff",1979,"CA","Cruisy Area","Cruising Areas","",NA,NA,NA,NA,NA
"Lafayette Park","Found","","","San Francisco",1979,"CA","Cruisy Area","Cruising Areas","",NA,NA,NA,NA,NA
"'Rest Stop'","General City Coordinates Used","N. of Goleta, just before tunnel","","Santa Barbara",1979,"CA","Cruisy Area","Cruising Areas","",NA,NA,NA,NA,NA
"Church Street Station","Found","(Breakfast served 24hrs. -cruisy after bars close)
","14th & Market at Church St.","San Francisco",1979,"CA","(*) - Very popular","Cruising Areas,Restaurant","",NA,NA,NA,NA,NA
"'Rest Stop'","General City Coordinates Used","on I-10 betw. Fontana & Rialto (N. side) (HOT)","","San Bernardino",1979,"CA","Cruisy Area","Cruising Areas","",NA,NA,NA,NA,NA
"Granada Park","Found","Clemente at Park","","Alhambra",1979,"CA","Cruisy Area","Cruising Areas","",NA,NA,NA,NA,NA
"Santa Monica Blvd.","Found","'Hitch-hikers' from La Brea to Beverly Hills","","Hollywood",1979,"CA","Cruisy Area","Cruising Areas","Approximate.",NA,NA,NA,NA,NA
"'The Grove'","Found","S. end of Evans Lake
","","Riverside",1979,"CA","Cruisy Area","Cruising Areas","",NA,NA,NA,NA,NA
"'Rest Stop'","Found","on I-280, just N. of Bunker Hill Dr. exit","","Hillsborough",1979,"CA","Cruisy Area","Cruising Areas","",NA,NA,NA,NA,NA
"Del Monte Beach","Found","","","Monterey",1979,"CA","Cruisy Area","Cruising Areas","",NA,NA,NA,NA,NA
"Embarcadero Y.M.C.A","Found","(Not what it once was)","166 The Embarcadero","San Francisco",1979,"CA","(M) - Mixed Crowds - Some Straights,""(H) - Hotel, motel, or other overnight accomodations""","Hotels","",NA,NA,NA,NA,NA
"Cellar","Found","(SomeW, SM) ('wild back room')
","17th & Capp","San Francisco",1979,"CA","(W) - Western or coyboy types","Bars/Clubs","",NA,NA,NA,NA,NA
"Broadway","Found","Plaza to Y.M.C.A.
","","San Diego ",1979,"CA","Cruisy Area","Cruising Areas","",NA,NA,NA,NA,NA
"West St. Beach","General City Coordinates Used","nr. Laguna Royal Motel S. Laguna","","Laguna Beach ",1979,"CA","Cruisy Area","Cruising Areas","",NA,NA,NA,NA,NA
"Dunes & Devereux Beach","Found","","","Santa Barbara",1979,"CA","Cruisy Area","Cruising Areas","",NA,NA,NA,NA,NA
"Club 21","Found","(Many G) (Looks promising) -A","2314 Monument Blvd.","Pleasant Hill",1979,"CA","""(G) - Girls, but seldom exclusively"",(D) - Dancing,(PT) - Pool Table","Bars/Clubs","",NA,NA,NA,NA,NA
"Torry Pines Beach St. Park","Found","Blacks 'B.A' Beach- a half hour walk from parking lot to base of golf course","","San Diego ",1979,"CA","Cruisy Area","Cruising Areas","",NA,NA,NA,NA,NA
"'B.A' Beach","General City Coordinates Used","
on Russian River, 1 1/2 mi. from Mirabelle Park
","","Russian River",1979,"CA","Cruisy Area","Cruising Areas","",NA,NA,NA,NA,NA
"Arthur J's","Found","","Highland & Santa Monica Blvd","Hollywood",1979,"CA","(M) - Mixed Crowds - Some Straights,""(C) - Coffee, soft drinks and sometimes snacks"",(AH) - After Hours","Restaurant","",NA,NA,NA,NA,NA
"Redding River Park","Found","","","Redding",1979,"CA","Cruisy Area","Cruising Areas","",NA,NA,NA,NA,NA
"San Gregorio","Found","'B.A.' Beach S. on Hwy. 1","","San Francisco",1979,"CA","(*) - Very popular,Cruisy Area","Cruising Areas","",NA,NA,NA,NA,NA
"Carousel Restaurant","Found","T-Room-Arden Fair Shopping Center
","","Sacramento ",1979,"CA","Cruisy Area","Cruising Areas","",NA,NA,NA,NA,NA
"Adult Book Stores","Found","4304 N. Blackstone & 3601 Ventura","4304 N. Blackstone","Fresno ",1979,"CA","(*) - Very popular","Book Store","",NA,NA,NA,NA,NA
"Barnsdale Park","Found","(HOT)","","Hollywood",1979,"CA","Cruisy Area","Cruising Areas","",NA,NA,NA,NA,NA
"Tyke's","Found","(Highland Park)","4306 N. Figueroa","Los Angeles ",1979,"CA","","Bars/Clubs","",NA,NA,NA,NA,NA
"Sandbox","Found","","153 Santa Rosa","Oxnard",1979,"CA","","Bars/Clubs","",NA,NA,NA,NA,NA
"Club Baths of San Francisco","Found","","8th & Howard","San Francisco",1979,"CA","(*) - Very popular","Baths","",NA,NA,NA,NA,NA
"'Hitch-hikers' ","Found","on Coast Hwy. from Myrtle St. to Bluebird Canyon Rd.","","Laguna Beach ",1979,"CA","Cruisy Area","Cruising Areas","",NA,NA,NA,NA,NA
"Old Town Bar & Grille","General City Coordinates Used","","2nd St. (Old Town Eureka) ","Eureka",1979,"CA","(M) - Mixed Crowds - Some Straights,""(G) - Girls, but seldom exclusively"",(D) - Dancing,(HIP) - Heads frequent","Restaurant,Bars/Clubs","General coordinates for Old Town Eureka. ",NA,NA,NA,NA,NA
"West Hollywood","Found","'Boys Town' area off Santa Monica Blvd. nr. Rascals & Studio One
","","Hollywood",1979,"CA","Cruisy Area","Cruising Areas","",NA,NA,NA,NA,NA
"S.J. State U. ","Found","Journalism Bldg. & Library (3rd floor T-Room)","","San Jose",1979,"CA","Cruisy Area","Cruising Areas","",NA,NA,NA,NA,NA
"Bla Bla Cafe","Found","(Some G) (Studio City)","12446 Ventura Bl.","Studio City",1979,"CA","(S) - Shows - impersonators or record pantomime acts - often touristy,""(G) - Girls, but seldom exclusively""","Restaurant","",NA,NA,NA,NA,NA
"Sukker's Liquors","Found","","Pine & Polk Sts.","San Francisco",1979,"CA","","Bars/Clubs","",NA,NA,NA,NA,NA
"'The Strip'","Found","Market St. from Van Ness to Castro 'Hitch-hikers' or by car","","San Francisco",1979,"CA","Cruisy Area","Cruising Areas","Approximate. Location for the middle of this stretch from Van Ness to Castro.",NA,NA,NA,NA,NA
"S.F State U","Found","Library & Creative Arts Bldg.","","San Francisco",1979,"CA","Cruisy Area","Cruising Areas,Organizations","",NA,NA,NA,NA,NA
"Stanford Shopping Mall","Found","","","Palo Alto",1979,"CA","Cruisy Area","Cruising Areas","",NA,NA,NA,NA,NA
"Art Museum ","Found","","","Long Beach",1979,"CA","(AYOR) -  At Your Own Risk - Dangerous - Usually Fuzz,Cruisy Area","Cruising Areas","",NA,NA,NA,NA,NA
"Granada Beach & parking lot","Found","(HOT)","","Long Beach",1979,"CA","(AYOR) -  At Your Own Risk - Dangerous - Usually Fuzz,Cruisy Area","Cruising Areas","",NA,NA,NA,NA,NA
"Jock's","Found","(Disco) (Should be a winner)","1035 S. Saratoga-Sunnyvale Rd.","San Jose",1979,"CA","(YC) - Young and/or collegiate types,(D) - Dancing","Bars/Clubs","",NA,NA,NA,NA,NA
"Club","Found","(Liquor) (Sun. brunch) ('Mixed bag') ","Kettner & Laurel","San Diego ",1979,"CA","(*) - Very popular","Bars/Clubs","",NA,NA,NA,NA,NA
"Beach","Found","nr. end of N. 10th & Richards at jet. of American & Sacramento Rivers
","","Sacramento ",1979,"CA","Cruisy Area","Cruising Areas","",NA,NA,NA,NA,NA
"Caravan","Found","(Latins) Greyhound Bus Depot","Gabilon & Salinas","Salinas",1979,"CA","(M) - Mixed Crowds - Some Straights,(RT) - 'Raunchy types' - downtown type places - often hustlers","Bars/Clubs","",NA,NA,NA,NA,NA
"Lloyd's","General City Coordinates Used","(Bar only-late) ","Hwy. 30. 6 mi. from Arrowhead","Running Springs",1979,"CA","(M) - Mixed Crowds - Some Straights","Restaurant,Bars/Clubs","",NA,NA,NA,NA,NA
"Seawall","Found","","","San Francisco",1979,"CA","Cruisy Area","Cruising Areas","",NA,NA,NA,NA,NA
"Courthouse Park","Found","","","Fresno ",1979,"CA","Cruisy Area","Cruising Areas","",NA,NA,NA,NA,NA
"Medusa Book Stores","Found","5462 N. Atlantic & 6039 N. Long Beach Blvd.","6039 N. Long Beach Blvd.","Long Beach",1979,"CA","(M) - Mixed Crowds - Some Straights","Book Store","",NA,NA,NA,NA,NA
"Mr. R's Adult Book Store","General City Coordinates Used","17 N. Locust & discount showroom -29 N. Locust","29 N. Locust","Long Beach",1979,"CA","(*) - Very popular","Book Store","",NA,NA,NA,NA,NA
"Adult Book Stores","Found","4304 N. Blackstone & 3601 Ventura","3601 Ventura","Fresno ",1979,"CA","(*) - Very popular","Book Store","",NA,NA,NA,NA,NA
