"title","status","description","streetaddress","notes","city","state","amenityfeatures","type","Year","unclear_address","full.address","lon","lat","geoAddress"
"Riviera Beach ","Found","","","","West Palm Beach","FL","Cruisy Area","Cruising Areas",1977,NA,NA,NA,NA,NA
"Palm Beach Mall ","Found","","","","West Palm Beach","FL","Cruisy Area","Cruising Areas",1977,NA,NA,NA,NA,NA
"Turf West","Found","","823 Belvedere","","West Palm Beach","FL","(YC),(D),(*)","Bars/Clubs",1975,NA,NA,NA,NA,NA
"The Bar","Found","","700 or 800 block on S. Dixie Hwy.","Coordinates for 700 S. Dixie Hwy.","West Palm Beach","FL","(*)","Bars/Clubs",1975,NA,NA,NA,NA,NA
"Riviera Beach","Found","","","","West Palm Beach","FL","Cruisy Area","Cruising Areas",1975,NA,NA,NA,NA,NA
"Palm Beach Mall","Found","","","","West Palm Beach","FL","Cruisy Area","Cruising Areas",1975,NA,NA,NA,NA,NA
"Riviera Beach   ","Found","(Air Force ‘B.A.’) ","","","West Palm Beach","FL","Cruisy Area","Cruising Areas",1978,NA,NA,NA,NA,NA
"Palm Beach mall   ","Found","","","","West Palm Beach","FL","Cruisy Area","Cruising Areas",1978,NA,NA,NA,NA,NA
"Citadel","Found","(Disco)(Some Ladies, Blacks)","59th & Broadway","","West Palm Beach","FL","(L),(D),(YC),(B),(W),(*)","Bars/Clubs",1980,NA,NA,NA,NA,NA
"Wayside park at foot of Bay Bridge (Hwy 89)","Found","","","","Pensacola","FL","Cruisy Area","Cruising Areas",1974,NA,NA,NA,NA,NA
"Wayside Park at foot of Bay Bridge ","Found","(US 98)","","","Pensacola","FL","Cruisy Area,(AYOR)","Bars/Clubs",1979,NA,NA,NA,NA,NA
"Bath House opp. Pensacola Beach T-Room","General City Coordinates Used","","","","Pensacola","FL","Cruisy Area","Cruising Areas,Baths",1979,NA,NA,NA,NA,NA
"Bill’s News Stand ","Found","San Carlos Hotel ","1 North Palafox Street","See https://en.wikipedia.org/wiki/San_Carlos_Hotel_(Pensacola,_Florida)","Pensacola","FL","","Hotels,Book Store",1973,NA,NA,NA,NA,NA
"Wayside Park at foot of Bay Bridge","Found","(U.S. Hwy. 89)","","","Pensacola","FL","Cruisy Areas","Cruising Areas",1973,NA,NA,NA,NA,NA
"Wayside Park at foot of Bay Bridge ","Found","(U.S. Highway 89) ","","","Pensacola","FL","Cruisy Area,(AYOR)","Cruising Areas",1977,NA,NA,NA,NA,NA
"Yum Yum Tree Annex","Found","(Summers only)","Villa de Luna - Penascola Beach","","Pensacola","FL","","Bars/Clubs",1975,NA,NA,NA,NA,NA
"Wayside Park at foot of Bay Bridge","Found","(U.S. Hwy. 89)","","","Pensacola","FL","Cruisy Area","Cruising Areas",1975,NA,NA,NA,NA,NA
"Chat & Chew ","General City Coordinates Used","","So. Palafox nr. Main ","","Pensacola","FL","(M),(R),(C),(AH)","Restaurant",1978,NA,NA,NA,NA,NA
"Wayside Park at foot of Bay Bridge ","Found","(US Hwy. 98)","","","Pensacola","FL","Cruisy Area,(AYOR)","Cruising Areas",1978,NA,NA,NA,NA,NA
"Wayside Park","Found","at foot of bay bridge (US 98)","","","Pensacola","FL","Cruisy Area,(AYOR)","Cruising Areas",1980,NA,NA,NA,NA,NA
"Beach on Santa Rosa Island","General City Coordinates Used","3 miles east of Navarre Beach","","","Pensacola","FL","Cruisy Area","Cruising Areas",1980,NA,NA,NA,NA,NA
"Bath House opposite Pensacola Beach T-Room","General City Coordinates Used","","","","Pensacola","FL","Cruisy Area","Cruising Areas,Baths",1980,NA,NA,NA,NA,NA
"Skyway Birdge Park","Found","","","","St. Petersburg","FL","Cruisy Area","Cruising Areas",1974,NA,NA,NA,NA,NA
"Skyway Bridge Park ","Found","","","","St. Petersburg","FL","Cruisy Area","Cruising Areas",1979,NA,NA,NA,NA,NA
"Bayshore Dr. – from 2nd to Vinay Park ","Found","","","","St. Petersburg","FL","Cruisy Area","Cruising Areas",1979,NA,NA,NA,NA,NA
"Maximo Park ","Found","","","","St. Petersburg","FL","Cruisy Area","Cruising Areas",1979,NA,NA,NA,NA,NA
"Skyway Bridge Park","Found","","","","St. Petersburg","FL","Cruisy Areas","Cruising Areas",1973,NA,NA,NA,NA,NA
"Skyway Bridge Park","Found","","","","St. Petersburg","FL","Cruisy Area","Cruising Areas",1976,NA,NA,NA,NA,NA
"Sherwood","Found","(Some SM, W)","At new bar in rear 7 North 1st Street","","St. Petersburg","FL","(*)","Bars/Clubs",1977,NA,NA,NA,NA,NA
"Bayshore Drive from 2nd to Vinay Park ","Found","","","","St. Petersburg","FL","Cruisy Area,(HOT)","Cruising Areas",1977,NA,NA,NA,NA,NA
"Skyway Bridge Park ","Found","","","","St. Petersburg","FL","Cruisy Area","Cruising Areas",1977,NA,NA,NA,NA,NA
"Wedgewood Inn ","Found","(New super complex has made a big impact on the whole area – includes H – apartments, 3 dining rooms, gym, game room, piano bar, & (YC) (Some G) (Disco) (D) ($2.00 minimum – WE) ","1701 4th Street at 18th Avenue South  ","","St. Petersburg","FL","(*)","Hotels,Bars/Clubs",1977,NA,NA,NA,NA,NA
"Skyway Bridge Park","Found","","","","St. Petersburg","FL","Cruisy Area","Cruising Areas",1975,NA,NA,NA,NA,NA
"Skyway Bridge Park ","Found","","","","St. Petersburg","FL","Cruisy Area","Cruising Areas",1978,NA,NA,NA,NA,NA
"Maximo Park ","Found","","","","St. Petersburg","FL","Cruisy Area","Cruising Areas",1978,NA,NA,NA,NA,NA
"Bayshore Dr. - from 2nd to Vinay Park ","Found","","","","St. Petersburg","FL","Cruisy Area","Cruising Areas",1978,NA,NA,NA,NA,NA
"Sand Box","Found","","","","Sarasota","FL","(YC),(S),(D),(R),(*)","Bars/Clubs,Restaurant",1974,NA,NA,NA,NA,NA
"Cork n' Kettle","Found","","","","Sarasota","FL","","Bars/Clubs",1971,NA,NA,NA,NA,NA
"Huricane","Found","","","","Sarasota","FL","(M)","Bars/Clubs",1969,NA,NA,NA,NA,NA
"Hurricane","Found","","","","Sarasota","FL","(M)","Bars/Clubs",1968,NA,NA,NA,NA,NA
"Ryan’s Someplace Else South ","Found","(Disco) (Cruisy) ","3140 N. Tamiami Trail at 32nd St. ","","Sarasota","FL","(*),(YC),(D)","Bars/Clubs",1979,NA,NA,NA,NA,NA
"Huricane","Found","","Main & Palm","","Sarasota","FL","(M)","Bars/Clubs",1970,NA,NA,NA,NA,NA
"Sarabar","General City Coordinates Used","","Sarasota Hotel, Main St","","Sarasota","FL","(M),(PE)","Bars/Clubs",1970,NA,NA,NA,NA,NA
"No. Lido Beach","Found","","","Approximate","Sarasota","FL","Cruisy Area","Cruising Areas",1978,NA,NA,NA,NA,NA
"Ryan's Someplace Else So.","Found","(Cruisy)","3140 N. Tamiami Trail at 32nd St.","","Sarasota","FL","(D),(*),(YC)","Bars/Clubs,Cruising Areas",1980,NA,NA,NA,NA,NA
"Elsewhere","Found","","","","Tallahassee","FL","(YC),(*)","Bars/Clubs",1974,NA,NA,NA,NA,NA
"Long Branch ","General City Coordinates Used","","","","Tallahassee","FL","","Bars/Clubs",1969,NA,NA,NA,NA,NA
"Long Branch","General City Coordinates Used","","","","Tallahassee","FL","(*)","Bars/Clubs",1968,NA,NA,NA,NA,NA
"Florida St. U. – Bellomy Bldg. basement ","Found"," ","","","Tallahassee","FL","Cruisy Area,(HOT)","Bars/Clubs",1979,NA,NA,NA,NA,NA
"Red Bear Tavern","Found","","Call at Monroe","","Tallahassee","FL","(*)","Bars/Clubs",1972,NA,NA,NA,NA,NA
"Elsewehere","Found","","W. Gaines & Macomb","","Tallahassee","FL","(YC),(*)","Bars/Clubs",1973,NA,NA,NA,NA,NA
"Florida St. U. - 3rd floor Library T-Rooms","Found"," ","","","Tallahassee","FL","Cruisy Area,(HOT)","Bars/Clubs",1979,NA,NA,NA,NA,NA
"Florida St. U. – Also Union Bldg. T -Room","Found"," ","","","Tallahassee","FL","Cruisy Area,(HOT)","Bars/Clubs",1979,NA,NA,NA,NA,NA
"Long Beach Bar","General City Coordinates Used","","W. Tennessee St.","","Tallahassee","FL","","Bars/Clubs",1970,NA,NA,NA,NA,NA
"Florida State U. - Union","Found","","","","Tallahassee","FL","Cruisy Area","Cruising Areas",1976,NA,NA,NA,NA,NA
"Florida State University – Union Bldg. ","Found","","","","Tallahassee","FL","Cruisy Area","Cruising Areas",1977,NA,NA,NA,NA,NA
"Florida State U. - Union Building T-Room","Found","","","","Tallahassee","FL","Cruisy Area","Cruising Areas",1978,NA,NA,NA,NA,NA
"Tallahassee Mall T-Rooms","Found","(Weekday evenings)","","For a history of the mall see: ","Tallahassee","FL","Cruisy Area","Cruising Areas",1980,NA,NA,NA,NA,NA
"Rest Stop","General City Coordinates Used","10 miles nort of I-10 on US 319 ","","","Tallahassee","FL","Cruisy Area,(OC)","Cruising Areas",1980,NA,NA,NA,NA,NA
"Florida St. U.- Bellemy Bldg.","Found","basement, 3rd floor Library","","","Tallahassee","FL","Cruisy Area","Cruising Areas",1980,NA,NA,NA,NA,NA
"Post Office T-Rooms","General City Coordinates Used","","","","Tallahassee","FL","Cruisy Area,(*)","Cruising Areas",1980,NA,NA,NA,NA,NA
"Tampa Municipal Beach","Found","","","","Tampa","FL","Cruisy Area","Cruising Areas",1974,NA,NA,NA,NA,NA
"Ballast Point","Found","","","","Tampa","FL","Cruisy Area","Cruising Areas",1974,NA,NA,NA,NA,NA
"Tampa International Airport","Found","","","","Tampa","FL","Cruisy Area","Cruising Areas",1974,NA,NA,NA,NA,NA
"Rallston Park - N. Tampa","General City Coordinates Used","","","","Tampa","FL","Cruisy Area","Cruising Areas",1974,NA,NA,NA,NA,NA
"Ohio","Found","","","","Tampa","FL","(M),(RT)","Bars/Clubs",1969,NA,NA,NA,NA,NA
"Ohio","Found","","","","Tampa","FL","(M),(RT)","Bars/Clubs",1968,NA,NA,NA,NA,NA
"Ohio","Found","","","","Tampa","FL","(M)","Bars/Clubs",1966,NA,NA,NA,NA,NA
"Ohio","Found","","","","Tampa","FL","(M)","Bars/Clubs",1965,NA,NA,NA,NA,NA
"Tampa Mun. Beach – Campbell Causeway ","Found","(T-Rooms are HOT)","","","Tampa","FL","Cruisy Area","Cruising Areas",1979,NA,NA,NA,NA,NA
"Marion St. – betw. Polk & Madison","Found","","","","Tampa","FL","Cruisy Area","Cruising Areas",1979,NA,NA,NA,NA,NA
"Picnic Island – E. of Westshore Blvd. ","Found","","","approximate location.","Tampa","FL","Cruisy Area","Cruising Areas",1979,NA,NA,NA,NA,NA
"Ballast Pt. ","Found","","","","Tampa","FL","Cruisy Area","Cruising Areas",1979,NA,NA,NA,NA,NA
"Ohio Bar ","Found","(Some OC, ‘Hustlers’) (Good days) ","202 Polk at Tampa","","Tampa","FL","(PT)","Bars/Clubs",1979,NA,NA,NA,NA,NA
"Tampa Municipal Beach","Found","on Campbell Causeway","","","Tampa","FL","Cruisy Areas","Cruising Areas",1972,NA,NA,NA,NA,NA
"Ohio","Found","","Tampa at Polk","","Tampa","FL","(M),(RT)","Bars/Clubs",1972,NA,NA,NA,NA,NA
"Ralston Park","General City Coordinates Used","N. Tampa","","","Tampa","FL","Cruisy Areas","Cruising Areas",1972,NA,NA,NA,NA,NA
"Twenty-Second St. Causeway around Seabreeze Restaurant","Found","","","approximate location","Tampa","FL","Cruisy Areas","Cruising Areas",1972,NA,NA,NA,NA,NA
"Ballast Point","Found","","","","Tampa","FL","Cruisy Areas","Cruising Areas",1973,NA,NA,NA,NA,NA
"Club Tampa Baths","General City Coordinates Used","(Maybe opening late spring of ’72, depending upon ruling by local authorities – Inquire locally)","","","Tampa","FL","","Baths",1973,NA,NA,NA,NA,NA
"Tampa Mun. Beach – Campbell Causeway ","Found","","","","Tampa","FL","Cruisy Areas","Cruising Areas",1973,NA,NA,NA,NA,NA
"Horney Bull","Found","(Thurs.-Sun. only – ‘tennie boppers)","1000-A Florida Ave. ","","Tampa","FL","(YC),(D),(S),(*)","Bars/Clubs",1973,NA,NA,NA,NA,NA
"Ralston Park – N. Tampa","General City Coordinates Used","","","","Tampa","FL","Cruisy Areas","Cruising Areas",1973,NA,NA,NA,NA,NA
"Tampa International Airport","Found","","","","Tampa","FL","Cruisy Areas","Cruising Areas",1973,NA,NA,NA,NA,NA
"Ohio","Found","","Tampa & Polk","","Tampa","FL","(M),(RT)","Bars/Clubs",1970,NA,NA,NA,NA,NA
"Tampa Municipal Beach - Campbell Causeway","Found","(T-Rooms are HOT!)","","","Tampa","FL","(HOT),Cruisy Area","Cruising Areas",1976,NA,NA,NA,NA,NA
"Gatsby's","General City Coordinates Used","(Unisex)","N. Dale Mabry","","Tampa","FL","(M)","Bars/Clubs",1976,NA,NA,NA,NA,NA
"Rallston Park - North Tampa","General City Coordinates Used","","","","Tampa","FL","(HOT),Cruisy Area","Cruising Areas",1976,NA,NA,NA,NA,NA
"Ballast Point","Found","","","","Tampa","FL","Cruisy Area","Cruising Areas",1976,NA,NA,NA,NA,NA
"Tampa International Airport","Found","","","","Tampa","FL","Cruisy Area","Cruising Areas",1976,NA,NA,NA,NA,NA
"City of Night","Found","","Nebraska btwn Fowler & Fletcher","Approximate. Coordinates for the middle of the block between Fowler and Fletcher.","Tampa","FL","(P),(BYOB),(YC)","Bars/Clubs",1976,NA,NA,NA,NA,NA
"
  Rallston Park – North Tampa 
  ","General City Coordinates Used","","","","Tampa","FL","Cruisy Area,(AYOR)","Cruising Areas",1977,NA,NA,NA,NA,NA
"
  Tampa International Airport 
  ","Found","(T-Rooms are HOT) ","","","Tampa","FL","Cruisy Area","Cruising Areas",1977,NA,NA,NA,NA,NA
"
  Ballast Point 
  ","Found","","","","Tampa","FL","Cruisy Area","Cruising Areas",1977,NA,NA,NA,NA,NA
"Tampa Municipal Beach – Campbell Causeway ","Found","(T-Rooms are HOT) ","","","Tampa","FL","Cruisy Area","Cruising Areas",1977,NA,NA,NA,NA,NA
"
  Marion St. – betw. Polk &
  Madison 
  ","Found","","","","Tampa","FL","Cruisy Area","Cruising Areas",1977,NA,NA,NA,NA,NA
"Ballast Point","Found","","","","Tampa","FL","Cruisy Area","Cruising Areas",1975,NA,NA,NA,NA,NA
"Rallston Park - N. Tampa","General City Coordinates Used","","","","Tampa","FL","Cruisy Area","Cruising Areas",1975,NA,NA,NA,NA,NA
"Tampa International Airport","Found","","","","Tampa","FL","Cruisy Area","Cruising Areas",1975,NA,NA,NA,NA,NA
"Tampa Municipal Beach - Campbell Causeway","Found","","","","Tampa","FL","Cruisy Area","Cruising Areas",1975,NA,NA,NA,NA,NA
"
  Tampa International
  Airport 
  ","Found","","","","Tampa","FL","Cruisy Area","Cruising Areas",1978,NA,NA,NA,NA,NA
"
  Ballast Pt. 
  ","Found","","","","Tampa","FL","Cruisy Area","Cruising Areas",1978,NA,NA,NA,NA,NA
"
  Tampa Municipal Beach
  - Campbell Causeway 
  ","Found","(T-Rooms are HOT) ","","","Tampa","FL","Cruisy Area","Cruising Areas",1978,NA,NA,NA,NA,NA
"
  Marion St betw.  Polk & Madison 
  ","Found","","","","Tampa","FL","Cruisy Area","Cruising Areas",1978,NA,NA,NA,NA,NA
"Tampa International Airport","Found","","","","Tampa","FL","Cruisy Area","Cruising Areas",1980,NA,NA,NA,NA,NA
"Ohio Bar","Found","(Some older, 'Hustlers')","202 Polk at Tampa","","Tampa","FL","(OC),(PT)","Bars/Clubs",1980,NA,NA,NA,NA,NA
"Tampa Mun. Beach","Found","Campbell Causeway (T-Rooms are suicide)","","","Tampa","FL","Cruisy Area,(AYOR)","Cruising Areas",1980,NA,NA,NA,NA,NA
"Ballast Pt.","Found","","","","Tampa","FL","Cruisy Area","Cruising Areas",1980,NA,NA,NA,NA,NA
"Marion St.","Found","between Polk and Madison
","","","Tampa","FL","Cruisy Area","Cruising Areas",1980,NA,NA,NA,NA,NA
"Picnic Island","Found","East of Westshore Blvd.
","","General coordinates for Picnic Island.","Tampa","FL","Cruisy Area","Cruising Areas",1980,NA,NA,NA,NA,NA
"Mrs. Todd's","General City Coordinates Used","","","","Tuscaloosa","AL","(M),(YC)","Bars/Clubs",1974,NA,NA,NA,NA,NA
"Bus Station","General City Coordinates Used","","","","Tuscaloosa","AL","Cruisy Area","Cruising Areas",1979,NA,NA,NA,NA,NA
"Ramada Inn – Downtown – T-Room ","Found","","","","Tuscaloosa","AL","Cruisy Area","Cruising Areas",1979,NA,NA,NA,NA,NA
"Union 76 Truck Stop at I-20 & US 59 ","General City Coordinates Used","(T- Room) ","","","Tuscaloosa","AL","Cruisy Area","Cruising Areas",1979,NA,NA,NA,NA,NA
"U. of Alabama at Tuscaloosa – Ferguson Center & Library T- Rooms","Found","","","","Tuscaloosa","AL","Cruisy Area","Cruising Areas",1979,NA,NA,NA,NA,NA
"Mrs. Todd’s","General City Coordinates Used","","University Blvd.","","Tuscaloosa","AL","(M)","Bars/Clubs",1973,NA,NA,NA,NA,NA
"Mrs. Todd's","General City Coordinates Used","","University Blvd","","Tuscaloosa","AL","(M),(R),(YC)","Restaurant",1976,NA,NA,NA,NA,NA
"Tree House","General City Coordinates Used","","University Blvd","","Tuscaloosa","AL","(M)","Bars/Clubs",1976,NA,NA,NA,NA,NA
"Tree House ","General City Coordinates Used","","University Blvd. ","","Tuscaloosa","AL","(M)","Bars/Clubs",1977,NA,NA,NA,NA,NA
"Mrs. Todd’s ","General City Coordinates Used","","University Blvd. ","","Tuscaloosa","AL","(M),(YC),(R)","Restaurant",1977,NA,NA,NA,NA,NA
"Mrs. Todd's","General City Coordinates Used","","University Blvd","","Tuscaloosa","AL","(M),(YC),(R)","Restaurant",1975,NA,NA,NA,NA,NA
"Tree House","General City Coordinates Used","","University Blvd","","Tuscaloosa","AL","(M)","Bars/Clubs",1975,NA,NA,NA,NA,NA
"Mrs. Todd's","General City Coordinates Used","","University Blvd.","","Tuscaloosa","AL","(M),(R),(C),(AH)","Restaurant",1978,NA,NA,NA,NA,NA
"U. of Alabama at Tuscaloosa - Ferguson Center","Found","","","","Tuscaloosa","AL","Cruisy Area","Cruising Areas",1978,NA,NA,NA,NA,NA
"
  U. of Alabama at Tuscaloosa – Ferguson Ctr. 
  ","Found","","","","Tuscaloosa","AL","Cruisy Area","Cruising Areas",1978,NA,NA,NA,NA,NA
"Mrs. Todd's","General City Coordinates Used","","University Blvd.","","Tuscaloosa","AL","(M),(R),(C)","Bars/Clubs,Restaurant",1980,NA,NA,NA,NA,NA
"Union 76 Truck Stop","General City Coordinates Used","at I-20 & US 59 (T-Room)","","","Tuscaloosa","AL","Cruisy Area","Cruising Areas",1980,NA,NA,NA,NA,NA
"Ramada Inn","Found","Downtown- T-room
","","","Tuscaloosa","AL","Cruisy Area","Cruising Areas,Hotels",1980,NA,NA,NA,NA,NA
"U. of Alabama at Tuscaloose - Ferguson Center","Found","","","","Tuscaloosa","AL","Cruisy Area","Cruising Areas",1980,NA,NA,NA,NA,NA
"Bus Station","General City Coordinates Used","","","","Tuscaloosa","AL","Cruisy Area","Cruising Areas",1980,NA,NA,NA,NA,NA
"U. of Alabama at Tuscaloose - Library T-Rooms","Found","","","","Tuscaloosa","AL","Cruisy Area","Cruising Areas",1980,NA,NA,NA,NA,NA
"Red Barn","General City Coordinates Used","(thru bar and into back room)","","","Texarcana","AR","","Bars/Clubs",1974,NA,NA,NA,NA,NA
"Red Barn","General City Coordinates Used","(thru bar & into back room)
","","","Texarcana","AR","(M)","Bars/Clubs",1971,NA,NA,NA,NA,NA
"Red Barn","General City Coordinates Used","(Thru bar in back room)","","","Texarcana","AR","(M)","Bars/Clubs",1969,NA,NA,NA,NA,NA
"Red Barn ","General City Coordinates Used","(thru bar & into back room)","U.S. Hwy. 67, north towards Little Rock","","Texarcana","AR","(M)","Bars/Clubs",1972,NA,NA,NA,NA,NA
"Red Barn ","Found","","U.S. Hwy. 67, N. towards Little Rock","","Texarcana","AK","","Bars/Clubs",1973,NA,NA,NA,NA,NA
"Red Barn","General City Coordinates Used","(thru bar & into back room)","U.S. Hwy 67 north towards Little Rock","","Texarcana","AR","(M)","Bars/Clubs",1970,NA,NA,NA,NA,NA
"Red Barn","General City Coordinates Used","(Back room thru bar)
","U.S. Hwy 67, N. Towards Little Rock","","Texarcana","AR","","Bars/Clubs",1976,NA,NA,NA,NA,NA
"Red Barn","General City Coordinates Used","(Through bar and into back room.)","U.S. Hwy 67, N. towards Little Rock","","Texarcana","AR","","Bars/Clubs",1975,NA,NA,NA,NA,NA
"Info Center Rest Stop T-Room","General City Coordinates Used","","","","Texarcana","AR","Cruisy Area","Cruising Areas",1980,NA,NA,NA,NA,NA
"White Caps","General City Coordinates Used","Inquire Locally","","","Cocoa Beach","FL","","Bars/Clubs",1969,NA,NA,NA,NA,NA
"Keg Bar Hwy","General City Coordinates Used","","","","Cocoa Beach","FL","","Bars/Clubs",1969,NA,NA,NA,NA,NA
"Adult Book Store","Found","(‘Flicks’ & cruisy arcade) ","Cocoa Beach Causeway","","Cocoa Beach","FL","","Book Store",1979,NA,NA,NA,NA,NA
"Fischer park ","Found","","","","Cocoa Beach","FL","Cruisy Area","Cruising Areas",1979,NA,NA,NA,NA,NA
"Keg Bar","General City Coordinates Used","","Hwy A1A at Rt 520","","Cocoa Beach","FL","","Bars/Clubs",1970,NA,NA,NA,NA,NA
"White Caps","General City Coordinates Used","(inquire locally)
","","","Cocoa Beach","FL","","Bars/Clubs",1970,NA,NA,NA,NA,NA
"Fischer Park ","Found","","","","Cocoa Beach","FL","Cruisy Area","Cruising Areas",1978,NA,NA,NA,NA,NA
"Clearwater Public Beach – betw. the waters towers","General City Coordinates Used","(Disco) (Game room) (Closed 2 a.m. weekdays & 4 a.m. WE)  ","","","Cocoa Beach","FL","Cruisy Area,(WE)","Cruising Areas",1978,NA,NA,NA,NA,NA
"Adult Book Store","Found","('Flicks' & cruisy arcade) White Rose Shopping Center- Coca Beach Causeway","","","Cocoa Beach","FL","","Book Store",1980,NA,NA,NA,NA,NA
"Fisher Park","Found","","","","Cocoa Beach","FL","Cruisy Area","Cruising Areas",1980,NA,NA,NA,NA,NA
"University Ave","General City Coordinates Used","","","General coordinates for Univ of Florida","Gainsville","FL","Cruisy Area","Cruising Areas",1974,NA,NA,NA,NA,NA
"University of Florida, Walker Hall","Found","","","","Gainsville","FL","Cruisy Area","Cruising Areas",1974,NA,NA,NA,NA,NA
"Univeristy of Florida - Library East (2nd floor)","Found","","","","Gainsville","FL","Cruisy Area","Cruising Areas",1974,NA,NA,NA,NA,NA
"‘Rest Stop’ on I-75 S.W. of town","General City Coordinates Used","(Exit 21)","","","Gainsville","FL","Cruisy Area","Cruising Areas",1979,NA,NA,NA,NA,NA
"U. of Fla, - Library East T-Rooms","Found","(2nd floor)","","There were two locations at the Univ of Fla - entry has been split into 2.","Gainsville","FL","Cruisy Area","Cruising Areas",1979,NA,NA,NA,NA,NA
"University Ave.","General City Coordinates Used","","","","Gainsville","FL","Cruisy Area","Cruising Areas",1979,NA,NA,NA,NA,NA
