"status","lat","lon","description","streetaddress","city","state","Year","amenityfeatures","type","notes","title","unclear_address","full.address","geoAddress"
"Found",40.883746,"-72.42214","Montauk Hwy. at E. Gate Rd., Wainscott  537-3332 7pm-4am Th-Sun, dialy during summer, clsd Tue, Annex restaurant 7pm-2am, cont'l & seafood","","Long Island/Suffolk Co.","NY",1996,"(M),(D),(F),(YC),(WC)","Bars","",NA,NA,NA,NA
"Found",40.772927,"-72.921181","286[6867, touch-tone only, men's potluck, support groups 6pm 3rd Sun","Old S. Haven Presbyterian Church","Long Island/Suffolk Co.","NY",1996,"","Info Lines & Services","",NA,NA,NA,NA
"Found",40.955749,"-72.158992","go left, East Hampton ","","Long Island/Suffolk Co.","NY",1996,"Cruisy Area,(AYOR)","Cruising Areas","",NA,NA,NA,NA
"General Coordinates Used",40.984878,"-72.615117","Box 484, Montauk Hwy., East Hampton, 11975 537-1160 seasonal","","Long Island/Suffolk Co.","NY",1996,"(MW)","Accommodations","",NA,NA,NA,NA
"Found",40.882575,"-72.353201","go right, Southampton  ","","Long Island/Suffolk Co.","NY",1996,"Cruisy Area,(AYOR)","Cruising Areas","",NA,NA,NA,NA
"General Coordinates Used",40.984878,"-72.615117","(800)-346-5592 gay realtor at your service, no rentals ","","Long Island/Suffolk Co.","NY",1996,"","Info Lines & Services","",NA,NA,NA,NA
"General Coordinates Used",40.592193,"-73.508611","field #6","","Long Island/Nassau Co.","NY",1996,"Cruisy Area","Cruising Areas","",NA,NA,NA,NA
"General Coordinates Used",40.583789,"-73.671481","btwn. Magnolia Blvd. & Laurelton Blvd.","","Long Island/Nassau Co.","NY",1996,"Cruisy Area","Cruising Areas","",NA,NA,NA,NA
"General Coordinates Used",40.654615,"-73.559413","(800)-346-5592 gay realtor at your service, no rentals ","","Long Island/Nassau Co.","NY",1996,"","Info Lines & Services","",NA,NA,NA,NA
"General Coordinates Used",42.217567,"-78.275293","","","Cuba","NY",1996,"(GF)","Accommodations","location from Rocking Duck Inn's description",NA,NA,NA,NA
"General Coordinates Used",41.596483,"-73.91097","PO Box 921, Wappingers Falls, 12590-0921 227-7456, monthly","","Hudson Valley ","NY",1996,"","Publications","",NA,NA,NA,NA
"General Coordinates Used",41.843272,"-74.150058","687-0736; also full bar & Milliway restaurant, regional American","Rte. 209 ","Stone Ridge","NY",1996,"(GF),(F)","Accommodations","",NA,NA,NA,NA
"General Coordinates Used",44.124715,"-73.869304","Trudeau Rd., RR1, Box 375, Saranac Lake, 12983 891-3464/ (800) 552-2627 spacious & welcoming B&B in the Adirondacks","","Adirondack Mtns.","NY",1996,"(GF),(IGTA)","Accommodations","",NA,NA,NA,NA
"General Coordinates Used",35.595058,"-82.551487","(800)-346-5592 gay realtor at your service, no rentals ","","Asheville","NC",1996,"","Info Lines & Services","",NA,NA,NA,NA
"Found",35.593393,"-82.557765","","","Asheville","NC",1996,"(CW)","Bars","location from Scandals's description",NA,NA,NA,NA
"Found",35.593948,"-82.55787","blk around federal bldg.","","Asheville","NC",1996,"Cruisy Area,(AYOR)","Cruising Areas","",NA,NA,NA,NA
"General Coordinates Used",35.595058,"-82.551487","PO Box 18088, 28814 258-8861","","Asheville","NC",1996,"","Publications","",NA,NA,NA,NA
"Found",35.565529,"-82.542818","277-7815, 7:30 pm Tue support group","All Souls Episcopal Church","Asheville","NC",1996,"","Info Lines & Services","",NA,NA,NA,NA
"Found",35.593393,"-82.557765","","","Asheville","NC",1996,"(CW)","Bars","location from Scandals's description",NA,NA,NA,NA
"General Coordinates Used",35.9132,"-79.055844","(800)-346-5592 gay realtor at your service, no rentals ","","Chapel Hill","NC",1996,"","Info Lines & Services","",NA,NA,NA,NA
"Found",35.935848,"-79.025034","929-9466 lunch & dinner, Sun brunch, patio; also full bar","Eastgate Shopping Center","Chapel Hill","NC",1996,"(WC)","Restaurants & Cafes","",NA,NA,NA,NA
"Found",35.914875,"-79.049887","967-5193, 8pm Mon & Th","Chapel of the Cross on Franklin St.","Chapel Hill","NC",1996,"","Info Lines & Services","",NA,NA,NA,NA
"Found",35.234358,"-80.7729","","","Charlotte","NC",1996,"Cruisy Area,(AYOR)","Cruising Areas","",NA,NA,NA,NA
"General Coordinates Used",35.227087,"-80.843127","PO Box 8024, Columbia, SC, 29202 (803) 771-0804","","Charlotte","NC",1996,"","Publications","",NA,NA,NA,NA
"General Coordinates Used",35.227087,"-80.843127","PO Box 221841, 28222 531-9988, 531-1361 (fax); also publishes Blue Nights, adult newspaper","","Charlotte","NC",1996,"","Publications","",NA,NA,NA,NA
"General Coordinates Used",35.227087,"-80.843127","332-4387 (AA#)","","Charlotte","NC",1996,"","Info Lines & Services","",NA,NA,NA,NA
"General Coordinates Used",35.227087,"-80.843127","PO Box 29061, 28229-9061 537-2309, 23rd Sat, active social organization","","Charlotte","NC",1996,"","Info Lines & Services","",NA,NA,NA,NA
"General Coordinates Used",35.227087,"-80.843127","(800)-346-5592 gay realtor at your service, no rentals ","","Charlotte","NC",1996,"","Info Lines & Services","",NA,NA,NA,NA
"General Coordinates Used",35.227087,"-80.843127","","","Charlotte","NC",1996,"Cruisy Area,(AYOR)","Cruising Areas","",NA,NA,NA,NA
"General Coordinates Used",35.227087,"-80.843127","535-6277, 6:30pm-10:30pm, info, referrals, & crisis counseling","","Charlotte","NC",1996,"","Info Lines & Services","",NA,NA,NA,NA
"General Coordinates Used",35.227087,"-80.843127","","","Charlotte","NC",1996,"(CW)","Bars","location from Scorpio's Lounge's description",NA,NA,NA,NA
"General Coordinates Used",35.994033,"-78.898619","PO Box 3411, 27702  monthly mtgs.","","Durham","NC",1996,"","Info Lines & Services","",NA,NA,NA,NA
"General Coordinates Used",35.994033,"-78.898619","(800)-346-5592 gay realtor at your service, no rentals ","","Durham","NC",1996,"","Info Lines & Services","",NA,NA,NA,NA
"General Coordinates Used",35.994033,"-78.898619","PO Box 3203, 27715 286-2396/ (800) 879-2300 6pm-9pm info & referrals, 2pm Sat mtg.","","Durham","NC",1996,"","Info Lines & Services","",NA,NA,NA,NA
"General Coordinates Used",35.994033,"-78.898619","PO Box 3203, 27715 286-4107, 6pm-9pm, community referrals","","Durham","NC",1996,"","Info Lines & Services","",NA,NA,NA,NA
"General Coordinates Used",35.052664,"-78.878358","485-0334 9pm-2:30am Fri-Sun, unverified for '96","","Fayetteville","NC",1996,"(MW),(E),(S),(PC)","Bars","",NA,NA,NA,NA
"General Coordinates Used",36.072635,"-79.791975","PO Box 4442, 27404 274-2100, 7pm-10pm Sun Tue-Th","","Greensboro","NC",1996,"","Info Lines & Services","",NA,NA,NA,NA
"General Coordinates Used",36.072635,"-79.791975","PO Box 14327, 27415 274-2100","","Greensboro","NC",1996,"","Info Lines & Services","",NA,NA,NA,NA
"General Coordinates Used",36.072635,"-79.791975","(800)-346-5592 gay realtor at your service, no rentals ","","Greensboro","NC",1996,"","Info Lines & Services","",NA,NA,NA,NA
"General Coordinates Used",35.893017,"-82.821664","622-7621/ (800) 306-5038 Victorian farmhouse B&B & camping on Appalachian Trail; also veggie-only restaurant, reservations","Hwy. 209 S.","Hot Springs","NC",1996,"(MW),(SW)","Accommodations","",NA,NA,NA,NA
"General Coordinates Used",35.77959,"-78.638179","PO Box 27928, 27611 829-0181","","Raleigh","NC",1996,"","Publications","",NA,NA,NA,NA
"General Coordinates Used",35.77959,"-78.638179","821-0055, 7pm-10pm, info, referrals, crisis counseling ","","Raleigh","NC",1996,"","Info Lines & Services","",NA,NA,NA,NA
"General Coordinates Used",35.77959,"-78.638179","PO Box 8024, Columbia, SC, 29202 (803) 771-0804","","Raleigh","NC",1996,"","Publications","",NA,NA,NA,NA
"General Coordinates Used",35.77959,"-78.638179","PO Box 3411, Durham, 27702 monthly meetings","","Raleigh","NC",1996,"","Info Lines & Services","",NA,NA,NA,NA
"Found",35.800637,"-78.675569","783-6144 (AA#)","","Raleigh","NC",1996,"","Info Lines & Services","",NA,NA,NA,NA
"General Coordinates Used",35.77959,"-78.638179","(800)-346-5592 gay realtor at your service, no rentals ","","Raleigh","NC",1996,"","Info Lines & Services","",NA,NA,NA,NA
"General Coordinates Used",34.210389,"-77.886812","N. end","","Wilmington","NC",1996,"Cruisy Area","Cruising Areas","",NA,NA,NA,NA
"General Coordinates Used",34.210389,"-77.886812","(800)-346-5592 gay realtor at your service, no rentals ","","Wilmington","NC",1996,"","Info Lines & Services","",NA,NA,NA,NA
"General Coordinates Used",36.09986,"-80.244216","PO Box 4442, 27404 274-2100, 7pm-10pm","","Winston-Salem","NC",1996,"","Info Lines & Services","",NA,NA,NA,NA
"General Coordinates Used",34.700025,"-76.692252","summers","","Morehead","NC",1996,"Cruisy Area","Cruising Areas","",NA,NA,NA,NA
"General Coordinates Used",35.451507,"-82.287059","Hwy 74, Box 252, 28710 625-4256 full brkfst","","Bat Cave","NC",1996,"(GF)","Accommodations","",NA,NA,NA,NA
"General Coordinates Used",35.263755,"-81.190845","from Chester St. to Trenton St.","","Gastonia ","NC",1996,"Cruisy Area,(AYOR)","Cruising Areas","",NA,NA,NA,NA
"General Coordinates Used",36.131441,"-81.678916","PO Box 1881, 144 Pine St., Asheville, 28605 295-4141 relaxing homelike atmosphere in an historic 1920s house, full brkfst","","Blowing Rock","NC",1996,"(GF)","Accommodations","",NA,NA,NA,NA
"General Coordinates Used",46.901696,"-96.787519","PO Box 266, MSU, Moorhead, MN 56563 (218) 236-2200, 236-5859, confidential support group for lesbian/gay/bisexual students","","Fargo","ND",1996,"","Info Lines & Services","",NA,NA,NA,NA
"General Coordinates Used",46.901696,"-96.787519","PO Box 447, 58107 235-7335, 24hrs, general info hotline (some lesbigay resources)","","Fargo","ND",1996,"","Info Lines & Services","",NA,NA,NA,NA
"General Coordinates Used",46.901696,"-96.787519","PO Box 83, Moorhead, MN 56561 237-0556, info, support & educational network","","Fargo","ND",1996,"","Info Lines & Services","",NA,NA,NA,NA
"General Coordinates Used",46.901696,"-96.787519","(312) 857-0801/857-0805 (fax) see ad in center National Section","","Fargo","ND",1996,"","Accommodations","",NA,NA,NA,NA
"General Coordinates Used",46.901696,"-96.787519","nights","","Fargo","ND",1996,"Cruisy Area","Cruising Areas","",NA,NA,NA,NA
"General Coordinates Used",47.925257,"-97.032855","Box 8055 University Station, 58202 777-4321, educational/social group","","Grand Forks","ND",1996,"","Info Lines & Services","",NA,NA,NA,NA
"General Coordinates Used",47.925257,"-97.032855","nr. pool","","Grand Forks","ND",1996,"Cruisy Area,(AYOR)","Cruising Areas","",NA,NA,NA,NA
"General Coordinates Used",47.889687,"-97.044765","","","Grand Forks","ND",1996,"Cruisy Area,(AYOR)","Cruising Areas","",NA,NA,NA,NA
"General Coordinates Used",41.081445,"-81.519005","10pm Fri-Sat","","Akron","OH",1996,"(M),(L)","Bars","from Adams Street Bar's description",NA,NA,NA,NA
"General Coordinates Used",41.081445,"-81.519005","(800)-346-5592 gay realtor at your service, no rentals ","","Akron","OH",1996,"","Info Lines & Services","",NA,NA,NA,NA
"General Coordinates Used",41.081445,"-81.519005","PO Box 5426, Cleveland 44101 631-8646/ 631-1082 (fax)","","Akron","OH",1996,"","Publications","",NA,NA,NA,NA
"General Coordinates Used",40.798947,"-81.378447","PO Box 5426, Cleveland 631-8646/ 631-1082 (fax)","","Canton","OH",1996,"","Publications","",NA,NA,NA,NA
"General Coordinates Used",39.126923,"-84.514354","(800)-346-5592 gay realtor at your service, no rentals ","","Cincinnati","OH",1996,"","Info Lines & Services","",NA,NA,NA,NA
"General Coordinates Used",39.103118,"-84.51202","PO Box12235, Columbus, 43212 (614) 253-4038","","Cincinnati","OH",1996,"","Publications","",NA,NA,NA,NA
"General Coordinates Used",39.103118,"-84.51202","651-0070, 7pm-11pm Mon-Fri ","","Cincinnati","OH",1996,"","Info Lines & Services","",NA,NA,NA,NA
"General Coordinates Used",39.126923,"-84.514354","861-9966 (AA#) many mtgs.","","Cincinnati","OH",1996,"","Info Lines & Services","",NA,NA,NA,NA
"General Coordinates Used",39.126923,"-84.514354","PO Box 19852, 45219 684-8405/ (800) 347-8336, 24hrs, info & referrals","","Cincinnati","OH",1996,"","Info Lines & Services","",NA,NA,NA,NA
"General Coordinates Used",41.49932,"-81.69436","PO Box 5144, 44101-0144 371-4597","","Cleveland","OH",1996,"","Info Lines & Services","",NA,NA,NA,NA
"General Coordinates Used",41.49932,"-81.69436","241-7387 (AA#) call 9am-5pm Mon-Fri","","Cleveland","OH",1996,"","Info Lines & Services","",NA,NA,NA,NA
"General Coordinates Used",41.49932,"-81.69436","PO Box 770483, 44107 234-7825, covers NE Ohio","","Cleveland","OH",1996,"","Publications","",NA,NA,NA,NA
"General Coordinates Used",41.49932,"-81.69436","PO Box 6253, 44101","","Cleveland","OH",1996,"","Info Lines & Services","",NA,NA,NA,NA
"General Coordinates Used",41.49932,"-81.69436","(800)-346-5592 gay realtor at your service, no rentals ","","Cleveland","OH",1996,"","Info Lines & Services","",NA,NA,NA,NA
"General Coordinates Used",41.49932,"-81.69436","781-6736","","Cleveland","OH",1996,"","Info Lines & Services","",NA,NA,NA,NA
"General Coordinates Used",41.49932,"-81.69436","331-6302, monthly mtgs.","","Cleveland","OH",1996,"","Info Lines & Services","",NA,NA,NA,NA
"General Coordinates Used",41.49932,"-81.69436","631-8646/631- 1082 (fax)","PO Box 5426","Cleveland","OH",1996,"","Publications","",NA,NA,NA,NA
"General Coordinates Used",41.49932,"-81.69436","PO Box 770911, Lakewood, 44140 social nudist organization","","Cleveland","OH",1996,"","Info Lines & Services","",NA,NA,NA,NA
"General Coordinates Used",39.961176,"-82.998794","444-8888 referral service for German Village district","","Columbus","OH",1996,"(GF)","Accommodations","",NA,NA,NA,NA
"General Coordinates Used",39.961176,"-82.998794","PO Box 12235, 43212 253-4038","","Columbus","OH",1996,"","Publications","",NA,NA,NA,NA
"Found",39.965319,"-82.999836","9pm-2:30am","at Trends Bar","Columbus","OH",1996,"(*),(MW),(D),(A)","Bars","Trends's address is 40 E. Long St.",NA,NA,NA,NA
"General Coordinates Used",39.961176,"-82.998794","PO Box 10814, 43201-7814 11pm Mon & Sat, 5:30pm Tue, cable access Channel 21","","Columbus","OH",1996,"","Info Lines & Services","",NA,NA,NA,NA
"General Coordinates Used",39.961176,"-82.998794","PO Box 951-D, Logan, 43138 385-6822 camping avail., hot tub & sauna","","Columbus","OH",1996,"(*),(M),(F),(SW),(N)","Accommodations","",NA,NA,NA,NA
"General Coordinates Used",39.961176,"-82.998794","253-8501 (AA#)","","Columbus","OH",1996,"","Info Lines & Services","",NA,NA,NA,NA
"General Coordinates Used",39.961176,"-82.998794","(800)-346-5592 gay realtor at your service, no rentals ","","Columbus","OH",1996,"","Info Lines & Services","",NA,NA,NA,NA
"General Coordinates Used",39.758948,"-84.191607","PO Box 12235, Columbus, 43212 (614) 253-4038","","Dayton","OH",1996,"","Publications","",NA,NA,NA,NA
"General Coordinates Used",39.758948,"-84.191607","(800)-346-5592 gay realtor at your service, no rentals ","","Dayton","OH",1996,"","Info Lines & Services","",NA,NA,NA,NA
"General Coordinates Used",39.758948,"-84.191607","222-2211 (AA#)","","Dayton","OH",1996,"","Info Lines & Services","",NA,NA,NA,NA
"General Coordinates Used",39.758948,"-84.191607","PO Box 9343, 45409 275-8336","","Dayton","OH",1996,"","Info Lines & Services","",NA,NA,NA,NA
"Found",41.042735,"-83.631921","","","Findlay","OH",1996,"Cruisy Area,(AYOR)","Cruising Areas","",NA,NA,NA,NA
"General Coordinates Used",41.149795,"-81.343316","672-2068","KSU","Kent","OH",1996,"","Info Lines & Services","",NA,NA,NA,NA
"General Coordinates Used",41.452819,"-82.182375","PO Box 5426, Cleveland, 44101 631-8646/ 631-1082 (fax)","","Lorain","OH",1996,"","Publications","",NA,NA,NA,NA
"General Coordinates Used",38.731743,"-82.997674","353-1856 on the Ohio River ","","Portsmouth","OH",1996,"(MW)","Accommodations","",NA,NA,NA,NA
"General Coordinates Used",41.456175,"-82.711682","","","Sandusky","OH",1996,"Cruisy Area,(AYOR)","Cruising Areas","",NA,NA,NA,NA
"Found",39.960916,"-83.735851","","","Springfield","OH",1996,"Cruisy Area,(AYOR)","Cruising Areas","",NA,NA,NA,NA
"General Coordinates Used",41.652805,"-83.537867","472-8242 (AA#)","","Toledo","OH",1996,"","Info Lines & Services","",NA,NA,NA,NA
"General Coordinates Used",41.652805,"-83.537867","472-2364, 4pm-11pm, info & referrals","","Toledo","OH",1996,"","Info Lines & Services","",NA,NA,NA,NA
"General Coordinates Used",41.652805,"-83.537867","(800)-346-5592 gay realtor at your service, no rentals ","","Toledo","OH",1996,"","Info Lines & Services","",NA,NA,NA,NA
"General Coordinates Used",41.652805,"-83.537867","PO Box 1388, 43603 242-9057, 8pm last Sat, social group for men","","Toledo","OH",1996,"","Info Lines & Services","",NA,NA,NA,NA
"General Coordinates Used",39.799858,"-83.888735","767-7331x601","Antioch College","Yellow Springs","OH",1996,"","Info Lines & Services","",NA,NA,NA,NA
"General Coordinates Used",41.724489,"-81.245657","PO Box 253, 44061 974-8909, 7pm-9pm Wed, phone 24hrs, lesbigay info, referrals & social group for Ashtabula, Geauga & Lake counties ","","Painesville","OH",1996,"","Info Lines & Services","",NA,NA,NA,NA
"Found",34.632623,"-98.422244","hitchikers on Ft. Sill Blvd. nr. Cache Rd.","","Lawton","OK",1996,"Cruisy Area,(AYOR)","Cruising Areas","",NA,NA,NA,NA
"Found",35.213586,"-97.454086","","","Norman","OK",1996,"Cruisy Area","Cruising Areas","",NA,NA,NA,NA
"Found",35.213017,"-97.444652","nr. OU","","Norman","OK",1996,"Cruisy Area,(AYOR)","Cruising Areas","",NA,NA,NA,NA
"Found",35.511321,"-97.580098","(at Habana Inn) 525-0730 restaurant from 7am, club 9pm-2am","","Oklahoma City","OK",1996,"(MW),(D),(F),(S),(WC)","Bars","Habana's address is 2200 NW 39th Expressway ",NA,NA,NA,NA
"General Coordinates Used",35.46756,"-97.516428 ","(800)-346-5592 gay realtor at your service, no rentals ","","Oklahoma City","OK",1996,"","Info Lines & Services","",NA,NA,NA,NA
"Found",35.429897,"-97.468564","","","Oklahoma City","OK",1996,"Cruisy Area,(AYOR)","Cruising Areas","",NA,NA,NA,NA
"General Coordinates Used",35.46756,"-97.516428 ","PO Box 60930, 73146 528-0800","","Oklahoma City","OK",1996,"","Publications","",NA,NA,NA,NA
"Found",35.52479,"-97.54443","","","Oklahoma City","OK",1996,"Cruisy Area","Cruising Areas","",NA,NA,NA,NA
"Found",35.511321,"-97.580098","(at Habana Inn) 524-5733, novelties, leather, erotica","","Oklahoma City","OK",1996,"","Erotica","Habana's address is 2200 NW 39th Expressway ",NA,NA,NA,NA
