"description","streetaddress","city","state","amenityfeatures","type","status","lat","lon","Year","notes","title","unclear_address","full.address","geoAddress"
"904/721-9999 100% LOCAL! Hot local men waiting to meet you! FREE to Record, Browse & Respond to voice ads. Use code 1100.",NA,"Jacksonville","FL","","Men's Services","General Coordinates Used","30.332184","-81.655651 ",2000,"",NA,NA,NA,NA
"913/780-5200 100% LOCAL! Hot local men waiting to meet you! FREE to Record, Browse & Respond to voice ads. Use code 1100.",NA,"Kansas City","KS","","Men's Services","General Coordinates Used","39.115531","-94.626787",2000,"",NA,NA,NA,NA
"702/597-0700 100% LOCAL! Hot local men waiting to meet you! FREE to Record, Browse & Respond to voice ads. Use code 1100.",NA,"Las Vegas","NV","","Men's Services","General Coordinates Used","36.171563","-115.139101",2000,"",NA,NA,NA,NA
"800/289-1489 Call for the local # nearest you! Hot men waiting to meet you! FREE to Record, Browse & Respond to voice ads. Use code 1100",NA,"Lincoln","NE","","Men's Services","General Coordinates Used","40.813616","-96.702595",2000,"",NA,NA,NA,NA
"800/289-1489 Call for the local # nearest you! Hot men waiting to meet you! FREE to Record, Browse & Respond to voice ads. Use code 1100.",NA,"Little Rock","AR","","Men's Services","General Coordinates Used","34.746481","-92.289595",2000,"",NA,NA,NA,NA
"800/289-1489 Call for the local # nearest you! Hot men waiting to meet you! FREE to Record, Browse & Respond to voice ads, Use code 1100",NA,"Louisville","KY","","Men's Services","General Coordinates Used","38.252665","-85.758456",2000,"",NA,NA,NA,NA
"800/289-1489 Call for the local # nearest you! Hot men waiting to meet you! FREE to Record, Browse & Respond to voice ads. Use code 1100.",NA,"Manchester","NH","","Men's Services","General Coordinates Used","42.99564","-71.454789",2000,"",NA,NA,NA,NA
"901/565-0006 100% LOCAL! Hot local men waiting to meet you! FREE to Record, Browse & Respond to voice ads. Use code 1100. ",NA,"Memphis","TN","","Men's Services","General Coordinates Used","35.149534","-90.04898",2000,"",NA,NA,NA,NA
"305/250-9909 100% LOCAL! Hot local men waiting to meet you! FREE to Record, Browse & Respond to voice ads. Use code 1100.",NA,"Miami Beach","FL","","Men's Services","General Coordinates Used","25.790683","-80.135209",2000,"",NA,NA,NA,NA
"414/342-2222 100% LOCAL! Hot local men waiting to meet you! FREE to Record, Browse & Respond to voice ads. Use code 1100.",NA,"Milwaukee","WI","","Men's Services","General Coordinates Used","43.038903","-87.906474",2000,"",NA,NA,NA,NA
"100% LOCAL! Hot local men waiting to meet you! FREE to Record, Browse & Respond to voice ads. Use code 1100.",NA,"","MN","","Men's Services","General Coordinates Used","46.729553","-94.6859",2000,"",NA,NA,NA,NA
"800/289-1489 Call for the local # nearest you! Hot men waiting to meet you! FREE to Record, Browse & Respond to voice ads. Use code 1100",NA,"Mobile","AL","","Men's Services","General Coordinates Used","30.695366","-88.039891",2000,"",NA,NA,NA,NA
"615/399-9456 100% LOCAL! Hot local men waiting to meet you! FREE to Record, Browse & Respond to voice ads. Use code 1100.",NA,"Nashville","TN","","Men's Services","General Coordinates Used","36.162664","-86.781602",2000,"",NA,NA,NA,NA
"504/733-3939 100% LOCAL! Hot local men waiting to meet you@ FREE to Record, Browse & Respond to voice ads. Use code 1100.",NA,"New Orleans","LA","","Men's Services","General Coordinates Used","29.951066","-90.071532",2000,"",NA,NA,NA,NA
"800/289-1489 Call for the local # nearest you! Hot men waiting to meet you! FREE to Record, Browse & Respond to voice ads. Use code 1100.",NA,"New York City","NY","","Men's Services","General Coordinates Used","40.592193","-73.508611",2000,"",NA,NA,NA,NA
"800/289-1489 Call for the local # nearest you! Hot men waiting to meet you! FREE to Record, Browse & Respond to voice ads. Use code 1100",NA,"Newark","NJ","","Men's Services","General Coordinates Used","40.729841","-74.145759",2000,"",NA,NA,NA,NA
"757/498-3555 100% LOCAL! Hot local men waiting to meet you! FREE to Record, Browse & Respond to voice ads. Use code 1100.",NA,"Norfolk","VA","","Men's Services","General Coordinates Used","36.850769","-76.285873",2000,"",NA,NA,NA,NA
"510/452-2600 100% LOCAL! Hot local men waiting to meet you! FREE to Record, Browse & Respond to voice ads. Use code 1100. ",NA,"East Bay","CA","","Men's Services","General Coordinates Used","37.77493","-122.419415",2000,"",NA,NA,NA,NA
"405/524-3838 100% LOCAL! Hot local men waiting to meet you! FREE to Record, Browse & Respond to voice ads. Use code 1100. ",NA,"Oklahoma City","OK","","Men's Services","General Coordinates Used","35.46756","-97.516428 ",2000,"",NA,NA,NA,NA
"402/341-4000 100% LOCAL! Hot local men waiting to meet you! FREE to Record, Browse & Respond to voice ads. Use code 1100.",NA,"Omaha","NE","","Men's Services","General Coordinates Used","41.256537","-95.934503",2000,"",NA,NA,NA,NA
"407/657-4500 100% LOCAL! Hot local men waiting to meet you! FREE to Record, Browse & Respond to voice ads. Use code 1100.",NA,"Orlando","FL","","Men's Services","General Coordinates Used","28.538383","-81.378927",2000,"",NA,NA,NA,NA
"800/289-1489 Call for the local # nearest you! Hot men waiting to meet you! FREE to Record, Browse & Respond to voice ads. Use code 1100. ",NA,"Palm Springs","CA","","Men's Services","General Coordinates Used","33.830296","-116.545292",2000,"",NA,NA,NA,NA
"650/988-1999 100% LOCAL! Hot local men waiting to meet you! FREE to Record, Browse & Respond to voice ads. Use code 1100. ",NA,"Palo Alto","CA","","Men's Services","General Coordinates Used","37.441883","-122.143019",2000,"",NA,NA,NA,NA
"215/877-3337 100% LOCAL! Hot local men waiting to meet you! FREE to Record, Browse & Respond to voice ads. Use code 1100.",NA,"Philadelphia","PA","","Men's Services","General Coordinates Used","39.946719","-75.168902",2000,"",NA,NA,NA,NA
"602/993-4567 100% LOCAL! Hot local men waiting to meet you! FREE to Record, Browse & Respond to voice ads. Use code 1100",NA,"Phoenix","AZ","","Men's Services","General Coordinates Used","33.448377","-112.074037",2000,"",NA,NA,NA,NA
"412/937-9999 100% LOCAL! Hot local men waiting to meet you! FREE to Record, Browse & Respond to voice ads. Use code 1100.",NA,"Pittsburgh","PA","","Men's Services","General Coordinates Used","40.440625","-79.995886",2000,"",NA,NA,NA,NA
"207/828-0000 100% LOCAL! Hot local men waiting to meet you! FREE to Record, Browse & Respond to voice ads. Use code 1100",NA,"Portland","ME","","Men's Services","General Coordinates Used","43.659099","-70.256819",2000,"",NA,NA,NA,NA
"503/299-9911 100% LOCAL! Hot local men waiting to meet you! FREE to Record, Browse & Respond to voice ads. Use code 1100. ",NA,"Portland","OR","","Men's Services","General Coordinates Used","45.515232","-122.678385",2000,"",NA,NA,NA,NA
"401/738-7788 100% LOCAL! Hot local men waiting to meet you! FREE to Record, Browse & Respond to voice ads. Use code 1100.",NA,"Providence","RI","","Men's Services","General Coordinates Used","41.823989","-71.412834",2000,"",NA,NA,NA,NA
"100% LOCAL! Hot local men waiting to meet you! FREE to Record, Browse & Respond to voice ads. Use code 1100.",NA,"Reno","NV","","Men's Services","General Coordinates Used","39.529919","-119.814269",2000,"",NA,NA,NA,NA
"804/675-1100 100% LOCAL! Hot local men waiting to meet you! FREE to Record, Browse & Respond to voice ads. Use code 1100.",NA,"Richmond","VA","","Men's Services","General Coordinates Used","37.540725","-77.436048",2000,"",NA,NA,NA,NA
"800/289-1489 Call for the local # nearest you! Hot men waiting to meet you! FREE to Record, Browse & Respond to voice ads. Use code 1100",NA,"Riverside","CA","","Men's Services","General Coordinates Used","33.980601","-117.375494",2000,"",NA,NA,NA,NA
"916/454-4443 100% LOCAL! Hot local men waiting to meet you! FREE to Record, Browse & Respond to voice ads. Use code 1100.",NA,"Sacramento","CA","","Men's Services","General Coordinates Used","38.581572","-121.4944",2000,"",NA,NA,NA,NA
"801/595-0005 100% LOCAL! Hot local men waiting to meet you! FREE to Record, Browse & Respond to voice ads. Use code 1100.",NA,"Salt Lake City","UT","","Men's Services","General Coordinates Used","40.760779","-111.891047",2000,"",NA,NA,NA,NA
"210/375-1155 100% LOCAL! Hot local men waiting to meet you! FREE to Record, Browse & Respond to voice ads. Use code 1100.",NA,"San Antonio","TX","","Men's Services","General Coordinates Used","29.425191","-98.494592",2000,"",NA,NA,NA,NA
"858/707-7770 100% LOCAL! Hot local men waiting to meet you! FREE to Record, Browse & Respond to voice ads. Use code 1100.",NA,"San Diego","CA","","Men's Services","General Coordinates Used","32.715738","-117.161084",2000,"",NA,NA,NA,NA
"818/996-700 100% LOCAL! Hot local men waiting to meet you! FREE to Record, Browse & Record to voice ads. Use code 1100.",NA,"Los Angeles","CA","","Men's Services","General Coordinates Used","34.10174","-118.311788",2000,"",NA,NA,NA,NA
"408/885-8800 100% LOCAL! Hot local men waiting to meet you! FREE to Record, Browse & Respond to voice ads. Use code 1100. ",NA,"San Jose","CA","","Men's Services","General Coordinates Used","37.33874","-121.885252",2000,"",NA,NA,NA,NA
"800/289-1489 Call for the local # nearest you! Hot men waiting to meet you! FREE to Record, Browse & Respond to voice ads. Use code 1100",NA,"Savannah","GA","","Men's Services","General Coordinates Used","32.080899","-81.091203 ",2000,"",NA,NA,NA,NA
"206/223-1112 100% LOCAL! Hot local men waiting to meet you! FREE to Record, Browse & Respond to voice ads. Use code 1100.",NA,"Seattle","WA","","Men's Services","General Coordinates Used","47.60621","-122.332071",2000,"",NA,NA,NA,NA
"314/209-0300 100% LOCAL! Hot local men waiting to meet you! FREE to Record, Browse & Respond to voice ads. Use code 1100.",NA,"St. Louis","MO","","Men's Services","General Coordinates Used","38.627003","-90.199404",2000,"",NA,NA,NA,NA
"850/385-9900 100% LOCAL! Hot local men waiting to meet you! FREE to Record, Browse & Respond to voice ads. Use code 1100. ",NA,"Tallahassee","FL","","Men's Services","General Coordinates Used","30.438256","-84.280733",2000,"",NA,NA,NA,NA
"100% LOCAL! Hot local men waiting to meet you! FREE to Record, Browse & Respond to voice ads. Use code 1100.",NA,"Tampa","FL","","Men's Services","General Coordinates Used","27.950575","-82.457178",2000,"",NA,NA,NA,NA
"419/873-3000 100% LOCAL! Hot local men waiting to meet you! FREE to Record, Browse & Respond to voice ads. Use code 1100.",NA,"Toledo","OH","","Men's Services","General Coordinates Used","41.652805","-83.537867",2000,"",NA,NA,NA,NA
"520/791-2345 100% LOCAL! Hot local men waiting to meet you! FREE to Record, Browse & Respond to voice ads. Use code 1100.",NA,"Tucson","AZ","","Men's Services","General Coordinates Used","32.222607","-110.974711",2000,"",NA,NA,NA,NA
"918/663-2700 100% LOCAL! Hot local men waiting to meet you! FREE to Record, Browse & Respond to voice ads. Use code 1100.",NA,"Tulsa","OK","","Men's Services","General Coordinates Used","36.136072","-95.985075",2000,"",NA,NA,NA,NA
"202/822-1666 100% LOCAL! Hot local men waiting to meet you! FREE to Record, Browse & Respond to voice ads. Use code 1100.",NA,"Washington","DC","","Men's Services","General Coordinates Used","38.907192","-77.036871",2000,"",NA,NA,NA,NA
"310/652-2225 100% LOCAL! Hot local men waiting to meet you! FREE to Record, Browse & Respond to voice ads. Use code 1100.",NA,"West Hollywood","CA","","Men's Services","General Coordinates Used","34.090009","-118.361744",2000,"",NA,NA,NA,NA
"800/ 289-1489 Call for the local # nearest you! Hot men waiting to meet you! FREE to Record, Browse & Respond to voice ads. Use code 1100",NA,"Wichita","KS","","Men's Services","General Coordinates Used","37.687176","-97.330053",2000,"",NA,NA,NA,NA
"",NA,"Melbourne","FL","Cruisy Area,(AYOR)","Cruisy Areas","Found","28.078221","-80.600536",2000,"",NA,NA,NA,NA
"E of Jayhawk Blvd ",NA,"Lawrence","KS","Cruisy Area,(AYOR)","Cruisy Areas","General Coordinates Used","38.95934","-95.247965",2000,"",NA,NA,NA,NA
"Canyon Road below the Capitol, on the east side ",NA,"Salt Lake City","UT","Cruisy Area,(AYOR)","Cruisy Areas","Found","40.777533","-111.884319",2000,"",NA,NA,NA,NA
"901/756-2687 ",NA,"Memphis","TN","","Info Lines & Services","General Coordinates Used","35.149534","-90.04898",2000,"",NA,NA,NA,NA
"504/482-5341 'Mantalk' every other Sat, game night every other Wed",NA,"New Orleans","LA","","Info Lines & Services","General Coordinates Used","29.951066","-90.071532",2000,"",NA,NA,NA,NA
"808/822-7171 Fri night, call for location",NA,"Kapaa, Kauai","HI","","Entertainment & Recreation","General Coordinates Used","22.094739","-159.324593",2000,"",NA,NA,NA,NA
"317/931-9464",NA,"Indianapolis","IN","","Entertainment & Recreation","General Coordinates Used","39.768403","-86.158068",2000,"",NA,NA,NA,NA
"800/262-7801 9am-6pm, call for available rentals ",NA,"Mendocino","CA","(GF)","Accommodations","General Coordinates Used","39.307674","-123.799459",2000,"",NA,NA,NA,NA
"",NA,"Oshkosh","WI","Cruisy Area,(AYOR)","Cruisy Areas","Found","44.02254","-88.516315",2000,"",NA,NA,NA,NA
"319/236-8465 social group meets 8pm Fri, call for location & info ",NA,"Waterloo","IA","","Info Lines & Services","General Coordinates Used","42.492786","-92.342577",2000,"",NA,NA,NA,NA
"Jackson & Main Sts  late",NA,"Anderson","IN","Cruisy Area,(AYOR)","Cruisy Areas","General Coordinates Used","40.098714","-85.679148 ",2000,"",NA,NA,NA,NA
"",NA,"Mishawaka","IN","Cruisy Area,(AYOR)","Cruisy Areas","Found","41.667632","-86.165638",2000,"",NA,NA,NA,NA
"Rte 15 exit 38  (Rte 123 New Canaan Ave) main lot turn right",NA,"Norwalk","CT","Cruisy Area,(AYOR)","Cruisy Areas","General Coordinates Used","41.117744","-73.408157",2000,"",NA,NA,NA,NA
"on the road to Playalinda Beach (off Rte 402 E) ",NA,"Cape Canaveral","FL","Cruisy Area,(AYOR)","Cruisy Areas","General Coordinates Used","28.641303","-80.73552",2000,"",NA,NA,NA,NA
"police patrols are heavy",NA,"Evansville","IN","Cruisy Area,(AYOR)","Cruisy Areas","Found","37.99634","-87.606021",2000,"",NA,NA,NA,NA
"248/543-3500 covers IN, IL, MI, OH, PA, WI & Ontario, Canada ",NA,"Detroit","MI","","Publications","General Coordinates Used","42.331427","-83.045754 ",2000,"",NA,NA,NA,NA
"860/233-8334 regional newspaper & entertainment guide",NA,"Hartford","CT","","Publications","General Coordinates Used","41.763964","-72.667475",2000,"",NA,NA,NA,NA
"972/504-8866 3pm 3rd Sun, social group for mature men",NA,"Dallas","TX","","Info Lines & Services","Found","32.811502","-96.811423",2000,"",NA,NA,NA,NA
"Wallingford Ctr 206/547-2789 ",NA,"Seattle","WA","","Retail Shops","Found","47.660911","-122.335703",2000,"location from previous entry's description",NA,NA,NA,NA
"916/441-6397 lesbigay newspaper ",NA,"Sacramento","CA","","Publications","General Coordinates Used","38.581572","-121.4944",2000,"",NA,NA,NA,NA
"510/268-8534, 800/215-2272 int'l home exchange network ",NA,"San Francisco","CA","(MW)","Accommodations","General Coordinates Used","37.77493","-122.419415",2000,"",NA,NA,NA,NA
"513/529-3823 meets 8pm Th, call for location ",NA,"Oxford","OH","","Info Lines & Services","General Coordinates Used","39.506997","-84.745231",2000,"",NA,NA,NA,NA
"Dock Walk  Cherry Grove 516/597-6555 seasonal, basic brkfst, lunch & late dinner",NA,"Fire Island","NY","","Restaurants","Found","40.659897","-73.090072",2000,"",NA,NA,NA,NA
"Rte 103  802/228-5622 5pm-9:30pm, full bar",NA,"Ludlow","VT","","Restaurants","General Coordinates Used","43.395906","-72.700652",2000,"",NA,NA,NA,NA
"on Carretera 10 from Ponce to Adjuntas  (at km 13.7) 9pm-close Th-Sat",NA,"Ponce","PR","(M),(D),(S)","Bars","General Coordinates Used","18.038699","-66.597969",2000,"",NA,NA,NA,NA
"",NA,"Schaefferstown","PA","Cruisy Area,(AYOR)","Cruisy Areas","General Coordinates Used","40.271201","-76.250039",2000,"",NA,NA,NA,NA
"at 'Parliament House' 407/425-7571 ",NA,"Orlando","FL","","Erotica","Found","28.547912","-81.397649",2000,"",NA,NA,NA,NA
"",NA,"Waco","TX","Cruisy Area,(AYOR)","Cruisy Areas","Found","31.524328","-97.225013",2000,"",NA,NA,NA,NA
"upstairs at 'CR Bar'  610/734-1130 from midnight Fri-Sat, 4pm-2am Sun",NA,"Philadelphia","PA","(M),(D),(PC)","Nightclubs","Found","39.962818","-75.246932",2000,"CR Bar's address is 6405 Market St ",NA,NA,NA,NA
"just SE of the road at the summit  btwn Pasadena & Palmdale ",NA,"Angeles National Forest","CA","Cruisy Area,(AYOR)","Cruisy Areas","General Coordinates Used","34.391664","-118.080904",2000,"",NA,NA,NA,NA
"",NA,"Columbus","IN","Cruisy Area,(AYOR)","Cruisy Areas","Found","39.206418","-85.928901",2000,"",NA,NA,NA,NA
"Line Ave ",NA,"Gary","IN","Cruisy Area,(AYOR)","Cruisy Areas","Found","41.620781","-87.263387 ",2000,"",NA,NA,NA,NA
"off I-85  days",NA,"Spartanburg","SC","Cruisy Area,(AYOR)","Cruisy Areas","Found","34.988011","-81.954845",2000,"",NA,NA,NA,NA
"N end ",NA,"Carson City","NV","Cruisy Area,(AYOR)","Cruisy Areas","Found","39.16934","-119.755461",2000,"",NA,NA,NA,NA
"Lake Ave (off St George Ave) turn right before cemetery, follow paths to lake ",NA,"Rahway","NJ","Cruisy Area,(AYOR)","Cruisy Areas","Found","40.606983","-74.29935",2000,"",NA,NA,NA,NA
"17th St  (13th St exit off I-25) ",NA,"Pueblo","CO","Cruisy Area,(AYOR)","Cruisy Areas","Found","38.28112","-104.607067",2000,"",NA,NA,NA,NA
"go left before the bridge (at Fenway Beach)",NA,"Westerly","RI","Cruisy Area,(AYOR)","Cruisy Areas","Found","41.323711","-71.802845",2000,"",NA,NA,NA,NA
"Rte 5  802/626-9890 6am-8pm",NA,"Lyndonville","VT","","Restaurants","Found","44.52935","-72.001119",2000,"",NA,NA,NA,NA
"",NA,"Spokane","WA","Cruisy Area,(AYOR)","Cruisy Areas","Found","47.63942","-117.409397",2000,"",NA,NA,NA,NA
"btwn points 4 & 5 on 'Lost Sister Trail'  ",NA,"Peru","IN","Cruisy Area,(AYOR)","Cruisy Areas","General Coordinates Used","40.718318","-85.946752",2000,"",NA,NA,NA,NA
"808/923-0772, 800/228-4262 beachfront units",NA,"Kaunakakai, Molokai","HI","(GF),(TA),(GO)","Accommodations","General Coordinates Used","21.090987","-157.018628",2000,"",NA,NA,NA,NA
