"ID","title","amenityfeatures","description","streetaddress","type","city","state","Year","unclear_address","uncleartype","notes","lastmodified","full.address","lon","lat","geoAddress","status"
4861,"Wildflowers","","","8 W. Mechanic St.","Bars/Clubs","New Hope","PA",1988,NA,"","","6/12/2022 12:09pm","8 W. Mechanic St., New Hope, PA",-74.9509481,40.3621147,"8 w mechanic st, new hope, pa 18938, usa","Geocoded"
4862,"Zadar's","(M),(D),(V),(R)","(Disco) (Sun. nights*)Bucks County Playhouse Inn","50 S. Main St.","Restaurant,Bars/Clubs","New Hope","PA",1988,NA,"","Used address for Playhouse in on pg 321","5/8/2022 2:01pm","50 S. Main St., New Hope, PA",-74.9503317,40.3630266,"50 s main st, new hope, pa 18938, usa","Geocoded"
4865,"Boots & Saddle","(N),(D)","","901 Constitution Blvd.","Bars/Clubs","New Kensington","PA",1988,NA,"","","5/8/2022 2:02pm","901 Constitution Blvd., New Kensington, PA",-79.7638507,40.5656081,"901 constitution blvd, new kensington, pa 15068, usa","Geocoded"
4866,"Zebra Lounge","","","301 10th St.","Bars/Clubs","New Kensington","PA",1988,NA,"","","5/8/2022 2:03pm","301 10th St., New Kensington, PA",-79.7677008,40.5665323,"301 10th st, new kensington, pa 15068, usa","Geocoded"
4869,"Adam & Eve Books","","","133 S. 13th St.","Book Store","Philadelphia","PA",1988,NA,"","","5/8/2022 2:05pm","133 S. 13th St., Philadelphia, PA",-75.1617775,39.9494551,"133 s 13th st, philadelphia, pa 19107, usa","Geocoded"
4870,"Adonis Cinema","","(Back room SRO or kneeling *)","2026 Sansom St.","Theatre","Philadelphia","PA",1988,NA,"","","5/8/2022 2:05pm","2026 Sansom St., Philadelphia, PA",-75.1744883,39.9512199,"2026 sansom st, philadelphia, pa 19103, usa","Geocoded"
4871,"Astral Plane","(R),(M)","","1706 Lombard St.","Restaurant","Philadelphia","PA",1988,NA,"","","5/8/2022 2:06pm","1706 Lombard St., Philadelphia, PA",-75.1704213,39.9451934,"1706 lombard st, philadelphia, pa 19146, usa","Geocoded"
4872,"Au Courant","","(Publication)","35 N. 3rd St., Phila. 19106","Publications","Philadelphia","PA",1988,NA,"","","5/8/2022 2:06pm","35 N. 3rd St., Phila. 19106, Philadelphia, PA",-75.1452819,39.9513132,"35 n 3rd st, philadelphia, pa 19106, usa","Geocoded"
4873,"Backstage","(R),(E),(S)","","614 S. 4th St.","Restaurant","Philadelphia","PA",1988,NA,"","","5/8/2022 2:07pm","614 S. 4th St., Philadelphia, PA",-75.149419,39.9412268,"614 s 4th st, philadelphia, pa 19147, usa","Geocoded"
4874,"Beth Ahavah","","(Gay Synagogue)","2116 Walnut St.","Religious Institution","Philadelphia","PA",1988,NA,"","","6/12/2022 12:19pm","2116 Walnut St., Philadelphia, PA",-75.1767,39.9508008,"2116 walnut st, philadelphia, pa 19103, usa","Geocoded"
4875,"Bike Stop","(SM),(*)","","206 S. Quince","Bars/Clubs","Philadelphia","PA",1988,NA,"","","6/12/2022 10:55am","206 S. Quince, Philadelphia, PA",-75.1599648,39.9483647,"206 quince st, philadelphia, pa 19107, usa","Geocoded"
4876,"Black Banana/CCC","(P),(M),(L),(D)","(Some L)(Disco)","301 N. 3rd St.","Bars/Clubs","Philadelphia","PA",1988,NA,"","","5/8/2022 2:09pm","301 N. 3rd St., Philadelphia, PA",-75.1357938,39.9996813,"301 n 3rd st, philadelphia, pa 19140, usa","Geocoded"
4879,"Bravo's Plaza","(S),(L)","(Latins) (Some L)(Salsa Disco)","3600 N. 5th St.","Bars/Clubs","Philadelphia","PA",1988,NA,"","","5/8/2022 2:11pm","3600 N. 5th St., Philadelphia, PA",-75.1373833,40.0059256,"3600 n 5th st, philadelphia, pa 19140, usa","Geocoded"
4881,"Cafe La Fitte","(R)","","1304 Drury St.","Restaurant","Philadelphia","PA",1988,NA,"","","5/8/2022 2:12pm","1304 Drury St., Philadelphia, PA",-75.1623739,39.9501536,"1304 drury st, philadelphia, pa 19107, usa","Geocoded"
4882,"Catacombs","(P),(L),(M),(B),(AH)","(Some M , L, B)(Juice Bar)","1127 Walnut St.","Bars/Clubs","Philadelphia","PA",1988,NA,"","","6/12/2022 10:58am","1127 Walnut St., Philadelphia, PA",-75.160238,39.9491045,"1127 walnut st, philadelphia, pa 19107, usa","Geocoded"
4885,"Club Philadelphia","","","120 S. 13th St.","Bars/Clubs","Philadelphia","PA",1988,NA,"","","6/12/2022 12:14pm","120 S. 13th St., Philadelphia, PA",-75.1621847,39.9497054,"120 s 13th st, philadelphia, pa 19107, usa","Geocoded"
4887,"C.R. Club","(OC)","","6405 Market St.","Bars/Clubs","Philadelphia","PA",1988,NA,"","","6/12/2022 12:13pm","6405 Market St., Philadelphia, PA",-75.249931,39.9634252,"6405 market st, upper darby, pa 19082, usa","Geocoded"
4888,"D.C.A.","(*),(P),(YC),(D),(AH)","(an alley betw. 12th & 13th, off Locust)","204 S. Camac","Bars/Clubs","Philadelphia","PA",1988,NA,"","","5/8/2022 2:18pm","204 S. Camac, Philadelphia, PA",-75.161709,39.9485644,"204 s camac st, philadelphia, pa 19107, usa","Geocoded"
4889,"Dignity","","","250 S. 12th St.","Religious Institution","Philadelphia","PA",1988,NA,"","","5/8/2022 2:18pm","250 S. 12th St., Philadelphia, PA",-75.1611654,39.9471597,"250 s 12th st, philadelphia, pa 19107, usa","Geocoded"
4890,"Drury Lane","(OC)","","1304 Drury Lane","Bars/Clubs","Philadelphia","PA",1988,NA,"","","6/12/2022 11:02am","1304 Drury Lane, Philadelphia, PA",-75.1623739,39.9501536,"1304 drury st, philadelphia, pa 19107, usa","Geocoded"
4891,"Cafe Lafitte","(OC),(R)","(R-upstairs)","1304 Drury Lane","Restaurant","Philadelphia","PA",1988,NA,"","","5/8/2022 2:20pm","1304 Drury Lane, Philadelphia, PA",-75.1623739,39.9501536,"1304 drury st, philadelphia, pa 19107, usa","Geocoded"
4893,"Equus","(*),(D),(R),(E),(S),(YC)","(Disco-D upstairs)","254 S. 12th St.","Restaurant,Bars/Clubs","Philadelphia","PA",1988,NA,"","","5/8/2022 2:23pm","254 S. 12th St., Philadelphia, PA",-75.161209,39.9470612,"254 s 12th st, philadelphia, pa 19107, usa","Geocoded"
4897,"Giovanni's Room","(*),(L)","(Some L)(Books)","345 S. 12th","Book Store","Philadelphia","PA",1988,NA,"","","5/8/2022 2:26pm","345 S. 12th, Philadelphia, PA",-75.1612188,39.9451712,"345 s 12th st, philadelphia, pa 19107, usa","Geocoded"
4898,"Gold Standard","(M),(R)","","1107 S. 47th St.","Restaurant","Philadelphia","PA",1988,NA,"","","5/8/2022 2:26pm","1107 S. 47th St., Philadelphia, PA",-75.2132301,39.9457079,"1107 s 47th st, philadelphia, pa 19143, usa","Geocoded"
4899,"Grill Works","(R)","","1617 Sansome St.","Restaurant","Philadelphia","PA",1988,NA,"","","5/8/2022 2:27pm","1617 Sansome St., Philadelphia, PA",-75.1684876,39.9507867,"1617 sansom st, philadelphia, pa 19103, usa","Geocoded"
4900,"Grill Works","(R)","","1312 Walnut St.","Restaurant","Philadelphia","PA",1988,NA,"","","5/8/2022 2:27pm","1312 Walnut St., Philadelphia, PA",-75.1627479,39.948891,"1312 walnut st, philadelphia, pa 19107, usa","Geocoded"
4901,"Hideout","(P),(L),(E)","","204 S. Quince","Bars/Clubs","Philadelphia","PA",1988,NA,"","","6/12/2022 11:06am","204 S. Quince, Philadelphia, PA",-75.1599876,39.9483481,"204 quince st, philadelphia, pa 19107, usa","Geocoded"
4902,"Hirschorn Travel","(IGTA)","","1015 Chestnut St. #820","Travel Service","Philadelphia","PA",1988,NA,"","","5/8/2022 2:28pm","1015 Chestnut St. #820, Philadelphia, PA",NA,NA,"NA","Geocoded"
4903,"J.P.'s","","(Hustlers)","1511 Spruce St.","Bars/Clubs","Philadelphia","PA",1988,NA,"","","5/8/2022 2:28pm","1511 Spruce St., Philadelphia, PA",-75.1669321,39.9473586,"1511 spruce st, philadelphia, pa 19102, usa","Geocoded"
4905,"Key West","(*),(D),(YC),(R),(V)","(Disco) (Sun. brunch) (Carbaret)","207 S. Juniper","Restaurant,Bars/Clubs","Philadelphia","PA",1988,NA,"","","5/8/2022 2:30pm","207 S. Juniper, Philadelphia, PA",-75.1631144,39.9484798,"207 s juniper st, philadelphia, pa 19107, usa","Geocoded"
4906,"Kurt's","(YC),(D),(V),(*)","(Disco)","1229 Chestnut St.","Bars/Clubs","Philadelphia","PA",1988,NA,"","","5/8/2022 2:30pm","1229 Chestnut St., Philadelphia, PA",-75.1613784,39.9508655,"1229 chestnut st, philadelphia, pa 19107, usa","Geocoded"
4907,"La Camargue","(R)","","1119 Walnut St.","Restaurant","Philadelphia","PA",1988,NA,"","","5/8/2022 2:31pm","1119 Walnut St., Philadelphia, PA",-75.159885,39.9490512,"1119 walnut st, philadelphia, pa 19107, usa","Geocoded"
4908,"Lautrec","(M),(R)","","408 2nd St.","Restaurant","Philadelphia","PA",1988,NA,"","","5/8/2022 2:31pm","408 2nd St., Philadelphia, PA",-75.1426128,39.9578657,"408 n 2nd st, philadelphia, pa 19123, usa","Geocoded"
4910,"M.C.C.","(MCC)","","2125 Chestnut St.","Religious Institution","Philadelphia","PA",1988,NA,"","","5/8/2022 2:32pm","2125 Chestnut St., Philadelphia, PA",-75.1762894,39.9528484,"2125 chestnut st, philadelphia, pa 19103, usa","Geocoded"
4911,"Monster Inn","(R)","","211 S. Quince St.","Restaurant","Philadelphia","PA",1988,NA,"","","5/8/2022 2:32pm","211 S. Quince St., Philadelphia, PA",-75.159736,39.948211,"211 quince st, philadelphia, pa 19107, usa","Geocoded"
4912,"Mont-Serrat","(M),(R)","","623 South St.","Restaurant","Philadelphia","PA",1988,NA,"","","5/8/2022 2:33pm","623 South St., Philadelphia, PA",-75.1531814,39.9422282,"623 south st, philadelphia, pa 19147, usa","Geocoded"
4913,"MSA Club","(P),(AH),(WE)","(AH-WE only)(Upstairs)(Above C.R.)","6405 Market St.","Organization","Philadelphia","PA",1988,NA,"","","5/8/2022 2:33pm","6405 Market St., Philadelphia, PA",-75.249931,39.9634252,"6405 market st, upper darby, pa 19082, usa","Geocoded"
4915,"Post","(SM),(W),(WE),(*)","","1705 Chancellor St.","Bars/Clubs","Philadelphia","PA",1988,NA,"","","6/12/2022 11:59am","1705 Chancellor St., Philadelphia, PA",-75.1696081,39.9495033,"1705 chancellor st, philadelphia, pa 19103, usa","Geocoded"
4916,"Raffles","(E),(R),(D),(*)","(Disco)(Upstairs)","243 S. Camac","Restaurant,Bars/Clubs","Philadelphia","PA",1988,NA,"","","5/8/2022 2:36pm","243 S. Camac, Philadelphia, PA",-75.1615542,39.9472476,"243 s camac st, philadelphia, pa 19107, usa","Geocoded"
4917,"Revival","(AH),(E),(D)","(D-upstairs)(New Wave)","22 S. 3rd St.","Bars/Clubs","Philadelphia","PA",1988,NA,"","","5/8/2022 2:37pm","22 S. 3rd St., Philadelphia, PA",-75.1459872,39.9495443,"22 s 3rd st, philadelphia, pa 19106, usa","Geocoded"
4918,"Sansom St. Cinema","","","120 S. 13th St.","Theatre","Philadelphia","PA",1988,NA,"","","5/8/2022 2:37pm","120 S. 13th St., Philadelphia, PA",-75.1621847,39.9497054,"120 s 13th st, philadelphia, pa 19107, usa","Geocoded"
4919,"Sealed With a Kiss","","(Gifts & cards)","137 S. 13th St.","Business","Philadelphia","PA",1988,NA,"","","5/8/2022 2:38pm","137 S. 13th St., Philadelphia, PA",-75.1618172,39.9494082,"137 s 13th st, philadelphia, pa 19107, usa","Geocoded"
4920,"Seasons Cabaret","","","1308 Drury Lane off 13th","Bars/Clubs","Philadelphia","PA",1988,NA,"","","6/12/2022 12:01pm","1308 Drury Lane off 13th, Philadelphia, PA",-75.1500327,40.0044431,"n 13th st, philadelphia, pa, usa","Geocoded"
4921,"Smart Place","(B),(D)","(Disco)","922 Arch St.","Bars/Clubs","Philadelphia","PA",1988,NA,"","","5/8/2022 2:39pm","922 Arch St., Philadelphia, PA",-75.1555641,39.953346,"922 arch st, philadelphia, pa 19107, usa","Geocoded"
4922,"Sneakers","(L),(WE),(D),(*)","(Disco-WE)","7 N. 3rd St.","Bars/Clubs","Philadelphia","PA",1988,NA,"","","5/8/2022 2:39pm","7 N. 3rd St., Philadelphia, PA",-75.1454399,39.9505721,"7 n 3rd st, philadelphia, pa 19106, usa","Geocoded"
4923,"Spruce St. Video","","","1201 Spruce St.","Business","Philadelphia","PA",1988,NA,"","","5/8/2022 2:40pm","1201 Spruce St., Philadelphia, PA",-75.1611265,39.9467814,"1201 spruce st, philadelphia, pa 19107, usa","Geocoded"
4924,"Strand","(D),(V)","","1215 Walnut Ave.","Bars/Clubs","Philadelphia","PA",1988,NA,"","","5/8/2022 2:40pm","1215 Walnut Ave., Philadelphia, PA",-75.161535,39.9491785,"1215 walnut st, philadelphia, pa 19107, usa","Geocoded"
4925,"Titan Room","(F&S)","(Books)","1919 Market St.","Book Store","Philadelphia","PA",1988,NA,"","","5/8/2022 2:41pm","1919 Market St., Philadelphia, PA",-75.1726872,39.9539102,"1919 market st, philadelphia, pa 19103, usa","Geocoded"
4926,"Together","","","5727 N. Broad St.","Bars/Clubs","Philadelphia","PA",1988,NA,"","","6/12/2022 12:06pm","5727 N. Broad St., Philadelphia, PA",-75.1441479,40.0405082,"5727 n broad st, philadelphia, pa 19141, usa","Geocoded"
4927,"Tom Cat Book Store","(*)","(Downstairs)(24 hrs.)","120 S. 13th St.","Cruising Areas","Philadelphia","PA",1988,NA,"","","5/8/2022 2:42pm","120 S. 13th St., Philadelphia, PA",-75.1621847,39.9497054,"120 s 13th st, philadelphia, pa 19107, usa","Geocoded"
4928,"Twelfth Street Gym","(M)","","204 S. 12th St.","Gym","Philadelphia","PA",1988,NA,"","","5/8/2022 2:43pm","204 S. 12th St., Philadelphia, PA",-75.1607583,39.9483948,"204 s 12th st, philadelphia, pa 19107, usa","Geocoded"
4929,"Twin Travel","(IGTA)","","1101 Spruce St.","Travel Service","Philadelphia","PA",1988,NA,"","","5/8/2022 2:44pm","1101 Spruce St., Philadelphia, PA",-75.1595772,39.9464884,"1101 spruce st, philadelphia, pa 19107, usa","Geocoded"
4930,"Two-Four Club","(L),(AH),(*)","(Below D.C.A.)","1221 St. James St.","Organization","Philadelphia","PA",1988,NA,"","","5/8/2022 2:44pm","1221 St. James St., Philadelphia, PA",-75.1616977,39.9483551,"1221 st james st, philadelphia, pa 19107, usa","Geocoded"
4931,"Two-Forty-Seven Bar","(*),(W)","Good afternoons)","247 S. 17th St.","Cruising Areas,Bars/Clubs","Philadelphia","PA",1988,NA,"","","5/8/2022 2:45pm","247 S. 17th St., Philadelphia, PA",-75.1692901,39.9484223,"247 s 17th st, philadelphia, pa 19103, usa","Geocoded"
4932,"Ulana's","(R)","","205 Bainbridge St.","Restaurant","Philadelphia","PA",1988,NA,"","","5/8/2022 2:46pm","205 Bainbridge St., Philadelphia, PA",-75.1462156,39.9404979,"205 bainbridge st, philadelphia, pa 19147, usa","Geocoded"
4933,"Uncles","(R)","","1220 Locust St.","Restaurant","Philadelphia","PA",1988,NA,"","","5/8/2022 2:46pm","1220 Locust St., Philadelphia, PA",-75.1613976,39.9475815,"1220 locust st, philadelphia, pa 19107, usa","Geocoded"
4934,"Venture Inn","(R),(*)","","255 S. Camac","Restaurant","Philadelphia","PA",1988,NA,"","","5/8/2022 2:46pm","255 S. Camac, Philadelphia, PA",-75.1616547,39.9469782,"255 s camac st, philadelphia, pa 19107, usa","Geocoded"
4935,"Woody's","(R)","(Good days)(Lunch *)","202 S. 13th St.","Restaurant","Philadelphia","PA",1988,NA,"","","5/8/2022 2:47pm","202 S. 13th St., Philadelphia, PA",-75.1623666,39.9487677,"202 s 13th st, philadelphia, pa 19107, usa","Geocoded"
4951,"Arena Health Club","(P),(IGHC),(*)","","2025 Forbes Ave.","Bathhouses","Pittsburgh","PA",1988,NA,"","","5/10/2022 9:20pm","2025 Forbes Ave., Pittsburgh, PA",-79.9767772,40.43745,"2025 forbes ave, pittsburgh, pa 15219, usa","Geocoded"
4953,"Boulevard Book Store","","","346 Blvd. of Allies","Book Store","Pittsburgh","PA",1988,NA,"","","5/10/2022 9:23pm","346 Blvd. of Allies, Pittsburgh, PA",-80.0005552,40.4377559,"346 boulevard of the allies, pittsburgh, pa 15222, usa","Geocoded"
4954,"Brewery","(N),(PT)","","3315 Liberty","Bars/Clubs","Pittsburgh","PA",1988,NA,"","","5/10/2022 9:23pm","3315 Liberty, Pittsburgh, PA",-79.9678615,40.4615121,"3315 liberty ave, pittsburgh, pa 15201, usa","Geocoded"
4955,"Crossover Lounge","(W),(SM),(*),(R)","(Some W,SM) (Upstairs)(N. side of West End Bridge)","1241 Western Ave.","Cruising Areas,Restaurant","Pittsburgh","PA",1988,NA,"","","5/10/2022 9:23pm","1241 Western Ave., Pittsburgh, PA",-80.0233461,40.4504071,"1241 western ave, pittsburgh, pa 15233, usa","Geocoded"
4959,"G&P News","","(Books)","943 Liberty","Book Store","Pittsburgh","PA",1988,NA,"","","5/10/2022 9:25pm","943 Liberty, Pittsburgh, PA",-79.9965541,40.4435977,"943 liberty ave, pittsburgh, pa 15222, usa","Geocoded"
4960,"Golden Triangle News","","","816 Liberty","Book Store","Pittsburgh","PA",1988,NA,"","","6/12/2022 11:06am","816 Liberty, Pittsburgh, PA",-79.998202,40.4427109,"816 liberty ave, pittsburgh, pa 15222, usa","Geocoded"
4961,"Holiday Bar","(*),(W),(YC)","","4620 Forbes Ave.","Cruising Areas,Bars/Clubs","Pittsburgh","PA",1988,NA,"","","5/10/2022 9:26pm","4620 Forbes Ave., Pittsburgh, PA",-79.94765,40.444238,"4620 forbes ave, pittsburgh, pa 15213, usa","Geocoded"
4962,"House of Tilden","(P),(D)","(Disco)","941 Liberty Ave.","Bars/Clubs","Pittsburgh","PA",1988,NA,"","","5/10/2022 9:27pm","941 Liberty Ave., Pittsburgh, PA",-79.9965977,40.4435586,"941 liberty ave, pittsburgh, pa 15222, usa","Geocoded"
4963,"Jackson's","(R),(*)","","1241 Penn Ave.","Restaurant","Pittsburgh","PA",1988,NA,"","","5/10/2022 9:27pm","1241 Penn Ave., Pittsburgh, PA",-79.991705,40.4464961,"1241 penn ave, pittsburgh, pa 15222, usa","Geocoded"
4966,"New York, New York, Inc.","(R)","(Should click) (Sunnyside)","5801 Ellsworth Ave.","Restaurant","Pittsburgh","PA",1988,NA,"","","5/10/2022 9:29pm","5801 Ellsworth Ave., Pittsburgh, PA",-79.9307543,40.456257,"5801 ellsworth ave, pittsburgh, pa 15232, usa","Geocoded"
4967,"Norreh Social Club","(P),(*),(R),(L)","(Main floor has R) (2nd floor has Some L) (Basement 'Rathskeller' has some SM) (Open til 3am)","1226 Herron Ave.","Cruising Areas,Restaurant","Pittsburgh","PA",1988,NA,"","","5/10/2022 9:31pm","1226 Herron Ave., Pittsburgh, PA",-79.9655258,40.459283,"1226 herron ave, pittsburgh, pa 15219, usa","Geocoded"
4969,"Pegasus Lounge","(*),(D),(E)","(Disco)(Occ. S)","818 Liberty Ave.","Bars/Clubs","Pittsburgh","PA",1988,NA,"","","5/10/2022 9:32pm","818 Liberty Ave., Pittsburgh, PA",-79.9982557,40.4426279,"818 liberty ave, pittsburgh, pa 15222, usa","Geocoded"
4971,"Pittsburgh Trucking Co.","(D),(*)","(Macho)(Disco)","730 River Ave.","Bars/Clubs","Pittsburgh","PA",1988,NA,"","","5/10/2022 9:33pm","730 River Ave., Pittsburgh, PA",-79.99595,40.4498627,"730 river ave, pittsburgh, pa 15212, usa","Geocoded"
4972,"Tender Trap","(L),(N),(D)","(Some L) (Shadyside)","229 S. Highland Ave.","Bars/Clubs","Pittsburgh","PA",1988,NA,"","","5/10/2022 9:34pm","229 S. Highland Ave., Pittsburgh, PA",-79.9248403,40.4581413,"229 s highland ave, pittsburgh, pa 15206, usa","Geocoded"
4973,"Travelers Club","(P),(R)","(E. Liberty)","6525 Hamilton Ave.","Restaurant","Pittsburgh","PA",1988,NA,"","","5/10/2022 9:35pm","6525 Hamilton Ave., Pittsburgh, PA",-79.9132514,40.4590248,"6525 hamilton ave, pittsburgh, pa 15206, usa","Geocoded"
4974,"Tilden II","(D),(M)","(Disco)(E. Liberty)","6525 Hamilton Ave.","Bars/Clubs","Pittsburgh","PA",1988,NA,"","","5/10/2022 9:35pm","6525 Hamilton Ave., Pittsburgh, PA",-79.9132514,40.4590248,"6525 hamilton ave, pittsburgh, pa 15206, usa","Geocoded"
4975,"Zack's Fourth Ave.","(D),(R),(*)","(Disco)(D—Main floor)","333 4th Ave.","Restaurant,Bars/Clubs","Pittsburgh","PA",1988,NA,"","","5/10/2022 9:37pm","333 4th Ave., Pittsburgh, PA",-80.0000598,40.4391805,"333 fourth ave, pittsburgh, pa 15222, usa","Geocoded"
4976,"David's Den","","","333 4th Ave.","Bars/Clubs","Pittsburgh","PA",1988,NA,"","","5/10/2022 9:37pm","333 4th Ave., Pittsburgh, PA",-80.0000598,40.4391805,"333 fourth ave, pittsburgh, pa 15222, usa","Geocoded"
4977,"Basement","(OC),(V),(PT)","","333 4th Ave.","Bars/Clubs","Pittsburgh","PA",1988,NA,"","","5/10/2022 9:37pm","333 4th Ave., Pittsburgh, PA",-80.0000598,40.4391805,"333 fourth ave, pittsburgh, pa 15222, usa","Geocoded"
4986,"Blue Bugle","(R),(D),(WE)","(D-WE) (Stroudsburg)","724 Main St.","Restaurant,Bars/Clubs","Pocono Mts.","PA",1988,NA,"","","5/10/2022 9:42pm","724 Main St., Pocono Mts., PA",-75.1949175,40.9853885,"724 main st, stroudsburg, pa 18360, usa","Geocoded"
4995,"Glass Door","(M),(L),(B)","(Some M,L,B) (Disco) (Cl. Sun.)","221 N. 5th St.","Bars/Clubs","Reading","PA",1988,NA,"","","5/10/2022 9:49pm","221 N. 5th St., Reading, PA",-75.9273331,40.3390335,"221 n 5th st, reading, pa 19601, usa","Geocoded"
4996,"Nostalgia","(L)","","1101 N . 9th St.","Bars/Clubs","Reading","PA",1988,NA,"","","5/10/2022 9:49pm","1101 N . 9th St., Reading, PA",-75.9192023,40.3518943,"1101 n 9th st, reading, pa 19604, usa","Geocoded"
4997,"Red Star","(W),(SM),(D),(R),(*)","(Some W,SM)(Disco)","11 S. 10th St.","Cruising Areas,Restaurant,Bars/Clubs","Reading","PA",1988,NA,"","","5/10/2022 9:50pm","11 S. 10th St., Reading, PA",-75.9179484,40.3347165,"11 s 10th st, reading, pa 19602, usa","Geocoded"
4998,"Scarab","(D),(YC),(PT),(*)","(Disco) (Some YC)","724 Franklin","Bars/Clubs","Reading","PA",1988,NA,"","","5/10/2022 9:51pm","724 Franklin, Reading, PA",-75.923143,40.3333981,"724 franklin st, reading, pa 19602, usa","Geocoded"
4999,"This Is It","(WE),(*),(R)","","801 Walnut","Restaurant","Reading","PA",1988,NA,"","","5/10/2022 9:51pm","801 Walnut, Reading, PA",-75.9219305,40.338367,"801 walnut st, reading, pa 19601, usa","Geocoded"
5003,"Jimmy the Greek","(*),(D)","(Disco)","223 Lackawanna","Bars/Clubs","Scranton","PA",1988,NA,"","","5/10/2022 10:30pm","223 Lackawanna, Scranton, PA",-75.6672083,41.4075925,"223 lackawanna ave, scranton, pa 18503, usa","Geocoded"
5004,"The Late Show","","(Adult books)","226 Lackawanna","Book Store,Erotic Shop","Scranton","PA",1988,NA,"","","5/10/2022 10:31pm","226 Lackawanna, Scranton, PA",-75.668305,41.4080299,"226 lackawanna ave, scranton, pa 18503, usa","Geocoded"
5010,"Chumley's","(M),(R),(WE),(*)","(M-R-days) (WE*)","108 W. College","Restaurant","State College","PA",1988,NA,"","","5/10/2022 10:33pm","108 W. College, State College, PA",-77.8616729,40.7940415,"108 w college ave, state college, pa 16801, usa","Geocoded"
5013,"Mr. C's","(M),(YC),(D)","(Mon.-only)","112 W. College","Bars/Clubs","State College","PA",1988,NA,"","","5/10/2022 10:35pm","112 W. College, State College, PA",-77.8616975,40.7939469,"112 w college ave, state college, pa 16801, usa","Geocoded"
