"title","description","streetaddress","city","state","amenityfeatures","type","unclear_address","Year","notes","full.address","lon","lat","geoAddress","status"
"'Rest Stops'","(on Rt. I-95 E & W)","","Swansea","MA","Cruisy Area,(AYOR)","Cruising Areas","checked",1985,"",", MA",-71.189562,41.748162,"unclear_coded_by_hand","General Coordinates Used"
"'Rest Stops'","(on Rt. 140 nr. Rt. 79- Woods behind southbound are best)","","Taunton","MA","Cruisy Area,(AYOR)","Cruising Areas","checked",1985,"",", MA",-71.089767,41.900101,"unclear_coded_by_hand","General Coordinates Used"
"Di Rocco's Cabaret","(Disco)(Some L) (Rt. 3A) (nr. New Hampshire state line)","Frost Rd.","Tyngsboro","MA","(YC),(D),(S),(L),(WE),(*)","Bars/Clubs","checked",1985,"","Frost Rd., MA",-71.419956,42.699363,"unclear_coded_by_hand","General Coordinates Used"
"'Rest Stop'","(on Rt. 146)","","Uxbridge","MA","Cruisy Area","Cruising Areas","checked",1985,"",", MA",-71.630253,42.077243,"unclear_coded_by_hand","General Coordinates Used"
"Black Knight","","Rt. 9","Ware","MA","(M),(R),(WE)","Restaurant","checked",1985,"","Rt. 9, MA",-72.239857,42.259846,"unclear_coded_by_hand","General Coordinates Used"
"'Rest Stop'","(N. on Rt. 3)","","Weymouth","MA","Cruisy Area,(AYOR)","Cruising Areas","checked",1985,"",", MA",-70.941036,42.218072,"unclear_coded_by_hand","General Coordinates Used"
"Purple Pub","(Some L)","Bank St.","Williamstown","MA","(M),(YC),(L)","Bars/Clubs","checked",1985,"","Bank St., MA",-73.204875,42.71044,"unclear_coded_by_hand","Found"
"Williams Inn","(Disco-WE)","Main St.","Williamstown","MA","(M),(H),(R),(WE)","Restaurant,Hotel","checked",1985,"","Main St., MA",-73.20369,42.71202,"unclear_coded_by_hand","General Coordinates Used"
"The Block around Public Library","","","Worcester","MA","Cruisy Area","Cruising Areas","checked",1985,"",", MA",-71.800037,42.260282,"unclear_coded_by_hand","Found"
"'Rest Stop'","(Upton) (on 140)","","Worcester","MA","Cruisy Area","Cruising Areas","checked",1985,"",", MA",-71.802293,42.262593,"unclear_coded_by_hand","General Coordinates Used"
"Portland St.","","","Worcester","MA","Cruisy Area","Cruising Areas","checked",1985,"",", MA",-71.802293,42.262593,"unclear_coded_by_hand","General Coordinates Used"
"Worcester Center basement","(T-Room)","","Worcester","MA","Cruisy Area,(AYOR)","Cruising Areas","checked",1985,"",", MA",-71.802293,42.262593,"unclear_coded_by_hand","General Coordinates Used"
"Dexter 'Rest Stop'","(S. side of I-94 W.)","","Ann Arbor","MI","Cruisy Area","Cruising Areas","checked",1985,"",", MI",-83.888555,42.33837,"unclear_coded_by_hand","Found"
"U. of Michigan","(Student Union T-Rooms)","","Ann Arbor","MI","Cruisy Area","Cruising Areas","checked",1985,"",", MI",-83.741547,42.275127,"unclear_coded_by_hand","Found"
"U. of Michigan","(Mason Hall T-Rooms)","","Ann Arbor","MI","Cruisy Area","Cruising Areas","checked",1985,"",", MI",-83.739412,42.277088,"unclear_coded_by_hand","Found"
"'Rest Stop'","(northbound on US 23 at 31-mile marker)","","Ann Arbor","MI","Cruisy Area,(AYOR),(*)","Cruising Areas","checked",1985,"",", MI",-83.743038,42.280826,"unclear_coded_by_hand","General Coordinates Used"
"'Rest Stop'","(on Hwy. 23 just S. of I-94)","","Ann Arbor","MI","Cruisy Area","Cruising Areas","checked",1985,"",", MI",-83.743038,42.280826,"unclear_coded_by_hand","General Coordinates Used"
"Gay Hotline","(9am-5pm)(313)662-1977","","Ann Arbor","MI","","Hotline","checked",1985,"",", MI",-83.743038,42.280826,"unclear_coded_by_hand","General Coordinates Used"
"Eastown Capri Theatre","(Downtown Mall)","","Battle Creek","MI","","Theatre","checked",1985,"Address found here: https://www.waterwinterwonderland.com/movietheaters.aspx?id=378&type=5",", MI",-85.183572,42.320035,"unclear_coded_by_hand","Found"
"'Rest Stop'","(in Vet Park on River Rd.- 3 mi. S.)","","Bay City","MI","Cruisy Area","Cruising Areas","checked",1985,"",", MI",-83.888865,43.594468,"unclear_coded_by_hand","General Coordinates Used"
"'Rest Stop'","(on I-94 Westbound)","","Belleville","MI","Cruisy Area","Cruising Areas","checked",1985,"",", MI",-83.485213,42.204762,"unclear_coded_by_hand","General Coordinates Used"
"Ferris St. College","(Student Union T-Rooms)","","Big Rapids","MI","Cruisy Area","Cruising Areas","checked",1985,"",", MI",-85.485249,43.683962,"unclear_coded_by_hand","Found"
"Ferris St. College","(Maselink Commons basement T-Rooms)","","Big Rapids","MI","Cruisy Area","Cruising Areas","checked",1985,"",", MI",-85.47849,43.68991,"unclear_coded_by_hand","Found"
"'Rest Stop'","(8 mi. N. on US 131)","","Big Rapids","MI","Cruisy Area","Cruising Areas","checked",1985,"",", MI",-85.483656,43.698078,"unclear_coded_by_hand","General Coordinates Used"
"County Park","(T-Room 5 mi. N. on old US 27)","","Clare","MI","Cruisy Area","Cruising Areas","checked",1985,"",", MI",-84.768628,43.81947,"unclear_coded_by_hand","General Coordinates Used"
"'Rest Stop","(on I-94 E.)","","Coloma","MI","Cruisy Area","Cruising Areas","checked",1985,"",", MI",-86.308356,42.186149,"unclear_coded_by_hand","General Coordinates Used"
"Interchange","(Cruisy)(Disco) (at Trumbull)","1501 Holden","Detroit","MI","(SM),(W),(FFA),(PT),(*)","Bars/Clubs,Cruising Areas","checked",1985,"","1501 Holden, MI",-83.085187,42.363031,"unclear_coded_by_hand","Found"
"Lady's Love 5 West","5 W. 7 Mile Rd. at John R.","","Detroit","MI","(L)","Bars/Clubs","checked",1985,"",", MI",-83.102371,42.432287,"unclear_coded_by_hand","Found"
"Palmer Park","('Chicken' fountain, duck pond and footpaths)","","Detroit","MI","Cruisy Area,(AYOR)","Cruising Areas","checked",1985,"",", MI",-83.113954,42.423952,"unclear_coded_by_hand","Found"
"River Rouge Park","","","Detroit","MI","Cruisy Area,(AYOR)","Cruising Areas","checked",1985,"",", MI",-83.236059,42.310105,"unclear_coded_by_hand","Found"
"Westland Shopping Center","(Westland)","","Detroit","MI","Cruisy Area","Cruising Areas","checked",1985,"",", MI",-83.389153,42.340679,"unclear_coded_by_hand","Found"
"Dignity","","Detroit P.O. Box 32874, Detroit 48232","Detroit","MI","","Religious Institution","checked",1985,"","Detroit P.O. Box 32874, Detroit 48232, MI",-83.045754,42.331427,"unclear_coded_by_hand","General Coordinates Used"
"M.O.H.R.","(Gay info line) (313)863-7255","","Detroit","MI","","Organization","checked",1985,"",", MI",-83.045754,42.331427,"unclear_coded_by_hand","General Coordinates Used"
"Seven Mile","(Hustlers hitch- hiking on Woodward betw. 6 & 7 Mile Roads)","","Detroit","MI","Cruisy Area","Cruising Areas","checked",1985,"",", MI",-83.045754,42.331427,"unclear_coded_by_hand","General Coordinates Used"
"Velvet Touch Book Store","- I-75 at Mt. Morris Rd.","","Flint","MI","Cruisy Area","Cruising Areas,Book Store","checked",1985,"",", MI",-83.761804,43.119418,"unclear_coded_by_hand","Found"
"'Rest Stop'","(on I-69W)","","Flint","MI","Cruisy Area,(AYOR)","Cruising Areas","checked",1985,"",", MI",-83.687456,43.012527,"unclear_coded_by_hand","General Coordinates Used"
"'Rest Stop'","(on I-75, both N. & S.)","","Flint","MI","Cruisy Area","Cruising Areas","checked",1985,"",", MI",-83.687456,43.012527,"unclear_coded_by_hand","General Coordinates Used"
"Apartment","(Some W,OC) (at Fulton)","6 Monroe","Grand Rapids","MI","(W),(OC),(*)","Bars/Clubs","checked",1985,"","6 Monroe, MI",-85.673052,42.963227,"unclear_coded_by_hand","Found"
"Bunkhouse North","(Lounge, sauna, campsites, etc.)","P.O. Box 181, Interlochen 49643","Interlochen","MI","(P)","Business","checked",1985,"","P.O. Box 181, Interlochen 49643, MI",-85.767608,44.645374,"unclear_coded_by_hand","General Coordinates Used"
"Bronson Park","","","Kalamazoo","MI","Cruisy Area","Cruising Areas","checked",1985,"",", MI",-85.586875,42.290181,"unclear_coded_by_hand","Found"
"Millham Park","(Across RR tracks)","","Kalamazoo","MI","Cruisy Area","Cruising Areas","checked",1985,"",", MI",-85.572145,42.246469,"unclear_coded_by_hand","Found"
"Western Mich. U.","(Sangren Hall- 1st floor T-Room)","","Kalamazoo","MI","Cruisy Area","Cruising Areas","checked",1985,"",", MI",-85.614656,42.284155,"unclear_coded_by_hand","Found"
"'Rest Stop'","(Plainwell) (on Mich. Hwy. 33)","","Kalamazoo","MI","Cruisy Area","Cruising Areas","checked",1985,"",", MI",-85.587229,42.291707,"unclear_coded_by_hand","General Coordinates Used"
"'Rest Stop'","4 mi. W. on I-94","","Kalamazoo","MI","Cruisy Area","Cruising Areas","checked",1985,"",", MI",-85.587229,42.291707,"unclear_coded_by_hand","General Coordinates Used"
"M.S.U.","(Upper floor) (Student Union Bldg. - T.Room)","","Lansing","MI","Cruisy Area","Cruising Areas","checked",1985,"",", MI",-84.482172,42.701848,"unclear_coded_by_hand","Found"
"'Rest Stop'","(on I-96) (Okemos)","","Lansing","MI","Cruisy Area","Cruising Areas","checked",1985,"",", MI",-84.555535,42.732535,"unclear_coded_by_hand","General Coordinates Used"
"'Rest Stop'","(on Hwy. 27, 1 mi. N. of 127)","","Lansing","MI","Cruisy Area","Cruising Areas","checked",1985,"",", MI",-84.555535,42.732535,"unclear_coded_by_hand","General Coordinates Used"
"'Rest Stops'","(northbound) and 1 mi. N. of Hwy. 27 (on Hwy. 127, 2 mi. S. of 196)","","Lansing","MI","Cruisy Area","Cruising Areas","checked",1985,"",", MI",-84.555535,42.732535,"unclear_coded_by_hand","General Coordinates Used"
"Pantry","","E. Lansing","Lansing","MI","(R),(C),(AH),Cruisy Area","Cruising Areas,Restaurant","checked",1985,"","E. Lansing, MI",-84.483865,42.736979,"unclear_coded_by_hand","General Coordinates Used"
"Presque Isle Point","(T-Room)","","Marquette","MI","Cruisy Area,(AYOR)","Cruising Areas","checked",1985,"Mentions Peter White Drive which goes runs throughout the park: https://www.marquettemi.gov/departments/community-services/parks-and-recreation/presque-isle-rentals/",", MI",-87.385297,46.586804,"unclear_coded_by_hand","Found"
"Shiras Park","(Picnic Rocks)","","Marquette","MI","Cruisy Area","Cruising Areas","checked",1985,"",", MI",-87.38243,46.554736,"unclear_coded_by_hand","Found"
"Metropolitan Beach","(E. on Boardwalk)","","Mount Clemens","MI","Cruisy Area","Cruising Areas","checked",1985,"",", MI",-82.801163,42.575834,"unclear_coded_by_hand","Found"
"C.M.U.","(1st floor) (I-M Bldg. T-Rooms)","","Mount Pleasant","MI","Cruisy Area","Cruising Areas","checked",1985,"",", MI",-84.775331,43.591179,"unclear_coded_by_hand","Found"
"C.M.U.","(1st floor) (Admin Bldg. T-Rooms)","","Mount Pleasant","MI","Cruisy Area","Cruising Areas","checked",1985,"",", MI",-84.775331,43.591179,"unclear_coded_by_hand","Found"
"Chipawater Park","(Summers)","","Mount Pleasant","MI","Cruisy Area","Cruising Areas","checked",1985,"",", MI",-84.792538,43.596304,"unclear_coded_by_hand","Found"
"Nunica Truck Stop, Hwy.96","","","Muskegon","MI","Cruisy Area,(AYOR)","Cruising Areas","checked",1985,"",", MI",-86.248392,43.234181,"unclear_coded_by_hand","General Coordinates Used"
"Rotary Park opp. Holiday Inn","","","Petoskey","MI","Cruisy Area","Cruising Areas","checked",1985,"",", MI",-85.001467,45.217198,"unclear_coded_by_hand","Found"
"Court House block","","","Pontiac","MI","Cruisy Area","Cruising Areas","checked",1985,"",", MI",-83.326739,42.655621,"unclear_coded_by_hand","Found"
"'Dog Run'","(Clarkston)","","Pontiac","MI","Cruisy Area,(AYOR)","Cruising Areas","checked",1985,"",", MI",-83.419294,42.73512,"unclear_coded_by_hand","General Coordinates Used"
"'Rest Stop'","(S. on I-75)","","Pontiac","MI","Cruisy Area,(AYOR)","Cruising Areas","checked",1985,"",", MI",-83.291047,42.638922,"unclear_coded_by_hand","General Coordinates Used"
"Lighthouse Beach","","","Port Huron","MI","Cruisy Area","Cruising Areas","checked",1985,"",", MI",-82.423362,43.00746,"unclear_coded_by_hand","Found"
"Pine Grove Park","","","Port Huron","MI","Cruisy Area","Cruising Areas","checked",1985,"",", MI",-82.427538,42.988158,"unclear_coded_by_hand","Found"
"Meadbrook Mall","(T-Room- University Dr. at Adams)","","Rochester","MI","Cruisy Area","Cruising Areas","checked",1985,"",", MI",-83.192489,42.683292,"unclear_coded_by_hand","Found"
"Winchester Mall","(at Avon)","Rochester Rd.","Rochester","MI","Cruisy Area,(YC)","Cruising Areas","checked",1985,"","Rochester Rd., MI",-83.136017,42.663685,"unclear_coded_by_hand","Found"
"'Rest Stop'","(on I-75, southbound betw. Bay City and Saginaw)","","Saginaw","MI","Cruisy Area","Cruising Areas","checked",1985,"",", MI",-83.888865,43.594468,"unclear_coded_by_hand","General Coordinates Used"
"Tennis court in park by Y.M.C.A","","","Saginaw","MI","Cruisy Area,(AYOR)","Cruising Areas","checked",1985,"",", MI",-83.950807,43.41947,"unclear_coded_by_hand","General Coordinates Used"
"Oval Beach","(Adm. chg.) 1/2 mi. N. of parking lot beyond straight beach","","Saugatuck","MI","Cruisy Area,(P)","Cruising Areas","checked",1985,"",", MI",-86.216158,42.662948,"unclear_coded_by_hand","Found"
"Park on Water St.","","","Saugatuck","MI","Cruisy Area","Cruising Areas","checked",1985,"",", MI",-86.205431,42.657366,"unclear_coded_by_hand","Found"
"Camp It","(616)543-9032 (Fennville)","","Saugatuck","MI","(H)","Hotel","checked",1985,"",", MI",-86.201982,42.655025,"unclear_coded_by_hand","General Coordinates Used"
"Douglas Dunes","(616)857-1401 (Resort)(Disco-D-WE)","Blue Star Mem. Hwy. P.O. Box 365, Douglas 49406","Saugatuck","MI","(*),(H),(R),(D),(WE)","Hotel,Restaurant,Bars/Clubs","checked",1985,"","Blue Star Mem. Hwy. P.O. Box 365, Douglas 49406, MI",-86.201982,42.655025,"unclear_coded_by_hand","General Coordinates Used"
"Opposite the Coral Gables","","","Saugatuck","MI","Cruisy Area","Cruising Areas","checked",1985,"",", MI",-86.201982,42.655025,"unclear_coded_by_hand","General Coordinates Used"
"The Kirby House","(616)857-2904 (Guest House)","P.O. Box 1174, Douglas 49504","Saugatuck","MI","(H)","Hotel","checked",1985,"","P.O. Box 1174, Douglas 49504, MI",-86.201982,42.655025,"unclear_coded_by_hand","General Coordinates Used"
"Ramada Inn","(T-Room)","","Southfield","MI","Cruisy Area","Cruising Areas","checked",1985,"",", MI",-83.299175,42.494751,"unclear_coded_by_hand","Found"
"Tel-12 Mall","(T-Rooms)","","Southfield","MI","Cruisy Area","Cruising Areas","checked",1985,"",", MI",-83.282375,42.497202,"unclear_coded_by_hand","Found"
"Bryant Park","","","Traverse City","MI","Cruisy Area","Cruising Areas","checked",1985,"",", MI",-85.595615,44.766703,"unclear_coded_by_hand","Found"
"Westend Beach bath house","","","Traverse City","MI","Cruisy Area,(*)","Cruising Areas","checked",1985,"",", MI",-85.634675,44.769607,"unclear_coded_by_hand","Found"
"Oakland Mall","","","Troy","MI","Cruisy Area","Cruising Areas","checked",1985,"",", MI",-83.110968,42.537919,"unclear_coded_by_hand","Found"
"Somerset Mall","","","Troy","MI","Cruisy Area","Cruising Areas","checked",1985,"",", MI",-83.185384,42.563017,"unclear_coded_by_hand","Found"
"'Rest Stop'","(E. on I-96)","","Wixom","MI","Cruisy Area","Cruising Areas","checked",1985,"",", MI",-83.536327,42.524756,"unclear_coded_by_hand","General Coordinates Used"
"Student Union","(Home Econ & Education Bldgs. T-Rooms)","","Ypsilanti","MI","Cruisy Area","Cruising Areas","checked",1985,"",", MI",-83.624089,42.25068,"unclear_coded_by_hand","Found"
"Erie Rex Lounge","","Hwy. 10 E.","Detroit Lakes","MN","(M),(R),(E),(WE)","Restaurant","checked",1985,"","Hwy. 10 E., MN",-95.845325,46.817181,"unclear_coded_by_hand","General Coordinates Used"
"Book stores on Superior St.","","","Duluth","MN","Cruisy Area","Cruising Areas,Book Store","checked",1985,"",", MN",-92.017904,46.835379,"unclear_coded_by_hand","Found"
"Park Point Beach","(Summers)","","Duluth","MN","Cruisy Area","Cruising Areas","checked",1985,"",", MN",-92.052215,46.730712,"unclear_coded_by_hand","Found"
"Mankato St. Gay Advisor","(507)389-1455","","Mankato","MN","","Community Center/Support Groups","checked",1985,"",", MN",-93.9994,44.163578,"unclear_coded_by_hand","General Coordinates Used"
"Apache Plaza","(Basement T-Rooms)","","Minneapolis","MN","Cruisy Area","Cruising Areas","checked",1985,"",", MN",-93.222238,45.039153,"unclear_coded_by_hand","Found"
"IDS Tower","('Crystal Court') (Indoor mall)","","Minneapolis","MN","Cruisy Area","Cruising Areas","checked",1985,"",", MN",-93.272309,44.976119,"unclear_coded_by_hand","Found"
"Jockey Club","(Neighborhood cruise bar)","Lyndale at Lake St.","Minneapolis","MN","","Bars/Clubs,Cruising Areas","checked",1985,"","Lyndale at Lake St., MN",NA,NA,"unclear_coded_by_hand","Found"
"Lake Calhoun Beach","(Summers) (Calhoun Blvd. betw. 32nd & 33rd)","","Minneapolis","MN","Cruisy Area","Cruising Areas","checked",1985,"",", MN",-93.319936,44.945113,"unclear_coded_by_hand","Found"
"Loring Park & Oak Grove","","","Minneapolis","MN","Cruisy Area,(AYOR)","Cruising Areas","checked",1985,"",", MN",-93.286785,44.968911,"unclear_coded_by_hand","Found"
"Mississippi River Flats","('BA' Beach E. River Rd., opp. Shriners Hospital)","","Minneapolis","MN","Cruisy Area,(AYOR)","Cruising Areas","checked",1985,"",", MN",-93.23506,44.970351,"unclear_coded_by_hand","Found"
"U. of Minn","(Minneapolis Campus) (Coffman Mem. Union 2nd floor T-Room)","","Minneapolis","MN","Cruisy Area","Cruising Areas","checked",1985,"",", MN",-93.235143,44.97291,"unclear_coded_by_hand","Found"
"U. of Minn","(Minneapolis Campus) (Northtrop Auditorium 3rd floor T-Room)","","Minneapolis","MN","Cruisy Area","Cruising Areas","checked",1985,"",", MN",-93.234883,44.976348,"unclear_coded_by_hand","Found"
"U. of Minn.","(Coffmann Mem. Union) (Lesbian & Gay Community Ctr.)","","Minneapolis","MN","Cruisy Area","Cruising Areas","checked",1985,"",", MN",-93.235375,44.973089,"unclear_coded_by_hand","Found"
"Gay Arrow Escort Service","(612)822-2251","","Minneapolis","MN","","Escort Service","checked",1985,"",", MN",-93.265011,44.977753,"unclear_coded_by_hand","General Coordinates Used"
"Hennepin Ave.","(Downtown)","","Minneapolis","MN","Cruisy Area","Cruising Areas","checked",1985,"",", MN",-93.2885,44.965282,"unclear_coded_by_hand","General Coordinates Used"
"Concordia College Library","","","Moorhead","MN","Cruisy Area","Cruising Areas","checked",1985,"",", MN",-96.770094,46.864666,"unclear_coded_by_hand","Found"
"Prairie Gay Community","","Box 83, Moorhead 56560","Moorhead","MN","","Community Center/Support Groups","checked",1985,"","Box 83, Moorhead 56560, MN",-96.767804,46.873765,"unclear_coded_by_hand","General Coordinates Used"
