"title","description","streetaddress","city","state","amenityfeatures","type","Year","unclear_address","notes","full.address","lon","lat","geoAddress","status"
"The Gym","(Houston Muscle & Power Co.)","3305 Montrose","Houston","TX","","Gymnasium",1982,NA,"","3305 Montrose, Houston, TX",-95.391192,29.7435242,"3305 montrose blvd, houston, tx 77006, usa","Geocoded"
"2306 Club","(Some SM, FFA, Kinky) (Cell-like rooms)","2306 Genessee","Houston","TX","(*),(P),(SM),(FFA)","Bars/Clubs",1982,NA,"","2306 Genessee, Houston, TX",-95.3841806,29.7486124,"2306 genesee st, houston, tx 77006, usa","Geocoded"
"Venture-N","(Macho, slightly sterile cruise bar - DJ but no D)","2923 S. Main","Houston","TX","(*),(PT),(D)","Bars/Clubs",1982,NA,"","2923 S. Main, Houston, TX",-95.5596841,29.615637,"2923 s main st, stafford, tx 77477, usa","Geocoded"
"Wild 'n' Stein","(Book store)","520-B Westheimer","Houston","TX","","Book Store",1982,NA,"","520-B Westheimer, Houston, TX",-95.3883026,29.7448015,"520 westheimer rd b, houston, tx 77006, usa","Geocoded"
"Wildwood Saloon","","1504 Westheimer","Houston","TX","","Bars/Clubs",1982,NA,"","1504 Westheimer, Houston, TX",-95.3973414,29.7429621,"1504 westheimer rd, houston, tx 77006, usa","Geocoded"
"Zodiac","(Don't bother)","5100 Airline","Houston","TX","","Bars/Clubs",1982,NA,"","5100 Airline, Houston, TX",-95.3843033,29.839939,"5100 airline dr, houston, tx 77022, usa","Geocoded"
"Valentino's","(Very M) (Disco) (Cruisy cocktail hour)","3002 Slide Rd.","Lubbock","TX","(PE),(M),(D)","Bars/Clubs,Cruising Areas",1982,NA,"","3002 Slide Rd., Lubbock, TX",-101.9229204,33.5666469,"3002 slide rd, lubbock, tx 79407, usa","Geocoded"
"Duffy's Tavern","(Some L)","5 S. 16th St.","McAllen","TX","(L),(D),(PT)","Bars/Clubs",1982,NA,"","5 S. 16th St., McAllen, TX",-98.2365932,26.2045757,"5 s 16th st, mcallen, tx 78501, usa","Geocoded"
"Fifties","","11 1/2 St.","McAllen","TX","(YC),(D)","Bars/Clubs",1982,NA,"","11 1/2 St., McAllen, TX",-98.2288583,26.2190046,"n 11th 1/2 st, mcallen, tx 78501, usa","Geocoded"
"Outpose","(Some W)","Hwy. 107","McAllen","TX","(W)","Bars/Clubs",1982,NA,"","Hwy. 107, McAllen, TX",-98.2501354,26.3139383,"tx-107, mcallen, tx, usa","Geocoded"
"Capri","(Disco) (Sunday S) (Liquor)","8401 Andrews Hwy.","Odessa","TX","(YC),(D),(*)","Bars/Clubs",1982,NA,"","8401 Andrews Hwy., Odessa, TX",-102.4005506,31.9304126,"8401 andrews hwy, odessa, tx 79765, usa","Geocoded"
"Army-Navy News","(Books)","4958 S.W. Military Dr.","San Antonio","TX","","Book Store",1982,NA,"","4958 S.W. Military Dr., San Antonio, TX",-98.5973384,29.3669198,"4958 sw military dr, san antonio, tx 78242, usa","Geocoded"
"Atlantis","(Many Latins)","321 Navarro","San Antonio","TX","","Bars/Clubs",1982,NA,"","321 Navarro, San Antonio, TX",-98.4897989,29.4244206,"321 navarro st, san antonio, tx 78205, usa","Geocoded"
"Bonham Exchange","(Super complex - several bars) (Disco) (Cruisy) (see ad next page)","411 Bonham","San Antonio","TX","(*),(YC),(D)","Cruising Areas,Bars/Clubs",1982,NA,"","411 Bonham, San Antonio, TX",-98.4842894,29.4266557,"411 bonham, san antonio, tx 78205, usa","Geocoded"
"Crew","(Some W, SM) (Cruisy)","309 W. Market","San Antonio","TX","(*),(W),(SM)","Cruising Areas,Bars/Clubs",1982,NA,"","309 W. Market, San Antonio, TX",-98.4895557,29.4235181,"309 w market st, san antonio, tx 78205, usa","Geocoded"
"Earl Abel's","(AYOR)","4200 Broadway","San Antonio","TX","(AYOR),(M),(R),(C),(AH)","Restaurant",1982,NA,"","4200 Broadway, San Antonio, TX",-98.4637773,29.4650644,"4200 broadway, san antonio, tx 78209, usa","Geocoded"
"El Jardin","(Cruisy) (Patio) (Afternoons & WE*)","106 Navarro","San Antonio","TX","(OC),(WE),(*)","Bars/Clubs,Cruising Areas",1982,NA,"","106 Navarro, San Antonio, TX",-98.4906795,29.4213331,"106 navarro st, san antonio, tx 78205, usa","Geocoded"
"Executive Health Club","(Sauna, etc.) (Some OC) (see ad. pg 347) (off Broadway)","723 Avenue 'B'","San Antonio","TX","(H),(OC),(*)","Bars/Clubs,Hotel",1982,NA,"","723 Avenue 'B', San Antonio, TX",-98.483822,29.433354,"723 avenue b, san antonio, tx 78215, usa","Geocoded"
"Faces","(Many L) (Disco) (WE*)","119 El Mio","San Antonio","TX","(WE),(L),(D),(*)","Bars/Clubs",1982,NA,"","119 El Mio, San Antonio, TX",-98.4998754,29.4938439,"119 el mio dr, san antonio, tx 78216, usa","Geocoded"
"First Star","(Books 'n' things)","6724 San Pedro","San Antonio","TX","(*)","Book Store",1982,NA,"","6724 San Pedro, San Antonio, TX",-98.498697,29.501356,"6724 san pedro ave, san antonio, tx 78216, usa","Geocoded"
"First Star","(Books 'n' things)","511 E. Houston","San Antonio","TX","(*)","Book Store",1982,NA,"","511 E. Houston, San Antonio, TX",-98.4875601,29.4267274,"511 e houston st, san antonio, tx 78205, usa","Geocoded"
"Friendly","(Some W, SM) (Closes 1am)","6764 San Pedro","San Antonio","TX","(*)","Bars/Clubs",1982,NA,"","6764 San Pedro, San Antonio, TX",-98.4991706,29.5018209,"6764 san pedro ave, san antonio, tx 78216, usa","Geocoded"
"High Times","(Hip) (Head shop) (AYOR)","6726 San Pedro","San Antonio","TX","(AYOR)","Bars/Clubs",1982,NA,"","6726 San Pedro, San Antonio, TX",-98.4987605,29.5013369,"6726 san pedro ave, san antonio, tx 78216, usa","Geocoded"
"International News","(Only hard core in S.A.)","15230 Hwy. 81 S.","San Antonio","TX","","Erotic Shop",1982,NA,"","15230 Hwy. 81 S., San Antonio, TX",-98.52873,29.33804,"s st, san antonio, tx 78224, usa","Geocoded"
"Jennifer's Jewel Box","(Some L) (Neighborhood bar)","139 Fredericksburg Rd.","San Antonio","TX","(PT),(D),(L)","Bars/Clubs",1982,NA,"","139 Fredericksburg Rd., San Antonio, TX",-98.5053216,29.4427934,"139 fredericksburg rd, san antonio, tx 78201, usa","Geocoded"
"Kevin Wagner's Unique Cards","(Gifts, etc.)","1805 1/2 N. Main","San Antonio","TX","","Business",1982,NA,"","1805 1/2 N. Main, San Antonio, TX",-98.4944354,29.4461839,"1805 n main ave, san antonio, tx 78212, usa","Geocoded"
"Madam Arthur's","(Patio)","607 N. St. Mary's","San Antonio","TX","(D),(PT)","Bars/Clubs",1982,NA,"","607 N. St. Mary's, San Antonio, TX",-98.4915343,29.4295691,"607 n st mary's st, san antonio, tx 78205, usa","Geocoded"
"Mary Ellen's","(Neighborhood bar) (Patio) (Some W, SM)","815 Fredricksburg Rd.","San Antonio","TX","(PT),(W),(SM)","Bars/Clubs",1982,NA,"","815 Fredricksburg Rd., San Antonio, TX",-98.5130539,29.450965,"815 fredericksburg rd, san antonio, tx 78201, usa","Geocoded"
"M.C.C.","","107 S. Pine","San Antonio","TX","(MCC)","Religious Institution",1982,NA,"","107 S. Pine, San Antonio, TX",-98.4704643,29.4193691,"107 s pine st, san antonio, tx 78203, usa","Geocoded"
"Our Place","(Many L) (C&W) (Disco) (WE*)","115 General Krueger","San Antonio","TX","(L),(C&W),(D),(WE),(*)","Bars/Clubs",1982,NA,"","115 General Krueger, San Antonio, TX",-98.5084587,29.4906924,"115 general krueger blvd, san antonio, tx 78213, usa","Geocoded"
"Paris News","","1929 N. New Braunfels","San Antonio","TX","","Book Store",1982,NA,"","1929 N. New Braunfels, San Antonio, TX",-98.4611896,29.4427321,"1929 n new braunfels ave, san antonio, tx 78208, usa","Geocoded"
"Precious Lounge","(Latins)","1107 Nogalitos","San Antonio","TX","(PT)","Bars/Clubs",1982,NA,"","1107 Nogalitos, San Antonio, TX",-98.5105077,29.4021187,"1107 nogalitos st, san antonio, tx 78204, usa","Geocoded"
"Snuffy's Boulevard","(Disco) (2 bars)","1430 N. Main","San Antonio","TX","(D),(YC),(S)","Bars/Clubs",1982,NA,"","1430 N. Main, San Antonio, TX",-98.4938462,29.4426895,"1430 n main ave, san antonio, tx 78212, usa","Geocoded"
"The Pitts","(Cl. Mon.)","Hwy. 59 S.","Victoria","TX","(S),(*)","Bars/Clubs",1982,NA,"","Hwy. 59 S., Victoria, TX",-96.9414208,28.8002117,"us-59, victoria, tx, usa","Geocoded"
"Capri Adult Theatre","(Cruisy)","1319 N. 15th St.","Waco","TX","(M)","Theatre,Cruising Areas",1982,NA,"","1319 N. 15th St., Waco, TX",-97.1505568,31.5589329,"1319 n 15th st, waco, tx 76707, usa","Geocoded"
"Denny's","","1206 Central Fwy.","Wichita Falls","TX","(M),(R),(C),(AH)","Restaurant",1982,NA,"","1206 Central Fwy., Wichita Falls, TX",-98.5198825,33.936596,"1206 central e fwy, wichita falls, tx 76306, usa","Geocoded"
"Double U's Adult Store","","4116 Burkburnett Rd.","Wichita Falls","TX","","Erotic Shop",1982,NA,"","4116 Burkburnett Rd., Wichita Falls, TX",-98.5145639,33.9652427,"4116 burkburnett rd, wichita falls, tx 76306, usa","Geocoded"
"Harlow's Pub","","804 Lamar","Wichita Falls","TX","(D),(*)","Bars/Clubs",1982,NA,"","804 Lamar, Wichita Falls, TX",-98.4932215,33.9107288,"804 lamar st, wichita falls, tx 76301, usa","Geocoded"
"L & M","","3064 Seymour Hwy.","Wichita Falls","TX","(M),(R),(C),(AH)","Restaurant",1982,NA,"","3064 Seymour Hwy., Wichita Falls, TX",-98.5274321,33.9097756,"3064 seymour hwy, wichita falls, tx 76301, usa","Geocoded"
"Mary's Carousel Lounge","","703 Travis","Wichita Falls","TX","(D),(PT)","Bars/Clubs",1982,NA,"","703 Travis, Wichita Falls, TX",-98.4947797,33.9114332,"703 travis st, wichita falls, tx 76301, usa","Geocoded"
"Theatre XX","","316 N. Scott","Wichita Falls","TX","","Theatre",1982,NA,"","316 N. Scott, Wichita Falls, TX",-98.4991893,33.920103,"316 n scott ave, wichita falls, tx 76306, usa","Geocoded"
"Brewery","(Hip)","1889 Lincoln Ave.","Ogden","UT","(M),(YC)","Bars/Clubs",1982,NA,"","1889 Lincoln Ave., Ogden, UT",-111.9764164,41.2336095,"1889 lincoln ave, ogden, ut 84401, usa","Geocoded"
"Sambo's","","3670 Washington Blvd.","Ogden","UT","(M),(R),(C),(AH)","Restaurant",1982,NA,"","3670 Washington Blvd., Ogden, UT",-111.9710563,41.19621,"3670 washington blvd, south ogden, ut 84403, usa","Geocoded"
"Deer Hunter","(Cruisy)","636 South 300 West.","Salt Lake City","UT","(PT),(*)","Cruising Areas",1982,NA,"","636 South 300 West., Salt Lake City, UT",-111.9002899,40.75549,"636 s 300 w, salt lake city, ut 84101, usa","Geocoded"
"Gay Help Line","","(801) 533-0927","Salt Lake City","UT","","Hotline",1982,NA,"","(801) 533-0927, Salt Lake City, UT",NA,NA,NA,"Geocoded"
"Jeff's Gym","","727 W. 17th St.","Salt Lake City","UT","","Gymnasium",1982,NA,"","727 W. 17th St., Salt Lake City, UT",-111.9159385,40.8042047,"727 w 17th n, salt lake city, ut 84116, usa","Geocoded"
"Magazine Shop","(Books)","228 S. Main","Salt Lake City","UT","(M)","Book Store",1982,NA,"","228 S. Main, Salt Lake City, UT",-111.8915464,40.7642219,"228 s main st, salt lake city, ut 84101, usa","Geocoded"
"M.C.C.","","2555 Highland Dr.","Salt Lake City","UT","(MCC)","Religious Institution",1982,NA,"","2555 Highland Dr., Salt Lake City, UT",-111.8558571,40.7158141,"2555 highland dr., salt lake city, ut 84106, usa","Geocoded"
"R.C.","(Some W, OC) (Can enter thru parking lot in rear)","147 S. State St.","Salt Lake City","UT","(W),(OC),(SM),(PT),(*)","Bars/Clubs",1982,NA,"","147 S. State St., Salt Lake City, UT",-111.8877316,40.7660512,"147 s state st, salt lake city, ut 84111, usa","Geocoded"
"Studio 8 Disco","(Liquor) (Show Address)","2150 South 300 West","Salt Lake City","UT","(P),(YC),(D),(*),(R),(PT)","Bars/Clubs,Restaurant",1982,NA,"","2150 South 300 West, Salt Lake City, UT",-111.8999689,40.7236595,"2150 s 300 w, south salt lake, ut 84115, usa","Geocoded"
"Sun Tavern","(Disco) (Patio in summer) (Adm. WE) (Some L)","1 South 400 West","Salt Lake City","UT","(*),(YC),(D),(WE),(L)","Bars/Clubs",1982,NA,"","1 South 400 West, Salt Lake City, UT",-111.902419,40.7692393,"1 s 400 w, salt lake city, ut 84101, usa","Geocoded"
"The Rail","(Good days)","363 West South Temple","Salt Lake City","UT","(*),(PT)","Bars/Clubs",1982,NA,"","363 West South Temple, Salt Lake City, UT",-111.9011338,40.7683583,"363 w s temple, salt lake city, ut 84101, usa","Geocoded"
"Andrews Inn","(Ski resort) (2 bars) (Disco) (Some L) (Sun. Tea dance & buffet)","34 Village Square","Bellows Falls","VT","(*),(H),(R),(D),(L)","Restaurant,Hotel",1982,NA,"","34 Village Square, Bellows Falls, VT",-72.443933,43.134071,"32 square, bellows falls, vt 05101, usa","Geocoded"
"Twin Cities News","(Books)","Twin Cities Shopping Plaza, Barre-Montpelier Rd.","Berlin","VT","","Book Store",1982,NA,"","Twin Cities Shopping Plaza, Barre-Montpelier Rd., Berlin, VT",-72.5472486,44.2218853,"barre-montpelier rd, berlin, vt, usa","Geocoded"
"Inwood Manor","(Looks promising) (802) 633-4047","Off Lower Waterford Rd.","Burlington","VT","(H),(R)","Restaurant,Hotel",1982,NA,"","Off Lower Waterford Rd., Burlington, VT",-71.950292,44.3415595,"lower waterford rd fork, vermont 05819, usa","Geocoded"
"Kierman's Lodge","(Ski resort)","Sugarbush Road","Warren","VT","(M),(YC),(R),(WE)","Restaurant",1982,NA,"","Sugarbush Road, Warren, VT",-72.8944139,44.1359019,"sugarbush resort, 102 forest dr, warren, vt 05674, usa","Geocoded"
"Continental","(Some RT)","111 W. Tazwell","Norfolk","VA","(D),(RT),(B)","Bars/Clubs",1982,NA,"","111 W. Tazwell, Norfolk, VA",-76.2914909,36.8492514,"111 w tazewell st, norfolk, va 23510, usa","Geocoded"
"Cue","(Some L) (Disco)","4601 Killam","Norfolk","VA","(YC),(L),(D),(R),(PT),(*)","Restaurant",1982,NA,"","4601 Killam, Norfolk, VA",-76.29858,36.885804,"4601 killam ave, norfolk, va 23508, usa","Geocoded"
"Ghent Society","(Must be sponsored) (Some YC, L) (Disco) (AH*)","4402 Colley Ave.","Norfolk","VA","(P),(YC),(L),(D),(AH),(*)","Bars/Clubs",1982,NA,"","4402 Colley Ave., Norfolk, VA",-76.2946471,36.8845633,"4402 colley ave, norfolk, va 23508, usa","Geocoded"
"Oar House","(Disco) (WE*)","4107 Colley Ave.","Norfolk","VA","(R),(YC),(D),(WE),(*)","Bars/Clubs,Restaurant",1982,NA,"","4107 Colley Ave., Norfolk, VA",-76.2952008,36.8826918,"4107 colley ave, norfolk, va 23508, usa","Geocoded"
"Shirley's","(Also C, R-AH)","811 Colley Ave.","Norfolk","VA","(L),(D),(PT),(C),(R),(AH)","Restaurant,Bars/Clubs",1982,NA,"","811 Colley Ave., Norfolk, VA",-76.3011752,36.8628169,"811 colley ave, norfolk, va 23507, usa","Geocoded"
"Steak 'n' Eggs","","1200 Colley Ave.","Norfolk","VA","(M),(R),(C),(AH)","Restaurant,Bars/Clubs",1982,NA,"","1200 Colley Ave., Norfolk, VA",-76.2991239,36.8658234,"1200 colley ave, norfolk, va 23517, usa","Geocoded"
"Y.M.C.A.","","312 W. Butte St.","Norfolk","VA","(M),(H)","Hotel",1982,NA,"","312 W. Butte St., Norfolk, VA",-76.293934,36.8530114,"312 w bute st, norfolk, va 23510, usa","Geocoded"
"Cha Cha Palace","(Unisex) (Disco) (No booze)","800 W. Main","Richmond","VA","(M),(D)","Bars/Clubs",1982,NA,"","800 W. Main, Richmond, VA",-77.4515954,37.5458472,"800 w main st, richmond, va 23220, usa","Geocoded"
"Gatsby's","(Liquor)","1300 E. Cary","Richmond","VA","(M),(R)","Restaurant",1982,NA,"","1300 E. Cary, Richmond, VA",-77.433529,37.5353544,"1300 e cary st, richmond, va 23219, usa","Geocoded"
"Lachlan's","(Disco) (M - R - Upstairs)","Richmond Shopping Center 3506 W. Cary","Richmond","VA","(YC),(D),(M),(R)","Restaurant",1982,NA,"","Richmond Shopping Center 3506 W. Cary, Richmond, VA",-77.4875896,37.5561763,"3522 w cary st, richmond, va 23221, usa","Geocoded"
"Oscar Restaurant & Bar","(Looks promising)","204 E. Grace St.","Richmond","VA","","Bars/Clubs,Restaurant",1982,NA,"","204 E. Grace St., Richmond, VA",-77.4406709,37.5437036,"204 e grace st, richmond, va 23219, usa","Geocoded"
"Bart's","(Disco)","719 Salem Ave.","Roanoke","VA","(YC),(D),(PT)","Bars/Clubs",1982,NA,"","719 Salem Ave., Roanoke, VA",-79.9545816,37.2732025,"719 salem ave sw, roanoke, va 24016, usa","Geocoded"
"Last Straw","","9 W. Salem Ave.","Roanoke","VA","(R)","Restaurant",1982,NA,"","9 W. Salem Ave., Roanoke, VA",-79.940956,37.272612,"9 salem ave sw, roanoke, va 24011, usa","Geocoded"
"The Park","(Some L, YC)","615 Salem Ave.","Roanoke","VA","(*),(L),(YC),(P),(R),(D)","Restaurant",1982,NA,"","615 Salem Ave., Roanoke, VA",-79.9528049,37.2730181,"615 salem ave sw, roanoke, va 24016, usa","Geocoded"
"Great Northern Book Store","","1306 Railroad Ave.","Bellingham","WA","","Book Store",1982,NA,"","1306 Railroad Ave., Bellingham, WA",-122.4776703,48.7492918,"1306 railroad ave, bellingham, wa 98225, usa","Geocoded"
"Green Apple Cinema","","1211 N. State St.","Bellingham","WA","(M)","Bars/Clubs",1982,NA,"","1211 N. State St., Bellingham, WA",-122.4783662,48.7477391,"1211 n state st, bellingham, wa 98225, usa","Geocoded"
"Toyon","(Disco) (Some L)","1317 1/2 N. State St.","Bellingham","WA","(*),(D),(L),(YC),(PT)","Bars/Clubs",1982,NA,"","1317 1/2 N. State St., Bellingham, WA",-122.4764828,48.7491201,"1317 n state st, bellingham, wa 98225, usa","Geocoded"
"Blaine Books","","715 Peace Portal Way","Blaine","WA","","Book Store",1982,NA,"","715 Peace Portal Way, Blaine, WA",-122.751907,48.993822,"715 peace portal dr, blaine, wa 98230, usa","Geocoded"
"Bremerton Cinema","","317 Callow St.","Bremerton","WA","(M)","Bars/Clubs",1982,NA,"","317 Callow St., Bremerton, WA",-122.6535664,47.5661826,"317 n callow ave, bremerton, wa 98312, usa","Geocoded"
"Everett Magazines","","1808 Hewitt Ave.","Everett","WA","","Book Store",1982,NA,"","1808 Hewitt Ave., Everett, WA",-122.2053447,47.9789992,"1808 hewitt ave, everett, wa 98201, usa","Geocoded"
"Pines Tavern","","2901 Hewitt Ave.","Everett","WA","(M)","Bars/Clubs",1982,NA,"","2901 Hewitt Ave., Everett, WA",-122.1921204,47.9793712,"2901 hewitt ave, everett, wa 98201, usa","Geocoded"
"Adult Book Store","","1415 1st Ave.","Seattle","WA","","Book Store",1982,NA,"","1415 1st Ave., Seattle, WA",-122.3397797,47.6082134,"1415 1st ave, seattle, wa 98101, usa","Geocoded"
"A Different Drummer","(Book store)","420 Broadway E.","Seattle","WA","(L)","Book Store",1982,NA,"","420 Broadway E., Seattle, WA",-122.3205332,47.6226349,"420 broadway e, seattle, wa 98102, usa","Geocoded"
"Al Duane's Adult Books","","1212 First Ave.","Seattle","WA","","Book Store",1982,NA,"","1212 First Ave., Seattle, WA",-122.3376971,47.6066132,"1212 1st ave, seattle, wa 98101, usa","Geocoded"
"Axel Rock Saloon","(Some SM, W, FFA) (Cruisy)","1114 Howell","Seattle","WA","(*),(SM),(W),(FFA)","Bars/Clubs,Cruising Areas",1982,NA,"","1114 Howell, Seattle, WA",-122.3310759,47.6167227,"1114 howell st, seattle, wa 98101, usa","Geocoded"
"Branding Iron Saloon","(Adj. leather cell) (Neighborhood SM, W)","2700 E. Union","Seattle","WA","(SM),(W)","Bars/Clubs",1982,NA,"","2700 E. Union, Seattle, WA",-122.2973686,47.6131491,"2700 e union st, seattle, wa 98122, usa","Geocoded"
"Brass Door","('Humpy jocks') (Disco) (Cruisy)","722 E. Pike St.","Seattle","WA","(*),(YC),(D)","Cruising Areas,Bars/Clubs",1982,NA,"","722 E. Pike St., Seattle, WA",-122.322344,47.6143248,"722 e pike st, seattle, wa 98122, usa","Geocoded"
"Champ Arcade","(Books & movies)","106 Pike St.","Seattle","WA","","Book Store,Business",1982,NA,"","106 Pike St., Seattle, WA",-122.3397895,47.6091385,"106 pike st, seattle, wa 98101, usa","Geocoded"
"Columbus Tavern","","167 S. Washington","Seattle","WA","(M),(RT),(OC)","Bars/Clubs",1982,NA,"","167 S. Washington, Seattle, WA",-122.3319634,47.6007072,"167 s washington st, seattle, wa 98104, usa","Geocoded"
"Continental Club Baths of Seattle","(Newest & largest - accommodates 300) (Should be a huge success)","1520 Summit Ave.","Seattle","WA","","Bathhouses",1982,NA,"","1520 Summit Ave., Seattle, WA",-122.3252329,47.6148032,"1520 summit ave, seattle, wa 98122, usa","Geocoded"
"Crescent Tavern","","1413 E. Olive Way","Seattle","WA","(D),(PT),(L)","Bars/Clubs",1982,NA,"","1413 E. Olive Way, Seattle, WA",-122.3263031,47.6174453,"1413 e olive way, seattle, wa 98122, usa","Geocoded"
"Crypt","(Leather, cloths, toys, erotica, etc.)","1310 E. Union St.","Seattle","WA","(*)","Erotic Shop",1982,NA,"","1310 E. Union St., Seattle, WA",-122.3149229,47.6131424,"1310 e union st, seattle, wa 98122, usa","Geocoded"
"Dave's Baths","(2nd floor)","2402 1st Ave.","Seattle","WA","","Bathhouses",1982,NA,"","2402 1st Ave., Seattle, WA",-122.3477571,47.6143671,"2402 1st ave, seattle, wa 98121, usa","Geocoded"
"Depot","(Disco) (Liquor) (Could be a winner)","315 Terry N.","Seattle","WA","(R),(D)","Restaurant",1982,NA,"","315 Terry N., Seattle, WA",-122.3374125,47.6214344,"315 terry ave n, seattle, wa 98109, usa","Geocoded"
"Double Header","","407 2nd Ave.","Seattle","WA","(M),(RT),(OC),(D)","Bars/Clubs",1982,NA,"","407 2nd Ave., Seattle, WA",-122.3595008,47.6225728,"407 2nd ave w, seattle, wa 98119, usa","Geocoded"
"Eastlake East","(Disco)","101 Eastlake East","Seattle","WA","(D),(L),(*)","Bars/Clubs",1982,NA,"","101 Eastlake East, Seattle, WA",-122.3293839,47.6187636,"101 eastlake ave e, seattle, wa 98109, usa","Geocoded"
"Elite Tavern","","622 Broadway E.","Seattle","WA","","Bars/Clubs",1982,NA,"","622 Broadway E., Seattle, WA",-122.3206314,47.6247397,"622 broadway e, seattle, wa 98102, usa","Geocoded"
"Fantasyland","(Adult erotica)","219 Broadway E.","Seattle","WA","","Bars/Clubs",1982,NA,"","219 Broadway E., Seattle, WA",-122.3212985,47.6205778,"219 broadway e, seattle, wa 98102, usa","Geocoded"
