"title","description","streetaddress","city","state","amenityfeatures","unclear_address","Year","type","notes","full.address","lon","lat","geoAddress"
"Family of God MCC","(Unitarian Church) 321-9202 6:30pm Sun","1442 Double Churches Rd","Columbus","GA","",NA,1998,"Spiritual Groups","","1442 Double Churches Rd, Columbus, GA",-84.9700913,32.5556909,"1442 double churches rd, columbus, ga 31904, usa"
"Cafe Leviticus","279-8877 7am-midnight","1445 The Alameda","San Jose","CA","(MW)",NA,1998,"Cafes","","1445 The Alameda, San Jose, CA",-121.9146401,37.3333521,"1445 the alameda, san jose, ca 95126, usa"
"Illusions","266-0535 7am-3am, clsd Sun","1446 E Washington","Indianapolis","IN","(MW),(D),(S)",NA,1998,"Bars & Nightclubs","","1446 E Washington, Indianapolis, IN",-86.1335549,39.7673214,"1446 e washington st, indianapolis, in 46201, usa"
"The Boy Next Door","11am-7pm, clothing","1447 Piedmont Ave","Atlanta","GA","",NA,1998,"Bookstores & Retail Shops","","1447 Piedmont Ave, Atlanta, GA",-84.3718516,33.7939592,"1447 piedmont ave ne, atlanta, ga 30309, usa"
"Fireplace Inn","664-5264 4:30pm-midnight, from 11am wknds(summer), BBQ, full bar","1448 N Wells St","Chicago","IL","(MW)",NA,1998,"Restaurants","Listed under ""Chicago - Near North""","1448 N Wells St, Chicago, IL",-87.6350443,41.909083,"1448 n wells st, chicago, il 60610, usa"
"The Club Cleveland","961-2727 24hrs","1448 W 32nd St","Cleveland","OH","(*),(MO),(PC)",NA,1998,"Men's Clubs","","1448 W 32nd St, Cleveland, OH",-81.71273,41.488465,"1448 w 32nd st, cleveland, oh 44113, usa"
"Bock's B&B","664-6842, restored 1906 Edwardian residence, shared/private baths","1448 Willard St","San Francisco","CA","(GF),(NS)",NA,1998,"Accommodations","Listed under ""S.F.-Haight, Fillmore & West""","1448 Willard St, San Francisco, CA",-122.4539581,37.7634309,"1448 willard st, san francisco, ca 94117, usa"
"Terry Road Books","353-9156 24hrs","1449 Terry Rd","Jackson","MS","",NA,1998,"Erotica","","1449 Terry Rd, Jackson, MS",-90.2042825,32.2887498,"1449 terry rd, jackson, ms 39204, usa"
"The Warsaw","531-4555 9:30pm-5am, clsd Mon-Tue & Th, progressive music","1450 Collins Ave","Miami Beach","FL","(M),(D),(V),(S)",NA,1998,"Bars & Nightclubs","Listed under ""Miami Beach/South Beach""","1450 Collins Ave, Miami Beach, FL",-80.1307896,25.7871521,"1450 collins ave, miami beach, fl 33139, usa"
"Grapevine Books","786-4869 10am-6pm, til 8pm Fri-Sat, til 4pm Sun, lesbigay","1450 S Wells Ave","Reno","NV","(WC)",NA,1998,"Bookstores & Retail Shops","","1450 S Wells Ave, Reno, NV",-119.8025603,39.5114104,"1450 s wells ave, reno, nv 89502, usa"
"Just For You","Potrero Hill 647-3033, hours away, Southern brkft, some veggie","1453 18th St","Potrero Hill","CA","(*),(MW)",NA,1998,"Restaurants","Listed under ""S.F.-Mission District""","1453 18th St, Potrero Hill, CA",-122.3970708,37.7624014,"1453 18th st, san francisco, ca 94107, usa"
"Gender Identity Center of Colorado (GIC)","Lakewood, 80215-4993 202-6466 transgender resources and support","1455 Ammons St","Lakewood","CO","",NA,1998,"Info Lines & Services","Listed under ""Denver, CO""","1455 Ammons St, Lakewood, CO",-105.087572,39.7392155,"1455 ammons st, lakewood, co 80214, usa"
"Only For You","498-0284 noon-9pm, til 10pm Th-Sat lesbigay","1460 N Van Ness Ave","Fresno","CA","",NA,1998,"Erotica","","1460 N Van Ness Ave, Fresno, CA",-119.7987008,36.7625174,"1460 n van ness ave, fresno, ca 93728, usa"
"Main St.","494-0056 noon-2am, piano bar","1460 S Coast hwy","Laguna Beach","CA","(M),(E)",NA,1998,"Bars & Nightclubs","","1460 S Coast hwy, Laguna Beach, CA",-117.7741919,33.5315574,"1460 s coast hwy, laguna beach, ca 92651, usa"
"Hotel Iberia","Condado  722-5380","1464 Wilson Ave","Condado","PR","(GF)",NA,1998,"Accommodations","Listed under ""San Juan, PR""","1464 Wilson Ave, Condado, PR",-66.0670887,18.4524145,"1464 calle wilson, san juan, 00907, puerto rico"
"Desert Hangout","320-5984/(800) 660-5066 24hrs, hot tub, spa","1466 N Palm Canyon Dr","Palm Springs","CA","(MO),(SW),(N),(TA)",NA,1998,"Accommodations","","1466 N Palm Canyon Dr, Palm Springs, CA",-116.5463322,33.8419376,"1466 n palm canyon dr, palm springs, ca 92262, usa"
"Hugh's New American Bistro","744-1940 11am-10pm, from 5pm wknds, some veggie, full bar","1469 S Pearl","Denver","CO","",NA,1998,"Restaurants","","1469 S Pearl, Denver, CO",-104.9808295,39.6898556,"1469 s pearl st, denver, co 80210, usa"
"Adobe Inn","549-0321 full brkfst, kitchens","1473 Monterey St","San Luis Obispo","CA","(GF),(NS)",NA,1998,"Accommodations","","1473 Monterey St, San Luis Obispo, CA",-120.654791,35.2856118,"1473 monterey st, san luis obispo, ca 93401, usa"
"David's","278-4313 3pm-3am, from noon Sat, beer & set-ups only","1474 Madison","Memphis","TN","(M),(NH)",NA,1998,"Bars & Nightclubs","","1474 Madison, Memphis, TN",-90.0121323,35.1386951,"1474 madison ave, memphis, tn 38104, usa"
"Occidental Grill","783-1475 political player hangout","1475 Pennsylvania Ave NE","Washington","DC","",NA,1998,"Restaurants","","1475 Pennsylvania Ave NE, Washington, DC",-77.0328649,38.8967233,"1475 pennsylvania avenue nw, washington, dc 20004, usa"
"Little Joy","250-3417 4pm-2am, from 11am wknds","1477 W Sunset Blvd","Los Angeles","CA","(M),(NH),(MR-L),(OC)",NA,1998,"Bars & Nightclubs","Listed under ""L.A.-Silverlake""","1477 W Sunset Blvd, Los Angeles, CA",-118.2544211,34.075735,"1477 sunset blvd, los angeles, ca 90026, usa"
"Ye O' Matchmaker Pub","839-9388 10am-2am; also full restaurant, Mexican/American","1480 Humboldt","Denver","CO","(MW),(D),(MR),(S)",NA,1998,"Bars & Nightclubs","","1480 Humboldt, Denver, CO",-104.9694099,39.7396459,"1480 n humboldt st, denver, co 80218, usa"
"Blue Goose Cafe","436-8677, from 5:30pm, clsd Mon, game, some veggie","1491 N Palm Ave","Pembroke Pines","FL","(BW),(WC)",NA,1998,"Restaurants","","1491 N Palm Ave, Pembroke Pines, FL",-80.2793352,26.0201636,"1491 n palm ave, pembroke pines, fl 33026, usa"
"Desert Stars Resort","325-2686","1491 Via Soledad","Palm Springs","CA","(MO),(N)",NA,1998,"Accommodations","","1491 Via Soledad, Palm Springs, CA",-116.5443862,33.8043269,"1491 vía soledad, palm springs, ca 92264, usa"
"Revolution-Midtown","(Ansley Sq Shopping Cntr) 4pm-2am, call for sumer hours, deck","1492-B Piedmont Ave","Atlanta","GA","(W),(D),(S),(WC)",NA,1998,"Bars & Nightclubs","","1492-B Piedmont Ave, Atlanta, GA",-84.3708185,33.7956514,"1492 piedmont ave ne b, atlanta, ga 30309, usa"
"Burkhart's Pub","(Ansley Sq Shopping Center) 4pm-4am, from 2pm wknds","1492-F Piedmont Rd","Atlanta","GA","(MW),(NH),(WC)",NA,1998,"Bars & Nightclubs","","1492-F Piedmont Rd, Atlanta, GA",-84.3671913,33.8119621,"1492 piedmont rd f, atlanta, ga 30324, usa"
"Romeo's","476-1090 Italian, some veggie","1500 Barton Springs Rd","Austin","TX","(BW),(WC)",NA,1998,"Restaurants","","1500 Barton Springs Rd, Austin, TX",-97.7600695,30.2617577,"1500 barton springs rd, austin, tx 78704, usa"
"Radisson Hotel New Orleans","522-4500","1500 Canal St","New Orleans","LA","(GF),(TA)",NA,1998,"Accommodations","","1500 Canal St, New Orleans, LA",-90.0758769,29.9574759,"1500 canal st, new orleans, la 70112, usa"
"Eric's Chinese Restaurant","Chinese restaurant, 282-0919, 11am-9pm","1500 Church St","Noe Valley","CA","",NA,1998,"Restaurants","Listed under ""S.F.-Castro & Noe Valley""","1500 Church St, Noe Valley, CA",-122.4272815,37.7467673,"1500 church st, san francisco, ca 94131, usa"
"Thumpers","328-3800 11am-2am","1500 E Madison St","Seattle","WA","(F),(WC),(*),(M)",NA,1998,"Bars & Nightclubs","","1500 E Madison St, Seattle, WA",-122.312602,47.6148438,"1500 e madison st, seattle, wa 98122, usa"
"Christopher Place","623-6555/(800) 595-9441 full brkfst","1500 Pinnacles Wy","Newport","TN","(GF),(NS),(TA)",NA,1998,"Accommodations","","1500 Pinnacles Wy, Newport, TN",-83.2521538,35.920471,"1500 pinnacles way, newport, tn 37821, usa"
"Hotel Majestic","Pacific Heights 441-1100/869-8966 one of SF's earliest grand hotels, Mediterranean restaurant, some veggie, full bar","1500 Sutter St","San Francisco","CA","(GF),(WC)",NA,1998,"Accommodations","Listed under ""S.F.-Haight, Fillmore & West""","1500 Sutter St, San Francisco, CA",-122.4254316,37.7872511,"1500 sutter st, san francisco, ca 94109, usa"
"Yellow Brick Road, The Travel Agency","561-1800/(800) 642-2488","1500 W Balmoral Ave","Chicago","IL","(TA)",NA,1998,"Travel Agents","Listed under ""Chicago - North Side""","1500 W Balmoral Ave, Chicago, IL",-87.6682788,41.9798382,"1500 w balmoral ave, chicago, il 60640, usa"
"Travel Innovations","#506 (at 43rd S t ) 354-3100","1501 Broadway","New York City","NY","(TA)",NA,1998,"Travel Agents","Listed under ""N.Y.C. -- Midtown""","1501 Broadway, New York City, NY",-73.986391,40.757216,"1501 broadway suite 510, new york, ny 10036, usa"
"C.C. Attle's","726-0565 6am-2am; also 'Cadillac Grill Diner', 323-4017, 7am-4am, 24hrs wknds","1501 E Madison","Seattle","WA","(NH),(V),(WC),(*),(M)",NA,1998,"Bars & Nightclubs","","1501 E Madison, Seattle, WA",-122.3123836,47.6144372,"bullitt center, 1501 e madison st, seattle, wa 98122, usa"
"Oz Lounge","720-9963","1501 E Olive Wy","Seattle","WA","(M),(D)",NA,1998,"Bars & Nightclubs","","1501 E Olive Wy, Seattle, WA",-122.3259088,47.6179098,"1501 e olive wy, seattle, wa 98122, usa"
"First Unitarian Universalist Church","684-3481 11am Sun","1501 Fairmount","Wichita","KS","",NA,1998,"Spiritual Groups","","1501 Fairmount, Wichita, KS",-97.2971808,37.7105766,"1501 fairmount st, wichita, ks 67208, usa"
"Detroit Eagle","873-6969 8pm-2am, from 5pm Fri & Sun, clsd Mon-Tue","1501 Holden","Detroit","MI","(*),(M),(D),(CW),(L),(WC)",NA,1998,"Bars & Nightclubs","","1501 Holden, Detroit, MI",-83.0851869,42.3630305,"1501 holden st, detroit, mi 48208, usa"
"MCC","874-9636 7pm Sun","1502 Edge Hill Ave","Nashville","TN","(*),(NS)",NA,1998,"Spiritual Groups","","1502 Edge Hill Ave, Nashville, TN",-86.7907781,36.1434241,"1502 edgehill ave, nashville, tn 37212, usa"
"Charmer's Lounge","465-2811 4pm-2am","1502 W Jarvis","Chicago","IL","(M),(NH)",NA,1998,"Bars & Nightclubs","Listed under ""Chicago - North Side""","1502 W Jarvis, Chicago, IL",-87.6684902,42.0162637,"1502 w jarvis ave, chicago, il 60626, usa"
"Passport Travel Management Group","#A","1503 W Busch Blvd","Tampa","FL","(TA)",NA,1998,"Travel Agents","","1503 W Busch Blvd, Tampa, FL",-82.4763334,28.0338128,"1503 w busch blvd, tampa, fl 33612, usa"
"B.D. Williams House","285-0810/(800) 880-0810 1905 Queen Anne mini-mansion","1505 4th Ave N","Seattle","WA","(GF)",NA,1998,"Accommodations","","1505 4th Ave N, Seattle, WA",-122.3499309,47.6325124,"1505 4th ave n, seattle, wa 98109, usa"
"Graffiti","342-4412 alternative entertainment guide, mostly non-gay","1505 Lee St","Charleston","WV","(*),(NS)",NA,1998,"Publications","","1505 Lee St, Charleston, WV",-81.6237343,38.3426546,"1505 lee st, charleston, wv 25311, usa"
"GLEAM (Gay/Lesbian Elders Active in MN)","Minneapolis 721-8913 1pm 2nd Sun","1505 Park Ave","Minneapolis","MN","",NA,1998,"Info Lines & Services","Listed under ""Minneapolis/St. Paul, MN""","1505 Park Ave, Minneapolis, MN",-93.2646623,44.9679747,"1505 park ave, minneapolis, mn 55404, usa"
"Starz Bar & Restaurant","288-7827 9pm-3am, clsd Sun, unconfirmed","1505 S Kendall St","South Bend","IN","(M),(D),(S),(YC),(WC)",NA,1998,"Bars & Nightclubs","","1505 S Kendall St, South Bend, IN",-86.260062,41.6588213,"1505 kendall st, south bend, in 46613, usa"
"IT's Bar & Grill","394-2580 3pm-2am","1506 N 3rd St","Superior","WI","(D),(*),(MW)",NA,1998,"Bars & Nightclubs","","1506 N 3rd St, Superior, WI",-92.0999757,46.7349344,"1506 n 3rd st, superior, wi 54880, usa"
"Risques","827-9279 24hrs","1506 N Main","Bloomington","IL","",NA,1998,"Erotica","","1506 N Main, Bloomington, IL",-88.9946124,40.4945637,"1506 n main st, bloomington, il 61701, usa"
"The T-Room","262-9327 3pm-2am, from noon wknds","1507 E Pawnee","Wichita","KS","(MW),(L)",NA,1998,"Bars & Nightclubs","","1507 E Pawnee, Wichita, KS",-97.3198965,37.6493964,"1507 e pawnee st, wichita, ks 67211, usa"
"Club James Dean","","1507 Farnam","Omaha","NE","(W),(D),(K)",NA,1998,"Bars & Nightclubs","","1507 Farnam, Omaha, NE",-95.936392,41.2574583,"1507 farnam st, omaha, ne 68102, usa"
"Adult Emporium","234-9340 24hrs","1507 Laporte Rd","Waterloo","IA","",NA,1998,"Erotica","","1507 Laporte Rd, Waterloo, IA",-92.3223546,42.4717631,"1507 la porte rd, waterloo, ia 50702, usa"
"Ramrod","763-8219 3pm-2am, uniform dress code, patio","1508 NE 4th Ave","Fort Lauderdale","FL","(*),(M),(L)",NA,1998,"Bars & Nightclubs","","1508 NE 4th Ave, Fort Lauderdale, FL",-80.1403382,26.1461938,"1508 ne 4th ave, fort lauderdale, fl 33304, usa"
"Dungeon Bear Leather","(at 'Ramrod' bar) 522-0033","1508 NE 4th Ave","Fort Lauderdale","FL","",NA,1998,"Erotica","","1508 NE 4th Ave, Fort Lauderdale, FL",-80.1403382,26.1461938,"1508 ne 4th ave, fort lauderdale, fl 33304, usa"
"Neighbors Restaurant & Lounge","(entrance on alley) 324-5358 3pm-2am, til 4am Fri-Sat, clsd Mon","1509 Broadway","Seattle","WA","(D),(S),(YC),(WC),(*),(M)",NA,1998,"Bars & Nightclubs","","1509 Broadway, Seattle, WA",-122.321204,47.6144132,"1509 broadway, seattle, wa 98122, usa"
"Michael's Supper Club & Lounge","863-8433 7am-10pm, til 4pm Sun, piano bar, patio","1509 Marion","Denver","CO","(*),(WC)",NA,1998,"Restaurants","","1509 Marion, Denver, CO",-104.9723074,39.7401822,"1509 n marion st, denver, co 80218, usa"
"Champ Arcade","624-1784 24hrs","1510 1st Ave","Seattle","WA","(*),(NS)",NA,1998,"Erotica","","1510 1st Ave, Seattle, WA",-122.3399343,47.6092249,"1510 1st ave, seattle, wa 98101, usa"
"Scandals","11:30am-4am","1510-G Piedmont Rd NE","Atlanta","GA","(*),(M),(NH),(WC)",NA,1998,"Bars & Nightclubs","","1510-G Piedmont Rd NE, Atlanta, GA",-84.3658599,33.8082403,"1510 piedmont rd ne g, atlanta, ga 30324, usa"
"Brushstrokes","10am-10pm, noon-9pm Sun, lesbigay variety store","1510-J Piedmont Ave NE","Atlanta","GA","",NA,1998,"Bookstores & Retail Shops","","1510-J Piedmont Ave NE, Atlanta, GA",-84.3709212,33.7965477,"1510 piedmont ave ne j, atlanta, ga 30324, usa"
"Pop Stop","328-0880 7:30am-2am, til 3am wknds","1513 17th St NW","Washington","DC","(*)",NA,1998,"Cafes","","1513 17th St NW, Washington, DC",-77.038235,38.9101951,"1513 17th st nw, washington, dc 20036, usa"
"Risque's","838-2837","1514 S Broadway","Minot","ND","",NA,1998,"Erotica","","1514 S Broadway, Minot, ND",-101.2965077,48.2195817,"1514 s broadway, minot, nd 58701, usa"
"Hardart Phallic Replicating Service","(213) 667-1501 now w/ a home-starter pack","1515 Rendall Pl","West Hollywood","CA","",NA,1998,"Erotica","Listed under ""LA-West Hollywood""","1515 Rendall Pl, West Hollywood, CA",-118.2704427,34.0874394,"1515 rendall pl, los angeles, ca 90026, usa"
"Excitement Video","688-5343 24hrs","1515 S Oliver","Wichita","KS","",NA,1998,"Erotica","","1515 S Oliver, Wichita, KS",-97.2808855,37.6653565,"1515 s oliver ave, wichita, ks 67218, usa"
"The Crypt","692-9499 also 30th Street location, 284-4724","1515 Washington","San Diego","CA","",NA,1998,"Erotica","","1515 Washington, San Diego, CA",-117.1490161,32.7519897,"1515 washington st, san diego, ca 92103, usa"
"Bang","531-2361 int'l, full bar","1516 Washington","Miami Beach","FL","(*)",NA,1998,"Restaurants","Listed under ""Miami Beach/South Beach""","1516 Washington, Miami Beach, FL",-80.1300455,25.790654,"miami beach, fl, usa"
"Randy's Cafe","387-5399 noon-11:30pm, til 2am wknds, Italian/American, inexpensive","1517 17th St NW","Washington","DC","(MW)",NA,1998,"Restaurants","","1517 17th St NW, Washington, DC",-77.0381807,38.9103072,"1517 17th st nw, washington, dc 20036, usa"
"The Townhouse","441-5122 3pm-2am, from 10am wknds, dinner Fri-Sat, Sun brunch","1517 21st St","Sacramento","CA","(M),(NH),(WC)",NA,1998,"Bars & Nightclubs","","1517 21st St, Sacramento, CA",-121.4809808,38.570118,"1517 21st street, sacramento, ca 95811, usa"
"Kramer Books & Afterwords","387-1400 opens 7:30 am, 24hrs wknds; also cafe","1517 Connecticut Ave NW","Washington","DC","(WC)",NA,1998,"Bookstores & Retail Shops","","1517 Connecticut Ave NW, Washington, DC",-77.043757,38.910817,"1517 connecticut ave nw, washington, dc 20036, usa"
"COGLES (Community Oriented Gay/Lesbian Events/Services)","345-0491","1517 Jackson St","Charleston","WV","(*),(NS)",NA,1998,"Info Lines & Services","","1517 Jackson St, Charleston, WV",-81.6213519,38.3435639,"1517 jackson st, charleston, wv 25311, usa"
"The Varsity","635-9998 10am-3am, noon-midnight Sun","1517 N Pennsylvania St","Indianapolis","IN","(M),(NH),(F)",NA,1998,"Bars & Nightclubs","","1517 N Pennsylvania St, Indianapolis, IN",-86.155526,39.7878772,"1517 n pennsylvania st, indianapolis, in 46202, usa"
"Flex Complex","271-9011","1517 S Black Canyon Hwy","Phoenix","AZ","(MO),(SW),(PC)",NA,1998,"Men's Clubs","","1517 S Black Canyon Hwy, Phoenix, AZ",-112.1072675,33.4337502,"1517 s black canyon hwy, phoenix, az 85009, usa"
"Chez Panisse","548-5525 upscale nouvelle Californian","1517 Shattuck Ave","Berkeley","CA","(BW)",NA,1998,"Restaurants","Listed under ""East Bay""","1517 Shattuck Ave, Berkeley, CA",-122.2688532,37.8796085,"1517 shattuck ave., berkeley, ca 94709, usa"
"Safari Sports Bar & Grille","328-4250","1518 11th Ave","Seattle","WA","(M),(D)",NA,1998,"Bars & Nightclubs","","1518 11th Ave, Seattle, WA",-122.3178884,47.6148042,"1518 11th ave, seattle, wa 98122, usa"
"Adult Video Unlimited","834-3393","1518 Bellinger St","Eau Claire","WI","(*),(NS)",NA,1998,"Erotica","","1518 Bellinger St, Eau Claire, WI",-91.5116269,44.8152069,"1518 bellinger st, eau claire, wi 54703, usa"
"J.R.'s Bar & Grill","328-0090 11am-2am, till 2am Fri-Sat, cruisy, hot cocktail hour","1519 17th St NW","Washington","DC","(*),(M),(V),(YC)",NA,1998,"Bars & Nightclubs","","1519 17th St NW, Washington, DC",-77.0381521,38.9104801,"1519 17th st nw, washington, dc 20036, usa"
"Real Luck Cafe","566-8988 3pm-2am","1519 Penn Ave","Pittsburgh","PA","(MW),(NH),(F),(WC)",NA,1998,"Bars & Nightclubs","","1519 Penn Ave, Pittsburgh, PA",-79.9882282,40.4487223,"1519 penn ave, pittsburgh, pa 15222, usa"
"Bookshop Santa Cruz","423-0900 9am-11pm, general, lesbigay section","1520 Pacific Garden Mall","Santa Cruz","CA","(WC)",NA,1998,"Bookstores & Retail Shops","","1520 Pacific Garden Mall, Santa Cruz, CA",-122.0254021,36.9759004,"1424-1498 pacific ave, santa cruz, ca 95060, usa"
"Club Seattle","329-2334 (pay phone) 24hrs","1520 Summit Ave","Seattle","WA","(PC),(*),(MO)",NA,1998,"Men's Clubs","","1520 Summit Ave, Seattle, WA",-122.3254027,47.6147283,"1520 summit ave, seattle, wa 98122, usa"
"Deja Vu","322-7300","1524 Golden State Hwy","Bakersfield","CA","",NA,1998,"Erotica","","1524 Golden State Hwy, Bakersfield, CA",-121.6873255,39.3603606,"1524 golden state hwy, gridley, ca 95948, usa"
"Las Cruces","328-3153 clsd Mon","1524 U St NW","Washington","DC","",NA,1998,"Restaurants","","1524 U St NW, Washington, DC",-77.0355657,38.9168094,"1524 u st nw, washington, dc 20009, usa"
"Hamburger Mary's","324-8112","1525 E Olive Wy","Seattle","WA","(*),(NS)",NA,1998,"Restaurants","","1525 E Olive Wy, Seattle, WA",-122.3254972,47.6183246,"1525 e olive wy, seattle, wa 98122, usa"
"D.J.'s","930-0300 4pm-2am","1525 Olympic Blvd","Walnut Creek","CA","(MW),(F),(E),(WC)",NA,1998,"Bars & Nightclubs","","1525 Olympic Blvd, Walnut Creek, CA",-122.0606435,37.8959624,"1525 olympic blvd, walnut creek, ca 94596, usa"
"Grubstake ll","673-8268, 5pm-4am, 10am-4am wknds","1525 Pine St","San Francisco","CA","(MW),(BW)",NA,1998,"Restaurants","Listed under ""S.F.-Polk Street Area""","1525 Pine St, San Francisco, CA",-122.4208567,37.7893899,"1525 pine st, san francisco, ca 94109, usa"
"Kasa Korbett","291-3962/(800) 757-5272","1525 Van Buren Ave","San Diego","CA","(MW),(NS),(TA)",NA,1998,"Accommodations","","1525 Van Buren Ave, San Diego, CA",-117.149173,32.755128,"1525 van buren ave, san diego, ca 92103, usa"
