"title","description","streetaddress","city","state","type","amenityfeatures","Year","unclear_address","notes","full.address","lon","lat","geoAddress","status"
"Northeast Louisiana U.","(T-Rooms) (Student Union)","","Monroe","LA","Cruising Areas","Cruisy Area",1983,"checked","",", LA",-90.46716,30.514002,"unclear_coded_by_hand","Found"
"Twin City Mall Shopping Center","(Sat. afternoons)","","Monroe","LA","Cruising Areas","Cruisy Area",1983,"checked","",", LA",-92.100402,32.521699,"unclear_coded_by_hand","Found"
"Monroe Boat Dock & Picnic area","","","Monroe","LA","Cruising Areas","Cruisy Area",1983,"checked","",", LA",-92.119301,32.509311,"unclear_coded_by_hand","General Coordinates Used"
"Audibon Park","","","New Orleans","LA","Cruising Areas","Cruisy Area,(AYOR)",1983,"checked","",", LA",-90.12865,29.925597,"unclear_coded_by_hand","Found"
"Cafe du Monde","(Very M & touristy) French Market","Decatur & St. Ann","New Orleans","LA","Business","(M)",1983,"checked","","Decatur & St. Ann, LA",-90.061769,29.957604,"unclear_coded_by_hand","Found"
"City Park","","","New Orleans","LA","Cruising Areas","Cruisy Area,(AYOR)",1983,"checked","",", LA",-90.095706,30.000032,"unclear_coded_by_hand","Found"
"Maison Blanche Dept. Store","4th Fl. T-Rooms","","New Orleans","LA","Cruising Areas","Cruisy Area,(AYOR)",1983,"checked","",", LA",-90.070438,29.954985,"unclear_coded_by_hand","Found"
"Oakwood Shopping Center","","","New Orleans","LA","Cruising Areas","Cruisy Area",1983,"checked","",", LA",-90.053547,29.911991,"unclear_coded_by_hand","Found"
"Tulane U.","(T-Rooms) (Student Union)","","New Orleans","LA","Cruising Areas","Cruisy Area,(AYOR)",1983,"checked","",", LA",-90.1202,29.939736,"unclear_coded_by_hand","Found"
"Tulane U.","(T-Rooms) (Cafeteria)","","New Orleans","LA","Cruising Areas","Cruisy Area,(AYOR)",1983,"checked","",", LA",-90.1202,29.939736,"unclear_coded_by_hand","Found"
"Tulane U.","(T-Rooms) (Library)","","New Orleans","LA","Cruising Areas","Cruisy Area,(AYOR)",1983,"checked","",", LA",-90.1202,29.939736,"unclear_coded_by_hand","Found"
"U .N .O .","(Library)","","New Orleans","LA","Cruising Areas","Cruisy Area",1983,"checked","",", LA",-90.067118,30.027581,"unclear_coded_by_hand","Found"
"U .N .O .","(T-Room) (Biz. Admin. Bldg.)","","New Orleans","LA","Cruising Areas","Cruisy Area",1983,"checked","",", LA",-90.066721,30.030303,"unclear_coded_by_hand","Found"
"Vieux Carre","anywhere & everywhere, especially Bourbon St. betw. Toulouse & Ursulines","","New Orleans","LA","Cruising Areas","Cruisy Area",1983,"checked","",", LA",-90.064411,29.958443,"unclear_coded_by_hand","Found"
"Gay Crisis Line","(504) 947-GAYS","","New Orleans","LA","Hotlines","",1983,"checked","",", LA",-90.071532,29.951066,"unclear_coded_by_hand","General Coordinates Used"
"Impact","(Publication)","P.O. Box 52079, New Orleans, LA 70152","New Orleans","LA","Publications","",1983,"checked","","P.O. Box 52079, New Orleans, LA 70152, LA",-90.071532,29.951066,"unclear_coded_by_hand","General Coordinates Used"
"'Rest Stop'","","I-20 E.","Ruston","LA","Cruising Areas","Cruisy Area",1983,"checked","","I-20 E., LA",-92.473759,32.531825,"unclear_coded_by_hand","Found"
"Court House","T-Room","","Shreveport","LA","Cruising Areas","Cruisy Area,(AYOR)",1983,"checked","Caddo Courthouse on Texas Street: https://www.shreveport-bossier.org/listing/caddo-parish-courthouse/1682/",", LA",-93.747761,32.514239,"unclear_coded_by_hand","Found"
"Fannin","betw. Edwards & Marshall","","Shreveport","LA","Cruising Areas","Cruisy Area",1983,"checked","",", LA",-93.746259,32.510375,"unclear_coded_by_hand","Found"
"'Rest Stop'","in Minden","1-20 E.","Shreveport","LA","Cruising Areas","Cruisy Area",1983,"checked","","1-20 E., LA",-93.286835,32.615428,"unclear_coded_by_hand","General Coordinates Used"
"'Rest Stop'","Augusta (Northbound) - also woods in back","I-95","Augusta","ME","Cruising Areas","Cruisy Area,(AYOR)",1983,"checked","","I-95, ME",-69.77949,44.310624,"unclear_coded_by_hand","General Coordinates Used"
"'Rest Stop'","at Sidney (Southbound)","I-95","Augusta","ME","Cruising Areas","Cruisy Area",1983,"checked","","I-95, ME",-69.77949,44.310624,"unclear_coded_by_hand","General Coordinates Used"
"Vicinity of Sleepers Clothing Store","","","Bangor","ME","Cruising Areas","Cruisy Area",1983,"checked","",", ME",-68.748712,44.829992,"unclear_coded_by_hand","Found"
"'Rest Stop'","Northbound at Carmel","Jan-95","Bangor","ME","Cruising Areas","Cruisy Area,(AYOR)",1983,"checked","","Jan-95, ME",-68.771226,44.801613,"unclear_coded_by_hand","General Coordinates Used"
"'Rest Stop'","Southbound at Herman &","Jan-95","Bangor","ME","Cruising Areas","Cruisy Area",1983,"checked","","Jan-95, ME",-68.771226,44.801613,"unclear_coded_by_hand","General Coordinates Used"
"'Rest Stop'","betw. Bath & Brunswick (S.)","US 1","Brunswick","ME","Cruising Areas","Cruisy Area",1983,"checked","","US 1, ME",-69.966996,43.914016,"unclear_coded_by_hand","General Coordinates Used"
"'Rest Stop'","","Rt. 3","Liberty","ME","Cruising Areas","Cruisy Area",1983,"checked","","Rt. 3, ME",-69.302651,44.389369,"unclear_coded_by_hand","General Coordinates Used"
"Ogunquit Beach","","","Ogunquit","ME","Cruising Areas","Cruisy Area",1983,"checked","",", ME",-70.59172,43.25592,"unclear_coded_by_hand","Found"
"The Inn at Two Village Square","Tel: (207) 646-5779","P.O. Box 864, Ogonquit 03907","Ogunquit","ME","Hotel","(H),(*)",1983,"checked","","P.O. Box 864, Ogonquit 03907, ME",-70.600812,43.248697,"unclear_coded_by_hand","Found"
"'Rest Stop'","","US 1 - S.","Ogunquit","ME","Cruising Areas","Cruisy Area,(AYOR)",1983,"checked","","US 1 - S., ME",-70.598622,43.246835,"unclear_coded_by_hand","General Coordinates Used"
"'Rest Stop'","","I-95","Ogunquit","ME","Cruising Areas","Cruisy Area",1983,"checked","","I-95, ME",-70.598622,43.246835,"unclear_coded_by_hand","General Coordinates Used"
"Anabel's","(Nights)(Cruisy)","US Hwy. 1","Ogunquit","ME","Restaurant,Bars/Clubs,Cruising Areas","(*),(R),(YC),(D)",1983,"checked","","US Hwy. 1, ME",-70.598622,43.246835,"unclear_coded_by_hand","General Coordinates Used"
"Old Orchard Beach","(AYOR - Cops harrassing)","","Old Orchard Beach","ME","Cruising Areas","Cruisy Area,(AYOR)",1983,"checked","",", ME",-70.374117,43.515122,"unclear_coded_by_hand","Found"
"Eastland Hotel Downstairs","T-Room","","Portland","ME","Cruising Areas,Hotel","Cruisy Area",1983,"checked","",", ME",-70.264009,43.654916,"unclear_coded_by_hand","Found"
"State Theatre II","","","Portland","ME","Cruising Areas,Theatre","Cruisy Area",1983,"checked","",", ME",-70.263684,43.653982,"unclear_coded_by_hand","Found"
"The Oaks","off Park Ave.","","Portland","ME","Cruising Areas","Cruisy Area,(AYOR)",1983,"checked","",", ME",-70.272969,43.656371,"unclear_coded_by_hand","Found"
"Blue Boy Books","","","Portland","ME","Cruising Areas,Book Store","Cruisy Area",1983,"checked","",", ME",-70.256819,43.659099,"unclear_coded_by_hand","General Coordinates Used"
"Pleasant St.","","('P' St.)","Portland","ME","Cruising Areas","Cruisy Area",1983,"checked","","('P' St.), ME",-70.259993,43.653321,"unclear_coded_by_hand","General Coordinates Used"
"'Rest Stop'","","Rte. 3","South Chino","ME","Cruising Areas","Cruisy Area",1983,"checked","","Rte. 3, ME",-69.570923,44.394979,"unclear_coded_by_hand","General Coordinates Used"
"Maryland Inn","","Church Circle & Main","Annapolis","MD","Restaurant","(M),(R),(Hip),(YC)",1983,"checked","","Church Circle & Main, MD",-76.492334,38.978339,"unclear_coded_by_hand","Found"
"Dignity","(Church)","Mt. Royal & Lafayette","Baltimore","MD","Religious Institution","",1983,"checked","","Mt. Royal & Lafayette, MD",-76.621818,39.308557,"unclear_coded_by_hand","Found"
"Harbor Place","","","Baltimore","MD","Cruising Areas","Cruisy Area",1983,"checked","Probably refers to the mall: https://www.harborplace.com/",", MD",-76.610966,39.286212,"unclear_coded_by_hand","Found"
"M.C.C.","at 27th","St. Paul St.","Baltimore","MD","Religious Institution","(MCC)",1983,"checked","","St. Paul St., MD",-76.627035,39.309151,"unclear_coded_by_hand","Found"
"Open House","","29th & Howard","Baltimore","MD","Restaurant","(M),(R),(C),(AH)",1983,"checked","","29th & Howard, MD",-76.620074,39.323093,"unclear_coded_by_hand","Found"
"Patterson Park","(Sure suicide)","Eastern Ave.","Baltimore","MD","Cruising Areas","Cruisy Area,(RT)",1983,"checked","","Eastern Ave., MD",-76.579999,39.286191,"unclear_coded_by_hand","Found"
"Wyman Park","nr. Baltimore A rt Museum","","Baltimore","MD","Cruising Areas","Cruisy Area,(RT),(AYOR)",1983,"checked","",", MD",-76.627553,39.33087,"unclear_coded_by_hand","Found"
"Bullet Baltimore","(See Silver Bullet)","","Baltimore","MD","Bars/Clubs","(*)",1983,"checked","",", MD",-76.612189,39.290385,"unclear_coded_by_hand","General Coordinates Used"
"Friendly Models","(301) 366-7644","","Baltimore","MD","Escort Service","",1983,"checked","",", MD",-76.612189,39.290385,"unclear_coded_by_hand","General Coordinates Used"
"Gay Switchboard","(7:30-11pm ) (301) 837-8888","","Baltimore","MD","Hotlines","",1983,"checked","",", MD",-76.612189,39.290385,"unclear_coded_by_hand","General Coordinates Used"
"Mt. Vernon Square","'Meat Rack'","","Baltimore","MD","Cruising Areas","Cruisy Area,(AYOR)",1983,"checked","",", MD",-76.613833,39.299319,"unclear_coded_by_hand","General Coordinates Used"
"The Gay Paper","(Publication)","P.O. Box 74, Baltimore, M D 21203","Baltimore","MD","Publications","",1983,"checked","","P.O. Box 74, Baltimore, M D 21203, MD",-76.612189,39.290385,"unclear_coded_by_hand","General Coordinates Used"
"'Rest Stop'","& woods behind (Known locally as 'Ruth Ann's')","1-95 Northbound","Burtonsville","MD","Cruising Areas","Cruisy Area,(AYOR)",1983,"checked","","1-95 Northbound, MD",-76.932475,39.111219,"unclear_coded_by_hand","General Coordinates Used"
"U. of Md.","(T-Rooms) (Library & Armory)","","College Park","MD","Cruising Areas","Cruisy Area",1983,"checked","",", MD",-76.944957,38.985946,"unclear_coded_by_hand","Found"
"U. of Md.","(T-Rooms) (Cole Field House)","","College Park","MD","Cruising Areas","Cruisy Area",1983,"checked","",", MD",-76.945354,38.988615,"unclear_coded_by_hand","Found"
"U. of Md.","(T-Rooms) (Chemistry Bldg.)","","College Park","MD","Cruising Areas","Cruisy Area",1983,"checked","",", MD",-76.940117,38.98993,"unclear_coded_by_hand","Found"
"U. of Md.","(T-Rooms) (Student Union Bldg.)","","College Park","MD","Cruising Areas","Cruisy Area",1983,"checked","",", MD",-76.942554,38.986918,"unclear_coded_by_hand","Found"
"U. of Md. - Chemistry Building","(T-Rooms) (Chemistry Bldg.)","","College Park","MD","Cruising Areas","Cruisy Area",1983,"checked","",", MD",-76.940117,38.98993,"unclear_coded_by_hand","Found"
"U. of Md. - Cole Field House","(T-Rooms) (Cole Field House)","","College Park","MD","Cruising Areas","Cruisy Area",1983,"checked","",", MD",-76.945354,38.988615,"unclear_coded_by_hand","Found"
"U. of Md. - Library","(T-Rooms) (Library & Armory)","","College Park","MD","Cruising Areas","Cruisy Area",1983,"checked","",", MD",-76.944957,38.985946,"unclear_coded_by_hand","Found"
"U. of Md. - Student Union Building","(T-Rooms) (Student Union Bldg.)","","College Park","MD","Cruising Areas","Cruisy Area",1983,"checked","",", MD",-76.942554,38.986918,"unclear_coded_by_hand","Found"
"The Bistro","","N . Centre St.","Cumberland","MD","Bars/Clubs","(M)",1983,"checked","","N . Centre St., MD",-78.767249,39.656698,"unclear_coded_by_hand","Found"
"Union St.","nr. Holiday Inn","","Cumberland","MD","Cruising Areas","Cruisy Area",1983,"checked","",", MD",-78.762518,39.652865,"unclear_coded_by_hand","General Coordinates Used"
"Greenbelt Park","","","Greenbelt","MD","Cruising Areas","Cruisy Area",1983,"checked","",", MD",-76.895521,38.995757,"unclear_coded_by_hand","Found"
"Deer Park Lodge","(Disco)(Some L)(Looks promising) 5 mi. E. Exit 32","I-70","Hagerstown","MD","Bars/Clubs,Restaurant","(D),(L),(R)",1983,"checked","","I-70, MD",-77.615977,39.553701,"unclear_coded_by_hand","Found"
"B.J.'s On the Water","","75th & Bay","Ocean City","MD","Bars/Clubs","(M)",1983,"checked","","75th & Bay, MD",-75.064719,38.395557,"unclear_coded_by_hand","Found"
"White Flint Mall","","","Rockville","MD","Cruising Areas","Cruisy Area",1983,"checked","",", MD",-77.107365,39.041796,"unclear_coded_by_hand","Found"
"U. of Mass.","(Old Library) Downstairs T-room","","Amherst","MA","Cruising Areas","Cruisy Area",1983,"checked","",", MA",-71.285608,41.944544,"unclear_coded_by_hand","Found"
"'Rest Stop'","nr. jet. 28","Rte. 125","Attleboro","MA","Cruising Areas","Cruisy Area",1983,"checked","","Rte. 125, MA",-71.285608,41.944544,"unclear_coded_by_hand","Found"
"'Rest Stops'","at Attleboro","1-95 N","Attleboro","MA","Cruising Areas","Cruisy Area,(AYOR)",1983,"checked","","1-95 N, MA",-71.285608,41.944544,"unclear_coded_by_hand","Found"
"'Rest Stops'","Southbound at N. at Attleboro","1-95 N","Attleboro","MA","Cruising Areas","Cruisy Area,(AYOR)",1983,"checked","","1-95 N, MA",-71.285608,41.944544,"unclear_coded_by_hand","Found"
"'L' St. Beach","","","Boston","MA","Cruising Areas","Cruisy Area,(OC)",1983,"checked","",", MA",-71.035301,42.328987,"unclear_coded_by_hand","Found"
"Back Bay Fens","","","Boston","MA","Cruising Areas","Cruisy Area,(AYOR)",1983,"checked","",", MA",-71.094564,42.34348,"unclear_coded_by_hand","Found"
"Blue Hills","(Milton)","","Boston","MA","Cruising Areas","Cruisy Area",1983,"checked","",", MA",-71.067605,42.215952,"unclear_coded_by_hand","Found"
"Boston U.","(T-Rooms) (School of Mgmt.)","","Boston","MA","Cruising Areas","Cruisy Area",1983,"checked","",", MA",-71.099644,42.349641,"unclear_coded_by_hand","Found"
"Chucks Sub Shop","(Next to Sporters)","","Boston","MA","Restaurant","(M),(R),(AH)",1983,"checked","If the location was next to Sporters, then this is its whereabouts: https://ncph.org/history-at-work/make-queerness-relevant-again/",", MA",-71.125694,42.358118,"unclear_coded_by_hand","Found"
"Elbow Room","('interesting' neighborhood bar)","Clarendon & Chandler","Boston","MA","Bars/Clubs","",1983,"checked","","Clarendon & Chandler, MA",-71.073106,42.346396,"unclear_coded_by_hand","Found"
"Nantasket Beach","(Very M)","","Boston","MA","Cruising Areas","(M),Cruisy Area",1983,"checked","",", MA",-70.87449,42.291766,"unclear_coded_by_hand","Found"
"Revere Beach","","","Boston","MA","Cruising Areas","Cruisy Area",1983,"checked","",", MA",-70.985881,42.420226,"unclear_coded_by_hand","Found"
"Rustler's","(See Uncle Charlie's)","Berkeley & Chandler","Boston","MA","Bars/Clubs","",1983,"checked","","Berkeley & Chandler, MA",-71.070945,42.346984,"unclear_coded_by_hand","Found"
"State Theatre","balcony","","Boston","MA","Cruising Areas,Theatre","Cruisy Area",1983,"checked","",", MA",-71.06298,42.352575,"unclear_coded_by_hand","Found"
"Storrow Drive","The Esplanade","","Boston","MA","Cruising Areas","Cruisy Area",1983,"checked","",", MA",-71.078888,42.355619,"unclear_coded_by_hand","Found"
"Uncle Charlie's 'Rustlers'","(Some W, SM )(WE*) Diplomat Hotel,","Berkeley & Chandler","Boston","MA","Bars/Clubs,Hotel","(W),(SM),(WE),(*)",1983,"checked","","Berkeley & Chandler, MA",-71.070945,42.346984,"unclear_coded_by_hand","Found"
"Gay Hotline","(617) 426-9371","","Boston","MA","Hotlines","",1983,"checked","",", MA",-71.05888,42.360083,"unclear_coded_by_hand","General Coordinates Used"
"Harvard U.","(T-Rooms) (Science Center)","","Cambridge","MA","Cruising Areas","Cruisy Area",1983,"checked","",", MA",-71.116918,42.376431,"unclear_coded_by_hand","Found"
"Harvard U.","(T-Rooms) (Harvard Sq. Theatre)","","Cambridge","MA","Cruising Areas,Theatre","Cruisy Area",1983,"checked","",", MA",-71.115489,42.372753,"unclear_coded_by_hand","Found"
"Harvard U.","(T-Rooms) (Basement)","","Cambridge","MA","Cruising Areas","Cruisy Area",1983,"checked","",", MA",-71.115489,42.372753,"unclear_coded_by_hand","Found"
"Bird Sanctuary","nr. Mt. Auburn Hospital","","Cambridge","MA","Cruising Areas","Cruisy Area,(AYOR)",1983,"checked","",", MA",-71.109733,42.373616,"unclear_coded_by_hand","General Coordinates Used"
"City Hall","T-Room (Downstairs)","","Fitchburg","MA","Cruising Areas","Cruisy Area,(*)",1983,"checked","",", MA",-71.801357,42.582242,"unclear_coded_by_hand","Found"
"Holyoke House","Basement T-Room","","Holyoke","MA","Cruising Areas","Cruisy Area",1983,"checked","",", MA",-72.602703,42.204461,"unclear_coded_by_hand","Found"
"Mountain Park","T-Room","","Holyoke","MA","Cruising Areas","Cruisy Area",1983,"checked","",", MA",-72.631479,42.243702,"unclear_coded_by_hand","Found"
"Crane's Beach","1/2 mi. to the right","","Ipswich","MA","Cruising Areas","Cruisy Area",1983,"checked","",", MA",-70.756247,42.685461,"unclear_coded_by_hand","Found"
"Sears Town Mall","T-Room","","Leominster","MA","Cruising Areas","Cruisy Area",1983,"checked","",", MA",-71.741193,42.529646,"unclear_coded_by_hand","Found"
"T-Room","behind K Jewelers","","Leominster","MA","Cruising Areas","Cruisy Area,(AYOR)",1983,"checked","",", MA",-71.759794,42.525091,"unclear_coded_by_hand","General Coordinates Used"
"'Rest Stops'","(nr. Chelmsford) (N. Chelmsford)","I-495 & Rte. 3","Lowell","MA","Cruising Areas","Cruisy Area",1983,"checked","","I-495 & Rte. 3, MA",-71.316172,42.633425,"unclear_coded_by_hand","General Coordinates Used"
"'Rest Stop'","","S. on Rte. 3","Marshfield-Pembroke","MA","Cruising Areas","Cruisy Area",1983,"checked","","S. on Rte. 3, MA",-70.744678,42.087995,"unclear_coded_by_hand","General Coordinates Used"
"Beachwalk","betw. Steamship dock & SeaView Bar - (Oak Bluffs)","","Martha's Vineyard","MA","Cruising Areas","Cruisy Area",1983,"checked","",", MA",-70.645473,41.380498,"unclear_coded_by_hand","General Coordinates Used"
"The Compound","(Reservations essential)(617) 693-0648","P.O. Box 149, West Tisbury, M A 02575","Martha's Vineyard","MA","Hotel","(H)",1983,"checked","","P.O. Box 149, West Tisbury, M A 02575, MA",-70.645473,41.380498,"unclear_coded_by_hand","General Coordinates Used"
"Titticut Follies Guest House","","P.O. Box 389 Oak Bluffs, Mass. 02557","Martha's Vineyard","MA","Hotel","(H)",1983,"checked","","P.O. Box 389 Oak Bluffs, Mass. 02557, MA",-70.645473,41.380498,"unclear_coded_by_hand","General Coordinates Used"
