"title","description","streetaddress","city","state","amenityfeatures","type","Year","unclear_address","notes","full.address","lon","lat","geoAddress","status"
"San Pedro Mining Co.","(Looks promising)","826 San Pedro","San Antonio","TX","","Bars/Clubs",1984,NA,"","826 San Pedro, San Antonio, TX",-98.499013,29.4415868,"826 san pedro ave, san antonio, tx 78212, usa","Geocoded"
"Snuffy's Saloon","(Cruisy)","820 San Pedro","San Antonio","TX","(*),(C&W),(PT),(D)","Bars/Clubs,Cruising Areas",1984,NA,"","820 San Pedro, San Antonio, TX",-98.4989318,29.4414023,"820 san pedro ave, san antonio, tx 78212, usa","Geocoded"
"Sunset Boulevard","(Disco) (2 bars)","1430 N. Main","San Antonio","TX","(D),(YC),(S),(*)","Bars/Clubs",1984,NA,"","1430 N. Main, San Antonio, TX",-98.4938462,29.4426895,"1430 n main ave, san antonio, tx 78212, usa","Geocoded"
"Talk of the Town","","3530 N. Broadway","San Antonio","TX","(S),(WE)","Bars/Clubs",1984,NA,"","3530 N. Broadway, San Antonio, TX",-98.4677593,29.4591143,"3530 broadway, san antonio, tx 78209, usa","Geocoded"
"Unicorn Shop","(Cards & Gifts)","4104 W. McCullough","San Antonio","TX","","Business",1984,NA,"","4104 W. McCullough, San Antonio, TX",-98.4913691,29.4685029,"4104 mccullough ave, olmos park, tx 78212, usa","Geocoded"
"Video Palace & Bookstore","","2212 Broadway","San Antonio","TX","","Book Store",1984,NA,"","2212 Broadway, San Antonio, TX",-98.4750897,29.4465828,"2212 broadway, san antonio, tx 78215, usa","Geocoded"
"Warehouse Saloon","(Some W, OC) (Sun. brunch) (Off Hwy 281, Nakoma exit)","134 W. Turbo","San Antonio","TX","(W),(OC),(PT),(R)","Restaurant",1984,NA,"","134 W. Turbo, San Antonio, TX",-98.4960318,29.5459072,"134 w turbo dr, san antonio, tx 78216, usa","Geocoded"
"The Pitts","(Cl. Mon.)","Hwy. 59 S.","Victoria","TX","(S),(*)","Bars/Clubs",1984,NA,"","Hwy. 59 S., Victoria, TX",-96.9414208,28.8002117,"us-59, victoria, tx, usa","Geocoded"
"Denny's","","1206 Central Fwy.","Wichita Falls","TX","(M),(R),(C),(AH)","Restaurant",1984,NA,"","1206 Central Fwy., Wichita Falls, TX",-98.5198825,33.936596,"1206 central e fwy, wichita falls, tx 76306, usa","Geocoded"
"Harlow's Pub","","804 Lamar","Wichita Falls","TX","(D),(*)","Bars/Clubs",1984,NA,"","804 Lamar, Wichita Falls, TX",-98.4932215,33.9107288,"804 lamar st, wichita falls, tx 76301, usa","Geocoded"
"L & M","","3064 Seymour Hwy.","Wichita Falls","TX","(M),(R),(C),(AH)","Restaurant",1984,NA,"","3064 Seymour Hwy., Wichita Falls, TX",-98.5274321,33.9097756,"3064 seymour hwy, wichita falls, tx 76301, usa","Geocoded"
"Theatre XX","","316 N. Scott St.","Wichita Falls","TX","","Theatre",1984,NA,"","316 N. Scott St., Wichita Falls, TX",-98.4991893,33.920103,"316 n scott ave, wichita falls, tx 76306, usa","Geocoded"
"The Rose","","703 Travis","Wichita Falls","TX","(*),(D),(PT)","Bars/Clubs",1984,NA,"","703 Travis, Wichita Falls, TX",-98.4947797,33.9114332,"703 travis st, wichita falls, tx 76301, usa","Geocoded"
"Brewery","","1889 Lincoln Ave.","Ogden","UT","(M),(YC)","Bars/Clubs",1984,NA,"","1889 Lincoln Ave., Ogden, UT",-111.9764164,41.2336095,"1889 lincoln ave, ogden, ut 84401, usa","Geocoded"
"Sambo's","","3670 Washington Blvd.","Ogden","UT","(M),(R),(C),(AH)","Restaurant",1984,NA,"","3670 Washington Blvd., Ogden, UT",-111.9710563,41.19621,"3670 washington blvd, south ogden, ut 84403, usa","Geocoded"
"Backstreet","(Good days) (Some OC) (S-in back)","108 South 5th West","Salt Lake City","UT","(*),(PT),(OC),(D),(S)","Bars/Clubs",1984,NA,"","108 South 5th West, Salt Lake City, UT",-111.9333421,40.7587053,"w 5th s, salt lake city, ut 84104, usa","Geocoded"
"Bath 14","(Looks promising) (Baths -No sign)","1414 West 2nd South","Salt Lake City","UT","","Bathhouses",1984,NA,"","1414 West 2nd South, Salt Lake City, UT",-111.9025129,40.7737104,"w 2nd n, salt lake city, ut, usa","Geocoded"
"Cosmic Aeroplane","(Books, etc.)","258 E. 1st South","Salt Lake City","UT","(*)","Book Store",1984,NA,"","258 E. 1st South, Salt Lake City, UT",-111.8817975,40.7703259,"258 e 1st ave, salt lake city, ut 84103, usa","Geocoded"
"Deer Hunter","","636 South 300 West.","Salt Lake City","UT","(PT)","Bars/Clubs",1984,NA,"","636 South 300 West., Salt Lake City, UT",-111.9002899,40.75549,"636 s 300 w, salt lake city, ut 84101, usa","Geocoded"
"Dignity","(Church)","1327 E. 2nd So.rel","Salt Lake City","UT","","Religious Institution",1984,NA,"","1327 E. 2nd So.rel, Salt Lake City, UT",-111.8500011,40.7722082,"1327 e 2nd ave, salt lake city, ut 84103, usa","Geocoded"
"Magazine Shop","(Books) (Cruisy)","258 S. Main St","Salt Lake City","UT","(M)","Book Store,Cruising Areas",1984,NA,"","258 S. Main St, Salt Lake City, UT",-111.8915163,40.7635368,"258 s main st, salt lake city, ut 84101, usa","Geocoded"
"Dijon","(French)","4678 S. Highland Dr.","Salt Lake City","UT","(M),(R)","Restaurant",1984,NA,"","4678 S. Highland Dr., Salt Lake City, UT",-111.840259,40.6682899,"4678 s highland dr, millcreek, ut 84117, usa","Geocoded"
"Jeff's Gym","(Baths)","727 W. 17th South","Salt Lake City","UT","","Bathhouses",1984,NA,"","727 W. 17th South, Salt Lake City, UT",-111.9159385,40.8042047,"727 w 17th n, salt lake city, ut 84116, usa","Geocoded"
"Grandma's","","315 West 400 South","Salt Lake City","UT","(W),(SM),(*)","Bars/Clubs",1984,NA,"","315 West 400 South, Salt Lake City, UT",-111.900407,40.760233,"315 w 400 s, salt lake city, ut 84101, usa","Geocoded"
"Trax","(Disco)","200 South 7th West","Salt Lake City","UT","(*),(YC),(C&W),(D)","Bars/Clubs",1984,NA,"","200 South 7th West, Salt Lake City, UT",-111.9115899,40.7651036,"200 s 7th w, salt lake city, ut 84104, usa","Geocoded"
"R.C.","(Can enter thru parking lot in rear)","147 S. State St.","Salt Lake City","UT","(PT),(WE)","Bars/Clubs",1984,NA,"","147 S. State St., Salt Lake City, UT",-111.8877316,40.7660512,"147 s state st, salt lake city, ut 84111, usa","Geocoded"
"M.C.C.","","569 S. 13th","Salt Lake City","UT","(MCC)","Religious Institution",1984,NA,"","569 S. 13th, Salt Lake City, UT",-111.927949,40.7562364,"569 s 13th w, salt lake city, ut 84104, usa","Geocoded"
"Puss n' Boots","(Disco) (WE*)","996 S. Redwood Rd.","Salt Lake City","UT","(L),(D),(S),(PT),(WE),(*)","Bars/Clubs",1984,NA,"","996 S. Redwood Rd., Salt Lake City, UT",-111.9397199,40.7474917,"996 s redwood rd, salt lake city, ut 84104, usa","Geocoded"
"20 rue Jacob","(Coffee House, Books, etc)","232 E. 800 So.","Salt Lake City","UT","(L)","Book Store",1984,NA,"","232 E. 800 So., Salt Lake City, UT",-111.8841066,40.7516723,"232 e 800 s, salt lake city, ut 84111, usa","Geocoded"
"Wishing Well","('Y' like showers, Bed & Breakfast)","243 West 200 South","Salt Lake City","UT","(H),(*)","Hotel",1984,NA,"","243 West 200 South, Salt Lake City, UT",-111.898314,40.764668,"243 w 200 s, salt lake city, ut 84101, usa","Geocoded"
"Andrews Inn","(Ski resort) (2 bars) (Disco) (Some L) (Sun. Tea dance & buffet)","34 Village Square","Bellows Falls","VT","(*),(H),(R),(D),(L)","Bars/Clubs,Hotel,Restaurant",1984,NA,"","34 Village Square, Bellows Falls, VT",-72.443933,43.134071,"32 square, bellows falls, vt 05101, usa","Geocoded"
"Book Stacks","(Books, mag. etc)","118 Pine St.","Burlington","VT","","Book Store",1984,NA,"","118 Pine St., Burlington, VT",-73.21536,44.476349,"118 pine st, burlington, vt 05401, usa","Geocoded"
"Boiler Room","(Beer) (Cruisy)","111 W . Tazewell","Norfolk","VA","(SM),(W),(PT),(*)","Bars/Clubs,Cruising Areas",1984,NA,"","111 W . Tazewell, Norfolk, VA",-76.2914909,36.8492514,"111 w tazewell st, norfolk, va 23510, usa","Geocoded"
"Colley Cafe","(Open 7 days, 24 hours) (Liquor)","1316 Colley Ave.","Norfolk","VA","","Bars/Clubs",1984,NA,"","1316 Colley Ave., Norfolk, VA",-76.2982549,36.8669617,"1316 colley ave, norfolk, va 23517, usa","Geocoded"
"Cue","(Some L) (Disco)","4601 Killam","Norfolk","VA","(*),(YC),(L),(D),(R),(PT)","Restaurant,Bars/Clubs",1984,NA,"","4601 Killam, Norfolk, VA",-76.29858,36.885804,"4601 killam ave, norfolk, va 23508, usa","Geocoded"
"Colley Deli","(Open 24 hrs.)","1202 Colley Ave","Norfolk","VA","(M),(R)","Restaurant",1984,NA,"","1202 Colley Ave, Norfolk, VA",-76.2988952,36.8658231,"1202 colley ave, norfolk, va 23517, usa","Geocoded"
"Late Late Show","(Some L) (Disco) (Rear entrance)","113 E. Princess Anne Rd.","Norfolk","VA","(P),(AH),(L),(D),(*)","Bars/Clubs",1984,NA,"","113 E. Princess Anne Rd., Norfolk, VA",-76.2873537,36.8606543,"113 e princess anne rd, norfolk, va 23510, usa","Geocoded"
"Our Own Community Press","(Publication)","739 Yarmouth","Norfolk","VA","","Publications",1984,NA,"","739 Yarmouth, Norfolk, VA",-76.2940471,36.8551079,"739 yarmouth st, norfolk, va 23510, usa","Geocoded"
"Oar House","(Disco) (WE*) (Rear)","4107 Colley Ave.","Norfolk","VA","(R),(YC),(D),(WE),(*)","Restaurant,Bars/Clubs",1984,NA,"","4107 Colley Ave., Norfolk, VA",-76.2952008,36.8826918,"4107 colley ave, norfolk, va 23508, usa","Geocoded"
"River Terrace","(Beer)","Granby St. near bridge","Norfolk","VA","(PT),(OC)","Bars/Clubs",1984,NA,"","Granby St. near bridge, Norfolk, VA",-76.2781593,36.9017137,"granby st, norfolk, va, usa","Geocoded"
"Trolley","","219 Granby Mall","Norfolk","VA","(R)","Restaurant",1984,NA,"","219 Granby Mall, Norfolk, VA",-76.2915133,36.8485819,"219 granby st, norfolk, va 23510, usa","Geocoded"
"Y.M.C.A.","","312 Butte St.","Norfolk","VA","(M),(H)","Hotel",1984,NA,"","312 Butte St., Norfolk, VA",-76.2786798,36.8211129,"butt st, chesapeake, va 23324, usa","Geocoded"
"Shirley's","(Also C, R-AH)","811 Colley Ave.","Norfolk","VA","(L),(D),(PT),(C),(R),(AH),(*)","Bars/Clubs,Restaurant",1984,NA,"","811 Colley Ave., Norfolk, VA",-76.3011752,36.8628169,"811 colley ave, norfolk, va 23507, usa","Geocoded"
"Steak 'n' Eggs","","Columbia Pike","Arlington","VA","(M),(R),(C),(AH)","Restaurant",1984,NA,"","Columbia Pike, Arlington, VA",-77.1172494,38.8541646,"columbia pike, arlington, va, usa","Geocoded"
"Charlie's Pizza","","1803 S. Crater Rd.","Petersburg","VA","(M),(R)","Restaurant",1984,NA,"","1803 S. Crater Rd., Petersburg, VA",-77.3841453,37.2079062,"1803 s crater rd, petersburg, va 23805, usa","Geocoded"
"Man's World Adult Books","(cruisy)","2101 E. Washington","Petersburg","VA","","Book Store,Cruising Areas",1984,NA,"","2101 E. Washington, Petersburg, VA",-77.3692948,37.2399394,"2101 e washington st, petersburg, va 23803, usa","Geocoded"
"Broadway Cafe","(Many L)","1620 W. Broad Sf.","Richmond","VA","(R),(L)","Restaurant",1984,NA,"","1620 W. Broad Sf., Richmond, VA",-77.4564611,37.5547435,"1620 w broad st, richmond, va 23220, usa","Geocoded"
"Cary Town Novelties","(Books, etc.)","3031 W. Cary St.","Richmond","VA","","Book Store",1984,NA,"","3031 W. Cary St., Richmond, VA",-77.4800457,37.5527395,"3031 w cary st, richmond, va 23221, usa","Geocoded"
"Cary Towne Inn","(Some YC, 'drags', Unisex)(Disco) (Breakfast & lunch)","3028 W. Cary St.","Richmond","VA","(*),(YC),(D),(R)","Bars/Clubs,Restaurant",1984,NA,"","3028 W. Cary St., Richmond, VA",-77.4798545,37.5530175,"3028 w cary st, richmond, va 23221, usa","Geocoded"
"Downtown Stag Shop","(Books & erotic)","209 N. 3rd St.","Richmond","VA","","Book Store",1984,NA,"","209 N. 3rd St., Richmond, VA",-77.4395341,37.5434387,"209 n 3rd st, richmond, va 23219, usa","Geocoded"
"Dignity","(Church)","815 E. Grace","Richmond","VA","","Religious Institution",1984,NA,"","815 E. Grace, Richmond, VA",-77.4353067,37.5400173,"815 e grace st, richmond, va 23219, usa","Geocoded"
"Dee Dee's","(Some drags)","1517 W. Broad St.","Richmond","VA","(RT)","Bars/Clubs",1984,NA,"","1517 W. Broad St., Richmond, VA",-77.4561467,37.5537499,"1517 w broad st, richmond, va 23220, usa","Geocoded"
"Cha Cha Palace","(unisex) (Disco) (No booze) (WE-AH*)","800 W. Main","Richmond","VA","(M),(D),(WE),(AH),(*)","Bars/Clubs",1984,NA,"","800 W. Main, Richmond, VA",-77.4515954,37.5458472,"800 w main st, richmond, va 23220, usa","Geocoded"
"Scandal's","(Preppy) (Disco) Richmond Shopping Center","3506 W . Cary St.","Richmond","VA","(D)","Bars/Clubs",1984,NA,"","3506 W . Cary St., Richmond, VA",-77.4868224,37.5556708,"3506 w cary st, richmond, va 23221, usa","Geocoded"
"Strawberry Street Cafe","","421 N. Strawberry St.","Richmond","VA","(M)","Bars/Clubs",1984,NA,"","421 N. Strawberry St., Richmond, VA",-77.4664601,37.5557018,"421 strawberry st, richmond, va 23220, usa","Geocoded"
"Adult Bookstores","(cruisy arcade)","3747 Williamsville","Roanoke","VA","","Book Store,Cruising Areas",1984,NA,"","3747 Williamsville, Roanoke, VA",-79.9414266,37.2709704,"roanoke, va, usa","Geocoded"
"Last Straw","(Cruisy)","9 W. Salem Ave.","Roanoke","VA","(R)","Restaurant,Cruising Areas",1984,NA,"","9 W. Salem Ave., Roanoke, VA",-79.940956,37.272612,"9 salem ave sw, roanoke, va 24011, usa","Geocoded"
"Steak 'n' Eggs","","919 Jefferson","Roanoke","VA","(M),(R),(AH)","Restaurant",1984,NA,"","919 Jefferson, Roanoke, VA",-79.9411282,37.265143,"919 s jefferson st, roanoke, va 24013, usa","Geocoded"
"Back Street","","356 W. Salem Ave.","Roanoke","VA","(M),(R),(C),(AH)","Restaurant",1984,NA,"","356 W. Salem Ave., Roanoke, VA",-79.9481067,37.2721362,"356 salem ave sw, roanoke, va 24016, usa","Geocoded"
"Tradewinds","(Something for everyone)","717 Franklin Rd., S.W.","Roanoke","VA","","Bars/Clubs",1984,NA,"","717 Franklin Rd., S.W., Roanoke, VA",-79.946391,37.267094,"717 franklin rd sw, roanoke, va 24011, usa","Geocoded"
"The Park","(Some L, YC) (Disco)","615 Salem Ave.","Roanoke","VA","(*),(L),(YC),(R),(P),(D),(AH)","Bars/Clubs,Restaurant",1984,NA,"","615 Salem Ave., Roanoke, VA",-79.9528049,37.2730181,"615 salem ave sw, roanoke, va 24016, usa","Geocoded"
"Sam's Inn","(Military)","255 Potomac","Quantico","VA","(M)","Hotel,Bars/Clubs",1984,NA,"","255 Potomac, Quantico, VA",-77.2908367,38.5217302,"255 potomac ave, quantico, va 22134, usa","Geocoded"
"Cristal","(Liquor) (Should be a winner)","315 17th St.","Virginia Beach","VA","(W),(PT),(R)","Restaurant",1984,NA,"","315 17th St., Virginia Beach, VA",-75.9762696,36.8448776,"315 17th st, virginia beach, va 23451, usa","Geocoded"
"Green Apple Cinema","","1211 N. State St.","Bellingham","WA","(M)","Theatre",1984,NA,"","1211 N. State St., Bellingham, WA",-122.4783662,48.7477391,"1211 n state st, bellingham, wa 98225, usa","Geocoded"
"Great Northern Book Store","","1306 Railroad Ave.","Bellingham","WA","","Book Store",1984,NA,"","1306 Railroad Ave., Bellingham, WA",-122.4776703,48.7492918,"1306 railroad ave, bellingham, wa 98225, usa","Geocoded"
"Toyon","(Disco) (Some L)","1317 1/2 N. State St.","Bellingham","WA","(*),(D),(PT),(L),(YC)","Bars/Clubs",1984,NA,"","1317 1/2 N. State St., Bellingham, WA",-122.4764828,48.7491201,"1317 n state st, bellingham, wa 98225, usa","Geocoded"
"Blaine Books","","715 Peace Portal Way","Blaine","WA","","Book Store",1984,NA,"","715 Peace Portal Way, Blaine, WA",-122.751907,48.993822,"715 peace portal dr, blaine, wa 98230, usa","Geocoded"
"Thumper's Tavern","","519 Simpson","Hoquiam","WA","(M),(YC),(PT)","Bars/Clubs",1984,NA,"","519 Simpson, Hoquiam, WA",-123.886564,46.9791611,"519 simpson ave, hoquiam, wa 98550, usa","Geocoded"
"AxelRock Saloon","(Some SM, W , FFA) (Cruisy)
(Macho)(Disco)","1114 Howell","Seattle","WA","(*),(SM),(W),(FFA),(D)","Bars/Clubs,Cruising Areas",1984,NA,"","1114 Howell, Seattle, WA",-122.3310759,47.6167227,"1114 howell st, seattle, wa 98101, usa","Geocoded"
"A Different Drummer","(Book store)","420 Broadway E.","Seattle","WA","(L)","Book Store",1984,NA,"","420 Broadway E., Seattle, WA",-122.3205332,47.6226349,"420 broadway e, seattle, wa 98102, usa","Geocoded"
"Al Duane's Adult Book","","1212 First Ave.","Seattle","WA","","Book Store",1984,NA,"","1212 First Ave., Seattle, WA",-122.3376971,47.6066132,"1212 1st ave, seattle, wa 98101, usa","Geocoded"
"Brass Door","(Disco) (Cruisy)(Liquor) (Also C-AH)","722 E. Pike St.","Seattle","WA","(*),(YC),(D),(C),(AH)","Bars/Clubs,Cruising Areas",1984,NA,"","722 E. Pike St., Seattle, WA",-122.322344,47.6143248,"722 e pike st, seattle, wa 98122, usa","Geocoded"
"Big Eddie's","(Liquor)","2600 1st Ave.","Seattle","WA","(*),(R)","Restaurant",1984,NA,"","2600 1st Ave., Seattle, WA",-122.3496905,47.615526,"2600 1st ave, seattle, wa 98121, usa","Geocoded"
"Champ Arcade","(Books & moives)","106 Pike St.","Seattle","WA","","Book Store",1984,NA,"","106 Pike St., Seattle, WA",-122.3397895,47.6091385,"106 pike st, seattle, wa 98101, usa","Geocoded"
"Continental Baths","(Club Seattle)","1520 Summit Ave.","Seattle","WA","(*)","Bathhouses",1984,NA,"","1520 Summit Ave., Seattle, WA",-122.3252329,47.6148032,"1520 summit ave, seattle, wa 98122, usa","Geocoded"
"Columbus Tavern","","167 S. Washington","Seattle","WA","(M),(RT),(OC)","Bars/Clubs",1984,NA,"","167 S. Washington, Seattle, WA",-122.3319634,47.6007072,"167 s washington st, seattle, wa 98104, usa","Geocoded"
"Crescent Tavern","","1413 E. Olive Way","Seattle","WA","(D),(PT)","Bars/Clubs",1984,NA,"","1413 E. Olive Way, Seattle, WA",-122.3263031,47.6174453,"1413 e olive way, seattle, wa 98122, usa","Geocoded"
"Crypt","(Leather, cloths, toys, erotica, etc.)","1310 E. Union St.","Seattle","WA","(*)","Erotic Shop",1984,NA,"","1310 E. Union St., Seattle, WA",-122.3149229,47.6131424,"1310 e union st, seattle, wa 98122, usa","Geocoded"
"Daddy's Tavern","","712 Stewart","Seattle","WA","","Bars/Clubs",1984,NA,"","712 Stewart, Seattle, WA",-122.3361633,47.6149108,"712 stewart st, seattle, wa 98101, usa","Geocoded"
"Dave's Baths","(2nd floor)","2402 1st Ave.","Seattle","WA","","Bathhouses",1984,NA,"","2402 1st Ave., Seattle, WA",-122.3477571,47.6143671,"2402 1st ave, seattle, wa 98121, usa","Geocoded"
"Double Header","","407 2nd Ave.","Seattle","WA","(M),(RT),(OC),(D)","Bars/Clubs",1984,NA,"","407 2nd Ave., Seattle, WA",-122.3595008,47.6225728,"407 2nd ave w, seattle, wa 98119, usa","Geocoded"
"Eagle's Nest","(Juice bar - no booze)(Twinkies)
(Disco","708 Union St.","Seattle","WA","(AH),(D),(PT)","Bars/Clubs",1984,NA,"","708 Union St., Seattle, WA",-122.3323814,47.6110442,"708 union st, seattle, wa 98101, usa","Geocoded"
"Elite Tavern","(Fun neighborhood bar)","622 Broadway E.","Seattle","WA","","Bars/Clubs",1984,NA,"","622 Broadway E., Seattle, WA",-122.3206314,47.6247397,"622 broadway e, seattle, wa 98102, usa","Geocoded"
"Emerald City Inn","(Guest House)","1521 Bellevue Ave.","Seattle","WA","(*)","Hotel",1984,NA,"","1521 Bellevue Ave., Seattle, WA",-122.3266538,47.6170019,"1521 bellevue ave, seattle, wa 98122, usa","Geocoded"
"Eastlake East","(Disco)","101 Eastlake East","Seattle","WA","(D),(L)","Bars/Clubs",1984,NA,"","101 Eastlake East, Seattle, WA",-122.3293839,47.6187636,"101 eastlake ave e, seattle, wa 98109, usa","Geocoded"
"Foxes","(Liquor)","233 Westlake N.","Seattle","WA","(R)","Restaurant",1984,NA,"","233 Westlake N., Seattle, WA",-122.3388666,47.6206781,"233 westlake ave n, seattle, wa 98109, usa","Geocoded"
"Galer Place","(Guest House)","318 W. Galer St.","Seattle","WA","(H)","Hotel",1984,NA,"","318 W. Galer St., Seattle, WA",-122.3620245,47.6325089,"318 w galer st, seattle, wa 98119, usa","Geocoded"
"Good News","(Cards, etc.)","1510 E. Olive Way","Seattle","WA","","Business",1984,NA,"","1510 E. Olive Way, Seattle, WA",-122.3261903,47.6180713,"1510 e olive way, seattle, wa 98122, usa","Geocoded"
"Hombres Saloon","","1413 14th Ave.","Seattle","WA","","Bars/Clubs",1984,NA,"","1413 14th Ave., Seattle, WA",-122.3144323,47.6133397,"1413 14th ave, seattle, wa 98122, usa","Geocoded"
"Magazine City Adult Books","","1315 3rd Ave.","Seattle","WA","","Book Store",1984,NA,"","1315 3rd Ave., Seattle, WA",-122.3368626,47.6081073,"1315 3rd ave, seattle, wa 98101, usa","Geocoded"
"J & L Saloon","(some SM)(Patio)(WE*)","314 E. Pike St.","Seattle","WA","(SM),(PT),(WE),(*)","Bars/Clubs",1984,NA,"","314 E. Pike St., Seattle, WA",-122.3271078,47.6142997,"314 e pike st, seattle, wa 98122, usa","Geocoded"
"Marshall's Office","","1224 Howell","Seattle","WA","(W)","Bars/Clubs",1984,NA,"","1224 Howell, Seattle, WA",-122.3302258,47.6173354,"1224 howell st, seattle, wa 98101, usa","Geocoded"
"Park Bench","(Liquor)","1914 8th Ave.","Seattle","WA","(*),(R)","Restaurant",1984,NA,"","1914 8th Ave., Seattle, WA",-122.3356327,47.6154856,"1914 8th ave, seattle, wa 98101, usa","Geocoded"
"Off Ramp Cafe","","109 Eastlake E.","Seattle","WA","(R)","Restaurant",1984,NA,"","109 Eastlake E., Seattle, WA",-122.3293861,47.6186896,"109 eastlake ave e, seattle, wa 98109, usa","Geocoded"
"Monastery","(Disco) (Twinkies before 2:00 a.m. - Adults AH-WE)","1900 Boren St.","Seattle","WA","(D),(AH),(WE)","Bars/Clubs",1984,NA,"","1900 Boren St., Seattle, WA",-122.3327782,47.6171342,"1900 boren ave, seattle, wa 98101, usa","Geocoded"
