"ID","title","amenityfeatures","description","streetaddress","type","city","state","unclear_address","Year","uncleartype","notes","Last.Modified","full.address","lon","lat","geoAddress","status"
639,"Wellington's","(MW)","N. Hollywood 980-1430 lunch & dinner, cocktails","4345 Lankershim","Restaurants & Cafes","Los Angeles","CA",NA,1992,"","","5/19/2023 8:29am","4345 Lankershim ,  Los Angeles ,  CA",-118.3653584,34.1491533,"4345 lankershim blvd, north hollywood, ca 91602, usa","Geocoded"
925,"Bee Jay's","(MW),(D),(CW),(LV)","264-4206 10am-2am","4355 Home Ave.","Bars","San Diego","CA",NA,1992,"","","4/25/2023 9:32pm","4355 Home Ave. ,  San Diego ,  CA",-117.1005039,32.7276014,"4355 home ave, san diego, ca 92105, usa","Geocoded"
443,"Egg Heaven","(MX)","433-9277 7am-2:30pm","4358 E. 4th St.","Restaurants & Cafes","Long Beach","CA",NA,1992,"","","4/25/2023 9:32pm","4358 E. 4th St. ,  Long Beach ,  CA",-118.1418525,33.7715483,"4358 e 4th st, long beach, ca 90814, usa","Geocoded"
227,"AA Gay/Lesbian","","(Pulaski Hts Presb Church) 664-7303 (AA#) mtgs 5pm Sun, 8pm Wed & Fri","4401 Woodlawn","Info Lines & Services","Little Rock","AR",NA,1992,"","","4/25/2023 9:32pm","4401 Woodlawn ,  Little Rock ,  AR",-92.3220854,34.7560809,"4401 woodlawn dr, little rock, ar 72205, usa","Geocoded"
5445,"Holy Trinity Community Church","","827-5088, 11am Sun","4402 Roseland","Religious Organization","Dallas","TX",NA,1992,"","","4/25/2023 9:32pm","4402 Roseland ,  Dallas ,  TX",-96.7819023,32.802897,"4402 roseland ave, dallas, tx 75204, usa","Geocoded"
1112,"Now, Voyager","(IGTA)","626-1169","4406 18th St.","Travel & Tour Operators","San Francisco","CA",NA,1992,"","","4/25/2023 9:32pm","4406 18th St. ,  San Francisco ,  CA",-122.4386565,37.7607987,"4406 18th st, san francisco, ca 94114, usa","Geocoded"
2349,"AA Gay/Lesbian-New Town Alano Club","","871-2003/271-6822 70 meetings a week, call for schedule","4407 N. Clark","Info Lines & Services","Chicago","IL",NA,1992,"","","4/25/2023 9:32pm","4407 N. Clark ,  Chicago ,  IL",-87.6657454,41.9619606,"4407 n clark st, chicago, il 60640, usa","Geocoded"
506,"Flex Complex","(PC),(SW)","663-5858 24hrs, gym, jacuzzi","4424 Melrose Ave.","Gyms/Health Clubs","Los Angeles","CA",NA,1992,"","","4/25/2023 9:32pm","4424 Melrose Ave. ,  Los Angeles ,  CA",-118.2972821,34.083405,"4424 melrose ave, los angeles, ca 90029, usa","Geocoded"
2361,"Integrity Chicago","","477-8920, 7:30pm first Fri","4450 N. Hermitage","Religious Organization","Chicago","IL",NA,1992,"","","4/25/2023 9:32pm","4450 N. Hermitage ,  Chicago ,  IL",-87.6728328,41.9630259,"4450 n hermitage ave, chicago, il 60640, usa","Geocoded"
5834,"MCC Richmond","","(Friends Mtg House) 353-9477 worship 3:30 & 6:30pm Sun","4500 Kensington Ave.","Religious Organization","Richmond","VA",NA,1992,"","","4/25/2023 9:32pm","4500 Kensington Ave. ,  Richmond ,  VA",-77.4960979,37.5674925,"4500 kensington ave, richmond, va 23221, usa","Geocoded"
5493,"Dignity","","283-8588 meets 7:30pm 1st Wed, call for info","4503 Bridge St.","Religious Organization","Ft. Worth","TX",NA,1992,"","","4/25/2023 9:32pm","4503 Bridge St. ,  Ft. Worth ,  TX",-97.2543709,32.7602395,"4503 bridge st, fort worth, tx 76103, usa","Geocoded"
5380,"Buddy's","(MW),(NH),(F)","855-7502 3pm-2am, quiet lounge next door","4522 Weber Rd.","Bars","Corpus Christi","TX",NA,1992,"","","4/25/2023 9:32pm","4522 Weber Rd. ,  Corpus Christi ,  TX",-97.3923906,27.7301731,"4522 weber rd, corpus christi, tx 78411, usa","Geocoded"
240,"American Arcade","","666-9925, 24hrs","4524 Asher","Erotica","Little Rock","AR",NA,1992,"","","4/25/2023 9:32pm","4524 Asher ,  Little Rock ,  AR",-92.3252798,34.7234386,"4524 asher ave, little rock, ar 72204, usa","Geocoded"
5851,"Charades","(D),(F)","497-7788 5pm-2am, from 1pm Sun","4525 Columbus St.","Bars","Virginia Beach","VA",NA,1992,"","","4/25/2023 9:32pm","4525 Columbus St. ,  Virginia Beach ,  VA",-76.1323756,36.8406944,"4525 columbus st, virginia beach, va 23462, usa","Geocoded"
508,"M.B. Club","(PC)","669-9899 8pm-4am Mon-Fri, 4pm-5am Sat & Sun","4550 Melrose Ave.","Gyms/Health Clubs","Los Angeles","CA",NA,1992,"","","4/25/2023 9:32pm","4550 Melrose Ave. ,  Los Angeles ,  CA",-118.2997041,34.0834053,"4550 melrose ave, los angeles, ca 90029, usa","Geocoded"
5218,"Trumps","(MW),(D),(S),(F)","584-4884 5pm-3am, from 8pm Sat & Sun","4551 Kingston Pike","Bars","Knoxville","TN",NA,1992,"","","4/25/2023 9:32pm","4551 Kingston Pike ,  Knoxville ,  TN",-83.9793122,35.9408936,"4551 kingston pike, knoxville, tn 37919, usa","Geocoded"
2800,"4600 Books","","449-1443","4600 Dixie Hwy","Erotica","Louisville","KY",NA,1992,"","","4/25/2023 9:32pm","4600 Dixie Hwy ,  Louisville ,  KY",-85.8211402,38.1775665,"4600 dixie hwy, shively, ky 40216, usa","Geocoded"
5807,"Cue Club","(*),(D),(F),(S)","489-9740 patio & volleyball crt, 2pm-2am","4601 Killam Ave.","Bars","Norfolk","VA",NA,1992,"","","4/25/2023 9:32pm","4601 Killam Ave. ,  Norfolk ,  VA",-76.298582,36.8858109,"4601 killam ave, norfolk, va 23508, usa","Geocoded"
3765,"Gipsy","(*),(MW),(D),(YC),(S)","731-1919 10pm-6am, slots","4605 Paradise Rd.","Bars","Las Vegas","NV",NA,1992,"","","4/25/2023 9:32pm","4605 Paradise Rd. ,  Las Vegas ,  NV",-115.1518372,36.1059248,"4605 paradise rd, las vegas, nv 89119, usa","Geocoded"
926,"Bourbon Street","(E),(P)","291-0173 11am-2am Mon-Sat, 9am-2am Sun, piano bar & jazz, patio","4612 Park Blvd.","Bars","San Diego","CA",NA,1992,"","","4/25/2023 9:32pm","4612 Park Blvd. ,  San Diego ,  CA",-117.1466731,32.7613985,"4612 park blvd, san diego, ca 92116, usa","Geocoded"
5495,"MCC Agape","","820 535-5002, 10:30am & 7pm Sun","4615 S.E. Loop","Religious Organization","Ft. Worth","TX",NA,1992,"","","4/25/2023 9:32pm","4615 S.E. Loop ,  Ft. Worth ,  TX",NA,NA,"NA","Geocoded"
337,"Red Lantern","(*)","251-5898 2pm-2am","4618 E. Belmont St.","Bars","Fresno","CA",NA,1992,"","","4/25/2023 9:32pm","4618 E. Belmont St. ,  Fresno ,  CA",-119.7446313,36.7502867,"4618 e belmont ave, fresno, ca 93702, usa","Geocoded"
4999,"Holiday Bar","(*),(NH),(YC)","682-8598 4pm-2am Mon-Fri, from 2pm Sat & Sun","4620 Forbes Ave.","Bars","Pittsburgh","PA",NA,1992,"","","4/25/2023 9:32pm","4620 Forbes Ave. ,  Pittsburgh ,  PA",-79.947944,40.444344,"4620 forbes ave, pittsburgh, pa 15213, usa","Geocoded"
125,"Bum Steer's","(*),(L),(LV),(V),(AH)","Copperstate Leathermen home bar, Phoenix home of T.A.L.L., patio","4620 N. 7th Ave.","Bars","Phoenix","AZ",NA,1992,"","","4/25/2023 9:32pm","4620 N. 7th Ave. ,  Phoenix ,  AZ",-112.0829409,33.5043274,"4620 n 7th ave, phoenix, az 85013, usa","Geocoded"
974,"Bravo News Magazine","","574-0566 weekly news magazine","4620 Park Blvd.","Publication","San Diego","CA",NA,1992,"","","4/25/2023 9:32pm","4620 Park Blvd. ,  San Diego ,  CA",-117.1464585,32.7614011,"4620 park blvd, san diego, ca 92116, usa","Geocoded"
509,"Meat Rack","(PC)","669-9811 rooms only, 8pm-4am Sun-Thurs, til 6am Fri & Sat","4621 Santa Monica Blvd.","Gyms/Health Clubs","Los Angeles","CA",NA,1992,"","","4/25/2023 9:32pm","4621 Santa Monica Blvd. ,  Los Angeles ,  CA",-118.2900495,34.0911254,"4621 santa monica blvd, los angeles, ca 90029, usa","Geocoded"
949,"Gold's Gym","(MX)","272-3400 5am-11pm Mon-Fri, 7am-9pm Sat & Sun","4625 Mission Bay Dr.","Gyms/Health Clubs","San Diego","CA",NA,1992,"","","4/25/2023 9:32pm","4625 Mission Bay Dr. ,  San Diego ,  CA",-117.2176071,32.8054789,"4625 mission bay dr., san diego, ca 92109, usa","Geocoded"
988,"F St. Bookstore","","","4626 Albuquerque","Erotica","San Diego","CA",NA,1992,"","","4/25/2023 9:32pm","4626 Albuquerque ,  San Diego ,  CA",-117.218239,32.8068864,"4626 albuquerque st, san diego, ca 92109, usa","Geocoded"
5584,"Stadium Book Store","","683-1886","4629 W. 34th","Erotica","Houston","TX",NA,1992,"","","4/25/2023 9:32pm","4629 W. 34th ,  Houston ,  TX",-95.4584642,29.819289,"4629 w 34th st, houston, tx 77092, usa","Geocoded"
3759,"Angles","(LV)","791-0100 24hrs, slots","4633 Paradise Rd.","Bars","Las Vegas","NV",NA,1992,"","","4/25/2023 9:32pm","4633 Paradise Rd. ,  Las Vegas ,  NV",-115.1517766,36.1054408,"4633 paradise rd, las vegas, nv 89119, usa","Geocoded"
3770,"Neon Cafe","(MX)","791-1956 8am-8pm Tues-Sat, til 5pm Mon","4637 Paradise Rd.","Bars","Las Vegas","NV",NA,1992,"","","4/25/2023 9:32pm","4637 Paradise Rd. ,  Las Vegas ,  NV",-115.1512669,36.1055046,"4637 paradise rd, las vegas, nv 89169, usa","Geocoded"
3762,"Buffalo","(*),(LV),(L),(V)","733-8355 24hrs, slots","4640 Paradise Rd.","Bars","Las Vegas","NV",NA,1992,"","","4/25/2023 9:32pm","4640 Paradise Rd. ,  Las Vegas ,  NV",-115.1495674,36.1059945,"4640 paradise rd, las vegas, nv 89119, usa","Geocoded"
3780,"Price Video","","Ste. 11, 734-1342","4640 Paradise Rd.","Erotica","Las Vegas","NV",NA,1992,"","","4/25/2023 9:32pm","4640 Paradise Rd. ,  Las Vegas ,  NV",-115.1495674,36.1059945,"4640 paradise rd, las vegas, nv 89119, usa","Geocoded"
1336,"F St. Bookstore","","497-6042","4650 Boarder Village Rd.","Erotica","San Ysidro","CA",NA,1992,"","","4/25/2023 9:32pm","4650 Boarder Village Rd. ,  San Ysidro ,  CA",-117.0346754,32.5478224,"4650 border village rd, san ysidro, ca 92173, usa","Geocoded"
5553,"Spanish Flower Restaurant","","869-1706 24hrs","4701 N. Main","Restaurants & Cafes","Houston","TX",NA,1992,"","","4/25/2023 9:32pm","4701 N. Main ,  Houston ,  TX",-95.3819569,29.7971363,"4701 n main st, houston, tx 77009, usa","Geocoded"
4397,"Security Travel Agency","(IGTA)","527-8706/(800)366-8706","4705 Park Rd.","Travel & Tour Operators","Charlotte","NC",NA,1992,"","","4/25/2023 9:32pm","4705 Park Rd. ,  Charlotte ,  NC",-80.8498861,35.1658346,"4705 park rd, charlotte, nc 28209, usa","Geocoded"
4250,"J. Bette Travel","(IGTA)","Ste. 279-3872","4712 Ave. 'N'","Travel & Tour Operators","Brooklyn","NY",NA,1992,"","","4/25/2023 9:32pm","4712 Ave. 'N' ,  Brooklyn ,  NY",-73.9293148,40.6186359,"4712 avenue n, brooklyn, ny 11234, usa","Geocoded"
5618,"Fifty-One Club","","362-9018","4721 Andrews Hwy.","Erotica","Odessa/Midland","TX",NA,1992,"","","4/25/2023 9:32pm","4721 Andrews Hwy. ,  Odessa/Midland ,  TX",-102.3872675,31.8885959,"4721 andrews hwy, odessa, tx 79762, usa","Geocoded"
2448,"Man's World North","(PC)","728-0400","4740 N. Western","Gyms/Health Clubs","Chicago","IL",NA,1992,"","","4/25/2023 9:32pm","4740 N. Western ,  Chicago ,  IL",-87.6892742,41.9680162,"4740 n western ave, chicago, il 60625, usa","Geocoded"
998,"Midnight Books","","582-1997","4790 El Cajon Blvd.","Erotica","San Diego","CA",NA,1992,"","","4/25/2023 9:32pm","4790 El Cajon Blvd. ,  San Diego ,  CA",-117.0913028,32.7563203,"4790 el cajon blvd, san diego, ca 92115, usa","Geocoded"
6048,"Pivot Club","(MW),(D),(V),(S)","730-0440 5pm-2am Mon-Thurs, til 2:30am Fri, 7pm-2:30am Sat, noon-2am Sun","4815 W. Prospect Ave.","Bars","Appleton","WI",NA,1992,"","","4/25/2023 9:32pm","4815 W. Prospect Ave. ,  Appleton ,  WI",-88.4800639,44.2428738,"4815 w prospect ave, appleton, wi 54914, usa","Geocoded"
447,"Dodd's Bookshop","","438-9948 strong gay section; 10-10 Mon-Sat, noon-6 Sun","4818 E. 2nd St.","Bookstore/Retail Shops","Long Beach","CA",NA,1992,"","","4/25/2023 9:32pm","4818 E. 2nd St. ,  Long Beach ,  CA",-118.1376665,33.761255,"4818 2nd st, long beach, ca 90803, usa","Geocoded"
2030,"MCC King of Peace","","323-5857 10am & 7:30pm Sun","4825 9th Ave. N.","Religious Organization","St. Petersburg","FL",NA,1992,"","","4/25/2023 9:32pm","4825 9th Ave. N. ,  St. Petersburg ,  FL",-82.6992492,27.7812382,"4825 9th ave n, st. petersburg, fl 33713, usa","Geocoded"
5478,"Eros Adult Book Store","","565-2929","4828 Montana","Erotica","El Paso","TX",NA,1992,"","","4/25/2023 9:32pm","4828 Montana ,  El Paso ,  TX",-106.430265,31.783338,"4828 montana ave, el paso, tx 79903, usa","Geocoded"
978,"Huddle Up!","","225-0282","4835 Voltaire","Publication","San Diego","CA",NA,1992,"","","4/25/2023 9:32pm","4835 Voltaire ,  San Diego ,  CA",-117.2439579,32.750179,"4835 voltaire st, san diego, ca 92107, usa","Geocoded"
979,"Mr.","","225-0282 adult fiction, articles & nude photos, every 6 wks","4835 Voltaire","Publication","San Diego","CA",NA,1992,"","","4/25/2023 9:32pm","4835 Voltaire ,  San Diego ,  CA",-117.2439579,32.750179,"4835 voltaire st, san diego, ca 92107, usa","Geocoded"
980,"Update","","225-0282 weekly news magazine","4835 Voltaire","Publication","San Diego","CA",NA,1992,"","","4/25/2023 9:32pm","4835 Voltaire ,  San Diego ,  CA",-117.2439579,32.750179,"4835 voltaire st, san diego, ca 92107, usa","Geocoded"
5018,"MCC","","(Friends Meeting House) 683-2994 worship 7:30pm Sun","4836 Ellsworth Ave.","Religious Organization","Pittsburgh","PA",NA,1992,"","","4/25/2023 9:32pm","4836 Ellsworth Ave. ,  Pittsburgh ,  PA",-79.9458127,40.4491644,"4836 ellsworth ave, pittsburgh, pa 15213, usa","Geocoded"
3554,"St.Stephen's United Community Church","","(Unitarian Church) 932-5765 worship 5pm Sun","4866 N. State St.","Religious Organization","Jackson","MS",NA,1992,"","","4/25/2023 9:32pm","4866 N. State St. ,  Jackson ,  MS",-90.1712754,32.363147,"4866 n state st, jackson, ms 39206, usa","Geocoded"
3547,"Lambda AA","","(Unitarian Church) 353-7611 (hotline #) 6:30pm Mon/Wed, 8pm Sat","4872 N. State St.","Info Lines & Services","Jackson","MS",NA,1992,"","","4/25/2023 9:32pm","4872 N. State St. ,  Jackson ,  MS",-90.1711057,32.3629003,"4872 n state st, jackson, ms 39206, usa","Geocoded"
3667,"Majestic Bar & Restaurant","(MX)","361-2011 6am-1am","4900 Laclede","Restaurants & Cafes","St. Louis","MO",NA,1992,"","","4/25/2023 9:32pm","4900 Laclede ,  St. Louis ,  MO",-90.262481,38.6401965,"4900 laclede ave, st. louis, mo 63108, usa","Geocoded"
5480,"Venus Adult Theater","","& Books 566-8061","4912 Montana","Erotica","El Paso","TX",NA,1992,"","","4/25/2023 9:32pm","4912 Montana ,  El Paso ,  TX",-106.4293318,31.783327,"4912 montana ave, el paso, tx 79903, usa","Geocoded"
2025,"Sharp A's","(*),(MW),(D)","327-4897 3pm-2am","4918 22nd Ave. S.","Bars","St. Petersburg","FL",NA,1992,"","","4/25/2023 9:32pm","4918 22nd Ave. S. ,  St. Petersburg ,  FL",-82.6996993,27.7483021,"4918 22nd ave s, st. petersburg, fl 33711, usa","Geocoded"
632,"Lodge","(*),(D)","N. Hollywood 769-7722 noon-2am","4923 Lankershim Blvd.","Bars","Los Angeles","CA",NA,1992,"","","5/19/2023 8:29am","4923 Lankershim Blvd. ,  Los Angeles ,  CA",-118.3722493,34.1604104,"4923 lankershim blvd, north hollywood, ca 91601, usa","Geocoded"
2440,"Different Strokes","(MW),(NH)","334-8873 patio, 2pm-2am","4923 N. Clark St.","Bars","Chicago","IL",NA,1992,"","","4/25/2023 9:32pm","4923 N. Clark St. ,  Chicago ,  IL",-87.667649,41.9724386,"4923 n clark st, chicago, il 60640, usa","Geocoded"
1360,"MCC Ventura","","659-9068, 6pm Sun","4949 Foothill Blvd.","Religious Organization","Ventura","CA",NA,1992,"","","4/25/2023 9:32pm","4949 Foothill Blvd. ,  Ventura ,  CA",-119.2294177,34.2840019,"4949 foothill rd, ventura, ca 93003, usa","Geocoded"
1420,"R&R Denver","(NH),(LV),(CW)","320-9337 7am-2am","4958 E. Colfax Ave.","Bars","Denver","CO",NA,1992,"","","4/25/2023 9:32pm","4958 E. Colfax Ave. ,  Denver ,  CO",-104.9295083,39.7399072,"4958 e colfax ave, denver, co 80220, usa","Geocoded"
948,"Dave's Baths","(PC),(SW)","Ocean Beach 224-9011 24hrs, dry & wet sauna, spa, TV lounge","4969 Santa Monica Ave.","Gyms/Health Clubs","San Diego","CA",NA,1992,"","","5/19/2023 8:29am","4969 Santa Monica Ave. ,  San Diego ,  CA",-117.2499504,32.7471732,"4969 santa monica ave, san diego, ca 92107, usa","Geocoded"
2498,"Chelsea Books","","224-7000","5000 Gardner Expressway","Erotica","Quincy","IL",NA,1992,"","","4/25/2023 9:32pm","5000 Gardner Expressway ,  Quincy ,  IL",-91.3941712,39.8700965,"5000 gardner expy, quincy, il 62305, usa","Geocoded"
4354,"Gay 12 Step","","463-5011 7:15pm Fri","5001 E. Fayette St.","Info Lines & Services","Syracuse","NY",NA,1992,"","","4/25/2023 9:32pm","5001 E. Fayette St. ,  Syracuse ,  NY",-76.1036958,43.0485797,"5001 e fayette st, syracuse, ny 13224, usa","Geocoded"
2438,"Clark's on Clark","(*),(NH)","784-9250 noon-4am Mon-Fri, noon-5am Sat, til 4am Sun","5001 N. Clark St","Bars","Chicago","IL",NA,1992,"","","4/25/2023 9:32pm","5001 N. Clark St ,  Chicago ,  IL",-87.6677159,41.9726913,"5001 n clark st, chicago, il 60640, usa","Geocoded"
137,"Nu Towne","(YC)","267-9959 open 10am-1am, popular Sun & Tues","5002 E. Van Buren","Bars","Phoenix","AZ",NA,1992,"","","4/25/2023 9:32pm","5002 E. Van Buren ,  Phoenix ,  AZ",-111.9739771,33.4514023,"5002 e van buren st, phoenix, az 85008, usa","Geocoded"
5905,"Chambered Nautilus","(MX)","522-2536 B&B, full bkfst","5005 22nd Ave. N.E.","Accomodations","Seattle","WA",NA,1992,"","","4/25/2023 9:32pm","5005 22nd Ave. N.E. ,  Seattle ,  WA",-122.3048132,47.6651494,"5005 22nd ave ne, seattle, wa 98105, usa","Geocoded"
3688,"Corral Bar","(*),(MW),(CW),(D),(E)","373-5345 11am-2am","5005 Hwy 312 E.","Bars","Billings","MT",NA,1992,"","","4/25/2023 9:32pm","5005 Hwy 312 E. ,  Billings ,  MT",-108.39839,45.8899741,"5005 hwy 312, billings, mt 59105, usa","Geocoded"
5638,"New Ponderosa","(MW),(D),(E),(F),(S)","924-6322 6pm-2am","5007 S. Flores","Bars","San Antonio","TX",NA,1992,"","","4/25/2023 9:32pm","5007 S. Flores ,  San Antonio ,  TX",-98.4994359,29.3760341,"5007 s flores st, san antonio, tx 78214, usa","Geocoded"
2305,"MCC","","342-6764 worship 5:45pm Sun","5008 Pierce Park Ln.","Religious Organization","Boise","ID",NA,1992,"","","4/25/2023 9:32pm","5008 Pierce Park Ln. ,  Boise ,  ID",-116.2680789,43.6657929,"5008 n pierce park ln, boise, id 83714, usa","Geocoded"
3760,"Backstreet","(MW),(D),(YC),(LV)","(Masco Park) 876-1844 DJ 9pm-3am, 24hrs, slots","5012 S. Arville Rd.","Bars","Las Vegas","NV",NA,1992,"","","4/25/2023 9:32pm","5012 S. Arville Rd. ,  Las Vegas ,  NV",-115.1987118,36.0984989,"5012 s arville st, las vegas, nv 89118, usa","Geocoded"
2436,"Bistro Too","(*),(MW),(YC),(D),(V),(S),(AH)","728-0050 9pm-4am Wed-Fri, til 5am Sat","5015 N. Clark St.","Bars","Chicago","IL",NA,1992,"","","4/25/2023 9:32pm","5015 N. Clark St. ,  Chicago ,  IL",-87.6678969,41.9730663,"5015 n clark st, chicago, il 60640, usa","Geocoded"
2447,"Man's Country","(PC)","878-2069 24 hrs, spa, gym","5017 N. Clark St.","Gyms/Health Clubs","Chicago","IL",NA,1992,"","","4/25/2023 9:32pm","5017 N. Clark St. ,  Chicago ,  IL",-87.667782,41.972994,"5017 n clark st, chicago, il 60640, usa","Geocoded"
3594,"Cabaret","(*),(D),(YC),(S),(F)","753-6504 3pm-3am","5024 Main St.","Bars","Kansas City","MO",NA,1992,"","","4/25/2023 9:32pm","5024 Main St. ,  Kansas City ,  MO",-94.5878298,39.0361349,"5024 main st, kansas city, mo 64112, usa","Geocoded"
2369,"Big Chicks","(MW),(NH)","728-5511 5pm-2am","5024 N. Sheridan","Bars","Chicago","IL",NA,1992,"","","4/25/2023 9:32pm","5024 N. Sheridan ,  Chicago ,  IL",-87.6552816,41.9740444,"5024 n sheridan rd, chicago, il 60640, usa","Geocoded"
5408,"Hidden Door","(L),(LV),(CW),(NH)","526-9211 7am-2am, from noon Sun","5025 Bowser","Bars","Dallas","TX",NA,1992,"","","4/25/2023 9:32pm","5025 Bowser ,  Dallas ,  TX",-96.8188351,32.8246588,"5025 bowser ave, dallas, tx 75209, usa","Geocoded"
2446,"Costa D'Oro","(MW)","782-0700 Italian cuisine, 5pm-midnight, clsd Tues","5025 N. Clark St.","Restaurants & Cafes","Chicago","IL",NA,1992,"","","4/25/2023 9:32pm","5025 N. Clark St. ,  Chicago ,  IL",-87.6678122,41.9732158,"5025 n clark st, chicago, il 60640, usa","Geocoded"
1971,"Hank's","(BW),(LV),(CW)","291-2399 noon-2am","5026 Edgewater Dr.","Bars","Orlando","FL",NA,1992,"","","4/25/2023 9:32pm","5026 Edgewater Dr. ,  Orlando ,  FL",-81.4085162,28.6046245,"5026 edgewater dr, orlando, fl 32810, usa","Geocoded"
5406,"Desert Moon, The","(*),(W),(D),(CW)","828-4471 4pm-2am Tues-Sat, from 2pm Sun, men welcome","5039 Willis Ave.","Bars","Dallas","TX",NA,1992,"","","4/25/2023 9:32pm","5039 Willis Ave. ,  Dallas ,  TX",-96.785361,32.82052,"5039 willis ave, dallas, tx 75206, usa","Geocoded"
1739,"Florida's Hot Spots","","928-1862 weekly bar guide","5100 NW 12th Ave.","Publication","Ft. Lauderdale","FL",NA,1992,"","","4/25/2023 9:32pm","5100 NW 12th Ave. ,  Ft. Lauderdale ,  FL",-80.1590732,26.189632,"5100 nw 12th ave, fort lauderdale, fl 33309, usa","Geocoded"
2078,"Fifity-One-O-One Bar","(MW),(NH),(P),(E)","7am-2am Mon-Thurs, til 4am Fri & Sat, noon-2am Sun","5101 S. Dixie Hwy.","Bars","West Palm Beach","FL",NA,1992,"","","4/25/2023 9:32pm","5101 S. Dixie Hwy. ,  West Palm Beach ,  FL",-80.0555619,26.6673335,"5101 s dixie hwy, west palm beach, fl 33405, usa","Geocoded"
711,"County Comfort B & B","(MX),(SW)","532-2802 full breakfast, non-smoking, jacuzzi","5104 E. Valencia Dr.","Accomodations","Orange","CA",NA,1992,"","","4/25/2023 9:32pm","5104 E. Valencia Dr. ,  Orange ,  CA",-117.798582,33.8083654,"5104 e valencia dr, orange, ca 92869, usa","Geocoded"
1414,"Den","(F),(NH)","534-9526 10am-2am","5110 W. Colfax Ave.","Bars","Denver","CO",NA,1992,"","","4/25/2023 9:32pm","5110 W. Colfax Ave. ,  Denver ,  CO",-105.0524766,39.7401405,"5110 w colfax ave, denver, co 80204, usa","Geocoded"
437,"Ripples","(*),(D),(E),(F),(YC),(V)","See ad PG. 87 Palm Springs 433-0357 jazz Sun, opens at 3pm, patio","5150 E. Ocean","Bars","Long Beach","CA",NA,1992,"","","4/25/2023 9:32pm","5150 E. Ocean ,  Long Beach ,  CA",-118.1380918,33.7557127,"5150 e ocean blvd, long beach, ca 90803, usa","Geocoded"
